source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
bettingpros,NBA,LeBron James,REB,2026-05-01 22:30:22,5.8,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.7; line=6.5; L10=5o/5u/10g; streak=2u; opp_rank=1
bettingpros,NBA,Alperen Sengun,REB,2026-05-01 22:30:22,10.2,0.2,None,None,None,None,5,side=over; rating=0; diff=0.7; line=9.5; L10=4o/6u/10g; streak=2u; opp_rank=5
bettingpros,NBA,Javonte Green,STL,2026-05-01 22:30:22,1.2,0.2,None,None,None,None,13,side=over; rating=0; diff=0.7; line=0.5; L10=9o/1u/10g; streak=9o; opp_rank=13
bettingpros,NBA,Donovan Mitchell,FG3M,2026-05-01 22:30:22,3.2,0.2,None,None,None,None,9,side=over; rating=0; diff=0.7; line=2.5; L10=6o/4u/10g; streak=2o; opp_rank=9
bettingpros,NBA,RJ Barrett,FG3M,2026-05-01 22:30:22,2.2,0.2,None,None,None,None,23,side=over; rating=0; diff=0.7; line=1.5; L10=5o/5u/10g; streak=1o; opp_rank=23
bettingpros,NBA,Sam Merrill,FG3M,2026-05-01 22:30:22,2.2,0.2,None,None,None,None,9,side=over; rating=0; diff=0.7; line=1.5; L10=5o/5u/10g; streak=2o; opp_rank=9
bettingpros,NBA,Austin Reaves,FG3M,2026-05-01 22:30:22,2.2,0.2,None,None,None,None,4,side=over; rating=0; diff=0.7; line=1.5; L10=8o/2u/10g; streak=3o; opp_rank=4
bettingpros,NBA,Rui Hachimura,PA,2026-05-01 22:30:22,14.2,0.2,None,None,None,None,4,side=over; rating=0; diff=0.7; line=12.5; L10=9o/1u/10g; streak=1u; opp_rank=4
bettingpros,NBA,Max Strus,RA,2026-05-01 22:30:22,7.2,0.2,None,None,None,None,6,side=over; rating=0; diff=0.7; line=6.5; L10=5o/5u/10g; streak=1u; opp_rank=6
bettingpros,NBA,RJ Barrett,PRA,2026-05-01 22:30:22,35.2,0.2,None,None,None,None,15,side=over; rating=0; diff=0.7; line=34.5; L10=3o/7u/10g; streak=1o; opp_rank=15
bettingpros,NBA,Deandre Ayton,PRA,2026-05-01 22:30:22,22.2,0.2,None,None,None,None,3,side=over; rating=0; diff=0.7; line=21.5; L10=5o/5u/10g; streak=2o; opp_rank=3
bettingpros,NBA,Wendell Carter Jr.,AST,2026-05-01 22:30:22,2.1,0.2,None,None,None,None,1,side=over; rating=0; diff=0.6; line=1.5; L10=5o/5u/10g; streak=3o; opp_rank=1
bettingpros,NBA,LeBron James,AST,2026-05-01 22:30:22,6.9,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.6; line=7.5; L10=5o/5u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Jabari Smith Jr.,AST,2026-05-01 22:30:22,2.1,0.2,None,None,None,None,18,side=over; rating=0; diff=0.6; line=1.5; L10=3o/7u/10g; streak=2o; opp_rank=18
bettingpros,NBA,Wendell Carter Jr.,BLK,2026-05-01 22:30:22,0.9,0.2,None,None,None,None,30,side=under; rating=0; diff=-0.6; line=1.5; L10=5o/5u/10g; streak=2o; opp_rank=30
bettingpros,NBA,Cade Cunningham,BLK,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,26,side=over; rating=0; diff=0.6; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Jalen Suggs,BLK,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,30,side=over; rating=0; diff=0.6; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=30
bettingpros,NBA,Jalen Duren,BLK,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,26,side=over; rating=0; diff=0.6; line=0.5; L10=6o/4u/10g; streak=3o; opp_rank=26
bettingpros,NBA,Deandre Ayton,BLK,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,16,side=over; rating=0; diff=0.6; line=1; L10=2o/1u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Alperen Sengun,BLK,2026-05-01 22:30:22,0.9,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.6; line=1.5; L10=2o/8u/10g; streak=3u; opp_rank=1
bettingpros,NBA,RJ Barrett,PTS,2026-05-01 22:30:22,24.1,0.2,None,None,None,None,14,side=over; rating=0; diff=0.6; line=23.5; L10=5o/5u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Sandro Mamukelashvili,PTS,2026-05-01 22:30:22,7.1,0.2,None,None,None,None,14,side=over; rating=0; diff=0.6; line=6.5; L10=6o/4u/10g; streak=1o; opp_rank=14
bettingpros,NBA,LeBron James,PTS,2026-05-01 22:30:22,20.9,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.6; line=22.5; L10=6o/4u/10g; streak=1o; opp_rank=5
bettingpros,NBA,Isaiah Stewart,REB,2026-05-01 22:30:22,4.1,0.2,None,None,None,None,14,side=over; rating=0; diff=0.6; line=3.5; L10=6o/4u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Dorian Finney-Smith,REB,2026-05-01 22:30:22,2.1,0.2,None,None,None,None,5,side=over; rating=0; diff=0.6; line=2; L10=2o/3u/10g; streak=1o; opp_rank=5
bettingpros,NBA,Luke Kennard,STL,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,23,side=over; rating=0; diff=0.6; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=23
bettingpros,NBA,Austin Reaves,STL,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,23,side=over; rating=0; diff=0.6; line=0.5; L10=5o/5u/10g; streak=2u; opp_rank=23
bettingpros,NBA,Dean Wade,FG3M,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,9,side=over; rating=0; diff=0.6; line=0.5; L10=8o/2u/10g; streak=7o; opp_rank=9
bettingpros,NBA,Jaylon Tyson,FG3M,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,9,side=over; rating=0; diff=0.6; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Wendell Carter Jr.,FG3M,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,8,side=over; rating=0; diff=0.6; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=8
bettingpros,NBA,Desmond Bane,PR,2026-05-01 22:30:22,24.1,0.2,None,None,None,None,4,side=over; rating=0; diff=0.6; line=23.5; L10=3o/7u/10g; streak=1u; opp_rank=4
bettingpros,NBA,Daniss Jenkins,PR,2026-05-01 22:30:22,6.9,0.2,None,None,None,None,12,side=under; rating=0; diff=-0.6; line=7.5; L10=4o/6u/10g; streak=4u; opp_rank=12
bettingpros,NBA,Reed Sheppard,PR,2026-05-01 22:30:22,20.1,0.2,None,None,None,None,9,side=over; rating=0; diff=0.6; line=18.5; L10=2o/8u/10g; streak=2u; opp_rank=9
bettingpros,NBA,RJ Barrett,RA,2026-05-01 22:30:22,11.1,0.2,None,None,None,None,15,side=over; rating=0; diff=0.6; line=10.5; L10=2o/8u/10g; streak=1o; opp_rank=15
bettingpros,NBA,Jalen Duren,RA,2026-05-01 22:30:22,13.1,0.2,None,None,None,None,8,side=over; rating=0; diff=0.6; line=11.5; L10=5o/5u/10g; streak=3u; opp_rank=8
bettingpros,NBA,Jamal Cain,RA,2026-05-01 22:30:22,5.1,0.2,None,None,None,None,2,side=over; rating=0; diff=0.6; line=4.5; L10=3o/7u/10g; streak=2o; opp_rank=2
bettingpros,NBA,Deandre Ayton,RA,2026-05-01 22:30:22,8.9,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.6; line=9.5; L10=4o/6u/10g; streak=2o; opp_rank=1
bettingpros,NBA,Dorian Finney-Smith,PRA,2026-05-01 22:30:22,6.1,0.2,None,None,None,None,11,side=over; rating=0; diff=0.6; line=5.5; L10=4o/6u/10g; streak=1o; opp_rank=11
bettingpros,NBA,RJ Barrett,AST,2026-05-01 22:30:22,4.5,0.2,None,None,None,None,16,side=over; rating=0; diff=0.5; line=3.5; L10=5o/5u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Scottie Barnes,AST,2026-05-01 22:30:22,7,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.5; line=7.5; L10=4o/6u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Jalen Duren,AST,2026-05-01 22:30:22,2,0.2,None,None,None,None,6,side=over; rating=0; diff=0.5; line=1.5; L10=8o/2u/10g; streak=2o; opp_rank=6
bettingpros,NBA,Collin Murray-Boyles,BLK,2026-05-01 22:30:22,1,0.2,None,None,None,None,8,side=over; rating=0; diff=0.5; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Anthony Black,BLK,2026-05-01 22:30:22,1,0.2,None,None,None,None,30,side=over; rating=0; diff=0.5; line=0.5; L10=6o/4u/10g; streak=2u; opp_rank=30
bettingpros,NBA,Scottie Barnes,PTS,2026-05-01 22:30:22,21,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.5; line=21.5; L10=4o/6u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Jamal Shead,PTS,2026-05-01 22:30:22,9,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.5; line=9.5; L10=2o/8u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Desmond Bane,PTS,2026-05-01 22:30:22,20,0.2,None,None,None,None,3,side=over; rating=0; diff=0.5; line=19.5; L10=3o/7u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Jarrett Allen,REB,2026-05-01 22:30:22,8,0.2,None,None,None,None,9,side=over; rating=0; diff=0.5; line=7.5; L10=5o/5u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Dean Wade,REB,2026-05-01 22:30:22,4,0.2,None,None,None,None,9,side=over; rating=0; diff=0.5; line=3.5; L10=6o/4u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Max Strus,REB,2026-05-01 22:30:22,4.5,0.2,None,None,None,None,9,side=over; rating=0; diff=0.5; line=3.5; L10=7o/3u/10g; streak=3o; opp_rank=9
bettingpros,NBA,Luke Kennard,REB,2026-05-01 22:30:22,3,0.2,None,None,None,None,1,side=over; rating=0; diff=0.5; line=2.5; L10=6o/4u/10g; streak=5o; opp_rank=1
bettingpros,NBA,Wendell Carter Jr.,STL,2026-05-01 22:30:22,1,0.2,None,None,None,None,24,side=over; rating=0; diff=0.5; line=0.5; L10=4o/6u/10g; streak=1o; opp_rank=24
bettingpros,NBA,Reed Sheppard,STL,2026-05-01 22:30:22,2,0.2,None,None,None,None,26,side=over; rating=0; diff=0.5; line=1.5; L10=5o/5u/10g; streak=3o; opp_rank=26
bettingpros,NBA,James Harden,FG3M,2026-05-01 22:30:22,3,0.2,None,None,None,None,9,side=over; rating=0; diff=0.5; line=2.5; L10=7o/3u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Sandro Mamukelashvili,FG3M,2026-05-01 22:30:22,1,0.2,None,None,None,None,23,side=over; rating=0; diff=0.5; line=0.5; L10=8o/2u/10g; streak=1o; opp_rank=23
bettingpros,NBA,Evan Mobley,FG3M,2026-05-01 22:30:22,1,0.2,None,None,None,None,9,side=over; rating=0; diff=0.5; line=0.5; L10=4o/6u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Scottie Barnes,FG3M,2026-05-01 22:30:22,1,0.2,None,None,None,None,23,side=under; rating=0; diff=-0.5; line=1.5; L10=4o/6u/10g; streak=2u; opp_rank=23
bettingpros,NBA,Caris LeVert,FG3M,2026-05-01 22:30:22,1,0.2,None,None,None,None,1,side=over; rating=0; diff=0.5; line=0.5; L10=5o/5u/10g; streak=4u; opp_rank=1
bettingpros,NBA,Tristan da Silva,FG3M,2026-05-01 22:30:22,1,0.2,None,None,None,None,8,side=over; rating=0; diff=0.5; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Rui Hachimura,FG3M,2026-05-01 22:30:22,2,0.2,None,None,None,None,4,side=over; rating=0; diff=0.5; line=1.5; L10=8o/2u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Reed Sheppard,PA,2026-05-01 22:30:22,21,0.2,None,None,None,None,13,side=over; rating=0; diff=0.5; line=20.5; L10=3o/7u/10g; streak=2u; opp_rank=13
bettingpros,NBA,Marcus Smart,PR,2026-05-01 22:30:22,13,0.2,None,None,None,None,2,side=under; rating=0; diff=-0.5; line=13.5; L10=5o/5u/10g; streak=1o; opp_rank=2
bettingpros,NBA,Ja'Kobe Walter,RA,2026-05-01 22:30:22,5,0.2,None,None,None,None,15,side=under; rating=0; diff=-0.5; line=5.5; L10=2o/8u/10g; streak=1u; opp_rank=15
bettingpros,NBA,Marcus Smart,RA,2026-05-01 22:30:22,6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.5; line=5.5; L10=9o/1u/10g; streak=7o; opp_rank=1
bettingpros,NBA,Collin Murray-Boyles,PRA,2026-05-01 22:30:22,20,0.2,None,None,None,None,15,side=under; rating=0; diff=-0.5; line=21.5; L10=7o/3u/10g; streak=1u; opp_rank=15
bettingpros,NBA,Daniss Jenkins,PRA,2026-05-01 22:30:22,9,0.2,None,None,None,None,12,side=under; rating=0; diff=-0.5; line=9.5; L10=6o/4u/10g; streak=4u; opp_rank=12
bettingpros,NBA,Jabari Smith Jr.,PRA,2026-05-01 22:30:22,27,0.2,None,None,None,None,11,side=over; rating=0; diff=0.5; line=26.5; L10=6o/4u/10g; streak=3o; opp_rank=11
bettingpros,NBA,Duncan Robinson,AST,2026-05-01 22:30:22,1.9,0.2,None,None,None,None,6,side=over; rating=0; diff=0.4; line=1.5; L10=7o/3u/10g; streak=2u; opp_rank=6
bettingpros,NBA,Rui Hachimura,AST,2026-05-01 22:30:22,0.9,0.2,None,None,None,None,3,side=over; rating=0; diff=0.4; line=0.5; L10=7o/3u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Tari Eason,AST,2026-05-01 22:30:22,1.9,0.2,None,None,None,None,18,side=over; rating=0; diff=0.4; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=18
bettingpros,NBA,Ja'Kobe Walter,PTS,2026-05-01 22:30:22,10.1,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.4; line=10.5; L10=5o/5u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Marcus Smart,PTS,2026-05-01 22:30:22,10.1,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.4; line=10.5; L10=5o/5u/10g; streak=1o; opp_rank=5
bettingpros,NBA,Josh Okogie,PTS,2026-05-01 22:30:22,4.9,0.2,None,None,None,None,11,side=over; rating=0; diff=0.4; line=4.5; L10=5o/5u/10g; streak=2o; opp_rank=11
bettingpros,NBA,James Harden,REB,2026-05-01 22:30:22,4.9,0.2,None,None,None,None,9,side=over; rating=0; diff=0.4; line=4.5; L10=3o/7u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Sandro Mamukelashvili,REB,2026-05-01 22:30:22,3.1,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.4; line=3.5; L10=7o/3u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Sam Merrill,REB,2026-05-01 22:30:22,1.9,0.2,None,None,None,None,9,side=over; rating=0; diff=0.4; line=1.5; L10=6o/4u/10g; streak=2u; opp_rank=9
bettingpros,NBA,Jaylon Tyson,REB,2026-05-01 22:30:22,2.9,0.2,None,None,None,None,9,side=over; rating=0; diff=0.4; line=2.5; L10=5o/5u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Tobias Harris,REB,2026-05-01 22:30:22,6.1,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.4; line=6.5; L10=3o/7u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Desmond Bane,REB,2026-05-01 22:30:22,4.1,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.4; line=4.5; L10=5o/5u/10g; streak=3o; opp_rank=4
bettingpros,NBA,Ausar Thompson,REB,2026-05-01 22:30:22,7.1,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.4; line=7.5; L10=4o/6u/10g; streak=4o; opp_rank=14
bettingpros,NBA,Marcus Smart,REB,2026-05-01 22:30:22,2.9,0.2,None,None,None,None,1,side=over; rating=0; diff=0.4; line=2.5; L10=4o/6u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Deandre Ayton,REB,2026-05-01 22:30:22,8.1,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.4; line=8.5; L10=4o/6u/10g; streak=2o; opp_rank=1
bettingpros,NBA,James Harden,STL,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.4; line=1.5; L10=5o/5u/10g; streak=1o; opp_rank=8
bettingpros,NBA,RJ Barrett,STL,2026-05-01 22:30:22,0.9,0.2,None,None,None,None,17,side=over; rating=0; diff=0.4; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=17
bettingpros,NBA,Tobias Harris,STL,2026-05-01 22:30:22,1.1,0.2,None,None,None,None,13,side=under; rating=0; diff=-0.4; line=1.5; L10=5o/5u/10g; streak=1o; opp_rank=13
bettingpros,NBA,Jabari Smith Jr.,STL,2026-05-01 22:30:22,0.9,0.2,None,None,None,None,26,side=over; rating=0; diff=0.4; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Amen Thompson,STL,2026-05-01 22:30:22,1.9,0.2,None,None,None,None,26,side=over; rating=0; diff=0.4; line=1.5; L10=7o/3u/10g; streak=1o; opp_rank=26
bettingpros,NBA,Desmond Bane,FG3M,2026-05-01 22:30:22,2.1,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.4; line=2.5; L10=4o/6u/10g; streak=3o; opp_rank=8
bettingpros,NBA,Josh Okogie,PA,2026-05-01 22:30:22,5.9,0.2,None,None,None,None,13,side=over; rating=0; diff=0.4; line=5.5; L10=5o/5u/10g; streak=2o; opp_rank=13
bettingpros,NBA,Austin Reaves,PA,2026-05-01 22:30:22,27.1,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.4; line=29.5; L10=3o/7u/10g; streak=4u; opp_rank=4
bettingpros,NBA,Rui Hachimura,PR,2026-05-01 22:30:22,16.9,0.2,None,None,None,None,2,side=over; rating=0; diff=0.4; line=15.5; L10=8o/2u/10g; streak=6o; opp_rank=2
bettingpros,NBA,Jabari Smith Jr.,PR,2026-05-01 22:30:22,24.9,0.2,None,None,None,None,9,side=over; rating=0; diff=0.4; line=24.5; L10=5o/5u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Desmond Bane,RA,2026-05-01 22:30:22,7.9,0.2,None,None,None,None,2,side=over; rating=0; diff=0.4; line=7.5; L10=2o/8u/10g; streak=4u; opp_rank=2
bettingpros,NBA,Ja'Kobe Walter,PRA,2026-05-01 22:30:22,15.1,0.2,None,None,None,None,15,side=under; rating=0; diff=-0.4; line=16.5; L10=4o/6u/10g; streak=1o; opp_rank=15
bettingpros,NBA,Desmond Bane,PRA,2026-05-01 22:30:22,27.9,0.2,None,None,None,None,2,side=over; rating=0; diff=0.4; line=26.5; L10=5o/5u/10g; streak=1u; opp_rank=2
bettingpros,NBA,Marcus Smart,PRA,2026-05-01 22:30:22,16.1,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.4; line=16.5; L10=7o/3u/10g; streak=1o; opp_rank=3
bettingpros,NBA,Deandre Ayton,AST,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,3,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=2u; opp_rank=3
bettingpros,NBA,Jaxson Hayes,AST,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,3,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=3
bettingpros,NBA,Evan Mobley,BLK,2026-05-01 22:30:22,1.8,0.2,None,None,None,None,19,side=over; rating=0; diff=0.3; line=1.5; L10=2o/8u/10g; streak=1o; opp_rank=19
bettingpros,NBA,Ja'Kobe Walter,BLK,2026-05-01 22:30:22,0.2,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.3; line=0.5; L10=2o/8u/10g; streak=5u; opp_rank=8
bettingpros,NBA,Jamal Shead,BLK,2026-05-01 22:30:22,0.2,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.3; line=0.5; L10=2o/8u/10g; streak=3u; opp_rank=8
bettingpros,NBA,Caris LeVert,BLK,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,26,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=26
bettingpros,NBA,Goga Bitadze,BLK,2026-05-01 22:30:22,1.2,0.2,None,None,None,None,30,side=under; rating=0; diff=-0.3; line=1.5; L10=6o/4u/10g; streak=2o; opp_rank=30
bettingpros,NBA,Paolo Banchero,BLK,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,30,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=30
bettingpros,NBA,Jamal Cain,BLK,2026-05-01 22:30:22,0.2,0.2,None,None,None,None,30,side=under; rating=0; diff=-0.3; line=0.5; L10=1o/9u/10g; streak=7u; opp_rank=30
bettingpros,NBA,Josh Okogie,BLK,2026-05-01 22:30:22,0.2,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.3; line=0.5; L10=2o/8u/10g; streak=5u; opp_rank=1
bettingpros,NBA,Jaxson Hayes,BLK,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,16,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=1u; opp_rank=16
bettingpros,NBA,Jakob Poeltl,PTS,2026-05-01 22:30:22,8.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=7.5; L10=6o/4u/10g; streak=3o; opp_rank=14
bettingpros,NBA,Jakob Poeltl,REB,2026-05-01 22:30:22,5.8,0.2,None,None,None,None,11,side=over; rating=0; diff=0.3; line=5.5; L10=5o/5u/10g; streak=3o; opp_rank=11
bettingpros,NBA,Caris LeVert,REB,2026-05-01 22:30:22,2.2,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.3; line=2.5; L10=4o/6u/10g; streak=2o; opp_rank=14
bettingpros,NBA,Javonte Green,REB,2026-05-01 22:30:22,2.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=2.5; L10=5o/5u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Jamal Cain,REB,2026-05-01 22:30:22,3.8,0.2,None,None,None,None,4,side=over; rating=0; diff=0.3; line=3.5; L10=3o/7u/10g; streak=2o; opp_rank=4
bettingpros,NBA,Jarrett Allen,STL,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=0.5; L10=8o/2u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Collin Murray-Boyles,STL,2026-05-01 22:30:22,1.2,0.2,None,None,None,None,17,side=under; rating=0; diff=-0.3; line=1.5; L10=2o/8u/10g; streak=1u; opp_rank=17
bettingpros,NBA,Caris LeVert,STL,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,13,side=over; rating=0; diff=0.3; line=0.5; L10=3o/7u/10g; streak=6u; opp_rank=13
bettingpros,NBA,Desmond Bane,STL,2026-05-01 22:30:22,1.2,0.2,None,None,None,None,24,side=under; rating=0; diff=-0.3; line=1.5; L10=5o/5u/10g; streak=1o; opp_rank=24
bettingpros,NBA,Jalen Duren,STL,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,13,side=over; rating=0; diff=0.3; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=13
bettingpros,NBA,Paolo Banchero,STL,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,24,side=over; rating=0; diff=0.3; line=0.5; L10=8o/2u/10g; streak=6o; opp_rank=24
bettingpros,NBA,Anthony Black,STL,2026-05-01 22:30:22,1.8,0.2,None,None,None,None,24,side=over; rating=0; diff=0.3; line=1.5; L10=4o/6u/10g; streak=1o; opp_rank=24
bettingpros,NBA,Dennis Schroder,FG3M,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,9,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Ja'Kobe Walter,FG3M,2026-05-01 22:30:22,2.2,0.2,None,None,None,None,23,side=under; rating=0; diff=-0.3; line=2.5; L10=6o/4u/10g; streak=1o; opp_rank=23
bettingpros,NBA,Cade Cunningham,FG3M,2026-05-01 22:30:22,2.2,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.3; line=2.5; L10=4o/6u/10g; streak=3o; opp_rank=1
bettingpros,NBA,Josh Okogie,FG3M,2026-05-01 22:30:22,0.8,0.2,None,None,None,None,10,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=2o; opp_rank=10
bettingpros,NBA,Tari Eason,FG3M,2026-05-01 22:30:22,1.8,0.2,None,None,None,None,10,side=over; rating=0; diff=0.3; line=1.5; L10=5o/5u/10g; streak=2o; opp_rank=10
bettingpros,NBA,Tobias Harris,PA,2026-05-01 22:30:22,18.2,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.3; line=19.5; L10=6o/4u/10g; streak=3o; opp_rank=10
bettingpros,NBA,Cade Cunningham,PA,2026-05-01 22:30:22,39.8,0.2,None,None,None,None,10,side=over; rating=0; diff=0.3; line=39.5; L10=3o/7u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Marcus Smart,PA,2026-05-01 22:30:22,13.2,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.3; line=13.5; L10=6o/4u/10g; streak=1u; opp_rank=4
bettingpros,NBA,Tari Eason,PA,2026-05-01 22:30:22,15.2,0.2,None,None,None,None,13,side=under; rating=0; diff=-0.3; line=15.5; L10=5o/5u/10g; streak=2o; opp_rank=13
bettingpros,NBA,Sandro Mamukelashvili,PR,2026-05-01 22:30:22,10.2,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.3; line=10.5; L10=7o/3u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Tari Eason,PR,2026-05-01 22:30:22,20.8,0.2,None,None,None,None,9,side=over; rating=0; diff=0.3; line=20.5; L10=5o/5u/10g; streak=2o; opp_rank=9
bettingpros,NBA,Tobias Harris,RA,2026-05-01 22:30:22,8.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=8.5; L10=4o/6u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Caris LeVert,RA,2026-05-01 22:30:22,4.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=4.5; L10=5o/5u/10g; streak=2o; opp_rank=8
bettingpros,NBA,Jamal Shead,PRA,2026-05-01 22:30:22,18.8,0.2,None,None,None,None,15,side=over; rating=0; diff=0.3; line=18.5; L10=2o/8u/10g; streak=1o; opp_rank=15
bettingpros,NBA,Jakob Poeltl,AST,2026-05-01 22:30:22,1.7,0.2,None,None,None,None,16,side=over; rating=0; diff=0.2; line=1.5; L10=5o/5u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Max Strus,AST,2026-05-01 22:30:22,2.7,0.2,None,None,None,None,2,side=over; rating=0; diff=0.2; line=2.5; L10=3o/7u/10g; streak=2u; opp_rank=2
bettingpros,NBA,Reed Sheppard,AST,2026-05-01 22:30:22,4.3,0.2,None,None,None,None,18,side=under; rating=0; diff=-0.2; line=4.5; L10=3o/7u/10g; streak=1o; opp_rank=18
bettingpros,NBA,Donovan Mitchell,BLK,2026-05-01 22:30:22,0.3,0.2,None,None,None,None,19,side=under; rating=0; diff=-0.2; line=0.5; L10=3o/7u/10g; streak=1o; opp_rank=19
bettingpros,NBA,Max Strus,BLK,2026-05-01 22:30:22,0.3,0.2,None,None,None,None,19,side=under; rating=0; diff=-0.2; line=0.5; L10=0o/10u/10g; streak=19u; opp_rank=19
