source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
bettingpros,NBA,Jalen Duren,RA,2026-05-07 22:30:39,13,0.2,None,None,None,None,15,side=under; rating=0; diff=-0.5; line=13.5; L10=2o/8u/10g; streak=2o; opp_rank=15
bettingpros,NBA,Tobias Harris,PRA,2026-05-07 22:30:39,26,0.2,None,None,None,None,15,side=under; rating=0; diff=-0.5; line=26.5; L10=7o/3u/10g; streak=4o; opp_rank=15
bettingpros,NBA,Jaylon Tyson,PRA,2026-05-07 22:30:39,12,0.2,None,None,None,None,1,side=over; rating=0; diff=0.5; line=11.5; L10=6o/4u/10g; streak=1u; opp_rank=1
bettingpros,NBA,Shai Gilgeous-Alexander,AST,2026-05-07 22:30:39,6.9,0.2,None,None,None,None,17,side=over; rating=0; diff=0.4; line=6.5; L10=8o/2u/10g; streak=1u; opp_rank=17
bettingpros,NBA,Chet Holmgren,AST,2026-05-07 22:30:39,1.9,0.2,None,None,None,None,17,side=over; rating=0; diff=0.4; line=1.5; L10=3o/7u/10g; streak=1u; opp_rank=17
bettingpros,NBA,Jalen Duren,AST,2026-05-07 22:30:39,2.1,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.4; line=2.5; L10=6o/4u/10g; streak=2o; opp_rank=16
bettingpros,NBA,Cade Cunningham,BLK,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,8,side=over; rating=0; diff=0.4; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Ausar Thompson,BLK,2026-05-07 22:30:39,1.1,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.4; line=1.5; L10=5o/5u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Cason Wallace,PTS,2026-05-07 22:30:39,6.9,0.2,None,None,None,None,11,side=over; rating=0; diff=0.4; line=6.5; L10=4o/6u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Jaxson Hayes,REB,2026-05-07 22:30:39,3.9,0.2,None,None,None,None,20,side=over; rating=0; diff=0.4; line=3.5; L10=5o/5u/10g; streak=2o; opp_rank=20
bettingpros,NBA,Donovan Mitchell,REB,2026-05-07 22:30:39,4.4,0.2,None,None,None,None,4,side=over; rating=0; diff=0.4; line=3.5; L10=8o/2u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Luke Kennard,STL,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,4,side=over; rating=0; diff=0.4; line=0.5; L10=6o/4u/10g; streak=3o; opp_rank=4
bettingpros,NBA,Isaiah Hartenstein,STL,2026-05-07 22:30:39,1.1,0.2,None,None,None,None,25,side=under; rating=0; diff=-0.4; line=1.5; L10=1o/9u/10g; streak=8u; opp_rank=25
bettingpros,NBA,Luguentz Dort,STL,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,25,side=over; rating=0; diff=0.4; line=0.5; L10=6o/4u/10g; streak=3u; opp_rank=25
bettingpros,NBA,Dean Wade,STL,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,24,side=over; rating=0; diff=0.4; line=0.5; L10=8o/2u/10g; streak=4o; opp_rank=24
bettingpros,NBA,Evan Mobley,STL,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,24,side=over; rating=0; diff=0.4; line=0.5; L10=4o/6u/10g; streak=2u; opp_rank=24
bettingpros,NBA,Jalen Duren,STL,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,18,side=over; rating=0; diff=0.4; line=0.5; L10=3o/7u/10g; streak=1u; opp_rank=18
bettingpros,NBA,Alex Caruso,FG3M,2026-05-07 22:30:39,1.1,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.4; line=1.5; L10=4o/6u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Jared McCain,FG3M,2026-05-07 22:30:39,0.9,0.2,None,None,None,None,10,side=over; rating=0; diff=0.4; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Ajay Mitchell,PA,2026-05-07 22:30:39,20.9,0.2,None,None,None,None,13,side=over; rating=0; diff=0.4; line=19.5; L10=2o/8u/10g; streak=2o; opp_rank=13
bettingpros,NBA,LeBron James,RA,2026-05-07 22:30:39,14.9,0.2,None,None,None,None,14,side=over; rating=0; diff=0.4; line=14.5; L10=6o/4u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Deandre Ayton,RA,2026-05-07 22:30:39,9.9,0.2,None,None,None,None,14,side=over; rating=0; diff=0.4; line=9.5; L10=6o/4u/10g; streak=4o; opp_rank=14
bettingpros,NBA,Max Strus,RA,2026-05-07 22:30:39,6.9,0.2,None,None,None,None,1,side=over; rating=0; diff=0.4; line=6.5; L10=6o/4u/10g; streak=3o; opp_rank=1
bettingpros,NBA,Marcus Smart,PRA,2026-05-07 22:30:39,17.1,0.2,None,None,None,None,6,side=under; rating=0; diff=-0.4; line=18.5; L10=4o/6u/10g; streak=1o; opp_rank=6
bettingpros,NBA,Max Strus,PRA,2026-05-07 22:30:39,16.9,0.2,None,None,None,None,1,side=over; rating=0; diff=0.4; line=16.5; L10=5o/5u/10g; streak=2o; opp_rank=1
bettingpros,NBA,Deandre Ayton,AST,2026-05-07 22:30:39,0.8,0.2,None,None,None,None,7,side=over; rating=0; diff=0.3; line=0.5; L10=7o/3u/10g; streak=2o; opp_rank=7
bettingpros,NBA,Luguentz Dort,AST,2026-05-07 22:30:39,1.2,0.2,None,None,None,None,17,side=under; rating=0; diff=-0.3; line=1.5; L10=5o/5u/10g; streak=1o; opp_rank=17
bettingpros,NBA,Evan Mobley,AST,2026-05-07 22:30:39,3.2,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.3; line=3.5; L10=4o/6u/10g; streak=2o; opp_rank=1
bettingpros,NBA,Jaylon Tyson,AST,2026-05-07 22:30:39,1.2,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.3; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=1
bettingpros,NBA,Isaiah Stewart,BLK,2026-05-07 22:30:39,0.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=0.5; L10=7o/3u/10g; streak=3u; opp_rank=8
bettingpros,NBA,Jalen Duren,BLK,2026-05-07 22:30:39,0.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Jared McCain,PTS,2026-05-07 22:30:39,5.2,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.3; line=5.5; L10=5o/5u/10g; streak=1o; opp_rank=11
bettingpros,NBA,Dennis Schroder,PTS,2026-05-07 22:30:39,6.8,0.2,None,None,None,None,3,side=over; rating=0; diff=0.3; line=5.5; L10=5o/5u/10g; streak=1o; opp_rank=3
bettingpros,NBA,Jaylon Tyson,PTS,2026-05-07 22:30:39,7.8,0.2,None,None,None,None,3,side=over; rating=0; diff=0.3; line=6.5; L10=6o/4u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Jake LaRavia,REB,2026-05-07 22:30:39,2.8,0.2,None,None,None,None,20,side=over; rating=0; diff=0.3; line=2.5; L10=5o/5u/10g; streak=1u; opp_rank=20
bettingpros,NBA,Ajay Mitchell,REB,2026-05-07 22:30:39,3.8,0.2,None,None,None,None,5,side=over; rating=0; diff=0.3; line=3.5; L10=4o/6u/10g; streak=1u; opp_rank=5
bettingpros,NBA,Evan Mobley,REB,2026-05-07 22:30:39,8.8,0.2,None,None,None,None,4,side=over; rating=0; diff=0.3; line=8.5; L10=5o/5u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Ausar Thompson,REB,2026-05-07 22:30:39,7.3,0.2,None,None,None,None,9,side=over; rating=0; diff=0.3; line=6.5; L10=7o/3u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Chet Holmgren,STL,2026-05-07 22:30:39,0.8,0.2,None,None,None,None,25,side=over; rating=0; diff=0.3; line=0.5; L10=8o/2u/10g; streak=3o; opp_rank=25
bettingpros,NBA,Jake LaRavia,STL,2026-05-07 22:30:39,0.8,0.2,None,None,None,None,4,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Tobias Harris,STL,2026-05-07 22:30:39,1.2,0.2,None,None,None,None,18,side=under; rating=0; diff=-0.3; line=1.5; L10=6o/4u/10g; streak=2o; opp_rank=18
bettingpros,NBA,Ajay Mitchell,FG3M,2026-05-07 22:30:39,1.2,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.3; line=1.5; L10=3o/7u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Jaylon Tyson,PR,2026-05-07 22:30:39,10.8,0.2,None,None,None,None,3,side=over; rating=0; diff=0.3; line=10; L10=5o/5u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Shai Gilgeous-Alexander,RA,2026-05-07 22:30:39,11.2,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.3; line=11.5; L10=4o/6u/10g; streak=2u; opp_rank=7
bettingpros,NBA,Jaylon Tyson,RA,2026-05-07 22:30:39,4.2,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.3; line=4.5; L10=7o/3u/10g; streak=3o; opp_rank=1
bettingpros,NBA,LeBron James,AST,2026-05-07 22:30:39,7.7,0.2,None,None,None,None,7,side=over; rating=0; diff=0.2; line=7.5; L10=5o/5u/10g; streak=1u; opp_rank=7
bettingpros,NBA,Marcus Smart,AST,2026-05-07 22:30:39,3.3,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.2; line=3.5; L10=7o/3u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Isaiah Joe,AST,2026-05-07 22:30:39,0.7,0.2,None,None,None,None,17,side=over; rating=0; diff=0.2; line=0.5; L10=4o/6u/10g; streak=1o; opp_rank=17
bettingpros,NBA,Rui Hachimura,BLK,2026-05-07 22:30:39,0.3,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.2; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=5
bettingpros,NBA,Luguentz Dort,BLK,2026-05-07 22:30:39,0.3,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.2; line=0.5; L10=2o/8u/10g; streak=1u; opp_rank=1
bettingpros,NBA,Austin Reaves,BLK,2026-05-07 22:30:39,0.3,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.2; line=0.5; L10=6o/4u/10g; streak=3o; opp_rank=5
bettingpros,NBA,Ajay Mitchell,BLK,2026-05-07 22:30:39,0.3,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.2; line=0.5; L10=1o/9u/10g; streak=9u; opp_rank=1
bettingpros,NBA,Duncan Robinson,BLK,2026-05-07 22:30:39,0.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=0.5; L10=2o/8u/10g; streak=5u; opp_rank=8
bettingpros,NBA,Isaiah Hartenstein,REB,2026-05-07 22:30:39,8.7,0.2,None,None,None,None,5,side=over; rating=0; diff=0.2; line=8.5; L10=4o/6u/10g; streak=2o; opp_rank=5
bettingpros,NBA,Shai Gilgeous-Alexander,REB,2026-05-07 22:30:39,4.3,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.2; line=4.5; L10=3o/7u/10g; streak=3u; opp_rank=5
bettingpros,NBA,Isaiah Joe,REB,2026-05-07 22:30:39,1.3,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.2; line=1.5; L10=4o/6u/10g; streak=3u; opp_rank=5
bettingpros,NBA,James Harden,REB,2026-05-07 22:30:39,4.7,0.2,None,None,None,None,4,side=over; rating=0; diff=0.2; line=4.5; L10=6o/4u/10g; streak=4o; opp_rank=4
bettingpros,NBA,Max Strus,REB,2026-05-07 22:30:39,4.3,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.2; line=4.5; L10=6o/4u/10g; streak=3o; opp_rank=4
bettingpros,NBA,Alex Caruso,STL,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,25,side=over; rating=0; diff=0.2; line=1.5; L10=1o/9u/10g; streak=3u; opp_rank=25
bettingpros,NBA,Cason Wallace,STL,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,25,side=over; rating=0; diff=0.2; line=1.5; L10=6o/4u/10g; streak=1o; opp_rank=25
bettingpros,NBA,James Harden,STL,2026-05-07 22:30:39,1.3,0.2,None,None,None,None,24,side=under; rating=0; diff=-0.2; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=24
bettingpros,NBA,Donovan Mitchell,STL,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,24,side=over; rating=0; diff=0.2; line=1.5; L10=1o/9u/10g; streak=7u; opp_rank=24
bettingpros,NBA,Duncan Robinson,STL,2026-05-07 22:30:39,0.7,0.2,None,None,None,None,18,side=over; rating=0; diff=0.2; line=0.5; L10=5o/5u/10g; streak=2o; opp_rank=18
bettingpros,NBA,Cade Cunningham,STL,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,18,side=over; rating=0; diff=0.2; line=1.5; L10=2o/8u/10g; streak=1o; opp_rank=18
bettingpros,NBA,LeBron James,FG3M,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,28,side=over; rating=0; diff=0.2; line=1.5; L10=6o/4u/10g; streak=2o; opp_rank=28
bettingpros,NBA,Shai Gilgeous-Alexander,FG3M,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Luguentz Dort,FG3M,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=1.5; L10=8o/2u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Isaiah Joe,FG3M,2026-05-07 22:30:39,1.3,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.2; line=1.5; L10=8o/2u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Chet Holmgren,FG3M,2026-05-07 22:30:39,1.3,0.2,None,None,None,None,10,side=under; rating=0; diff=-0.2; line=1.5; L10=6o/4u/10g; streak=2o; opp_rank=10
bettingpros,NBA,Jake LaRavia,FG3M,2026-05-07 22:30:39,0.7,0.2,None,None,None,None,28,side=over; rating=0; diff=0.2; line=0.5; L10=3o/7u/10g; streak=2o; opp_rank=28
bettingpros,NBA,Tobias Harris,FG3M,2026-05-07 22:30:39,1.7,0.2,None,None,None,None,23,side=over; rating=0; diff=0.2; line=1.5; L10=4o/6u/10g; streak=1u; opp_rank=23
bettingpros,NBA,Dennis Schroder,FG3M,2026-05-07 22:30:39,0.7,0.2,None,None,None,None,8,side=over; rating=0; diff=0.2; line=0.5; L10=4o/6u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Max Strus,FG3M,2026-05-07 22:30:39,2.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=2.5; L10=3o/7u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Cason Wallace,PR,2026-05-07 22:30:39,9.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=9.5; L10=4o/6u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Max Strus,PR,2026-05-07 22:30:39,14.3,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.2; line=14.5; L10=5o/5u/10g; streak=2o; opp_rank=3
bettingpros,NBA,Jaxson Hayes,RA,2026-05-07 22:30:39,4.7,0.2,None,None,None,None,14,side=over; rating=0; diff=0.2; line=4.5; L10=5o/5u/10g; streak=2o; opp_rank=14
bettingpros,NBA,Isaiah Hartenstein,AST,2026-05-07 22:30:39,3.4,0.2,None,None,None,None,17,side=under; rating=0; diff=-0.1; line=3.5; L10=1o/9u/10g; streak=1o; opp_rank=17
bettingpros,NBA,Austin Reaves,AST,2026-05-07 22:30:39,5.6,0.2,None,None,None,None,7,side=over; rating=0; diff=0.1; line=5.5; L10=4o/6u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Jarrett Allen,AST,2026-05-07 22:30:39,1.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=1.5; L10=1o/9u/10g; streak=1u; opp_rank=1
bettingpros,NBA,LeBron James,BLK,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,5,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=4u; opp_rank=5
bettingpros,NBA,Marcus Smart,BLK,2026-05-07 22:30:39,0.4,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.1; line=0.5; L10=6o/4u/10g; streak=1u; opp_rank=5
bettingpros,NBA,Isaiah Hartenstein,BLK,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=0.5; L10=7o/3u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Shai Gilgeous-Alexander,BLK,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=1
bettingpros,NBA,Jaxson Hayes,BLK,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,5,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=5
bettingpros,NBA,Chet Holmgren,BLK,2026-05-07 22:30:39,1.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=1.5; L10=8o/2u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Jaylin Williams,BLK,2026-05-07 22:30:39,0.4,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.1; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=1
bettingpros,NBA,Tobias Harris,BLK,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=8
bettingpros,NBA,James Harden,BLK,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,28,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1o; opp_rank=28
bettingpros,NBA,Donovan Mitchell,BLK,2026-05-07 22:30:39,0.4,0.2,None,None,None,None,28,side=under; rating=0; diff=-0.1; line=0.5; L10=3o/7u/10g; streak=2u; opp_rank=28
bettingpros,NBA,Marcus Smart,PTS,2026-05-07 22:30:39,10.4,0.2,None,None,None,None,2,side=under; rating=0; diff=-0.1; line=10.5; L10=5o/5u/10g; streak=1o; opp_rank=2
bettingpros,NBA,Marcus Smart,REB,2026-05-07 22:30:39,3.4,0.2,None,None,None,None,20,side=under; rating=0; diff=-0.1; line=3.5; L10=5o/5u/10g; streak=3o; opp_rank=20
bettingpros,NBA,Cason Wallace,REB,2026-05-07 22:30:39,2.4,0.2,None,None,None,None,5,side=under; rating=0; diff=-0.1; line=2.5; L10=6o/4u/10g; streak=2o; opp_rank=5
bettingpros,NBA,Tobias Harris,REB,2026-05-07 22:30:39,6.4,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.1; line=6.5; L10=6o/4u/10g; streak=4o; opp_rank=9
bettingpros,NBA,Dennis Schroder,REB,2026-05-07 22:30:39,1.6,0.2,None,None,None,None,4,side=over; rating=0; diff=0.1; line=1.5; L10=2o/8u/10g; streak=4u; opp_rank=4
bettingpros,NBA,Marcus Smart,STL,2026-05-07 22:30:39,1.6,0.2,None,None,None,None,4,side=over; rating=0; diff=0.1; line=1.5; L10=6o/4u/10g; streak=2o; opp_rank=4
bettingpros,NBA,Deandre Ayton,STL,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,4,side=over; rating=0; diff=0.1; line=0.5; L10=2o/8u/10g; streak=4u; opp_rank=4
bettingpros,NBA,Shai Gilgeous-Alexander,STL,2026-05-07 22:30:39,1.6,0.2,None,None,None,None,25,side=over; rating=0; diff=0.1; line=1.5; L10=2o/8u/10g; streak=6u; opp_rank=25
bettingpros,NBA,Rui Hachimura,STL,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,4,side=over; rating=0; diff=0.1; line=0.5; L10=7o/3u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Dennis Schroder,STL,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,24,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=2u; opp_rank=24
bettingpros,NBA,Max Strus,STL,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,24,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=24
bettingpros,NBA,Jaylon Tyson,STL,2026-05-07 22:30:39,0.6,0.2,None,None,None,None,24,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=5u; opp_rank=24
bettingpros,NBA,Cade Cunningham,FG3M,2026-05-07 22:30:39,2.6,0.2,None,None,None,None,23,side=over; rating=0; diff=0.1; line=2.5; L10=5o/5u/10g; streak=1u; opp_rank=23
bettingpros,NBA,Daniss Jenkins,FG3M,2026-05-07 22:30:39,1.6,0.2,None,None,None,None,23,side=over; rating=0; diff=0.1; line=1.5; L10=1o/9u/10g; streak=1u; opp_rank=23
bettingpros,NBA,Max Strus,PA,2026-05-07 22:30:39,12.6,0.2,None,None,None,None,2,side=over; rating=0; diff=0.1; line=11.5; L10=5o/5u/10g; streak=2o; opp_rank=2
bettingpros,NBA,Luguentz Dort,RA,2026-05-07 22:30:39,4.4,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.1; line=4.5; L10=3o/7u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Cason Wallace,RA,2026-05-07 22:30:39,4.6,0.2,None,None,None,None,7,side=over; rating=0; diff=0.1; line=4.5; L10=7o/3u/10g; streak=2o; opp_rank=7
bettingpros,NBA,Cason Wallace,PRA,2026-05-07 22:30:39,11.6,0.2,None,None,None,None,11,side=over; rating=0; diff=0.1; line=11.5; L10=4o/6u/10g; streak=1u; opp_rank=11
