source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
bettingpros,NBA,Victor Wembanyama,FG3M,2026-05-08 22:40:52,2.1,0.2,None,None,None,None,2,side=under; rating=0; diff=-0.4; line=2.5; L10=1o/9u/10g; streak=5u; opp_rank=2
bettingpros,NBA,Dylan Harper,FG3M,2026-05-08 22:40:52,0.9,0.2,None,None,None,None,2,side=over; rating=0; diff=0.4; line=0.5; L10=5o/5u/10g; streak=3o; opp_rank=2
bettingpros,NBA,Josh Hart,FG3M,2026-05-08 22:40:52,1.9,0.2,None,None,None,None,18,side=over; rating=0; diff=0.4; line=1.5; L10=2o/8u/10g; streak=2u; opp_rank=18
bettingpros,NBA,Mikal Bridges,FG3M,2026-05-08 22:40:52,1.9,0.2,None,None,None,None,18,side=over; rating=0; diff=0.4; line=1.5; L10=4o/6u/10g; streak=1u; opp_rank=18
bettingpros,NBA,Luke Kornet,PRA,2026-05-08 22:40:52,8.1,0.2,None,None,None,None,13,side=under; rating=0; diff=-0.4; line=8.5; L10=8o/2u/10g; streak=2u; opp_rank=13
bettingpros,NBA,Mike Conley,BLK,2026-05-08 22:40:52,0.2,0.2,None,None,None,None,12,side=under; rating=0; diff=-0.3; line=0.5; L10=0o/10u/10g; streak=10u; opp_rank=12
bettingpros,NBA,Julius Randle,BLK,2026-05-08 22:40:52,0.2,0.2,None,None,None,None,12,side=under; rating=0; diff=-0.3; line=0.5; L10=1o/9u/10g; streak=5u; opp_rank=12
bettingpros,NBA,Mikal Bridges,BLK,2026-05-08 22:40:52,0.8,0.2,None,None,None,None,20,side=over; rating=0; diff=0.3; line=0.5; L10=2o/8u/10g; streak=1o; opp_rank=20
bettingpros,NBA,Tyrese Maxey,BLK,2026-05-08 22:40:52,0.8,0.2,None,None,None,None,7,side=over; rating=0; diff=0.3; line=0.5; L10=4o/6u/10g; streak=4u; opp_rank=7
bettingpros,NBA,Miles McBride,BLK,2026-05-08 22:40:52,0.2,0.2,None,None,None,None,20,side=under; rating=0; diff=-0.3; line=0.5; L10=1o/9u/10g; streak=9u; opp_rank=20
bettingpros,NBA,Jaden McDaniels,REB,2026-05-08 22:40:52,4.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=4.5; L10=6o/4u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Dylan Harper,REB,2026-05-08 22:40:52,3.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=3.5; L10=6o/4u/10g; streak=2o; opp_rank=14
bettingpros,NBA,OG Anunoby,REB,2026-05-08 22:40:52,5.8,0.2,None,None,None,None,21,side=over; rating=0; diff=0.3; line=5.5; L10=6o/4u/10g; streak=2u; opp_rank=21
bettingpros,NBA,Mikal Bridges,REB,2026-05-08 22:40:52,3.8,0.2,None,None,None,None,21,side=over; rating=0; diff=0.3; line=3.5; L10=2o/8u/10g; streak=1o; opp_rank=21
bettingpros,NBA,Jalen Brunson,REB,2026-05-08 22:40:52,3.8,0.2,None,None,None,None,21,side=over; rating=0; diff=0.3; line=3.5; L10=1o/9u/10g; streak=7u; opp_rank=21
bettingpros,NBA,Ayo Dosunmu,STL,2026-05-08 22:40:52,0.8,0.2,None,None,None,None,5,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=2o; opp_rank=5
bettingpros,NBA,Julian Champagnie,STL,2026-05-08 22:40:52,0.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Victor Wembanyama,STL,2026-05-08 22:40:52,1.2,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.3; line=1.5; L10=1o/9u/10g; streak=3u; opp_rank=14
bettingpros,NBA,Stephon Castle,STL,2026-05-08 22:40:52,1.2,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.3; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Paul George,STL,2026-05-08 22:40:52,1.8,0.2,None,None,None,None,3,side=over; rating=0; diff=0.3; line=1.5; L10=6o/4u/10g; streak=1o; opp_rank=3
bettingpros,NBA,Kelly Oubre Jr.,STL,2026-05-08 22:40:52,1.2,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.3; line=1.5; L10=1o/9u/10g; streak=3u; opp_rank=3
bettingpros,NBA,De'Aaron Fox,FG3M,2026-05-08 22:40:52,1.8,0.2,None,None,None,None,2,side=over; rating=0; diff=0.3; line=1.5; L10=7o/3u/10g; streak=1o; opp_rank=2
bettingpros,NBA,Stephon Castle,FG3M,2026-05-08 22:40:52,1.2,0.2,None,None,None,None,2,side=under; rating=0; diff=-0.3; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=2
bettingpros,NBA,Mikal Bridges,PA,2026-05-08 22:40:52,17.8,0.2,None,None,None,None,17,side=over; rating=0; diff=0.3; line=17.5; L10=3o/7u/10g; streak=3o; opp_rank=17
bettingpros,NBA,Devin Vassell,AST,2026-05-08 22:40:52,2.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=2.5; L10=4o/6u/10g; streak=2o; opp_rank=10
bettingpros,NBA,Victor Wembanyama,AST,2026-05-08 22:40:52,3.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=3.5; L10=3o/7u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Jordan Clarkson,AST,2026-05-08 22:40:52,0.7,0.2,None,None,None,None,19,side=over; rating=0; diff=0.2; line=0.5; L10=5o/5u/10g; streak=2u; opp_rank=19
bettingpros,NBA,De'Aaron Fox,BLK,2026-05-08 22:40:52,0.3,0.2,None,None,None,None,6,side=under; rating=0; diff=-0.2; line=0.5; L10=2o/8u/10g; streak=3u; opp_rank=6
bettingpros,NBA,Stephon Castle,BLK,2026-05-08 22:40:52,0.3,0.2,None,None,None,None,6,side=under; rating=0; diff=-0.2; line=0.5; L10=2o/8u/10g; streak=2u; opp_rank=6
bettingpros,NBA,Luke Kornet,PTS,2026-05-08 22:40:52,3.7,0.2,None,None,None,None,13,side=over; rating=0; diff=0.2; line=3.5; L10=7o/3u/10g; streak=1o; opp_rank=13
bettingpros,NBA,Mitchell Robinson,PTS,2026-05-08 22:40:52,4.3,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.2; line=4.5; L10=7o/3u/10g; streak=1u; opp_rank=16
bettingpros,NBA,Rudy Gobert,REB,2026-05-08 22:40:52,10.7,0.2,None,None,None,None,8,side=over; rating=0; diff=0.2; line=10.5; L10=4o/6u/10g; streak=2u; opp_rank=8
bettingpros,NBA,Naz Reid,REB,2026-05-08 22:40:52,6.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=6.5; L10=6o/4u/10g; streak=5o; opp_rank=8
bettingpros,NBA,Quentin Grimes,REB,2026-05-08 22:40:52,2.7,0.2,None,None,None,None,3,side=over; rating=0; diff=0.2; line=2.5; L10=7o/3u/10g; streak=1o; opp_rank=3
bettingpros,NBA,VJ Edgecombe,REB,2026-05-08 22:40:52,5.7,0.2,None,None,None,None,3,side=over; rating=0; diff=0.2; line=5.5; L10=6o/4u/10g; streak=2u; opp_rank=3
bettingpros,NBA,Rudy Gobert,STL,2026-05-08 22:40:52,0.7,0.2,None,None,None,None,5,side=over; rating=0; diff=0.2; line=0.5; L10=8o/2u/10g; streak=1u; opp_rank=5
bettingpros,NBA,De'Aaron Fox,STL,2026-05-08 22:40:52,1.3,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.2; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Karl-Anthony Towns,STL,2026-05-08 22:40:52,0.7,0.2,None,None,None,None,2,side=over; rating=0; diff=0.2; line=0.5; L10=7o/3u/10g; streak=1o; opp_rank=2
bettingpros,NBA,Josh Hart,STL,2026-05-08 22:40:52,1.3,0.2,None,None,None,None,2,side=under; rating=0; diff=-0.2; line=1.5; L10=6o/4u/10g; streak=2o; opp_rank=2
bettingpros,NBA,Jalen Brunson,STL,2026-05-08 22:40:52,0.7,0.2,None,None,None,None,2,side=over; rating=0; diff=0.2; line=0.5; L10=7o/3u/10g; streak=3o; opp_rank=2
bettingpros,NBA,Anthony Edwards,FG3M,2026-05-08 22:40:52,2.7,0.2,None,None,None,None,14,side=over; rating=0; diff=0.2; line=2.5; L10=2o/8u/10g; streak=4u; opp_rank=14
bettingpros,NBA,Joel Embiid,FG3M,2026-05-08 22:40:52,1.3,0.2,None,None,None,None,19,side=under; rating=0; diff=-0.2; line=1.5; L10=4o/6u/10g; streak=5u; opp_rank=19
bettingpros,NBA,Kelly Oubre Jr.,FG3M,2026-05-08 22:40:52,1.7,0.2,None,None,None,None,19,side=over; rating=0; diff=0.2; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=19
bettingpros,NBA,Luke Kornet,PA,2026-05-08 22:40:52,4.7,0.2,None,None,None,None,12,side=over; rating=0; diff=0.2; line=4.5; L10=7o/3u/10g; streak=1o; opp_rank=12
bettingpros,NBA,Mike Conley,PR,2026-05-08 22:40:52,6.7,0.2,None,None,None,None,7,side=over; rating=0; diff=0.2; line=6.5; L10=4o/6u/10g; streak=1u; opp_rank=7
bettingpros,NBA,Rudy Gobert,RA,2026-05-08 22:40:52,12.3,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.2; line=12.5; L10=5o/5u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Jaden McDaniels,RA,2026-05-08 22:40:52,7.7,0.2,None,None,None,None,9,side=over; rating=0; diff=0.2; line=7.5; L10=5o/5u/10g; streak=2u; opp_rank=9
bettingpros,NBA,Mitchell Robinson,RA,2026-05-08 22:40:52,7.3,0.2,None,None,None,None,22,side=under; rating=0; diff=-0.2; line=7.5; L10=3o/7u/10g; streak=3u; opp_rank=22
bettingpros,NBA,Rudy Gobert,AST,2026-05-08 22:40:52,1.6,0.2,None,None,None,None,9,side=over; rating=0; diff=0.1; line=1.5; L10=8o/2u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Julian Champagnie,AST,2026-05-08 22:40:52,1.6,0.2,None,None,None,None,10,side=over; rating=0; diff=0.1; line=1.5; L10=4o/6u/10g; streak=1o; opp_rank=10
bettingpros,NBA,Kelly Oubre Jr.,AST,2026-05-08 22:40:52,1.6,0.2,None,None,None,None,5,side=over; rating=0; diff=0.1; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=5
bettingpros,NBA,Jose Alvarado,AST,2026-05-08 22:40:52,1.4,0.2,None,None,None,None,19,side=under; rating=0; diff=-0.1; line=1.5; L10=6o/4u/10g; streak=2u; opp_rank=19
bettingpros,NBA,Rudy Gobert,BLK,2026-05-08 22:40:52,1.6,0.2,None,None,None,None,12,side=over; rating=0; diff=0.1; line=1.5; L10=4o/6u/10g; streak=2u; opp_rank=12
bettingpros,NBA,Luke Kornet,BLK,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,6,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=1o; opp_rank=6
bettingpros,NBA,Anthony Edwards,BLK,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,12,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=12
bettingpros,NBA,Devin Vassell,BLK,2026-05-08 22:40:52,0.4,0.2,None,None,None,None,6,side=under; rating=0; diff=-0.1; line=0.5; L10=6o/4u/10g; streak=1u; opp_rank=6
bettingpros,NBA,Julian Champagnie,BLK,2026-05-08 22:40:52,0.4,0.2,None,None,None,None,6,side=under; rating=0; diff=-0.1; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=6
bettingpros,NBA,Karl-Anthony Towns,BLK,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,20,side=over; rating=0; diff=0.1; line=0.5; L10=6o/4u/10g; streak=1u; opp_rank=20
bettingpros,NBA,Kelly Oubre Jr.,BLK,2026-05-08 22:40:52,0.4,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.1; line=0.5; L10=4o/6u/10g; streak=1u; opp_rank=7
bettingpros,NBA,Josh Hart,BLK,2026-05-08 22:40:52,0.4,0.2,None,None,None,None,20,side=under; rating=0; diff=-0.1; line=0.5; L10=1o/9u/10g; streak=1u; opp_rank=20
bettingpros,NBA,VJ Edgecombe,BLK,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,7,side=over; rating=0; diff=0.1; line=0.5; L10=2o/8u/10g; streak=3u; opp_rank=7
bettingpros,NBA,Karl-Anthony Towns,PTS,2026-05-08 22:40:52,19.6,0.2,None,None,None,None,16,side=over; rating=0; diff=0.1; line=19.5; L10=5o/5u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Luke Kornet,REB,2026-05-08 22:40:52,3.4,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.1; line=3.5; L10=6o/4u/10g; streak=3u; opp_rank=14
bettingpros,NBA,Stephon Castle,REB,2026-05-08 22:40:52,5.6,0.2,None,None,None,None,14,side=over; rating=0; diff=0.1; line=5.5; L10=4o/6u/10g; streak=5u; opp_rank=14
bettingpros,NBA,Joel Embiid,REB,2026-05-08 22:40:52,7.4,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.1; line=7.5; L10=5o/5u/10g; streak=1u; opp_rank=3
bettingpros,NBA,Mike Conley,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,5,side=over; rating=0; diff=0.1; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=5
bettingpros,NBA,Keldon Johnson,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,14,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=3u; opp_rank=14
bettingpros,NBA,Terrence Shannon Jr.,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,5,side=over; rating=0; diff=0.1; line=0.5; L10=2o/8u/10g; streak=2u; opp_rank=5
bettingpros,NBA,Joel Embiid,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,3,side=over; rating=0; diff=0.1; line=0.5; L10=2o/8u/10g; streak=2u; opp_rank=3
bettingpros,NBA,Mitchell Robinson,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,2,side=over; rating=0; diff=0.1; line=0.5; L10=5o/5u/10g; streak=4u; opp_rank=2
bettingpros,NBA,Quentin Grimes,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,3,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=2o; opp_rank=3
bettingpros,NBA,Miles McBride,STL,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,2,side=over; rating=0; diff=0.1; line=0.5; L10=4o/6u/10g; streak=2u; opp_rank=2
bettingpros,NBA,VJ Edgecombe,STL,2026-05-08 22:40:52,1.4,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.1; line=1.5; L10=2o/8u/10g; streak=7u; opp_rank=3
bettingpros,NBA,Julius Randle,FG3M,2026-05-08 22:40:52,1.4,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.1; line=1.5; L10=5o/5u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Jordan Clarkson,FG3M,2026-05-08 22:40:52,0.6,0.2,None,None,None,None,18,side=over; rating=0; diff=0.1; line=0.5; L10=0o/10u/10g; streak=19u; opp_rank=18
bettingpros,NBA,Karl-Anthony Towns,FG3M,2026-05-08 22:40:52,1.6,0.2,None,None,None,None,18,side=over; rating=0; diff=0.1; line=1.5; L10=3o/7u/10g; streak=1u; opp_rank=18
bettingpros,NBA,Terrence Shannon Jr.,PA,2026-05-08 22:40:52,11.6,0.2,None,None,None,None,7,side=over; rating=0; diff=0.1; line=11.5; L10=7o/3u/10g; streak=4o; opp_rank=7
bettingpros,NBA,Karl-Anthony Towns,PR,2026-05-08 22:40:52,31.4,0.2,None,None,None,None,19,side=under; rating=0; diff=-0.1; line=31.5; L10=3o/7u/10g; streak=5u; opp_rank=19
bettingpros,NBA,Luke Kornet,RA,2026-05-08 22:40:52,4.4,0.2,None,None,None,None,13,side=under; rating=0; diff=-0.1; line=4.5; L10=7o/3u/10g; streak=2u; opp_rank=13
bettingpros,NBA,Kelly Oubre Jr.,RA,2026-05-08 22:40:52,6.4,0.2,None,None,None,None,3,side=under; rating=0; diff=-0.1; line=6.5; L10=6o/4u/10g; streak=1o; opp_rank=3
bettingpros,NBA,Mikal Bridges,PRA,2026-05-08 22:40:52,21.6,0.2,None,None,None,None,19,side=over; rating=0; diff=0.1; line=21.5; L10=3o/7u/10g; streak=3o; opp_rank=19
bettingpros,NBA,Mitchell Robinson,PRA,2026-05-08 22:40:52,11.6,0.2,None,None,None,None,19,side=over; rating=0; diff=0.1; line=11.5; L10=6o/4u/10g; streak=2u; opp_rank=19
