n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.11359469640004372,10.0,1.0,10.0,1.1359469640004372,10.0,atlas,0.5816238040329549,0.032024967294447954,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1359469640004372,"['norman powell', 'bam adebayo', 'moussa diabaté', 'tristan silva']",1,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080],Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.11171345982508077,10.0,1.0,10.0,1.1171345982508076,10.0,atlas,0.5794304346140118,0.039995860409252584,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Coby White OVER PRA 16.5 (GOBLIN) [id:10653798] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1171345982508076,"['collin gillespie', 'coby white', 'moussa diabaté', 'tristan silva']",1,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Coby White OVER PRA 16.5 (GOBLIN) [id:10653798],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Tristan Silva UNDER PR 16.5 (STANDARD) [id:10646713],0,
4,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.10403970332881297,10.0,1.0,10.0,1.0403970332881298,10.0,atlas,0.5693988222351845,0.0601527429681944,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0403970332881298,"['tyler herro', 'bam adebayo', 'tristan silva', 'lamelo ball']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0,
4,Jaime Jaquez OVER PA 17.5 (GOBLIN) [id:10654220] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.10316205742294964,10.0,1.0,10.0,1.0316205742294964,10.0,atlas,0.5683103370334349,0.032118600241182384,Jaime Jaquez OVER PA 17.5 (GOBLIN) [id:10654220] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0316205742294964,"['jaime jaquez', 'miles bridges', 'karl-anthony towns', 'tristan silva']",1,Jaime Jaquez OVER PA 17.5 (GOBLIN) [id:10654220],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],0,
4,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Miles Bridges OVER PR 19.5 (GOBLIN) [id:10644538] | Norman Powell OVER RA 5.5 (STANDARD) [id:10644088] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.10119791099298607,10.0,1.0,10.0,1.0119791099298607,10.0,atlas,0.567623051407265,0.061878767374359725,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Miles Bridges OVER PR 19.5 (GOBLIN) [id:10644538] | Norman Powell OVER RA 5.5 (STANDARD) [id:10644088] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0119791099298607,"['collin gillespie', 'miles bridges', 'norman powell', 'tristan silva']",1,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Miles Bridges OVER PR 19.5 (GOBLIN) [id:10644538],Norman Powell OVER RA 5.5 (STANDARD) [id:10644088],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
4,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0.09563687246870703,10.0,1.0,10.0,0.9563687246870702,10.0,atlas,0.5562834221573869,0.043905205611345144,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Tyler Herro OVER PRA 31 (STANDARD) [id:10644163] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9563687246870702,"['ayo dosunmu', 'kon knueppel', 'tyler herro', ""kel'el ware""]",1,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613],Tyler Herro OVER PRA 31 (STANDARD) [id:10644163],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],0,
4,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.09276124121814985,10.0,1.0,10.0,0.9276124121814986,10.0,atlas,0.5520077019125829,0.051289372354427154,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9276124121814986,"['brandon miller', 'bam adebayo', 'davion mitchell', ""kel'el ware""]",1,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Davion Mitchell OVER PA 13.5 (STANDARD) [id:10644481],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
4,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],0.09243270581000179,10.0,1.0,10.0,0.9243270581000179,10.0,atlas,0.5515846316619231,0.052377493467422126,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9243270581000179,"['ryan kalkbrenner', 'tyler herro', 'miles bridges', ""kel'el ware""]",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],0,
4,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | LaMelo Ball OVER PR 25.5 (STANDARD) [id:10644002] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],0.0907818552299936,10.0,1.0,10.0,0.907818552299936,10.0,atlas,0.5491592597546624,0.05333392548079234,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | LaMelo Ball OVER PR 25.5 (STANDARD) [id:10644002] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],0.0,0.0,0.0,0.0,0.0,0,0.0,0.907818552299936,"['collin gillespie', 'brandon miller', 'lamelo ball', 'trendon watford']",1,Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],LaMelo Ball OVER PR 25.5 (STANDARD) [id:10644002],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],0,
4,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.09023556803932509,10.0,1.0,10.0,0.9023556803932509,10.0,atlas,0.5481500312192978,0.051547017135329824,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266] | Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9023556803932509,"['jordan goodwin', 'norman powell', ""kel'el ware"", 'ryan kalkbrenner']",1,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490],Norman Powell OVER PR 23.5 (GOBLIN) [id:10652266],Kel'el Ware UNDER PRA 23.5 (STANDARD) [id:10653546],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0,
4,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.09014878974563044,10.0,1.0,10.0,0.9014878974563044,10.0,atlas,0.5480189146235847,0.0717351246843044,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Coby White OVER PRA 14.5 (GOBLIN) [id:10653364] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800] | Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9014878974563044,"['brandon miller', 'coby white', 'bam adebayo', 'ryan kalkbrenner']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Coby White OVER PRA 14.5 (GOBLIN) [id:10653364],Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],Ryan Kalkbrenner OVER PR 10.5 (STANDARD) [id:10650365],0,
