n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
3,RJ Barrett OVER PTS 29.5 (DEMON) [id:11824572] | Jalen Suggs OVER PRA 24.5 (DEMON) [id:11823568] | Evan Mobley OVER PTS 24.5 (DEMON) [id:11824348],0.049084967004616134,6.0,1.5179893940950733,9.10793636457044,0.4470627559350835,6.0,pp_kernel,0.36661799378768967,0.10173190447213987,RJ Barrett OVER PTS 29.5 (DEMON) [id:11824572] | Jalen Suggs OVER PRA 24.5 (DEMON) [id:11823568] | Evan Mobley OVER PTS 24.5 (DEMON) [id:11824348],0.0,0.05,0.005086595223606993,0.0,0.0,0.055086595223606996,0.0,1,0.3333333333333333,0.5419761607114765,"['rj barrett', 'jalen suggs', 'evan mobley']",0.4470627559350835,1,RJ Barrett OVER PTS 29.5 (DEMON) [id:11824572],Jalen Suggs OVER PRA 24.5 (DEMON) [id:11823568],Evan Mobley OVER PTS 24.5 (DEMON) [id:11824348],,0,
4,Dean Wade OVER FG3M 1.5 (DEMON) [id:11829296] | Desmond Bane OVER PRA 27.5 (DEMON) [id:11825054] | RJ Barrett OVER PTS 29.5 (DEMON) [id:11824572] | Daniss Jenkins OVER PA 11.5 (DEMON) [id:11844385],0.022361768555251686,10.0,1.2517439516675246,12.517439516675246,0.2799120853762534,10.0,pp_kernel,0.38732569585488863,0.06398384547965286,Dean Wade OVER FG3M 1.5 (DEMON) [id:11829296] | Desmond Bane OVER PRA 27.5 (DEMON) [id:11825054] | RJ Barrett OVER PTS 29.5 (DEMON) [id:11824572] | Daniss Jenkins OVER PA 11.5 (DEMON) [id:11844385],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.42991208537625336,"['dean wade', 'desmond bane', 'rj barrett', 'daniss jenkins']",0.2799120853762534,1,Dean Wade OVER FG3M 1.5 (DEMON) [id:11829296],Desmond Bane OVER PRA 27.5 (DEMON) [id:11825054],RJ Barrett OVER PTS 29.5 (DEMON) [id:11824572],Daniss Jenkins OVER PA 11.5 (DEMON) [id:11844385],0,
