n_legs,legs,hit_prob,payout_mult,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,leg_1,leg_2,leg_3,leg_4
4,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | Ace Bailey UNDER PA 19.5 (STANDARD) [id:9870730|Ace Bailey|PA|STANDARD|19.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Kyle Filipowski OVER REB 11.5 (DEMON) [id:9870771|Kyle Filipowski|REB|DEMON|11.5|OVER],0.08286503154379436,10.567245000326206,0.8756550902830343,10.0,pp_kernel,0.5749722081326838,0.003758230408506716,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | Ace Bailey UNDER PA 19.5 (STANDARD) [id:9870730|Ace Bailey|PA|STANDARD|19.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Kyle Filipowski OVER REB 11.5 (DEMON) [id:9870771|Kyle Filipowski|REB|DEMON|11.5|OVER],Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER],Ace Bailey UNDER PA 19.5 (STANDARD) [id:9870730|Ace Bailey|PA|STANDARD|19.5|UNDER],Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],Kyle Filipowski OVER REB 11.5 (DEMON) [id:9870771|Kyle Filipowski|REB|DEMON|11.5|OVER]
4,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],0.09320082251271922,9.22126593612442,0.8594295698553156,10.0,pp_kernel,0.5808386151450793,0.0009262689885142675,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER]
4,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],0.08933858328013673,9.22126593612442,0.8238148347827394,10.0,pp_kernel,0.5728444639753133,0.006176288050042158,LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],LeBron James OVER PA 24.5 (GOBLIN) [id:9869595|LeBron James|PA|GOBLIN|24.5|OVER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER]
4,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],0.08346235099352914,9.327582696464004,0.7785019809334477,10.0,pp_kernel,0.5606806638672265,0.00594703338988733,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER]
4,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER] | Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER] | Naji Marshall OVER RA 10.5 (DEMON) [id:9869154|Naji Marshall|RA|DEMON|10.5|OVER],0.09939994448555665,7.566130546146844,0.7520729562574708,10.0,pp_kernel,0.5761289453125961,0.0038847196219948675,Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER] | Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER] | Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER] | Naji Marshall OVER RA 10.5 (DEMON) [id:9869154|Naji Marshall|RA|DEMON|10.5|OVER],Daniel Gafford OVER PR 11.5 (GOBLIN) [id:9883485|Daniel Gafford|PR|GOBLIN|11.5|OVER],Vince Williams UNDER PR 14.5 (STANDARD) [id:9870782|Vince Williams|PR|STANDARD|14.5|UNDER],Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER],Naji Marshall OVER RA 10.5 (DEMON) [id:9869154|Naji Marshall|RA|DEMON|10.5|OVER]
4,Jrue Holiday OVER PA 18.5 (GOBLIN) [id:9886340|Jrue Holiday|PA|GOBLIN|18.5|OVER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Toumani Camara OVER PRA 27.5 (DEMON) [id:9870613|Toumani Camara|PRA|DEMON|27.5|OVER],0.07791378955790007,9.554440712395392,0.7444226830090074,10.0,pp_kernel,0.5520853329334132,0.004561430918454795,Jrue Holiday OVER PA 18.5 (GOBLIN) [id:9886340|Jrue Holiday|PA|GOBLIN|18.5|OVER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER] | Toumani Camara OVER PRA 27.5 (DEMON) [id:9870613|Toumani Camara|PRA|DEMON|27.5|OVER],Jrue Holiday OVER PA 18.5 (GOBLIN) [id:9886340|Jrue Holiday|PA|GOBLIN|18.5|OVER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],Kyle Filipowski UNDER PR 25.5 (STANDARD) [id:9870769|Kyle Filipowski|PR|STANDARD|25.5|UNDER],Toumani Camara OVER PRA 27.5 (DEMON) [id:9870613|Toumani Camara|PRA|DEMON|27.5|OVER]
4,Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],0.07951981663484624,9.31399027275218,0.7406467986279949,10.0,pp_kernel,0.5536509498752611,0.0023118714599468025,Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER] | Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER],Brice Sensabaugh OVER PA 14.5 (GOBLIN) [id:9883108|Brice Sensabaugh|PA|GOBLIN|14.5|OVER],Brandon Williams UNDER RA 7.5 (STANDARD) [id:9884372|Brandon Williams|RA|STANDARD|7.5|UNDER],Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],Naji Marshall OVER RA 11.5 (DEMON) [id:9869155|Naji Marshall|RA|DEMON|11.5|OVER]
4,Naji Marshall OVER RA 6.5 (GOBLIN) [id:9883541|Naji Marshall|RA|GOBLIN|6.5|OVER] | Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER] | John Konchar UNDER PRA 10.5 (STANDARD) [id:9885847|John Konchar|PRA|STANDARD|10.5|UNDER] | Max Christie OVER RA 9.5 (DEMON) [id:9869138|Max Christie|RA|DEMON|9.5|OVER],0.06412457593106535,11.369144215272582,0.7290415515034792,10.0,pp_kernel,0.5551853714940136,0.0013435935018932363,Naji Marshall OVER RA 6.5 (GOBLIN) [id:9883541|Naji Marshall|RA|GOBLIN|6.5|OVER] | Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER] | John Konchar UNDER PRA 10.5 (STANDARD) [id:9885847|John Konchar|PRA|STANDARD|10.5|UNDER] | Max Christie OVER RA 9.5 (DEMON) [id:9869138|Max Christie|RA|DEMON|9.5|OVER],Naji Marshall OVER RA 6.5 (GOBLIN) [id:9883541|Naji Marshall|RA|GOBLIN|6.5|OVER],Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER],John Konchar UNDER PRA 10.5 (STANDARD) [id:9885847|John Konchar|PRA|STANDARD|10.5|UNDER],Max Christie OVER RA 9.5 (DEMON) [id:9869138|Max Christie|RA|DEMON|9.5|OVER]
4,LeBron James OVER RA 12.5 (GOBLIN) [id:9869110|LeBron James|RA|GOBLIN|12.5|OVER] | Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Naji Marshall OVER RA 10.5 (DEMON) [id:9869154|Naji Marshall|RA|DEMON|10.5|OVER],0.09604612038214741,7.581599209826309,0.7281831903961713,10.0,pp_kernel,0.5709604790058574,0.004978755431833764,LeBron James OVER RA 12.5 (GOBLIN) [id:9869110|LeBron James|RA|GOBLIN|12.5|OVER] | Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER] | Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER] | Naji Marshall OVER RA 10.5 (DEMON) [id:9869154|Naji Marshall|RA|DEMON|10.5|OVER],LeBron James OVER RA 12.5 (GOBLIN) [id:9869110|LeBron James|RA|GOBLIN|12.5|OVER],Kyle Filipowski UNDER PTS 15.5 (STANDARD) [id:9870766|Kyle Filipowski|PTS|STANDARD|15.5|UNDER],Brice Sensabaugh UNDER RA 6.5 (STANDARD) [id:9883153|Brice Sensabaugh|RA|STANDARD|6.5|UNDER],Naji Marshall OVER RA 10.5 (DEMON) [id:9869154|Naji Marshall|RA|DEMON|10.5|OVER]
4,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER] | Kyle Filipowski OVER REB 11.5 (DEMON) [id:9870771|Kyle Filipowski|REB|DEMON|11.5|OVER],0.0665279440110438,10.567245000326206,0.7030170837326843,10.0,pp_kernel,0.5430375950552994,0.005669266121689301,Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER] | Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER] | Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER] | Kyle Filipowski OVER REB 11.5 (DEMON) [id:9870771|Kyle Filipowski|REB|DEMON|11.5|OVER],Klay Thompson OVER AST 0.5 (GOBLIN) [id:9885626|Klay Thompson|AST|GOBLIN|0.5|OVER],Vince Williams UNDER PA 16.5 (STANDARD) [id:9871141|Vince Williams|PA|STANDARD|16.5|UNDER],Brice Sensabaugh UNDER PTS 18.5 (STANDARD) [id:9870746|Brice Sensabaugh|PTS|STANDARD|18.5|UNDER],Kyle Filipowski OVER REB 11.5 (DEMON) [id:9870771|Kyle Filipowski|REB|DEMON|11.5|OVER]
