slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6448,1.931,1.2451,Jose Alvarado,NYK,PHI,AST,OVER,GOBLIN,0.5,0.8748
3-leg,True,0.6448,1.931,1.2451,Naz Reid,MIN,SAS,PR,UNDER,STANDARD,19.5,0.8116
3-leg,True,0.6448,1.931,1.2451,Andre Drummond,PHI,NYK,REB,UNDER,STANDARD,3.0,0.7997
4-leg,True,0.3772,1.897,0.7156,Luke Kornet,SAS,MIN,PR,OVER,GOBLIN,3.5,0.8112
4-leg,True,0.3772,1.897,0.7156,VJ Edgecombe,PHI,NYK,PRA,OVER,GOBLIN,14.5,0.8368
4-leg,True,0.3772,1.897,0.7156,Mitchell Robinson,NYK,PHI,RA,UNDER,STANDARD,7.5,0.8167
4-leg,True,0.3772,1.897,0.7156,Anthony Edwards,MIN,SAS,REB,UNDER,STANDARD,4.0,0.7929
5-leg,True,0.1928,2.145,0.4135,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,2.5,0.776
5-leg,True,0.1928,2.145,0.4135,Rudy Gobert,MIN,SAS,PTS,OVER,GOBLIN,3.5,0.7707
5-leg,True,0.1928,2.145,0.4135,De'Aaron Fox,SAS,MIN,PR,UNDER,STANDARD,21.0,0.7673
5-leg,True,0.1928,2.145,0.4135,Tyrese Maxey,PHI,NYK,PRA,UNDER,STANDARD,35.0,0.786
5-leg,True,0.1928,2.145,0.4135,Mikal Bridges,NYK,PHI,PA,OVER,DEMON,15.5,0.5492
