n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Ryan Rollins OVER REB 4.5 (STANDARD) [id:10649073],0.07916660611973625,20.0,1.0,20.0,1.583332122394725,20.0,atlas,0.602769027635693,0.06043838982278815,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Ryan Rollins OVER REB 4.5 (STANDARD) [id:10649073],0.0,0.0,0.0,0.0,0.0,0,0.0,1.583332122394725,"['ryan kalkbrenner', 'davion mitchell', 'lamelo ball', 'grant williams', 'ryan rollins']",1,Ryan Kalkbrenner OVER PTS 4.5 (GOBLIN) [id:10649753],Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],LaMelo Ball OVER PTS 14.5 (GOBLIN) [id:10644000],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],Ryan Rollins OVER REB 4.5 (STANDARD) [id:10649073],0,
5,Grayson Allen OVER FG3M 1.5 (GOBLIN) [id:10652149] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.07879187048800676,20.0,1.0,20.0,1.575837409760135,20.0,atlas,0.6017317070760017,0.06267214418339857,Grayson Allen OVER FG3M 1.5 (GOBLIN) [id:10652149] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.0,0.0,0.0,0.0,0.0,0,0.0,1.575837409760135,"['grayson allen', 'collin gillespie', 'bam adebayo', 'ayo dosunmu', 'lamelo ball']",1,Grayson Allen OVER FG3M 1.5 (GOBLIN) [id:10652149],Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Ayo Dosunmu OVER PR 19.5 (STANDARD) [id:10649102],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0,
5,Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],0.07674300148340163,20.0,1.0,20.0,1.5348600296680326,20.0,atlas,0.5984843875064085,0.05829826640218192,Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488] | Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],0.0,0.0,0.0,0.0,0.0,0,0.0,1.5348600296680326,"['jalen green', 'collin gillespie', 'bam adebayo', 'norman powell', 'tristan silva']",1,Jalen Green OVER PRA 24.5 (GOBLIN) [id:10652488],Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143],Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],0,
5,Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.0759109667606495,20.0,1.0,20.0,1.51821933521299,20.0,atlas,0.5971344337003599,0.0747028387550121,Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486] | Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.0,0.0,0.0,0.0,0.0,0,0.0,1.51821933521299,"['jalen green', 'grant williams', 'grayson allen', 'ayo dosunmu', 'norman powell']",1,Jalen Green OVER PR 19.5 (GOBLIN) [id:10652486],Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493],Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207],Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0,
5,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Miles Bridges OVER PR 19.5 (GOBLIN) [id:10644538] | Wendell Carter OVER PTS 11 (STANDARD) [id:10648309] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.07556324958303996,20.0,1.0,20.0,1.5112649916607992,20.0,atlas,0.5969853299631576,0.06835371351166648,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Miles Bridges OVER PR 19.5 (GOBLIN) [id:10644538] | Wendell Carter OVER PTS 11 (STANDARD) [id:10648309] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.5112649916607992,"['jaime jaquez', 'collin gillespie', 'miles bridges', 'wendell carter', 'tristan silva']",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Miles Bridges OVER PR 19.5 (GOBLIN) [id:10644538],Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
5,Ayo Dosunmu OVER PTS 14.5 (GOBLIN) [id:10649100] | Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143] | Devin Booker OVER PTS 23.5 (GOBLIN) [id:10652321] | Evan Mobley OVER PTS 18.5 (STANDARD) [id:10645109] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.07497592485031819,20.0,1.0,20.0,1.4995184970063637,20.0,atlas,0.5959204018253246,0.051209806157237955,Ayo Dosunmu OVER PTS 14.5 (GOBLIN) [id:10649100] | Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143] | Devin Booker OVER PTS 23.5 (GOBLIN) [id:10652321] | Evan Mobley OVER PTS 18.5 (STANDARD) [id:10645109] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0.0,0.0,0.0,0.0,0.0,0,0.0,1.4995184970063637,"['ayo dosunmu', 'collin gillespie', 'devin booker', 'evan mobley', 'tristan silva']",1,Ayo Dosunmu OVER PTS 14.5 (GOBLIN) [id:10649100],Collin Gillespie OVER PTS 9.5 (GOBLIN) [id:10649143],Devin Booker OVER PTS 23.5 (GOBLIN) [id:10652321],Evan Mobley OVER PTS 18.5 (STANDARD) [id:10645109],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],0,
5,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Jalen Green OVER PTS 17.5 (GOBLIN) [id:10652175] | Miles Bridges OVER PA 18.5 (STANDARD) [id:10644028] | Ajay Mitchell OVER PTS 13.5 (STANDARD) [id:10644949],0.0745988211387873,20.0,1.0,20.0,1.491976422775746,20.0,atlas,0.595142088292232,0.07899328743403522,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615] | Jalen Green OVER PTS 17.5 (GOBLIN) [id:10652175] | Miles Bridges OVER PA 18.5 (STANDARD) [id:10644028] | Ajay Mitchell OVER PTS 13.5 (STANDARD) [id:10644949],0.0,0.0,0.0,0.0,0.0,0,0.0,1.491976422775746,"['jaime jaquez', 'kon knueppel', 'jalen green', 'miles bridges', 'ajay mitchell']",1,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503],Kon Knueppel OVER PRA 25.5 (GOBLIN) [id:10645615],Jalen Green OVER PTS 17.5 (GOBLIN) [id:10652175],Miles Bridges OVER PA 18.5 (STANDARD) [id:10644028],Ajay Mitchell OVER PTS 13.5 (STANDARD) [id:10644949],0,
5,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350] | Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953] | Donte DiVincenzo OVER PR 17.5 (STANDARD) [id:10649233],0.0727544506934644,20.0,1.0,20.0,1.455089013869288,20.0,atlas,0.592516844160443,0.08530052477343072,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350] | Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953] | Donte DiVincenzo OVER PR 17.5 (STANDARD) [id:10649233],0.0,0.0,0.0,0.0,0.0,0,0.0,1.455089013869288,"['rudy gobert', 'miles bridges', 'jalen green', 'ajay mitchell', 'donte divincenzo']",1,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Jalen Green OVER REB 3.5 (GOBLIN) [id:10649350],Ajay Mitchell OVER PRA 20.5 (STANDARD) [id:10644953],Donte DiVincenzo OVER PR 17.5 (STANDARD) [id:10649233],0,
5,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Ajay Mitchell OVER PR 17 (STANDARD) [id:10644952] | Kevin Porter OVER AST 6.5 (STANDARD) [id:10645188],0.07081081702715393,20.0,1.0,20.0,1.4162163405430785,20.0,atlas,0.5893409032866926,0.0932525169107537,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Ajay Mitchell OVER PR 17 (STANDARD) [id:10644952] | Kevin Porter OVER AST 6.5 (STANDARD) [id:10645188],0.0,0.0,0.0,0.0,0.0,0,0.0,1.4162163405430785,"['brandon miller', 'rudy gobert', 'collin gillespie', 'ajay mitchell', 'kevin porter']",1,Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Ajay Mitchell OVER PR 17 (STANDARD) [id:10644952],Kevin Porter OVER AST 6.5 (STANDARD) [id:10645188],0,
5,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Donte DiVincenzo OVER RA 8.5 (GOBLIN) [id:10649248] | Brandon Miller OVER REB 5.5 (STANDARD) [id:10655096] | Ajay Mitchell OVER PR 17 (STANDARD) [id:10644952],0.06696691996093375,20.0,1.0,20.0,1.339338399218675,20.0,atlas,0.5829637418092846,0.0841697469970886,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490] | Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Donte DiVincenzo OVER RA 8.5 (GOBLIN) [id:10649248] | Brandon Miller OVER REB 5.5 (STANDARD) [id:10655096] | Ajay Mitchell OVER PR 17 (STANDARD) [id:10644952],0.0,0.0,0.0,0.0,0.0,0,0.0,1.339338399218675,"['jordan goodwin', 'devin booker', 'donte divincenzo', 'brandon miller', 'ajay mitchell']",1,Jordan Goodwin OVER REB 2.5 (GOBLIN) [id:10652490],Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Donte DiVincenzo OVER RA 8.5 (GOBLIN) [id:10649248],Brandon Miller OVER REB 5.5 (STANDARD) [id:10655096],Ajay Mitchell OVER PR 17 (STANDARD) [id:10644952],0,
5,Naz Reid OVER PTS 11.5 (GOBLIN) [id:10652123] | Thomas Bryant OVER RA 3.5 (GOBLIN) [id:10646853] | Julius Randle OVER PRA 33.5 (GOBLIN) [id:10654232] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103] | Paolo Banchero OVER PR 29.5 (STANDARD) [id:10645967],0.05864480867534978,20.0,1.0,20.0,1.1728961735069956,20.0,atlas,0.5674952738361017,0.11421758273314908,Naz Reid OVER PTS 11.5 (GOBLIN) [id:10652123] | Thomas Bryant OVER RA 3.5 (GOBLIN) [id:10646853] | Julius Randle OVER PRA 33.5 (GOBLIN) [id:10654232] | Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103] | Paolo Banchero OVER PR 29.5 (STANDARD) [id:10645967],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1728961735069956,"['naz reid', 'thomas bryant', 'julius randle', 'ayo dosunmu', 'paolo banchero']",1,Naz Reid OVER PTS 11.5 (GOBLIN) [id:10652123],Thomas Bryant OVER RA 3.5 (GOBLIN) [id:10646853],Julius Randle OVER PRA 33.5 (GOBLIN) [id:10654232],Ayo Dosunmu OVER PRA 24.5 (STANDARD) [id:10649103],Paolo Banchero OVER PR 29.5 (STANDARD) [id:10645967],0,
5,Devin Booker OVER AST 3.5 (GOBLIN) [id:10649177] | Jalen Suggs OVER PTS 9.5 (GOBLIN) [id:10645939] | Ivica Zubac OVER REB 6.5 (GOBLIN) [id:10653969] | Naz Reid OVER RA 8.5 (STANDARD) [id:10649441] | Dennis Schröder OVER RA 5.5 (STANDARD) [id:10653206],0.05839310121597966,20.0,1.0,20.0,1.1678620243195932,20.0,atlas,0.5678564757939148,0.10903298925688765,Devin Booker OVER AST 3.5 (GOBLIN) [id:10649177] | Jalen Suggs OVER PTS 9.5 (GOBLIN) [id:10645939] | Ivica Zubac OVER REB 6.5 (GOBLIN) [id:10653969] | Naz Reid OVER RA 8.5 (STANDARD) [id:10649441] | Dennis Schröder OVER RA 5.5 (STANDARD) [id:10653206],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1678620243195932,"['devin booker', 'jalen suggs', 'ivica zubac', 'naz reid', 'dennis schröder']",1,Devin Booker OVER AST 3.5 (GOBLIN) [id:10649177],Jalen Suggs OVER PTS 9.5 (GOBLIN) [id:10645939],Ivica Zubac OVER REB 6.5 (GOBLIN) [id:10653969],Naz Reid OVER RA 8.5 (STANDARD) [id:10649441],Dennis Schröder OVER RA 5.5 (STANDARD) [id:10653206],0,
5,Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596] | Myles Turner OVER PR 14.5 (GOBLIN) [id:10654423] | Jaden McDaniels OVER REB 3.5 (GOBLIN) [id:10649311] | Ryan Rollins OVER PRA 26.5 (STANDARD) [id:10649072] | Victor Wembanyama OVER PTS 25.5 (STANDARD) [id:10649819],0.05772387962014875,20.0,1.0,20.0,1.154477592402975,20.0,atlas,0.56574680187732,0.12647545780359662,Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596] | Myles Turner OVER PR 14.5 (GOBLIN) [id:10654423] | Jaden McDaniels OVER REB 3.5 (GOBLIN) [id:10649311] | Ryan Rollins OVER PRA 26.5 (STANDARD) [id:10649072] | Victor Wembanyama OVER PTS 25.5 (STANDARD) [id:10649819],0.0,0.0,0.0,0.0,0.0,0,0.0,1.154477592402975,"['grant williams', 'myles turner', 'jaden mcdaniels', 'ryan rollins', 'victor wembanyama']",1,Grant Williams OVER PRA 8.5 (GOBLIN) [id:10645596],Myles Turner OVER PR 14.5 (GOBLIN) [id:10654423],Jaden McDaniels OVER REB 3.5 (GOBLIN) [id:10649311],Ryan Rollins OVER PRA 26.5 (STANDARD) [id:10649072],Victor Wembanyama OVER PTS 25.5 (STANDARD) [id:10649819],0,
5,Luguentz Dort OVER PRA 9.5 (GOBLIN) [id:10648679] | Oso Ighodaro OVER PR 9.5 (GOBLIN) [id:10652494] | Desmond Bane OVER PTS 14.5 (GOBLIN) [id:10645919] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Julius Randle OVER RA 12 (STANDARD) [id:10652995],0.055743101167513756,20.0,1.0,20.0,1.114862023350275,20.0,atlas,0.5621590573534544,0.08600022413598399,Luguentz Dort OVER PRA 9.5 (GOBLIN) [id:10648679] | Oso Ighodaro OVER PR 9.5 (GOBLIN) [id:10652494] | Desmond Bane OVER PTS 14.5 (GOBLIN) [id:10645919] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Julius Randle OVER RA 12 (STANDARD) [id:10652995],0.0,0.0,0.0,0.0,0.0,0,0.0,1.114862023350275,"['luguentz dort', 'oso ighodaro', 'desmond bane', ""kel'el ware"", 'julius randle']",1,Luguentz Dort OVER PRA 9.5 (GOBLIN) [id:10648679],Oso Ighodaro OVER PR 9.5 (GOBLIN) [id:10652494],Desmond Bane OVER PTS 14.5 (GOBLIN) [id:10645919],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Julius Randle OVER RA 12 (STANDARD) [id:10652995],0,
