n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Tari Eason OVER PTS 4.5 (GOBLIN) [id:10834795] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10821568] | Bones Hyland UNDER PR 17.5 (STANDARD) [id:10832258] | Tristan Silva UNDER PTS 11.5 (STANDARD) [id:10824068],0.36001764701305444,10.0,1.0,10.0,3.6001764701305445,10.0,atlas,0.7756725303989169,0.04945652929057396,Tari Eason OVER PTS 4.5 (GOBLIN) [id:10834795] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10821568] | Bones Hyland UNDER PR 17.5 (STANDARD) [id:10832258] | Tristan Silva UNDER PTS 11.5 (STANDARD) [id:10824068],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.5100176470130544,"['tari eason', 'kon knueppel', 'bones hyland', 'tristan silva']",1,Tari Eason OVER PTS 4.5 (GOBLIN) [id:10834795],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10821568],Bones Hyland UNDER PR 17.5 (STANDARD) [id:10832258],Tristan Silva UNDER PTS 11.5 (STANDARD) [id:10824068],0,
4,Miles Bridges OVER PTS 9.5 (GOBLIN) [id:10821571] | Jalen Williams OVER AST 2.5 (GOBLIN) [id:10833458] | Sam Hauser OVER PTS 6.5 (STANDARD) [id:10833749] | Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],0.3216902613279028,10.0,1.0,10.0,3.2169026132790277,10.0,atlas,0.7590334698876029,0.05502303949024122,Miles Bridges OVER PTS 9.5 (GOBLIN) [id:10821571] | Jalen Williams OVER AST 2.5 (GOBLIN) [id:10833458] | Sam Hauser OVER PTS 6.5 (STANDARD) [id:10833749] | Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.4716902613279028,"['miles bridges', 'jalen williams', 'sam hauser', 'bones hyland']",1,Miles Bridges OVER PTS 9.5 (GOBLIN) [id:10821571],Jalen Williams OVER AST 2.5 (GOBLIN) [id:10833458],Sam Hauser OVER PTS 6.5 (STANDARD) [id:10833749],Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],0,
4,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10829913] | Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10818613] | Jalen Williams OVER PTS 13 (STANDARD) [id:10830758] | Tristan Silva UNDER PTS 11.5 (STANDARD) [id:10824068],0.31990428915879404,10.0,1.0,10.0,3.1990428915879403,10.0,atlas,0.7557004810635479,0.09929390018463606,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10829913] | Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10818613] | Jalen Williams OVER PTS 13 (STANDARD) [id:10830758] | Tristan Silva UNDER PTS 11.5 (STANDARD) [id:10824068],0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.619904289158794,"['jordan goodwin', 'miles bridges', 'jalen williams', 'tristan silva']",1,Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10829913],Miles Bridges OVER PRA 19.5 (GOBLIN) [id:10818613],Jalen Williams OVER PTS 13 (STANDARD) [id:10830758],Tristan Silva UNDER PTS 11.5 (STANDARD) [id:10824068],0,
4,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10829628] | Grayson Allen OVER REB 1.5 (GOBLIN) [id:10820785] | Luguentz Dort OVER PR 8.5 (STANDARD) [id:10830701] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10824074],0.31862569576273553,10.0,1.0,10.0,3.1862569576273554,10.0,atlas,0.7558275774543677,0.07689109604019422,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10829628] | Grayson Allen OVER REB 1.5 (GOBLIN) [id:10820785] | Luguentz Dort OVER PR 8.5 (STANDARD) [id:10830701] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10824074],0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6186256957627355,"['ryan kalkbrenner', 'grayson allen', 'luguentz dort', 'tristan silva']",1,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10829628],Grayson Allen OVER REB 1.5 (GOBLIN) [id:10820785],Luguentz Dort OVER PR 8.5 (STANDARD) [id:10830701],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10824074],0,
4,Jalen Williams OVER AST 2.5 (GOBLIN) [id:10833458] | Brandon Miller OVER AST 2.5 (GOBLIN) [id:10818164] | Tristan Silva UNDER PA 13.5 (STANDARD) [id:10824069] | Rasheer Fleming UNDER PRA 10 (STANDARD) [id:10831606],0.31712373611317385,10.0,1.0,10.0,3.1712373611317384,10.0,atlas,0.751960121016034,0.05928691392401281,Jalen Williams OVER AST 2.5 (GOBLIN) [id:10833458] | Brandon Miller OVER AST 2.5 (GOBLIN) [id:10818164] | Tristan Silva UNDER PA 13.5 (STANDARD) [id:10824069] | Rasheer Fleming UNDER PRA 10 (STANDARD) [id:10831606],0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6171237361131738,"['jalen williams', 'brandon miller', 'tristan silva', 'rasheer fleming']",1,Jalen Williams OVER AST 2.5 (GOBLIN) [id:10833458],Brandon Miller OVER AST 2.5 (GOBLIN) [id:10818164],Tristan Silva UNDER PA 13.5 (STANDARD) [id:10824069],Rasheer Fleming UNDER PRA 10 (STANDARD) [id:10831606],0,
4,Ajay Mitchell OVER PTS 7.5 (GOBLIN) [id:10833439] | Tari Eason OVER PRA 9.5 (GOBLIN) [id:10833329] | Moussa Diabaté UNDER REB 10 (STANDARD) [id:10827968] | Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],0.31655314380501065,10.0,1.0,10.0,3.1655314380501065,10.0,atlas,0.7523644756808621,0.024398028808437014,Ajay Mitchell OVER PTS 7.5 (GOBLIN) [id:10833439] | Tari Eason OVER PRA 9.5 (GOBLIN) [id:10833329] | Moussa Diabaté UNDER REB 10 (STANDARD) [id:10827968] | Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.4665531438050107,"['ajay mitchell', 'tari eason', 'moussa diabaté', 'bones hyland']",1,Ajay Mitchell OVER PTS 7.5 (GOBLIN) [id:10833439],Tari Eason OVER PRA 9.5 (GOBLIN) [id:10833329],Moussa Diabaté UNDER REB 10 (STANDARD) [id:10827968],Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],0,
4,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10826914] | Donte DiVincenzo OVER PR 9.5 (GOBLIN) [id:10834821] | Jalen Green UNDER PRA 29 (STANDARD) [id:10817202] | Tristan Silva UNDER PR 16 (STANDARD) [id:10824070],0.31436808867097304,10.0,1.0,10.0,3.1436808867097303,10.0,atlas,0.7505495171452088,0.08468473915120935,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10826914] | Donte DiVincenzo OVER PR 9.5 (GOBLIN) [id:10834821] | Jalen Green UNDER PRA 29 (STANDARD) [id:10817202] | Tristan Silva UNDER PR 16 (STANDARD) [id:10824070],0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.614368088670973,"['ryan kalkbrenner', 'donte divincenzo', 'jalen green', 'tristan silva']",1,Ryan Kalkbrenner OVER PR 7.5 (GOBLIN) [id:10826914],Donte DiVincenzo OVER PR 9.5 (GOBLIN) [id:10834821],Jalen Green UNDER PRA 29 (STANDARD) [id:10817202],Tristan Silva UNDER PR 16 (STANDARD) [id:10824070],0,
4,Miles Bridges OVER FG3M 0.5 (GOBLIN) [id:10833070] | Tari Eason OVER PR 9.5 (GOBLIN) [id:10833326] | Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252] | Jalen Williams OVER PA 17.5 (STANDARD) [id:10830759],0.2897530527583036,10.0,1.0,10.0,2.897530527583036,10.0,atlas,0.7360077398608845,0.08048538329023092,Miles Bridges OVER FG3M 0.5 (GOBLIN) [id:10833070] | Tari Eason OVER PR 9.5 (GOBLIN) [id:10833326] | Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252] | Jalen Williams OVER PA 17.5 (STANDARD) [id:10830759],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.43975305275830356,"['miles bridges', 'tari eason', 'bones hyland', 'jalen williams']",1,Miles Bridges OVER FG3M 0.5 (GOBLIN) [id:10833070],Tari Eason OVER PR 9.5 (GOBLIN) [id:10833326],Bones Hyland UNDER PTS 14.5 (STANDARD) [id:10832252],Jalen Williams OVER PA 17.5 (STANDARD) [id:10830759],0,
4,Grayson Allen OVER PA 15.5 (GOBLIN) [id:10825385] | Kon Knueppel OVER REB 2.5 (GOBLIN) [id:10822079] | Max Strus OVER REB 4.5 (STANDARD) [id:10823889] | Derik Queen OVER REB 4 (STANDARD) [id:10827970],0.2882105696081129,10.0,1.0,10.0,2.8821056960811293,10.0,atlas,0.7357046706855137,0.11333525735505787,Grayson Allen OVER PA 15.5 (GOBLIN) [id:10825385] | Kon Knueppel OVER REB 2.5 (GOBLIN) [id:10822079] | Max Strus OVER REB 4.5 (STANDARD) [id:10823889] | Derik Queen OVER REB 4 (STANDARD) [id:10827970],0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.5882105696081129,"['grayson allen', 'kon knueppel', 'max strus', 'derik queen']",1,Grayson Allen OVER PA 15.5 (GOBLIN) [id:10825385],Kon Knueppel OVER REB 2.5 (GOBLIN) [id:10822079],Max Strus OVER REB 4.5 (STANDARD) [id:10823889],Derik Queen OVER REB 4 (STANDARD) [id:10827970],0,
4,Jalen Williams OVER PTS 9.5 (GOBLIN) [id:10830943] | Grant Williams OVER PR 5.5 (GOBLIN) [id:10833061] | Derik Queen OVER REB 4 (STANDARD) [id:10827970] | Jamal Cain UNDER PTS 7 (STANDARD) [id:10824578],0.2810420619113805,10.0,1.0,10.0,2.810420619113805,10.0,atlas,0.731456663541315,0.09644214411281649,Jalen Williams OVER PTS 9.5 (GOBLIN) [id:10830943] | Grant Williams OVER PR 5.5 (GOBLIN) [id:10833061] | Derik Queen OVER REB 4 (STANDARD) [id:10827970] | Jamal Cain UNDER PTS 7 (STANDARD) [id:10824578],0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.4310420619113805,"['jalen williams', 'grant williams', 'derik queen', 'jamal cain']",1,Jalen Williams OVER PTS 9.5 (GOBLIN) [id:10830943],Grant Williams OVER PR 5.5 (GOBLIN) [id:10833061],Derik Queen OVER REB 4 (STANDARD) [id:10827970],Jamal Cain UNDER PTS 7 (STANDARD) [id:10824578],0,
