source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
oddsapi,NBA,Cason Wallace,AST,2026-05-10 00:20:57,1.5,0.5,0.5961,0.4039,,,,n_books=5
oddsapi,NBA,Shai Gilgeous-Alexander,AST,2026-05-10 00:20:57,6.5,0.7,0.5212,0.4788,,,,n_books=7
oddsapi,NBA,Marcus Smart,AST,2026-05-10 00:20:57,3.5,0.6,0.5903,0.4097,,,,n_books=6
oddsapi,NBA,Austin Reaves,AST,2026-05-10 00:20:57,5.5,0.5,0.5702,0.4298,,,,n_books=5
oddsapi,NBA,Ajay Mitchell,AST,2026-05-10 00:20:57,3.5,0.7,0.536,0.464,,,,n_books=7
oddsapi,NBA,Isaiah Hartenstein,AST,2026-05-10 00:20:57,2.5,0.6,0.5374,0.4626,,,,n_books=6
oddsapi,NBA,Chet Holmgren,AST,2026-05-10 00:20:57,1.5,0.5,0.5069,0.4931,,,,n_books=5
oddsapi,NBA,LeBron James,AST,2026-05-10 00:20:57,7.5,0.7,0.4981,0.5019,,,,n_books=7
oddsapi,NBA,Chet Holmgren,BLK,2026-05-10 00:20:57,1.5,0.4,0.5476,0.4524,,,,n_books=4
oddsapi,NBA,Cason Wallace,PTS,2026-05-10 00:20:57,6.5,0.7,0.5017,0.4983,,,,n_books=7
oddsapi,NBA,LeBron James,PTS,2026-05-10 00:20:57,22.5,0.6,0.4909,0.5091,,,,n_books=6
oddsapi,NBA,Jaxson Hayes,PTS,2026-05-10 00:20:57,4.5,0.6,0.518,0.482,,,,n_books=6
oddsapi,NBA,Ajay Mitchell,PTS,2026-05-10 00:20:57,16.5,0.7,0.4916,0.5084,,,,n_books=7
oddsapi,NBA,Marcus Smart,PTS,2026-05-10 00:20:57,11.5,0.5,0.4802,0.5198,,,,n_books=5
oddsapi,NBA,Jaylin Williams,PTS,2026-05-10 00:20:57,3.5,0.5,0.537,0.463,,,,n_books=5
oddsapi,NBA,Isaiah Hartenstein,PTS,2026-05-10 00:20:57,8.5,0.6,0.4707,0.5293,,,,n_books=6
oddsapi,NBA,Rui Hachimura,PTS,2026-05-10 00:20:57,13.5,0.7,0.5004,0.4996,,,,n_books=7
oddsapi,NBA,Deandre Ayton,PTS,2026-05-10 00:20:57,9.5,0.7,0.4894,0.5106,,,,n_books=7
oddsapi,NBA,Austin Reaves,PTS,2026-05-10 00:20:57,21.5,0.5,0.5195,0.4805,,,,n_books=5
oddsapi,NBA,Luguentz Dort,PTS,2026-05-10 00:20:57,6.5,0.7,0.5047,0.4953,,,,n_books=7
oddsapi,NBA,Jared McCain,PTS,2026-05-10 00:20:57,6.5,0.6,0.4772,0.5228,,,,n_books=6
oddsapi,NBA,Alex Caruso,PTS,2026-05-10 00:20:57,6.5,0.6,0.4899,0.5101,,,,n_books=6
oddsapi,NBA,Luke Kennard,PTS,2026-05-10 00:20:57,7.5,0.4,0.5404,0.4596,,,,n_books=4
oddsapi,NBA,Jake LaRavia,PTS,2026-05-10 00:20:57,3.5,0.5,0.4738,0.5262,,,,n_books=5
oddsapi,NBA,Chet Holmgren,PTS,2026-05-10 00:20:57,16.5,0.7,0.5236,0.4764,,,,n_books=7
oddsapi,NBA,Shai Gilgeous-Alexander,PTS,2026-05-10 00:20:57,29.5,0.7,0.4869,0.5131,,,,n_books=7
oddsapi,NBA,Cason Wallace,PA,2026-05-10 00:20:57,8.5,0.3,0.5135,0.4865,,,,n_books=3
oddsapi,NBA,Ajay Mitchell,PA,2026-05-10 00:20:57,20.5,0.4,0.4944,0.5056,,,,n_books=4
oddsapi,NBA,Marcus Smart,PA,2026-05-10 00:20:57,15.5,0.4,0.4925,0.5075,,,,n_books=4
oddsapi,NBA,Austin Reaves,PA,2026-05-10 00:20:57,28.5,0.4,0.4927,0.5073,,,,n_books=4
oddsapi,NBA,Isaiah Hartenstein,PA,2026-05-10 00:20:57,10.5,0.3,0.537,0.463,,,,n_books=3
oddsapi,NBA,Chet Holmgren,PA,2026-05-10 00:20:57,18.5,0.4,0.503,0.497,,,,n_books=4
