slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.675,1.931,1.3034,P.J. Washington,DAL,CLE,PR,OVER,GOBLIN,14.5,0.8553
3-leg,True,0.675,1.931,1.3034,Ajay Mitchell,OKC,MIN,RA,UNDER,STANDARD,6.5,0.7562
3-leg,True,0.675,1.931,1.3034,Isaiah Collier,UTA,SAC,PTS,UNDER,STANDARD,17.5,0.8137
4-leg,True,0.4857,1.897,0.9216,Mikal Bridges,NYK,GSW,PA,OVER,GOBLIN,11.5,0.841
4-leg,True,0.4857,1.897,0.9216,Jerami Grant,POR,PHI,PTS,OVER,GOBLIN,14.5,0.8001
4-leg,True,0.4857,1.897,0.9216,Jamal Shead,TOR,DET,PRA,UNDER,STANDARD,12.5,0.8882
4-leg,True,0.4857,1.897,0.9216,Aaron Wiggins,OKC,MIN,PRA,UNDER,STANDARD,10.5,0.8603
5-leg,True,0.1323,2.145,0.2838,Kyle Kuzma,MIL,IND,RA,OVER,GOBLIN,4.5,0.701
5-leg,True,0.1323,2.145,0.2838,Bones Hyland,MIN,OKC,FG3M,OVER,GOBLIN,0.5,0.7876
5-leg,True,0.1323,2.145,0.2838,Scoot Henderson,POR,PHI,AST,UNDER,STANDARD,4.0,0.8098
5-leg,True,0.1323,2.145,0.2838,Dennis Schröder,CLE,DAL,PA,UNDER,STANDARD,13.5,0.8491
5-leg,True,0.1323,2.145,0.2838,Myles Turner,MIL,IND,PTS,OVER,DEMON,11.5,0.403
