source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
bettingpros,NBA,Victor Wembanyama,STL,2026-05-15 11:26:54,1.1,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.4; line=1.5; L10=1o/9u/10g; streak=6u; opp_rank=14
bettingpros,NBA,Caris LeVert,STL,2026-05-15 11:26:54,0.9,0.2,None,None,None,None,19,side=over; rating=0; diff=0.4; line=0.5; L10=3o/7u/10g; streak=3o; opp_rank=19
bettingpros,NBA,Paul Reed,STL,2026-05-15 11:26:54,0.9,0.2,None,None,None,None,19,side=over; rating=0; diff=0.4; line=0.5; L10=2o/8u/10g; streak=1u; opp_rank=19
bettingpros,NBA,Jalen Duren,STL,2026-05-15 11:26:54,0.9,0.2,None,None,None,None,19,side=over; rating=0; diff=0.4; line=0.5; L10=5o/5u/10g; streak=3o; opp_rank=19
bettingpros,NBA,Daniss Jenkins,STL,2026-05-15 11:26:54,0.9,0.2,None,None,None,None,19,side=over; rating=0; diff=0.4; line=0.5; L10=3o/7u/10g; streak=1o; opp_rank=19
bettingpros,NBA,Stephon Castle,FG3M,2026-05-15 11:26:54,1.1,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.4; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=1
bettingpros,NBA,Cade Cunningham,FG3M,2026-05-15 11:26:54,2.1,0.2,None,None,None,None,21,side=under; rating=0; diff=-0.4; line=2.5; L10=6o/4u/10g; streak=1o; opp_rank=21
bettingpros,NBA,Ausar Thompson,PA,2026-05-15 11:26:54,12.9,0.2,None,None,None,None,14,side=over; rating=0; diff=0.4; line=11.5; L10=6o/4u/10g; streak=2u; opp_rank=14
bettingpros,NBA,Donovan Mitchell,PR,2026-05-15 11:26:54,31.9,0.2,None,None,None,None,4,side=over; rating=0; diff=0.4; line=31.5; L10=3o/7u/10g; streak=1u; opp_rank=4
bettingpros,NBA,Jaden McDaniels,RA,2026-05-15 11:26:54,7.1,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.4; line=7.5; L10=5o/5u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Caris LeVert,RA,2026-05-15 11:26:54,4.9,0.2,None,None,None,None,15,side=over; rating=0; diff=0.4; line=4.5; L10=3o/7u/10g; streak=1u; opp_rank=15
bettingpros,NBA,Max Strus,RA,2026-05-15 11:26:54,6.9,0.2,None,None,None,None,1,side=over; rating=0; diff=0.4; line=6.5; L10=7o/3u/10g; streak=1o; opp_rank=1
bettingpros,NBA,Ayo Dosunmu,PRA,2026-05-15 11:26:54,21.1,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.4; line=21.5; L10=5o/5u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Cade Cunningham,PRA,2026-05-15 11:26:54,41.1,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.4; line=41.5; L10=5o/5u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Caris LeVert,AST,2026-05-15 11:26:54,2.8,0.2,None,None,None,None,16,side=over; rating=0; diff=0.3; line=2; L10=2o/7u/10g; streak=1u; opp_rank=16
bettingpros,NBA,Julius Randle,BLK,2026-05-15 11:26:54,0.2,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.3; line=0.5; L10=1o/9u/10g; streak=8u; opp_rank=11
bettingpros,NBA,Luke Kornet,BLK,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,7,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=4o; opp_rank=7
bettingpros,NBA,Anthony Edwards,BLK,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,11,side=over; rating=0; diff=0.3; line=0.5; L10=4o/6u/10g; streak=2u; opp_rank=11
bettingpros,NBA,Paul Reed,BLK,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=0.5; L10=4o/6u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Cade Cunningham,BLK,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=0.5; L10=4o/6u/10g; streak=3u; opp_rank=8
bettingpros,NBA,Jalen Duren,BLK,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,8,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Ausar Thompson,PTS,2026-05-15 11:26:54,9.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=8.5; L10=4o/6u/10g; streak=2u; opp_rank=14
bettingpros,NBA,Daniss Jenkins,PTS,2026-05-15 11:26:54,9.2,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.3; line=9.5; L10=4o/6u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Devin Vassell,REB,2026-05-15 11:26:54,4.2,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.3; line=4.5; L10=6o/4u/10g; streak=2u; opp_rank=16
bettingpros,NBA,Ayo Dosunmu,STL,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,5,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=5o; opp_rank=5
bettingpros,NBA,Stephon Castle,STL,2026-05-15 11:26:54,1.2,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.3; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Dylan Harper,STL,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=0.5; L10=8o/2u/10g; streak=4o; opp_rank=14
bettingpros,NBA,Dennis Schroder,STL,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,22,side=over; rating=0; diff=0.3; line=0.5; L10=3o/7u/10g; streak=1u; opp_rank=22
bettingpros,NBA,Dean Wade,STL,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,22,side=over; rating=0; diff=0.3; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=22
bettingpros,NBA,Evan Mobley,STL,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,22,side=over; rating=0; diff=0.3; line=0.5; L10=7o/3u/10g; streak=2o; opp_rank=22
bettingpros,NBA,Dylan Harper,FG3M,2026-05-15 11:26:54,0.8,0.2,None,None,None,None,1,side=over; rating=0; diff=0.3; line=0.5; L10=5o/5u/10g; streak=1u; opp_rank=1
bettingpros,NBA,Naz Reid,PA,2026-05-15 11:26:54,15.2,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.3; line=15.5; L10=4o/6u/10g; streak=1u; opp_rank=7
bettingpros,NBA,Devin Vassell,RA,2026-05-15 11:26:54,6.8,0.2,None,None,None,None,14,side=over; rating=0; diff=0.3; line=6.5; L10=6o/4u/10g; streak=2u; opp_rank=14
bettingpros,NBA,Stephon Castle,PRA,2026-05-15 11:26:54,29.8,0.2,None,None,None,None,13,side=over; rating=0; diff=0.3; line=28.5; L10=6o/4u/10g; streak=1u; opp_rank=13
bettingpros,NBA,Rudy Gobert,AST,2026-05-15 11:26:54,1.7,0.2,None,None,None,None,9,side=over; rating=0; diff=0.2; line=1.5; L10=7o/3u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Jaden McDaniels,AST,2026-05-15 11:26:54,2.7,0.2,None,None,None,None,9,side=over; rating=0; diff=0.2; line=2.5; L10=5o/5u/10g; streak=3u; opp_rank=9
bettingpros,NBA,Dylan Harper,AST,2026-05-15 11:26:54,3.7,0.2,None,None,None,None,10,side=over; rating=0; diff=0.2; line=3.5; L10=2o/8u/10g; streak=3u; opp_rank=10
bettingpros,NBA,De'Aaron Fox,BLK,2026-05-15 11:26:54,0.3,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.2; line=0.5; L10=1o/9u/10g; streak=6u; opp_rank=7
bettingpros,NBA,Devin Vassell,BLK,2026-05-15 11:26:54,0.3,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.2; line=0.5; L10=7o/3u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Ayo Dosunmu,BLK,2026-05-15 11:26:54,0.3,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.2; line=0.5; L10=3o/7u/10g; streak=1o; opp_rank=11
bettingpros,NBA,Stephon Castle,BLK,2026-05-15 11:26:54,0.3,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.2; line=0.5; L10=4o/6u/10g; streak=2o; opp_rank=7
bettingpros,NBA,Duncan Robinson,BLK,2026-05-15 11:26:54,0.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=0.5; L10=3o/7u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Anthony Edwards,REB,2026-05-15 11:26:54,5.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=5.5; L10=4o/6u/10g; streak=1u; opp_rank=8
bettingpros,NBA,Julian Champagnie,REB,2026-05-15 11:26:54,5.7,0.2,None,None,None,None,16,side=over; rating=0; diff=0.2; line=5.5; L10=4o/6u/10g; streak=2u; opp_rank=16
bettingpros,NBA,James Harden,REB,2026-05-15 11:26:54,4.7,0.2,None,None,None,None,4,side=over; rating=0; diff=0.2; line=4.5; L10=6o/4u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Max Strus,REB,2026-05-15 11:26:54,4.3,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.2; line=4.5; L10=7o/3u/10g; streak=1o; opp_rank=4
bettingpros,NBA,Cade Cunningham,REB,2026-05-15 11:26:54,5.7,0.2,None,None,None,None,9,side=over; rating=0; diff=0.2; line=5.5; L10=4o/6u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Daniss Jenkins,REB,2026-05-15 11:26:54,2.3,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.2; line=2.5; L10=4o/6u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Rudy Gobert,STL,2026-05-15 11:26:54,0.7,0.2,None,None,None,None,5,side=over; rating=0; diff=0.2; line=0.5; L10=6o/4u/10g; streak=1o; opp_rank=5
bettingpros,NBA,De'Aaron Fox,STL,2026-05-15 11:26:54,1.3,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.2; line=1.5; L10=3o/7u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Julian Champagnie,STL,2026-05-15 11:26:54,0.7,0.2,None,None,None,None,14,side=over; rating=0; diff=0.2; line=0.5; L10=8o/2u/10g; streak=4o; opp_rank=14
bettingpros,NBA,James Harden,STL,2026-05-15 11:26:54,1.3,0.2,None,None,None,None,22,side=under; rating=0; diff=-0.2; line=1.5; L10=4o/6u/10g; streak=1u; opp_rank=22
bettingpros,NBA,Sam Merrill,STL,2026-05-15 11:26:54,0.7,0.2,None,None,None,None,22,side=over; rating=0; diff=0.2; line=0.5; L10=5o/5u/10g; streak=2o; opp_rank=22
bettingpros,NBA,De'Aaron Fox,FG3M,2026-05-15 11:26:54,1.7,0.2,None,None,None,None,1,side=over; rating=0; diff=0.2; line=1.5; L10=4o/6u/10g; streak=3u; opp_rank=1
bettingpros,NBA,Devin Vassell,FG3M,2026-05-15 11:26:54,2.3,0.2,None,None,None,None,1,side=under; rating=0; diff=-0.2; line=2.5; L10=3o/7u/10g; streak=4u; opp_rank=1
bettingpros,NBA,Ayo Dosunmu,FG3M,2026-05-15 11:26:54,1.7,0.2,None,None,None,None,11,side=over; rating=0; diff=0.2; line=1.5; L10=4o/6u/10g; streak=2u; opp_rank=11
bettingpros,NBA,Terrence Shannon Jr.,FG3M,2026-05-15 11:26:54,0.7,0.2,None,None,None,None,11,side=over; rating=0; diff=0.2; line=0.5; L10=6o/4u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Max Strus,FG3M,2026-05-15 11:26:54,2.3,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.2; line=2.5; L10=3o/7u/10g; streak=1o; opp_rank=8
bettingpros,NBA,Ayo Dosunmu,PA,2026-05-15 11:26:54,17.7,0.2,None,None,None,None,7,side=over; rating=0; diff=0.2; line=17.5; L10=5o/5u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Anthony Edwards,RA,2026-05-15 11:26:54,9.3,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.2; line=9.5; L10=3o/7u/10g; streak=2u; opp_rank=9
bettingpros,NBA,Duncan Robinson,RA,2026-05-15 11:26:54,4.7,0.2,None,None,None,None,15,side=over; rating=0; diff=0.2; line=4.5; L10=5o/5u/10g; streak=1u; opp_rank=15
bettingpros,NBA,Dylan Harper,PRA,2026-05-15 11:26:54,18.7,0.2,None,None,None,None,13,side=over; rating=0; diff=0.2; line=18.5; L10=6o/4u/10g; streak=2o; opp_rank=13
bettingpros,NBA,Devin Vassell,AST,2026-05-15 11:26:54,2.6,0.2,None,None,None,None,10,side=over; rating=0; diff=0.1; line=2.5; L10=6o/4u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Ayo Dosunmu,AST,2026-05-15 11:26:54,3.6,0.2,None,None,None,None,9,side=over; rating=0; diff=0.1; line=3.5; L10=6o/4u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Julian Champagnie,AST,2026-05-15 11:26:54,1.6,0.2,None,None,None,None,10,side=over; rating=0; diff=0.1; line=1.5; L10=5o/5u/10g; streak=1u; opp_rank=10
bettingpros,NBA,Jarrett Allen,AST,2026-05-15 11:26:54,1.6,0.2,None,None,None,None,1,side=over; rating=0; diff=0.1; line=1.5; L10=2o/8u/10g; streak=3u; opp_rank=1
bettingpros,NBA,Julian Champagnie,BLK,2026-05-15 11:26:54,0.4,0.2,None,None,None,None,7,side=under; rating=0; diff=-0.1; line=0.5; L10=3o/7u/10g; streak=3u; opp_rank=7
bettingpros,NBA,Tobias Harris,BLK,2026-05-15 11:26:54,0.4,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.1; line=0.5; L10=5o/5u/10g; streak=2o; opp_rank=8
bettingpros,NBA,James Harden,BLK,2026-05-15 11:26:54,0.6,0.2,None,None,None,None,30,side=over; rating=0; diff=0.1; line=0.5; L10=6o/4u/10g; streak=2o; opp_rank=30
bettingpros,NBA,Caris LeVert,BLK,2026-05-15 11:26:54,0.6,0.2,None,None,None,None,8,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=2o; opp_rank=8
bettingpros,NBA,Donovan Mitchell,BLK,2026-05-15 11:26:54,0.4,0.2,None,None,None,None,30,side=under; rating=0; diff=-0.1; line=0.5; L10=2o/8u/10g; streak=6u; opp_rank=30
bettingpros,NBA,Ayo Dosunmu,REB,2026-05-15 11:26:54,3.4,0.2,None,None,None,None,8,side=under; rating=0; diff=-0.1; line=3.5; L10=5o/5u/10g; streak=3o; opp_rank=8
bettingpros,NBA,Stephon Castle,REB,2026-05-15 11:26:54,5.4,0.2,None,None,None,None,16,side=under; rating=0; diff=-0.1; line=5.5; L10=3o/7u/10g; streak=1u; opp_rank=16
bettingpros,NBA,Carter Bryant,REB,2026-05-15 11:26:54,2.6,0.2,None,None,None,None,16,side=over; rating=0; diff=0.1; line=2.5; L10=3o/7u/10g; streak=1o; opp_rank=16
bettingpros,NBA,Donovan Mitchell,REB,2026-05-15 11:26:54,4.4,0.2,None,None,None,None,4,side=under; rating=0; diff=-0.1; line=4.5; L10=7o/3u/10g; streak=1u; opp_rank=4
bettingpros,NBA,Duncan Robinson,REB,2026-05-15 11:26:54,2.6,0.2,None,None,None,None,9,side=over; rating=0; diff=0.1; line=2.5; L10=6o/4u/10g; streak=1u; opp_rank=9
bettingpros,NBA,Paul Reed,REB,2026-05-15 11:26:54,4.4,0.2,None,None,None,None,9,side=under; rating=0; diff=-0.1; line=4.5; L10=5o/5u/10g; streak=1o; opp_rank=9
bettingpros,NBA,Mike Conley,STL,2026-05-15 11:26:54,0.6,0.2,None,None,None,None,5,side=over; rating=0; diff=0.1; line=0.5; L10=3o/7u/10g; streak=3u; opp_rank=5
bettingpros,NBA,Keldon Johnson,STL,2026-05-15 11:26:54,0.6,0.2,None,None,None,None,14,side=over; rating=0; diff=0.1; line=0.5; L10=7o/3u/10g; streak=3o; opp_rank=14
bettingpros,NBA,Duncan Robinson,STL,2026-05-15 11:26:54,0.6,0.2,None,None,None,None,19,side=over; rating=0; diff=0.1; line=0.5; L10=6o/4u/10g; streak=1u; opp_rank=19
bettingpros,NBA,Max Strus,STL,2026-05-15 11:26:54,0.6,0.2,None,None,None,None,22,side=over; rating=0; diff=0.1; line=0.5; L10=7o/3u/10g; streak=3o; opp_rank=22
bettingpros,NBA,Cade Cunningham,STL,2026-05-15 11:26:54,1.6,0.2,None,None,None,None,19,side=over; rating=0; diff=0.1; line=1.5; L10=3o/7u/10g; streak=1o; opp_rank=19
bettingpros,NBA,Julius Randle,FG3M,2026-05-15 11:26:54,1.4,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.1; line=1.5; L10=5o/5u/10g; streak=1u; opp_rank=11
bettingpros,NBA,Jaden McDaniels,FG3M,2026-05-15 11:26:54,1.4,0.2,None,None,None,None,11,side=under; rating=0; diff=-0.1; line=1.5; L10=2o/8u/10g; streak=1o; opp_rank=11
bettingpros,NBA,Tobias Harris,FG3M,2026-05-15 11:26:54,1.4,0.2,None,None,None,None,21,side=under; rating=0; diff=-0.1; line=1.5; L10=6o/4u/10g; streak=1u; opp_rank=21
bettingpros,NBA,Cade Cunningham,PA,2026-05-15 11:26:54,35.4,0.2,None,None,None,None,14,side=under; rating=0; diff=-0.1; line=36.5; L10=4o/6u/10g; streak=1o; opp_rank=14
bettingpros,NBA,Ayo Dosunmu,PR,2026-05-15 11:26:54,17.6,0.2,None,None,None,None,7,side=over; rating=0; diff=0.1; line=17.5; L10=5o/5u/10g; streak=1o; opp_rank=7
bettingpros,NBA,Stephon Castle,PR,2026-05-15 11:26:54,22.6,0.2,None,None,None,None,14,side=over; rating=0; diff=0.1; line=21.5; L10=6o/4u/10g; streak=1u; opp_rank=14
bettingpros,NBA,Ausar Thompson,PR,2026-05-15 11:26:54,15.4,0.2,None,None,None,None,13,side=under; rating=0; diff=-0.1; line=15.5; L10=5o/5u/10g; streak=2u; opp_rank=13
bettingpros,NBA,Daniss Jenkins,PR,2026-05-15 11:26:54,11.6,0.2,None,None,None,None,13,side=over; rating=0; diff=0.1; line=11.5; L10=4o/6u/10g; streak=1o; opp_rank=13
bettingpros,NBA,Ausar Thompson,PRA,2026-05-15 11:26:54,18.6,0.2,None,None,None,None,14,side=over; rating=0; diff=0.1; line=18.5; L10=6o/4u/10g; streak=2u; opp_rank=14
