slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7426,1.931,1.4339,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.845
3-leg,True,0.7426,1.931,1.4339,Naz Reid,MIN,SAS,PA,UNDER,STANDARD,13.5,0.8346
3-leg,True,0.7426,1.931,1.4339,Mitchell Robinson,NYK,PHI,REB,UNDER,STANDARD,7.0,0.8236
4-leg,True,0.3055,1.897,0.5797,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,5.5,0.7599
4-leg,True,0.3055,1.897,0.5797,Mikal Bridges,NYK,PHI,PR,OVER,GOBLIN,9.5,0.7274
4-leg,True,0.3055,1.897,0.5797,Anthony Edwards,MIN,SAS,PR,UNDER,STANDARD,29.5,0.7979
4-leg,True,0.3055,1.897,0.5797,De'Aaron Fox,SAS,MIN,PRA,UNDER,STANDARD,27.5,0.7433
5-leg,True,0.1795,2.145,0.3849,Dylan Harper,SAS,MIN,RA,OVER,GOBLIN,4.5,0.8077
5-leg,True,0.1795,2.145,0.3849,Rudy Gobert,MIN,SAS,PTS,OVER,GOBLIN,5.5,0.7681
5-leg,True,0.1795,2.145,0.3849,Quentin Grimes,PHI,NYK,PR,UNDER,STANDARD,9.5,0.6719
5-leg,True,0.1795,2.145,0.3849,Tyrese Maxey,PHI,NYK,RA,UNDER,STANDARD,10.5,0.7664
5-leg,True,0.1795,2.145,0.3849,Jordan Clarkson,NYK,PHI,PRA,OVER,DEMON,10.5,0.6926
