projection_id,source_projection_id,game_id,game_date,home,opp,player_key,player,team,stat,stat_raw,stat_is_canonical,line,direction,tier,more_allowed,less_allowed,main_line,alt_line,is_main,odds_type,start_time,updated_at
10339185|Nikola Jokić|PTS|STANDARD|29.5|OVER,10339185,133403,2026-03-05,1,LAL,nikola jokić,Nikola Jokić,DEN,PTS,POINTS,1,29.5,OVER,STANDARD,1,0,,,0,standard,2026-03-05T22:00:00.000-05:00,2026-03-05 18:14:12.057000+00:00
10339185|Nikola Jokić|PTS|STANDARD|29.5|UNDER,10339185,133403,2026-03-05,1,LAL,nikola jokić,Nikola Jokić,DEN,PTS,POINTS,1,29.5,UNDER,STANDARD,0,1,,,0,standard,2026-03-05T22:00:00.000-05:00,2026-03-05 18:14:12.057000+00:00
10324780|Paolo Banchero|PR|DEMON|44.5|OVER,10324780,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PR,PTS+REBS,1,44.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 06:52:34.917000+00:00
10323047|Paolo Banchero|PRA|DEMON|43.5|OVER,10323047,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,43.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 05:27:53.908000+00:00
10332629|Paolo Banchero|FANTASY SCORE|STANDARD|43.5|OVER,10332629,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,FANTASY SCORE,FANTASY SCORE,0,43.5,OVER,STANDARD,1,0,,,0,standard,2026-03-05T19:00:00.000-05:00,2026-03-05 14:20:28.203000+00:00
10332629|Paolo Banchero|FANTASY SCORE|STANDARD|43.5|UNDER,10332629,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,FANTASY SCORE,FANTASY SCORE,0,43.5,UNDER,STANDARD,0,1,,,0,standard,2026-03-05T19:00:00.000-05:00,2026-03-05 14:20:28.203000+00:00
10323049|Paolo Banchero|PRA|DEMON|41.5|OVER,10323049,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,41.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 05:06:03.191000+00:00
10324776|Paolo Banchero|PA|DEMON|39.5|OVER,10324776,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PA,PTS+ASTS,1,39.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 19:02:03.895000+00:00
10324779|Paolo Banchero|PR|DEMON|39.5|OVER,10324779,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PR,PTS+REBS,1,39.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 11:59:10.352000+00:00
10335870|Desmond Bane|PR|DEMON|39.5|OVER,10335870,133115,2026-03-05,1,DAL,desmond bane,Desmond Bane,ORL,PR,PTS+REBS,1,39.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 16:22:40.744000+00:00
10323045|Paolo Banchero|PRA|STANDARD|38.5|OVER,10323045,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,38.5,OVER,STANDARD,1,0,,,0,standard,2026-03-05T19:00:00.000-05:00,2026-03-05 17:05:33.297000+00:00
10323045|Paolo Banchero|PRA|STANDARD|38.5|UNDER,10323045,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,38.5,UNDER,STANDARD,0,1,,,0,standard,2026-03-05T19:00:00.000-05:00,2026-03-05 17:05:33.297000+00:00
10323046|Paolo Banchero|PRA|GOBLIN|37.5|OVER,10323046,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,37.5,OVER,GOBLIN,1,0,,,0,goblin,2026-03-05T19:00:00.000-05:00,2026-03-05 05:07:03.632000+00:00
10328691|Paolo Banchero|PRA|GOBLIN|36.5|OVER,10328691,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,36.5,OVER,GOBLIN,1,0,,,0,goblin,2026-03-05T19:00:00.000-05:00,2026-03-05 11:37:46.625000+00:00
10322863|Desmond Bane|PRA|DEMON|34.5|OVER,10322863,133115,2026-03-05,1,DAL,desmond bane,Desmond Bane,ORL,PRA,PTS+REBS+ASTS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 05:04:51.434000+00:00
10323457|Cooper Flagg|PRA|DEMON|34.5|OVER,10323457,133115,2026-03-05,0,ORL,cooper flagg,Cooper Flagg,DAL,PRA,PTS+REBS+ASTS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 05:17:08.159000+00:00
10324721|Cooper Flagg|PA|DEMON|34.5|OVER,10324721,133115,2026-03-05,0,ORL,cooper flagg,Cooper Flagg,DAL,PA,PTS+ASTS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 09:49:35.950000+00:00
10324724|Cooper Flagg|PR|DEMON|34.5|OVER,10324724,133115,2026-03-05,0,ORL,cooper flagg,Cooper Flagg,DAL,PR,PTS+REBS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 08:45:57.054000+00:00
10324734|Desmond Bane|PA|DEMON|34.5|OVER,10324734,133115,2026-03-05,1,DAL,desmond bane,Desmond Bane,ORL,PA,PTS+ASTS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 15:15:55.005000+00:00
10324737|Desmond Bane|PR|DEMON|34.5|OVER,10324737,133115,2026-03-05,1,DAL,desmond bane,Desmond Bane,ORL,PR,PTS+REBS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 19:01:50.418000+00:00
10324775|Paolo Banchero|PA|DEMON|34.5|OVER,10324775,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PA,PTS+ASTS,1,34.5,OVER,DEMON,1,0,,,0,demon,2026-03-05T19:00:00.000-05:00,2026-03-05 07:17:03.652000+00:00
10324782|Paolo Banchero|PRA|GOBLIN|34.5|OVER,10324782,133115,2026-03-05,1,DAL,paolo banchero,Paolo Banchero,ORL,PRA,PTS+REBS+ASTS,1,34.5,OVER,GOBLIN,1,0,,,0,goblin,2026-03-05T19:00:00.000-05:00,2026-03-05 06:59:12.764000+00:00
