n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11962475] | Mitchell Robinson OVER REB 4.5 (GOBLIN) [id:11960679] | Naz Reid OVER REB 4.5 (GOBLIN) [id:11941080] | Terrence Shannon OVER PRA 14.5 (STANDARD) [id:11946490] | Jordan Clarkson OVER RA 2.5 (STANDARD) [id:11967952],0.3065876978174439,20.0,0.3709811387729464,7.419622775458929,2.274765065401826,20.0,pp_kernel,0.7983057714903857,0.009871352048295968,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11962475] | Mitchell Robinson OVER REB 4.5 (GOBLIN) [id:11960679] | Naz Reid OVER REB 4.5 (GOBLIN) [id:11941080] | Terrence Shannon OVER PRA 14.5 (STANDARD) [id:11946490] | Jordan Clarkson OVER RA 2.5 (STANDARD) [id:11967952],0.0025,0.0,0.0,0.0,0.0,0.0025,0.0,2,0.4,2.572265065401826,"['luke kornet', 'mitchell robinson', 'naz reid', 'terrence shannon', 'jordan clarkson']",2.274765065401826,1,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11962475],Mitchell Robinson OVER REB 4.5 (GOBLIN) [id:11960679],Naz Reid OVER REB 4.5 (GOBLIN) [id:11941080],Terrence Shannon OVER PRA 14.5 (STANDARD) [id:11946490],Jordan Clarkson OVER RA 2.5 (STANDARD) [id:11967952],4,Mitchell Robinson | Naz Reid | Terrence Shannon | Jordan Clarkson
