projection_id,player,stat,line,tag,team,opp,home,game_date,direction
11784187,Duncan Robinson,PRA,19.5,DEMON,DET,ORL,0,2026-05-01,UNDER
11784193,Jalen Duren,PTS,19.5,DEMON,DET,ORL,0,2026-05-01,OVER
11784193,Jalen Duren,PTS,19.5,DEMON,DET,ORL,0,2026-05-01,UNDER
11784197,Jalen Duren,PR,19.5,GOBLIN,DET,ORL,0,2026-05-01,OVER
11784197,Jalen Duren,PR,19.5,GOBLIN,DET,ORL,0,2026-05-01,UNDER
11784201,Jalen Duren,PRA,19.5,GOBLIN,DET,ORL,0,2026-05-01,OVER
11784201,Jalen Duren,PRA,19.5,GOBLIN,DET,ORL,0,2026-05-01,UNDER
11784217,Jalen Suggs,PTS,19.5,DEMON,ORL,DET,1,2026-05-01,OVER
11784217,Jalen Suggs,PTS,19.5,DEMON,ORL,DET,1,2026-05-01,UNDER
11784218,Jalen Suggs,PA,19.5,,ORL,DET,1,2026-05-01,OVER
11784218,Jalen Suggs,PA,19.5,,ORL,DET,1,2026-05-01,UNDER
11784222,Jalen Suggs,PRA,19.5,GOBLIN,ORL,DET,1,2026-05-01,OVER
11784222,Jalen Suggs,PRA,19.5,GOBLIN,ORL,DET,1,2026-05-01,UNDER
11784236,Paolo Banchero,PTS,19.5,GOBLIN,ORL,DET,1,2026-05-01,OVER
11784236,Paolo Banchero,PTS,19.5,GOBLIN,ORL,DET,1,2026-05-01,UNDER
11784262,Tobias Harris,PTS,19.5,DEMON,DET,ORL,0,2026-05-01,OVER
11784262,Tobias Harris,PTS,19.5,DEMON,DET,ORL,0,2026-05-01,UNDER
11784268,Tobias Harris,PR,19.5,GOBLIN,DET,ORL,0,2026-05-01,OVER
11784268,Tobias Harris,PR,19.5,GOBLIN,DET,ORL,0,2026-05-01,UNDER
11784272,Tobias Harris,PRA,19.5,GOBLIN,DET,ORL,0,2026-05-01,OVER
11784272,Tobias Harris,PRA,19.5,GOBLIN,DET,ORL,0,2026-05-01,UNDER
11784283,Wendell Carter,PA,19.5,DEMON,ORL,DET,1,2026-05-01,OVER
11784283,Wendell Carter,PA,19.5,DEMON,ORL,DET,1,2026-05-01,UNDER
11784287,Wendell Carter,PRA,19.5,GOBLIN,ORL,DET,1,2026-05-01,OVER
11784287,Wendell Carter,PRA,19.5,GOBLIN,ORL,DET,1,2026-05-01,UNDER
11785019,Anthony Black,PTS,19.5,DEMON,ORL,DET,1,2026-05-01,OVER
11785019,Anthony Black,PTS,19.5,DEMON,ORL,DET,1,2026-05-01,UNDER
11785024,Anthony Black,PR,19.5,DEMON,ORL,DET,1,2026-05-01,OVER
11785024,Anthony Black,PR,19.5,DEMON,ORL,DET,1,2026-05-01,UNDER
11785062,Desmond Bane,PA,19.5,GOBLIN,ORL,DET,1,2026-05-01,OVER
11785062,Desmond Bane,PA,19.5,GOBLIN,ORL,DET,1,2026-05-01,UNDER
11785063,Desmond Bane,PR,19.5,GOBLIN,ORL,DET,1,2026-05-01,OVER
11785063,Desmond Bane,PR,19.5,GOBLIN,ORL,DET,1,2026-05-01,UNDER
11785078,Duncan Robinson,PA,19.5,DEMON,DET,ORL,0,2026-05-01,OVER
