slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6751,1.931,1.3036,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.8241
3-leg,True,0.6751,1.931,1.3036,Terrence Shannon,MIN,SAS,PRA,OVER,STANDARD,14.5,0.8454
3-leg,True,0.6751,1.931,1.3036,Anthony Edwards,MIN,SAS,REB,UNDER,STANDARD,4.5,0.8239
4-leg,True,0.4183,1.897,0.7936,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,4.5,0.7928
4-leg,True,0.4183,1.897,0.7936,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,3.5,0.7862
4-leg,True,0.4183,1.897,0.7936,Naz Reid,MIN,SAS,PTS,UNDER,STANDARD,11.5,0.8163
4-leg,True,0.4183,1.897,0.7936,Mitchell Robinson,NYK,PHI,REB,UNDER,STANDARD,6.5,0.8151
5-leg,True,0.2704,2.145,0.5799,Luke Kornet,SAS,MIN,PRA,OVER,GOBLIN,7.5,0.7846
5-leg,True,0.2704,2.145,0.5799,Ayo Dosunmu,MIN,SAS,PTS,OVER,GOBLIN,5.5,0.8819
5-leg,True,0.2704,2.145,0.5799,De'Aaron Fox,SAS,MIN,PTS,UNDER,STANDARD,16.5,0.7983
5-leg,True,0.2704,2.145,0.5799,Tyrese Maxey,PHI,NYK,PR,UNDER,STANDARD,29.5,0.8179
5-leg,True,0.2704,2.145,0.5799,Jalen Brunson,NYK,PHI,RA,OVER,DEMON,10.5,0.6451
