slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6969,1.931,1.3457,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.897
3-leg,True,0.6969,1.931,1.3457,Austin Reaves,LAL,OKC,PTS,UNDER,STANDARD,18.5,0.839
3-leg,True,0.6969,1.931,1.3457,Ajay Mitchell,OKC,LAL,RA,UNDER,STANDARD,7.5,0.7036
4-leg,True,0.3994,1.897,0.7579,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,3.5,0.8223
4-leg,True,0.3994,1.897,0.7579,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,6.5,0.8783
4-leg,True,0.3994,1.897,0.7579,Luguentz Dort,OKC,LAL,PTS,UNDER,STANDARD,6.5,0.7723
4-leg,True,0.3994,1.897,0.7579,Isaiah Stewart,DET,CLE,PR,UNDER,STANDARD,6.5,0.6992
5-leg,True,0.1823,2.145,0.391,Jaylin Williams,OKC,LAL,PTS,OVER,GOBLIN,0.5,0.8453
5-leg,True,0.1823,2.145,0.391,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,9.5,0.8069
5-leg,True,0.1823,2.145,0.391,Shai Gilgeous-Alexander,OKC,LAL,PR,UNDER,STANDARD,33.5,0.8009
5-leg,True,0.1823,2.145,0.391,Jaylon Tyson,CLE,DET,PR,UNDER,STANDARD,10.5,0.7103
5-leg,True,0.1823,2.145,0.391,Jalen Duren,DET,CLE,PTS,OVER,DEMON,15.5,0.4637
