role_ctx_state,rows,hit_rate,mean_pred,mean_p_adj,mean_p_cal,gap,abs_gap,brier,logloss
role_ctx_off,33064,0.4147713525284297,0.38775661937065603,0.38735928763299604,0.38775661937065603,-0.027014733157773696,0.027014733157773696,0.210142512967087,0.607155446332737
role_ctx_on,7858,0.45596843980656654,0.4567770573159024,0.4126365524420584,0.4567770573159024,0.0008086175093358627,0.0008086175093358627,0.20837804425687836,0.6036723837666955
