games_bucket,rows,hit_rate,mean_pred,mean_p_adj,mean_p_cal,gap,abs_gap,brier,logloss
5to9,192,0.5208333333333334,0.4588613638314328,0.45837146988068533,0.4588613638314328,-0.06197196950190059,0.06197196950190059,0.13083924241251543,0.421503292244867
0to4,138,0.5434782608695652,0.4887168246764992,0.48844391356820255,0.4887168246764992,-0.054761436193066004,0.054761436193066004,0.11532129725331881,0.36272429091164243
20plus,39960,0.42284784784784785,0.40083045863474637,0.3919941251071179,0.40083045863474637,-0.02201738921310148,0.02201738921310148,0.21107698079777093,0.6096417722556239
10to19,632,0.3560126582278481,0.37564801986435986,0.36494888262205916,0.37564801986435986,0.01963536163651175,0.01963536163651175,0.17391628840384019,0.5164168759379003
