questionable_state,rows,hit_rate,mean_pred,mean_p_adj,mean_p_cal,gap,abs_gap,brier,logloss
not_questionable,40922,0.4226821758467328,0.4010101896109607,0.39221312534546393,0.4010101896109607,-0.0216719862357721,0.0216719862357721,0.20980369289170409,0.6064866152481381
