_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,external_prior_n,external_prior_sources,delta_p
Grant Williams,PTS,STANDARD,OVER,6.5,,,,False,0.0,0,,0.0
Grant Williams,PTS,STANDARD,UNDER,6.5,,,,False,0.0,0,,0.0
LaMelo Ball,PRA,STANDARD,OVER,31.5,,,,False,0.0,0,,0.0
LaMelo Ball,PRA,STANDARD,UNDER,31.5,,,,False,0.0,0,,0.0
Moses Moody,PRA,STANDARD,OVER,20.5,19.957627493066266,-0.5423725069337344,UNDER,False,0.0,0,rotowire,0.0
Moses Moody,PRA,STANDARD,UNDER,20.5,19.957627493066266,-0.5423725069337344,UNDER,True,-0.17884651616486918,1,rotowire,-0.005365395484946076
Jarrett Allen,RA,STANDARD,OVER,10.5,,,,False,0.0,0,,0.0
Jarrett Allen,RA,STANDARD,UNDER,10.5,,,,False,0.0,0,,0.0
John Konchar,FG3M,GOBLIN,OVER,0.5,,,,False,0.0,0,,0.0
Darius Garland,PA,DEMON,OVER,18.5,,,,False,0.0,0,,0.0
Pat Spencer,REB,STANDARD,OVER,2.5,,,,False,0.0,0,,0.0
Pat Spencer,REB,STANDARD,UNDER,2.5,,,,False,0.0,0,,0.0
Jamal Murray,PR,GOBLIN,OVER,27.5,26.629598734244844,-0.8704012657551559,UNDER,False,0.0,0,rotowire,0.0
Kyle Filipowski,PR,GOBLIN,OVER,17.5,20.567161179564224,3.0671611795642235,OVER,True,0.7708370132504052,1,rotowire,0.023125110397512156
Christian Braun,PR,DEMON,OVER,22.5,,,,False,0.0,0,,0.0
Jamal Murray,PR,GOBLIN,OVER,23.5,26.629598734244844,3.129598734244844,OVER,True,0.7791484072846109,1,rotowire,0.023374452218538327
Christian Braun,PR,GOBLIN,OVER,16.5,,,,False,0.0,0,,0.0
John Konchar,PTS,GOBLIN,OVER,2.5,,,,False,0.0,0,,0.0
James Harden,AST,GOBLIN,OVER,5.5,,,,False,0.0,0,,0.0
Evan Mobley,AST,DEMON,OVER,5.5,,,,False,0.0,0,,0.0
Christian Braun,PRA,DEMON,OVER,27.5,,,,False,0.0,0,,0.0
Keyonte George,PA,GOBLIN,OVER,20.5,,,,False,0.0,0,,0.0
Isaiah Collier,PA,GOBLIN,OVER,17.5,23.88663910268178,6.38663910268178,OVER,True,0.9720871178022074,1,rotowire,0.02916261353406622
Ace Bailey,PA,GOBLIN,OVER,15.5,18.07995767584134,2.5799576758413387,OVER,True,0.6962504037901595,1,rotowire,0.020887512113704782
Brice Sensabaugh,REB,GOBLIN,OVER,1.5,,,,False,0.0,0,,0.0
Daniel Gafford,REB,STANDARD,OVER,6.5,8.612460503987416,2.112460503987416,OVER,True,0.6069975523520367,1,rotowire,0.0182099265705611
Daniel Gafford,REB,STANDARD,UNDER,6.5,8.612460503987416,2.112460503987416,OVER,False,0.0,0,rotowire,0.0
Brandin Podziemski,PA,STANDARD,OVER,20.5,21.78959482242095,1.2895948224209484,OVER,True,0.40520843156655983,1,rotowire,0.012156252946996795
Brandin Podziemski,PA,STANDARD,UNDER,20.5,21.78959482242095,1.2895948224209484,OVER,False,0.0,0,rotowire,0.0
Gui Santos,PR,STANDARD,OVER,18.5,,,,False,0.0,0,,0.0
Gui Santos,PR,STANDARD,UNDER,18.5,,,,False,0.0,0,,0.0
Moses Moody,PA,STANDARD,OVER,16.5,15.882990762093552,-0.6170092379064478,UNDER,False,0.0,0,rotowire,0.0
Moses Moody,PA,STANDARD,UNDER,16.5,15.882990762093552,-0.6170092379064478,UNDER,True,-0.2028180407090356,1,rotowire,-0.006084541221271068
Moses Moody,PA,GOBLIN,OVER,15.5,15.882990762093552,0.3829907620935522,OVER,True,0.12697452578847346,1,rotowire,0.0038092357736542034
Ryan Kalkbrenner,REB,STANDARD,OVER,4.5,,,,False,0.0,0,,0.0
Ryan Kalkbrenner,REB,STANDARD,UNDER,4.5,,,,False,0.0,0,,0.0
John Konchar,RA,GOBLIN,OVER,4.5,,,,False,0.0,0,,0.0
Duncan Robinson,PA,STANDARD,OVER,12.5,13.651615534874615,1.1516155348746153,OVER,True,0.366065213144374,1,rotowire,0.01098195639433122
Duncan Robinson,PA,STANDARD,UNDER,12.5,13.651615534874615,1.1516155348746153,OVER,False,0.0,0,rotowire,0.0
Jamal Murray,PTS,STANDARD,OVER,24.5,21.93259797439717,-2.5674020256028314,UNDER,False,0.0,0,rotowire,0.0
Jamal Murray,PTS,STANDARD,UNDER,24.5,21.93259797439717,-2.5674020256028314,UNDER,True,-0.6940877427914761,1,rotowire,-0.020822632283744282
Grant Williams,PA,STANDARD,OVER,8.5,,,,False,0.0,0,,0.0
Grant Williams,PA,STANDARD,UNDER,8.5,,,,False,0.0,0,,0.0
Kon Knueppel,PA,STANDARD,OVER,22.5,,,,False,0.0,0,,0.0
Kon Knueppel,PA,STANDARD,UNDER,22.5,,,,False,0.0,0,,0.0
Cason Wallace,RA,STANDARD,OVER,7.5,5.477520376963782,-2.022479623036218,UNDER,False,0.0,0,rotowire,0.0
Cason Wallace,RA,STANDARD,UNDER,7.5,5.477520376963782,-2.022479623036218,UNDER,True,-0.5877095838211588,1,rotowire,-0.017631287514634764
Gui Santos,PTS,STANDARD,OVER,12.5,,,,False,0.0,0,,0.0
Gui Santos,PTS,STANDARD,UNDER,12.5,,,,False,0.0,0,,0.0
Michael Porter,PA,STANDARD,OVER,23.5,24.64799224425788,1.1479922442578783,OVER,True,0.3650188323197081,1,rotowire,0.010950564969591244
Michael Porter,PA,STANDARD,UNDER,23.5,24.64799224425788,1.1479922442578783,OVER,False,0.0,0,rotowire,0.0
Andrew Wiggins,REB,STANDARD,OVER,5.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,STANDARD,UNDER,5.5,,,,False,0.0,0,,0.0
James Harden,RA,STANDARD,OVER,12.0,,,,False,0.0,0,,0.0
James Harden,RA,STANDARD,UNDER,12.0,,,,False,0.0,0,,0.0
Evan Mobley,PR,STANDARD,OVER,23.0,,,,False,0.0,0,,0.0
Evan Mobley,PR,STANDARD,UNDER,23.0,,,,False,0.0,0,,0.0
Max Christie,AST,STANDARD,OVER,2.5,,,,False,0.0,0,,0.0
Max Christie,AST,STANDARD,UNDER,2.5,,,,False,0.0,0,,0.0
Moussa Diabaté,AST,DEMON,OVER,2.5,,,,False,0.0,0,,0.0
LaMelo Ball,RA,STANDARD,OVER,11.5,,,,False,0.0,0,,0.0
LaMelo Ball,RA,STANDARD,UNDER,11.5,,,,False,0.0,0,,0.0
Brandon Williams,PTS,STANDARD,OVER,16.5,,,,False,0.0,0,,0.0
Brandon Williams,PTS,STANDARD,UNDER,16.5,,,,False,0.0,0,,0.0
Tobias Harris,PR,STANDARD,OVER,18.5,20.26579335266111,1.7657933526611096,OVER,True,0.5288863697816312,1,rotowire,0.015866591093448935
Tobias Harris,PR,STANDARD,UNDER,18.5,20.26579335266111,1.7657933526611096,OVER,False,0.0,0,rotowire,0.0
Nikola Jokić,PA,STANDARD,OVER,38.5,,,,False,0.0,0,,0.0
Nikola Jokić,PA,STANDARD,UNDER,38.5,,,,False,0.0,0,,0.0
Duncan Robinson,PR,STANDARD,OVER,13.5,14.073137780143576,0.5731377801435755,OVER,True,0.18875506661423477,1,rotowire,0.005662651998427043
Duncan Robinson,PR,STANDARD,UNDER,13.5,14.073137780143576,0.5731377801435755,OVER,False,0.0,0,rotowire,0.0
Jaylon Tyson,PA,STANDARD,OVER,15.5,,,,False,0.0,0,,0.0
Jaylon Tyson,PA,STANDARD,UNDER,15.5,,,,False,0.0,0,,0.0
Tobias Harris,PRA,STANDARD,OVER,21.0,22.29971735244638,1.299717352446379,OVER,True,0.4080247278507245,1,rotowire,0.012240741835521735
Tobias Harris,PRA,STANDARD,UNDER,21.0,22.29971735244638,1.299717352446379,OVER,False,0.0,0,rotowire,0.0
Kon Knueppel,PRA,STANDARD,OVER,28.5,,,,False,0.0,0,,0.0
Kon Knueppel,PRA,STANDARD,UNDER,28.5,,,,False,0.0,0,,0.0
Sam Merrill,PTS,STANDARD,OVER,12.5,,,,False,0.0,0,,0.0
Sam Merrill,PTS,STANDARD,UNDER,12.5,,,,False,0.0,0,,0.0
Ronald Holland,REB,STANDARD,OVER,3.5,3.0828338958216674,-0.41716610417833255,UNDER,False,0.0,0,rotowire,0.0
Ronald Holland,REB,STANDARD,UNDER,3.5,3.0828338958216674,-0.41716610417833255,UNDER,True,-0.1381659700017852,1,rotowire,-0.004144979100053556
James Harden,REB,DEMON,OVER,7.5,,,,False,0.0,0,,0.0
James Harden,AST,DEMON,OVER,11.5,,,,False,0.0,0,,0.0
James Harden,AST,STANDARD,OVER,7.5,,,,False,0.0,0,,0.0
James Harden,AST,STANDARD,UNDER,7.5,,,,False,0.0,0,,0.0
Evan Mobley,REB,STANDARD,OVER,7.5,,,,False,0.0,0,,0.0
Evan Mobley,REB,STANDARD,UNDER,7.5,,,,False,0.0,0,,0.0
Evan Mobley,AST,GOBLIN,OVER,1.5,,,,False,0.0,0,,0.0
Evan Mobley,FG3M,DEMON,OVER,2.5,,,,False,0.0,0,,0.0
Dennis Schröder,PTS,DEMON,OVER,19.5,,,,False,0.0,0,,0.0
Ausar Thompson,AST,GOBLIN,OVER,2.5,,,,False,0.0,0,,0.0
Dennis Schröder,PRA,STANDARD,OVER,17.0,,,,False,0.0,0,,0.0
Dennis Schröder,PRA,STANDARD,UNDER,17.0,,,,False,0.0,0,,0.0
Brandon Williams,PRA,STANDARD,OVER,24.5,,,,False,0.0,0,,0.0
Brandon Williams,PRA,STANDARD,UNDER,24.5,,,,False,0.0,0,,0.0
Jaylon Tyson,PRA,STANDARD,OVER,20.5,,,,False,0.0,0,,0.0
Jaylon Tyson,PRA,STANDARD,UNDER,20.5,,,,False,0.0,0,,0.0
Jaylon Tyson,PR,STANDARD,OVER,18.5,,,,False,0.0,0,,0.0
Jaylon Tyson,PR,STANDARD,UNDER,18.5,,,,False,0.0,0,,0.0
Jamal Murray,PRA,GOBLIN,OVER,33.5,32.302218443242865,-1.1977815567571355,UNDER,False,0.0,0,rotowire,0.0
Tim Hardaway,PR,DEMON,OVER,22.5,14.419969842208854,-8.080030157791146,UNDER,False,0.0,0,rotowire,0.0
Tim Hardaway,PR,GOBLIN,OVER,13.5,14.419969842208854,0.9199698422088538,OVER,True,0.2973924464829747,1,rotowire,0.00892177339448924
Immanuel Quickley,PRA,DEMON,OVER,30.5,,,,False,0.0,0,,0.0
Mikal Bridges,PRA,DEMON,OVER,25.5,23.4385434160965,-2.0614565839034995,UNDER,False,0.0,0,rotowire,0.0
Dylan Harper,PA,STANDARD,OVER,15.5,,,,False,0.0,0,,0.0
Dylan Harper,PA,STANDARD,UNDER,15.5,,,,False,0.0,0,,0.0
Sam Merrill,PA,STANDARD,OVER,15.0,,,,False,0.0,0,,0.0
Sam Merrill,PA,STANDARD,UNDER,15.0,,,,False,0.0,0,,0.0
Derrick Jones,PA,DEMON,OVER,19.5,,,,False,0.0,0,,0.0
Jaime Jaquez,RA,STANDARD,OVER,8.5,11.302717546821262,2.8027175468212615,OVER,True,0.7325642267409318,1,rotowire,0.02197692680222795
Jaime Jaquez,RA,STANDARD,UNDER,8.5,11.302717546821262,2.8027175468212615,OVER,False,0.0,0,rotowire,0.0
Noah Clowney,PRA,STANDARD,OVER,15.5,18.67064797840745,3.1706479784074517,OVER,True,0.7844678266874011,1,rotowire,0.023534034800622033
Noah Clowney,PRA,STANDARD,UNDER,15.5,18.67064797840745,3.1706479784074517,OVER,False,0.0,0,rotowire,0.0
Jonas Valančiūnas,PRA,DEMON,OVER,20.5,,,,False,0.0,0,,0.0
Michael Porter,AST,DEMON,OVER,2.5,,,,False,0.0,0,,0.0
Cason Wallace,PRA,STANDARD,OVER,22.5,14.105514076725273,-8.394485923274727,UNDER,False,0.0,0,rotowire,0.0
Cason Wallace,PRA,STANDARD,UNDER,22.5,14.105514076725273,-8.394485923274727,UNDER,True,-0.9926044837901555,1,rotowire,-0.029778134513704663
Miles Bridges,PTS,STANDARD,OVER,15.5,,,,False,0.0,0,,0.0
Miles Bridges,PTS,STANDARD,UNDER,15.5,,,,False,0.0,0,,0.0
Duncan Robinson,PTS,STANDARD,OVER,10.5,11.381792971185227,0.8817929711852273,OVER,True,0.2857488691683091,1,rotowire,0.008572466075049273
Duncan Robinson,PTS,STANDARD,UNDER,10.5,11.381792971185227,0.8817929711852273,OVER,False,0.0,0,rotowire,0.0
