_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,external_prior_n,external_prior_sources,delta_p
Adem Bona,AST,DEMON,OVER,0.5,,,,False,0.0,0,,0.0
Adem Bona,AST,DEMON,OVER,1.5,,,,False,0.0,0,,0.0
Adem Bona,PRA,GOBLIN,OVER,10.5,,,,False,0.0,0,,0.0
Adem Bona,PRA,GOBLIN,OVER,11.5,,,,False,0.0,0,,0.0
Adem Bona,PRA,DEMON,OVER,14.5,,,,False,0.0,0,,0.0
Adem Bona,PRA,DEMON,OVER,16.5,,,,False,0.0,0,,0.0
Adem Bona,PRA,DEMON,OVER,18.5,,,,False,0.0,0,,0.0
Adem Bona,PR,STANDARD,OVER,12.5,11.655073564314971,-0.8449264356850286,UNDER,False,0.0,0,rotowire,0.0
Adem Bona,PR,STANDARD,UNDER,12.5,11.655073564314971,-0.8449264356850286,UNDER,True,-0.2744242412637255,1,rotowire,-0.008232727237911765
Adem Bona,PTS,GOBLIN,OVER,4.5,,,,False,0.0,0,,0.0
Adem Bona,PTS,GOBLIN,OVER,5.5,,,,False,0.0,0,,0.0
Adem Bona,PTS,DEMON,OVER,7.5,,,,False,0.0,0,,0.0
Adem Bona,PTS,DEMON,OVER,8.5,,,,False,0.0,0,,0.0
Adem Bona,PTS,DEMON,OVER,9.5,,,,False,0.0,0,,0.0
Adem Bona,RA,GOBLIN,OVER,5.5,,,,False,0.0,0,,0.0
Adem Bona,RA,STANDARD,OVER,6.5,,,,False,0.0,0,,0.0
Adem Bona,RA,DEMON,OVER,7.5,,,,False,0.0,0,,0.0
Adem Bona,RA,DEMON,OVER,8.5,,,,False,0.0,0,,0.0
Adem Bona,RA,DEMON,OVER,9.5,,,,False,0.0,0,,0.0
Adem Bona,RA,STANDARD,UNDER,6.5,,,,False,0.0,0,,0.0
Adem Bona,REB,GOBLIN,OVER,4.5,,,,False,0.0,0,,0.0
Adem Bona,REB,DEMON,OVER,6.5,,,,False,0.0,0,,0.0
Adem Bona,REB,DEMON,OVER,7.5,,,,False,0.0,0,,0.0
Adem Bona,REB,DEMON,OVER,8.5,,,,False,0.0,0,,0.0
Andre Drummond,AST,GOBLIN,OVER,0.5,,,,False,0.0,0,,0.0
Andre Drummond,AST,DEMON,OVER,1.5,,,,False,0.0,0,,0.0
Andre Drummond,AST,DEMON,OVER,2.5,,,,False,0.0,0,,0.0
Andre Drummond,FG3M,DEMON,OVER,0.5,,,,False,0.0,0,,0.0
Andre Drummond,FG3M,DEMON,OVER,1.5,,,,False,0.0,0,,0.0
Andre Drummond,PA,STANDARD,OVER,8.5,,,,False,0.0,0,,0.0
Andre Drummond,PA,STANDARD,UNDER,8.5,,,,False,0.0,0,,0.0
Andre Drummond,PRA,GOBLIN,OVER,17.5,,,,False,0.0,0,,0.0
Andre Drummond,PRA,STANDARD,OVER,19.5,,,,False,0.0,0,,0.0
Andre Drummond,PRA,DEMON,OVER,21.5,,,,False,0.0,0,,0.0
Andre Drummond,PRA,DEMON,OVER,23.5,,,,False,0.0,0,,0.0
Andre Drummond,PRA,DEMON,OVER,25.5,,,,False,0.0,0,,0.0
Andre Drummond,PRA,STANDARD,UNDER,19.5,,,,False,0.0,0,,0.0
Andre Drummond,PR,GOBLIN,OVER,11.5,15.45020326454769,3.9502032645476906,OVER,True,0.8659695241184464,1,rotowire,0.02597908572355339
Andre Drummond,PR,GOBLIN,OVER,14.5,15.45020326454769,0.9502032645476906,OVER,True,0.3065511903914818,1,rotowire,0.009196535711744454
Andre Drummond,PR,STANDARD,OVER,16.5,15.45020326454769,-1.0497967354523094,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,PR,DEMON,OVER,19.5,15.45020326454769,-4.0497967354523094,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,PR,DEMON,OVER,24.5,15.45020326454769,-9.04979673545231,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,PR,DEMON,OVER,29.5,15.45020326454769,-14.04979673545231,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,PR,STANDARD,UNDER,16.5,15.45020326454769,-1.0497967354523094,UNDER,True,-0.3363154544777023,1,rotowire,-0.010089463634331068
Andre Drummond,PTS,DEMON,OVER,11.5,7.129467245043896,-4.370532754956104,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,PTS,GOBLIN,OVER,4.5,7.129467245043896,2.6294672450438963,OVER,True,0.7046560836242323,1,rotowire,0.021139682508726967
Andre Drummond,PTS,GOBLIN,OVER,5.5,7.129467245043896,1.6294672450438963,OVER,True,0.4953730325111551,1,rotowire,0.014861190975334653
Andre Drummond,PTS,STANDARD,OVER,7.0,7.129467245043896,0.12946724504389628,OVER,True,0.043128976935256885,1,rotowire,0.0012938693080577065
Andre Drummond,PTS,DEMON,OVER,9.5,7.129467245043896,-2.3705327549561037,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,PTS,STANDARD,UNDER,7.0,7.129467245043896,0.12946724504389628,OVER,False,0.0,0,rotowire,0.0
Andre Drummond,RA,STANDARD,OVER,11.5,9.37644858123428,-2.12355141876572,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,RA,DEMON,OVER,13.5,9.37644858123428,-4.12355141876572,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,RA,DEMON,OVER,15.5,9.37644858123428,-6.12355141876572,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,RA,GOBLIN,OVER,9.5,9.37644858123428,-0.12355141876571984,UNDER,False,0.0,0,rotowire,0.0
Andre Drummond,RA,STANDARD,UNDER,11.5,9.37644858123428,-2.12355141876572,UNDER,True,-0.6093271510880625,1,rotowire,-0.018279814532641873
Andre Drummond,REB,DEMON,OVER,11.5,,,,False,0.0,0,,0.0
Andre Drummond,REB,DEMON,OVER,13.5,,,,False,0.0,0,,0.0
Andre Drummond,REB,DEMON,OVER,15.5,,,,False,0.0,0,,0.0
Andre Drummond,REB,GOBLIN,OVER,7.5,,,,False,0.0,0,,0.0
Andre Drummond,REB,GOBLIN,OVER,8.5,,,,False,0.0,0,,0.0
Andre Drummond,REB,STANDARD,OVER,9.5,,,,False,0.0,0,,0.0
Andre Drummond,REB,STANDARD,UNDER,9.5,,,,False,0.0,0,,0.0
Andrew Wiggins,AST,GOBLIN,OVER,1.5,,,,False,0.0,0,,0.0
Andrew Wiggins,AST,STANDARD,OVER,2.5,,,,False,0.0,0,,0.0
Andrew Wiggins,AST,DEMON,OVER,3.5,,,,False,0.0,0,,0.0
Andrew Wiggins,AST,DEMON,OVER,4.5,,,,False,0.0,0,,0.0
Andrew Wiggins,AST,STANDARD,UNDER,2.5,,,,False,0.0,0,,0.0
Andrew Wiggins,FG3M,GOBLIN,OVER,1.5,,,,False,0.0,0,,0.0
Andrew Wiggins,FG3M,DEMON,OVER,2.5,,,,False,0.0,0,,0.0
Andrew Wiggins,FG3M,DEMON,OVER,3.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PA,STANDARD,OVER,18.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PA,STANDARD,UNDER,18.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PRA,GOBLIN,OVER,21.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PRA,STANDARD,OVER,23.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PRA,DEMON,OVER,25.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PRA,DEMON,OVER,27.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PRA,DEMON,OVER,29.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PRA,STANDARD,UNDER,23.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PR,STANDARD,OVER,21.0,,,,False,0.0,0,,0.0
Andrew Wiggins,PR,STANDARD,UNDER,21.0,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,GOBLIN,OVER,13.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,GOBLIN,OVER,14.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,STANDARD,OVER,15.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,DEMON,OVER,17.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,DEMON,OVER,19.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,DEMON,OVER,24.5,,,,False,0.0,0,,0.0
Andrew Wiggins,PTS,STANDARD,UNDER,15.5,,,,False,0.0,0,,0.0
Andrew Wiggins,RA,DEMON,OVER,10.5,,,,False,0.0,0,,0.0
Andrew Wiggins,RA,DEMON,OVER,11.5,,,,False,0.0,0,,0.0
Andrew Wiggins,RA,STANDARD,OVER,7.5,,,,False,0.0,0,,0.0
Andrew Wiggins,RA,DEMON,OVER,9.5,,,,False,0.0,0,,0.0
Andrew Wiggins,RA,STANDARD,UNDER,7.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,GOBLIN,OVER,3.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,GOBLIN,OVER,4.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,STANDARD,OVER,5.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,DEMON,OVER,6.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,DEMON,OVER,7.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,DEMON,OVER,8.5,,,,False,0.0,0,,0.0
Andrew Wiggins,REB,STANDARD,UNDER,5.5,,,,False,0.0,0,,0.0
Ausar Thompson,AST,GOBLIN,OVER,1.5,,,,False,0.0,0,,0.0
Ausar Thompson,AST,GOBLIN,OVER,2.5,,,,False,0.0,0,,0.0
Ausar Thompson,AST,DEMON,OVER,3.5,,,,False,0.0,0,,0.0
Ausar Thompson,AST,DEMON,OVER,4.5,,,,False,0.0,0,,0.0
Ausar Thompson,AST,DEMON,OVER,5.5,,,,False,0.0,0,,0.0
Ausar Thompson,PA,STANDARD,OVER,12.5,14.568365363526102,2.0683653635261017,OVER,True,0.5976318467367101,1,rotowire,0.017928955402101304
Ausar Thompson,PA,STANDARD,UNDER,12.5,14.568365363526102,2.0683653635261017,OVER,False,0.0,0,rotowire,0.0
Ausar Thompson,PRA,GOBLIN,OVER,16.5,20.3711791409515,3.871179140951501,OVER,True,0.8592294430909827,1,rotowire,0.02577688329272948
Ausar Thompson,PRA,STANDARD,OVER,18.5,20.3711791409515,1.8711791409515008,OVER,True,0.5537172208167447,1,rotowire,0.01661151662450234
Ausar Thompson,PRA,DEMON,OVER,20.5,20.3711791409515,-0.12882085904849916,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,PRA,DEMON,OVER,22.5,20.3711791409515,-2.128820859048499,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,PRA,DEMON,OVER,24.5,20.3711791409515,-4.128820859048499,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,PRA,STANDARD,UNDER,18.5,20.3711791409515,1.8711791409515008,OVER,False,0.0,0,rotowire,0.0
Ausar Thompson,PR,STANDARD,OVER,15.5,17.984726252082638,2.4847262520826376,OVER,True,0.6795309593933163,1,rotowire,0.020385928781799487
Ausar Thompson,PR,STANDARD,UNDER,15.5,17.984726252082638,2.4847262520826376,OVER,False,0.0,0,rotowire,0.0
Ausar Thompson,PTS,DEMON,OVER,12.5,12.181912474657238,-0.3180875253427615,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,PTS,DEMON,OVER,13.5,12.181912474657238,-1.3180875253427615,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,PTS,DEMON,OVER,14.5,12.181912474657238,-2.3180875253427615,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,PTS,GOBLIN,OVER,8.5,12.181912474657238,3.6819124746572385,OVER,True,0.8417955912531914,1,rotowire,0.02525386773759574
Ausar Thompson,RA,DEMON,OVER,10.5,8.189266666294262,-2.3107333337057376,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,RA,DEMON,OVER,11.5,8.189266666294262,-3.3107333337057376,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,RA,GOBLIN,OVER,7.5,8.189266666294262,0.6892666662942624,OVER,True,0.22579638328169407,1,rotowire,0.006773891498450822
Ausar Thompson,RA,DEMON,OVER,9.5,8.189266666294262,-1.3107333337057376,UNDER,False,0.0,0,rotowire,0.0
Ausar Thompson,REB,GOBLIN,OVER,3.5,5.802813777425398,2.3028137774253983,OVER,True,0.6455344042193162,1,rotowire,0.019366032126579485
Ausar Thompson,REB,GOBLIN,OVER,4.5,5.802813777425398,1.3028137774253983,OVER,True,0.40888467179247495,1,rotowire,0.012266540153774248
Ausar Thompson,REB,STANDARD,OVER,5.5,5.802813777425398,0.3028137774253983,OVER,True,0.1005965162796549,1,rotowire,0.003017895488389647
Ausar Thompson,REB,STANDARD,OVER,6.0,5.802813777425398,-0.19718622257460172,UNDER,False,0.0,0,rotowire,0.0
