n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.12420231795266576,10.0,1.0,10.0,1.2420231795266576,10.0,atlas,0.5936550697768668,0.06221943149074469,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2420231795266576,"['ayo dosunmu', 'jordan goodwin', 'jaime jaquez', 'coby white']",1,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
4,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250] | Coby White OVER PRA 23.5 (DEMON) [id:10645582],0.12331484634878906,10.0,1.0,10.0,1.2331484634878906,10.0,atlas,0.5926295981046078,0.05967796076525071,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250] | Coby White OVER PRA 23.5 (DEMON) [id:10645582],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2331484634878906,"['ryan kalkbrenner', 'grayson allen', ""royce o'neale"", 'coby white']",1,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137],Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269],Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250],Coby White OVER PRA 23.5 (DEMON) [id:10645582],0,
4,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250] | Norman Powell OVER PA 23 (STANDARD) [id:10644081] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.12244319058116067,10.0,1.0,10.0,1.2244319058116067,10.0,atlas,0.5915761536629437,0.06832061866134381,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250] | Norman Powell OVER PA 23 (STANDARD) [id:10644081] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2244319058116067,"['devin booker', ""royce o'neale"", 'norman powell', 'coby white']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Royce O'Neale OVER PRA 15.5 (STANDARD) [id:10650250],Norman Powell OVER PA 23 (STANDARD) [id:10644081],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
4,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.12203913670933125,10.0,1.0,10.0,1.2203913670933124,10.0,atlas,0.5911170681576711,0.05379807314436039,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2203913670933124,"['kon knueppel', 'lamelo ball', 'jaime jaquez', 'grant williams']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],LaMelo Ball OVER PTS 20.5 (STANDARD) [id:10643999],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0,
4,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488] | Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270] | Ryan Kalkbrenner OVER PTS 7.5 (DEMON) [id:10644577],0.12183741568183368,10.0,1.0,10.0,1.2183741568183368,10.0,atlas,0.5908305864713876,0.05503376072925477,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488] | Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270] | Ryan Kalkbrenner OVER PTS 7.5 (DEMON) [id:10644577],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2183741568183368,"['ayo dosunmu', 'davion mitchell', 'grayson allen', 'ryan kalkbrenner']",1,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Davion Mitchell OVER PRA 15.5 (STANDARD) [id:10644488],Grayson Allen OVER PR 16.5 (STANDARD) [id:10649270],Ryan Kalkbrenner OVER PTS 7.5 (DEMON) [id:10644577],0,
4,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Isaiah Hartenstein OVER REB 9.5 (DEMON) [id:10645003],0.1216268588536536,10.0,1.0,10.0,1.2162685885365359,10.0,atlas,0.590681546825566,0.05785837725884595,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Isaiah Hartenstein OVER REB 9.5 (DEMON) [id:10645003],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2162685885365359,"['brandon miller', 'coby white', 'kon knueppel', 'isaiah hartenstein']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],Isaiah Hartenstein OVER REB 9.5 (DEMON) [id:10645003],0,
4,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.1213695429959619,10.0,1.0,10.0,1.213695429959619,10.0,atlas,0.5903181233027517,0.05848298570205522,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.0,0.0,0.0,0.0,0.0,0,0.0,1.213695429959619,"['rudy gobert', 'miles bridges', 'tyler herro', 'davion mitchell']",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0,
4,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | LaMelo Ball OVER PA 29.5 (DEMON) [id:10644524],0.12032352667282611,10.0,1.0,10.0,1.203235266728261,10.0,atlas,0.589059838819116,0.06450413608153417,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829] | Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271] | LaMelo Ball OVER PA 29.5 (DEMON) [id:10644524],0.0,0.0,0.0,0.0,0.0,0,0.0,1.203235266728261,"['ryan kalkbrenner', 'brandon miller', 'grayson allen', 'lamelo ball']",1,Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137],Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829],Grayson Allen OVER PRA 20.5 (STANDARD) [id:10649271],LaMelo Ball OVER PA 29.5 (DEMON) [id:10644524],0,
4,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.12024163698820478,10.0,1.0,10.0,1.2024163698820478,10.0,atlas,0.5888971134720027,0.061018947453078884,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2024163698820478,"['brandon miller', 'grayson allen', 'coby white', 'jalen green']",1,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457],Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269],Coby White OVER PR 15.5 (STANDARD) [id:10643855],Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0,
4,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144] | Ryan Kalkbrenner OVER REB 5.5 (DEMON) [id:10644134],0.12007604788493077,10.0,1.0,10.0,1.2007604788493078,10.0,atlas,0.588686767240362,0.056306649891208066,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505] | Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144] | Ryan Kalkbrenner OVER REB 5.5 (DEMON) [id:10644134],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2007604788493078,"['davion mitchell', ""kel'el ware"", 'collin gillespie', 'ryan kalkbrenner']",1,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257],Kel'el Ware OVER REB 10.5 (STANDARD) [id:10650505],Collin Gillespie OVER PA 15.5 (STANDARD) [id:10649144],Ryan Kalkbrenner OVER REB 5.5 (DEMON) [id:10644134],0,
4,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Norman Powell OVER PR 25 (STANDARD) [id:10644082] | Rudy Gobert OVER RA 14 (STANDARD) [id:10649562] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.11977216663327483,10.0,1.0,10.0,1.1977216663327483,10.0,atlas,0.588375006836669,0.06173259481561401,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Norman Powell OVER PR 25 (STANDARD) [id:10644082] | Rudy Gobert OVER RA 14 (STANDARD) [id:10649562] | Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0.0,0.0,0.0,0.0,0.0,0,0.0,1.1977216663327483,"['jaime jaquez', 'norman powell', 'rudy gobert', 'grayson allen']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Norman Powell OVER PR 25 (STANDARD) [id:10644082],Rudy Gobert OVER RA 14 (STANDARD) [id:10649562],Grayson Allen OVER PRA 22.5 (DEMON) [id:10649767],0,
