slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.668,1.931,1.2899,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.668,1.931,1.2899,Ajay Mitchell,OKC,LAL,PR,UNDER,STANDARD,19.5,0.7367
3-leg,True,0.668,1.931,1.2899,Austin Reaves,LAL,OKC,PR,UNDER,STANDARD,24.5,0.8052
4-leg,True,0.4227,1.897,0.8021,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.4227,1.897,0.8021,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4227,1.897,0.8021,Dennis Schröder,CLE,DET,PRA,UNDER,STANDARD,9.5,0.8589
4-leg,True,0.4227,1.897,0.8021,Isaiah Stewart,DET,CLE,PA,UNDER,STANDARD,5.5,0.7107
5-leg,True,0.1252,2.145,0.2684,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1252,2.145,0.2684,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8581
5-leg,True,0.1252,2.145,0.2684,Luguentz Dort,OKC,LAL,REB,UNDER,STANDARD,3.0,0.7833
5-leg,True,0.1252,2.145,0.2684,Cason Wallace,OKC,LAL,PRA,UNDER,STANDARD,12.0,0.7129
5-leg,True,0.1252,2.145,0.2684,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
