slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.8382,1.931,1.6185,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.8382,1.931,1.6185,Ajay Mitchell,OKC,LAL,PTS,UNDER,STANDARD,15.5,0.8209
3-leg,True,0.8382,1.931,1.6185,Austin Reaves,LAL,OKC,PTS,UNDER,STANDARD,20.5,0.7945
4-leg,True,0.4046,1.897,0.7677,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8861
4-leg,True,0.4046,1.897,0.7677,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4046,1.897,0.7677,Dennis Schröder,CLE,DET,PRA,UNDER,STANDARD,9.5,0.8589
4-leg,True,0.4046,1.897,0.7677,Isaiah Stewart,DET,CLE,PR,UNDER,STANDARD,7.5,0.7193
5-leg,True,0.1328,2.145,0.2849,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,7.5,0.9048
5-leg,True,0.1328,2.145,0.2849,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8581
5-leg,True,0.1328,2.145,0.2849,Luguentz Dort,OKC,LAL,PR,UNDER,STANDARD,10.0,0.8081
5-leg,True,0.1328,2.145,0.2849,Cason Wallace,OKC,LAL,REB,UNDER,STANDARD,2.5,0.7146
5-leg,True,0.1328,2.145,0.2849,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
