n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11886555] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Jalen Brunson UNDER PR 29.5 (STANDARD) [id:11879049] | Jaden McDaniels OVER PA 18.5 (DEMON) [id:11883875],0.17571737676377056,10.0,0.45977570585531763,4.597757058553176,0.8079058093260739,10.0,pp_kernel,0.6383628055372268,0.0594192298126677,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11886555] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Jalen Brunson UNDER PR 29.5 (STANDARD) [id:11879049] | Jaden McDaniels OVER PA 18.5 (DEMON) [id:11883875],0.005555555555555556,0.005555555555555556,0.0017825768943800309,0.0,0.0,0.012893688005491143,0.0,2,0.5,1.0950121213205828,"['luke kornet', 'ayo dosunmu', 'jalen brunson', 'jaden mcdaniels']",0.8079058093260739,1,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11886555],Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],Jalen Brunson UNDER PR 29.5 (STANDARD) [id:11879049],Jaden McDaniels OVER PA 18.5 (DEMON) [id:11883875],2,Ayo Dosunmu | Jaden McDaniels
