game_date,player,team,opp,minutes,pts,reb,ast,fg3m,fga,fta,tov,usg_proxy
11/18/2025,Harrison Barnes,SA,MEM,32,23,5,3,4,14,1,0,0.45125
11/18/2025,Julian Champagnie,SA,MEM,24,9,1,0,2,6,1,1,0.31
11/18/2025,Luke Kornet,SA,MEM,25,0,4,3,0,1,0,0,0.04
11/18/2025,De'Aaron Fox,SA,MEM,33,26,1,3,3,20,4,2,0.72
11/18/2025,Devin Vassell,SA,MEM,35,10,3,5,2,11,2,1,0.368
11/18/2025,Kelly Olynyk,SA,MEM,19,10,5,3,1,6,4,1,0.461053
11/18/2025,Lindy Waters III,SA,MEM,5,0,3,0,0,2,0,0,0.4
11/18/2025,Keldon Johnson,SA,MEM,30,18,7,2,1,15,1,2,0.581333
11/18/2025,Jeremy Sochan,SA,MEM,22,8,6,2,2,6,0,2,0.363636
11/18/2025,David Jones Garcia,SA,MEM,7,2,1,2,0,1,0,0,0.142857
11/18/2025,Carter Bryant,SA,MEM,8,5,2,0,1,5,0,0,0.625
11/18/2025,Lauri Markkanen,UTAH,LAL,32,31,5,2,3,21,4,1,0.7425
11/18/2025,Jusuf Nurkic,UTAH,LAL,29,10,10,6,0,5,2,6,0.409655
11/18/2025,Svi Mykhailiuk,UTAH,LAL,25,13,3,1,3,7,0,1,0.32
11/18/2025,Keyonte George,UTAH,LAL,35,34,4,8,5,23,3,4,0.809143
11/18/2025,Ace Bailey,UTAH,LAL,23,13,1,1,1,12,0,1,0.565217
11/18/2025,Kevin Love,UTAH,LAL,14,0,4,0,0,2,0,0,0.142857
11/18/2025,Kyle Anderson,UTAH,LAL,20,5,3,5,0,5,2,0,0.294
11/18/2025,Cody Williams,UTAH,LAL,21,4,0,0,0,5,0,0,0.238095
11/18/2025,Brice Sensabaugh,UTAH,LAL,17,3,1,3,1,6,0,1,0.411765
11/18/2025,Elijah Harkless,UTAH,LAL,3,4,0,1,0,0,4,0,0.586667
11/18/2025,Isaiah Collier,UTAH,LAL,21,9,2,6,0,6,3,4,0.539048
11/18/2025,LeBron James,LAL,UTAH,30,11,3,12,2,7,4,1,0.325333
11/18/2025,Rui Hachimura,LAL,UTAH,26,6,4,1,0,8,0,0,0.307692
11/18/2025,Deandre Ayton,LAL,UTAH,30,20,14,1,0,13,2,1,0.496
11/18/2025,Luka Doncic,LAL,UTAH,34,37,5,10,2,22,16,8,1.089412
11/18/2025,Austin Reaves,LAL,UTAH,33,26,5,1,1,11,12,4,0.614545
11/18/2025,Maxi Kleber,LAL,UTAH,3,0,0,0,0,0,0,0,0.0
11/18/2025,Jake LaRavia,LAL,UTAH,26,16,4,2,2,10,3,0,0.435385
11/18/2025,Dalton Knecht,LAL,UTAH,4,0,0,0,0,0,0,0,0.0
11/18/2025,Adou Thiero,LAL,UTAH,4,2,0,0,0,1,0,0,0.25
11/18/2025,Jaxson Hayes,LAL,UTAH,15,8,3,0,0,3,3,0,0.288
11/18/2025,Marcus Smart,LAL,UTAH,17,5,3,1,1,5,0,0,0.294118
11/18/2025,Gabe Vincent,LAL,UTAH,16,6,0,1,2,3,0,0,0.1875
11/18/2025,Bronny James,LAL,UTAH,4,3,0,2,1,1,0,3,1.0
11/18/2025,Royce O'Neale,PHX,POR,31,9,5,1,3,10,0,1,0.354839
11/18/2025,Dillon Brooks,PHX,POR,26,12,2,4,1,11,2,3,0.572308
11/18/2025,Ryan Dunn,PHX,POR,27,9,3,4,1,8,0,1,0.333333
11/18/2025,Mark Williams,PHX,POR,21,15,6,1,0,9,2,2,0.565714
11/18/2025,Devin Booker,PHX,POR,29,19,6,5,1,13,6,1,0.573793
11/18/2025,Nigel Hayes-Davis,PHX,POR,4,0,3,0,0,3,0,0,0.75
11/18/2025,Isaiah Livers,PHX,POR,13,5,2,0,1,3,3,0,0.332308
11/18/2025,Oso Ighodaro,PHX,POR,16,14,4,1,0,7,2,1,0.555
11/18/2025,Rasheer Fleming,PHX,POR,10,4,6,0,0,4,4,2,0.776
11/18/2025,Nick Richards,PHX,POR,11,8,2,0,0,7,0,0,0.636364
11/18/2025,Jordan Goodwin,PHX,POR,22,10,4,1,2,10,0,1,0.5
11/18/2025,Collin Gillespie,PHX,POR,28,19,3,6,4,11,3,3,0.547143
11/18/2025,Jamaree Bouyea,PHX,POR,3,3,0,1,1,2,0,0,0.666667
11/18/2025,Toumani Camara,POR,PHX,32,6,2,3,2,10,0,4,0.4375
11/18/2025,Kris Murray,POR,PHX,25,3,4,0,1,4,0,0,0.16
11/18/2025,Deni Avdija,POR,PHX,29,19,5,5,2,17,4,1,0.681379
11/18/2025,Donovan Clingan,POR,PHX,23,9,12,2,0,8,3,2,0.492174
11/18/2025,Shaedon Sharpe,POR,PHX,30,29,2,3,0,24,7,2,0.969333
11/18/2025,Robert Williams III,POR,PHX,8,4,2,0,0,2,0,1,0.375
11/18/2025,Duop Reath,POR,PHX,10,3,0,0,1,2,0,0,0.2
11/18/2025,Yang Hansen,POR,PHX,13,9,5,3,0,7,1,3,0.803077
11/18/2025,Caleb Love,POR,PHX,32,17,7,3,3,14,0,3,0.53125
11/18/2025,Sidy Cissoko,POR,PHX,28,8,3,5,1,7,3,2,0.368571
11/18/2025,Rayan Rupert,POR,PHX,8,3,1,0,0,2,2,1,0.485
11/19/2025,Kevin Durant,HOU,CLE,37,20,3,3,1,18,8,4,0.68973
11/19/2025,Jabari Smith Jr.,HOU,CLE,31,14,9,2,3,12,2,0,0.415484
11/19/2025,Steven Adams,HOU,CLE,28,6,11,3,0,6,2,2,0.317143
11/19/2025,Alperen Sengun,HOU,CLE,38,28,11,7,0,17,10,5,0.694737
11/19/2025,Amen Thompson,HOU,CLE,40,12,9,6,0,14,0,1,0.375
11/19/2025,Jae'Sean Tate,HOU,CLE,2,0,0,0,0,0,0,0,0.0
11/19/2025,Clint Capela,HOU,CLE,14,4,5,0,0,3,0,1,0.285714
11/19/2025,Aaron Holiday,HOU,CLE,19,18,0,0,3,7,5,0,0.484211
11/19/2025,Josh Okogie,HOU,CLE,8,0,1,0,0,2,0,0,0.25
11/19/2025,Reed Sheppard,HOU,CLE,23,12,2,2,2,11,0,0,0.478261
11/19/2025,De'Andre Hunter,CLE,HOU,31,25,4,2,5,11,8,3,0.565161
11/19/2025,Nae'Qwan Tomlin,CLE,HOU,20,10,2,0,0,10,4,0,0.588
11/19/2025,Jarrett Allen,CLE,HOU,28,8,7,3,0,9,0,1,0.357143
11/19/2025,Evan Mobley,CLE,HOU,36,18,6,0,0,13,10,3,0.566667
11/19/2025,Donovan Mitchell,CLE,HOU,34,21,3,2,3,17,2,4,0.643529
11/19/2025,Dean Wade,CLE,HOU,27,4,7,3,1,5,4,0,0.25037
11/19/2025,Thomas Bryant,CLE,HOU,4,0,0,0,0,1,0,0,0.25
11/19/2025,Lonzo Ball,CLE,HOU,25,7,2,2,2,8,2,0,0.3552
11/19/2025,Craig Porter Jr.,CLE,HOU,26,9,7,5,1,6,0,1,0.269231
11/19/2025,Tyrese Proctor,CLE,HOU,10,2,1,3,0,1,2,0,0.188
11/19/2025,Miles Bridges,CHA,IND,35,25,5,2,3,20,4,0,0.621714
11/19/2025,Ryan Kalkbrenner,CHA,IND,25,10,9,0,0,5,3,0,0.2528
11/19/2025,LaMelo Ball,CHA,IND,27,18,7,9,2,21,6,6,1.097778
11/19/2025,Sion James,CHA,IND,23,1,2,1,0,4,2,1,0.255652
11/19/2025,Kon Knueppel,CHA,IND,42,28,8,7,5,20,1,2,0.534286
11/19/2025,Drew Peterson,CHA,IND,19,4,3,0,0,6,0,0,0.315789
11/19/2025,Moussa Diabate,CHA,IND,24,8,12,3,0,9,3,1,0.471667
11/19/2025,Pat Connaughton,CHA,IND,16,13,2,1,3,7,0,0,0.4375
11/19/2025,Collin Sexton,CHA,IND,25,11,0,5,0,13,3,2,0.6528
11/19/2025,KJ Simpson,CHA,IND,3,0,0,0,0,2,0,0,0.666667
11/19/2025,Pascal Siakam,IND,CHA,37,22,4,7,2,17,2,2,0.537297
11/19/2025,Isaiah Jackson,IND,CHA,16,2,4,1,0,2,0,2,0.25
11/19/2025,Andrew Nembhard,IND,CHA,34,16,2,7,1,15,5,6,0.682353
11/19/2025,Ben Sheppard,IND,CHA,31,15,4,2,1,10,4,0,0.379355
11/19/2025,Bennedict Mathurin,IND,CHA,34,24,12,2,2,13,9,1,0.528235
11/19/2025,Jeremiah Robinson-Earl,IND,CHA,17,3,2,1,1,2,0,0,0.117647
11/19/2025,Jarace Walker,IND,CHA,26,9,4,0,3,6,0,2,0.307692
11/19/2025,Tony Bradley,IND,CHA,4,2,0,0,0,1,0,0,0.25
11/19/2025,Jay Huff,IND,CHA,27,20,5,4,4,13,3,1,0.567407
11/19/2025,T.J. McConnell,IND,CHA,14,14,6,8,2,6,0,1,0.5
11/19/2025,Brandon Ingram,TOR,PHI,31,22,0,5,2,10,7,4,0.550968
11/19/2025,RJ Barrett,TOR,PHI,34,22,3,4,2,12,9,0,0.469412
11/19/2025,Scottie Barnes,TOR,PHI,36,16,9,5,0,17,0,6,0.638889
11/19/2025,Jakob Poeltl,TOR,PHI,33,19,8,4,0,10,4,1,0.386667
11/19/2025,Immanuel Quickley,TOR,PHI,38,18,5,6,4,15,0,1,0.421053
11/19/2025,Sandro Mamukelashvili,TOR,PHI,15,7,2,2,0,5,4,0,0.450667
11/19/2025,Jamison Battle,TOR,PHI,3,2,0,0,0,3,0,0,1.0
11/19/2025,Jamal Shead,TOR,PHI,20,0,2,6,0,3,0,1,0.2
11/19/2025,Ja'Kobe Walter,TOR,PHI,15,11,1,1,3,5,0,1,0.4
11/19/2025,Gradey Dick,TOR,PHI,15,4,1,0,0,4,0,0,0.266667
11/19/2025,Justin Edwards,PHI,TOR,23,8,2,2,0,6,4,2,0.424348
11/19/2025,Dominick Barlow,PHI,TOR,17,5,3,3,1,5,0,3,0.470588
11/19/2025,Andre Drummond,PHI,TOR,34,10,12,0,0,9,0,3,0.352941
11/19/2025,Tyrese Maxey,PHI,TOR,39,24,2,9,5,14,4,3,0.481026
11/19/2025,VJ Edgecombe,PHI,TOR,37,21,6,4,1,20,5,4,0.708108
11/19/2025,Trendon Watford,PHI,TOR,21,9,3,2,1,5,2,3,0.422857
11/19/2025,Jabari Walker,PHI,TOR,23,9,9,2,1,6,0,1,0.304348
11/19/2025,Quentin Grimes,PHI,TOR,32,21,2,2,4,15,3,1,0.54125
11/19/2025,Jared McCain,PHI,TOR,14,5,2,0,1,7,0,1,0.571429
11/19/2025,Trayce Jackson-Davis,GS,MIA,25,8,12,0,0,3,7,1,0.2832
11/19/2025,Gui Santos,GS,MIA,18,4,6,0,1,7,2,2,0.548889
11/19/2025,Moses Moody,GS,MIA,36,9,6,4,1,12,2,3,0.441111
11/19/2025,Brandin Podziemski,GS,MIA,34,20,8,2,2,19,7,3,0.737647
11/19/2025,Will Richard,GS,MIA,18,0,3,0,0,3,0,1,0.222222
11/19/2025,Quinten Post,GS,MIA,26,19,6,2,3,13,0,5,0.692308
11/19/2025,Buddy Hield,GS,MIA,31,18,6,3,4,20,0,4,0.774194
11/19/2025,Gary Payton II,GS,MIA,19,7,7,0,1,5,2,0,0.309474
11/19/2025,Pat Spencer,GS,MIA,32,11,8,13,1,13,0,2,0.46875
11/19/2025,Andrew Wiggins,MIA,GS,34,17,6,1,2,16,2,1,0.525882
11/19/2025,Bam Adebayo,MIA,GS,29,20,7,3,3,13,3,1,0.528276
11/19/2025,Norman Powell,MIA,GS,28,25,6,3,4,14,1,1,0.551429
11/19/2025,Davion Mitchell,MIA,GS,24,5,1,6,1,5,0,0,0.208333
11/19/2025,Pelle Larsson,MIA,GS,28,10,3,4,1,11,4,2,0.527143
11/19/2025,Simone Fontecchio,MIA,GS,19,10,4,2,2,10,5,4,0.852632
11/19/2025,Jaime Jaquez Jr.,MIA,GS,34,12,5,7,0,12,5,2,0.476471
11/19/2025,Kel'el Ware,MIA,GS,19,7,16,0,0,10,2,1,0.625263
11/19/2025,Dru Smith,MIA,GS,24,4,4,4,0,5,4,2,0.365
11/19/2025,Khris Middleton,WSH,MIN,27,13,6,2,1,10,0,1,0.407407
11/19/2025,Marvin Bagley III,WSH,MIN,31,13,7,3,0,11,2,2,0.447742
11/19/2025,Kyshawn George,WSH,MIN,37,23,7,7,4,17,5,4,0.627027
11/19/2025,CJ McCollum,WSH,MIN,31,14,5,4,2,15,0,1,0.516129
11/19/2025,Bilal Coulibaly,WSH,MIN,29,13,4,4,2,6,1,1,0.256552
11/19/2025,Corey Kispert,WSH,MIN,11,0,1,1,0,4,0,1,0.454545
11/19/2025,Tristan Vukcevic,WSH,MIN,20,7,5,1,1,8,2,3,0.594
11/19/2025,Cam Whitmore,WSH,MIN,20,13,6,2,1,8,2,0,0.444
11/19/2025,Bub Carrington,WSH,MIN,17,3,1,1,1,3,0,1,0.235294
11/19/2025,Tre Johnson,WSH,MIN,17,10,1,0,2,6,0,3,0.529412
11/19/2025,Julius Randle,MIN,WSH,33,32,10,6,1,19,13,1,0.779394
11/19/2025,Rudy Gobert,MIN,WSH,36,9,15,3,0,5,2,4,0.274444
11/19/2025,Mike Conley,MIN,WSH,27,10,1,6,1,4,9,0,0.294815
11/19/2025,Donte DiVincenzo,MIN,WSH,36,12,5,6,4,8,0,2,0.277778
11/19/2025,Anthony Edwards,MIN,WSH,36,18,2,2,1,20,5,1,0.644444
11/19/2025,Naz Reid,MIN,WSH,27,28,5,1,5,21,1,1,0.831111
11/19/2025,Jaylen Clark,MIN,WSH,26,7,5,0,1,7,2,0,0.303077
11/19/2025,Bones Hyland,MIN,WSH,10,2,3,2,0,4,0,0,0.4
11/19/2025,Rob Dillingham,MIN,WSH,9,2,4,2,0,6,0,0,0.666667
11/19/2025,Cameron Johnson,DEN,NO,32,14,3,5,1,8,2,2,0.34
11/19/2025,Zeke Nnaji,DEN,NO,27,2,4,0,0,3,2,0,0.143704
11/19/2025,Nikola Jokic,DEN,NO,34,28,11,12,2,18,7,9,0.884706
11/19/2025,Jamal Murray,DEN,NO,36,16,0,8,2,14,5,3,0.533333
11/19/2025,Peyton Watson,DEN,NO,34,32,12,3,5,19,1,4,0.689412
11/19/2025,Spencer Jones,DEN,NO,11,0,0,2,0,0,0,0,0.0
11/19/2025,Jonas Valanciunas,DEN,NO,16,14,7,0,0,5,6,0,0.4775
11/19/2025,Tim Hardaway Jr.,DEN,NO,23,7,1,1,1,9,0,0,0.391304
11/19/2025,Bruce Brown,DEN,NO,27,12,3,4,0,7,4,2,0.398519
11/19/2025,Herbert Jones,NO,DEN,29,9,2,3,1,8,2,0,0.306207
11/19/2025,Zion Williamson,NO,DEN,29,14,6,5,0,13,4,3,0.612414
11/19/2025,Trey Murphy III,NO,DEN,36,23,2,3,5,14,4,3,0.521111
11/19/2025,Derik Queen,NO,DEN,30,30,9,4,1,18,8,4,0.850667
11/19/2025,Jeremiah Fears,NO,DEN,25,16,3,1,0,15,2,0,0.6352
11/19/2025,Kevon Looney,NO,DEN,5,0,4,1,0,1,0,0,0.2
11/19/2025,Yves Missi,NO,DEN,12,7,8,2,0,5,4,0,0.563333
11/19/2025,Jose Alvarado,NO,DEN,19,2,4,2,0,6,0,0,0.315789
11/19/2025,Saddiq Bey,NO,DEN,19,2,2,2,0,3,4,1,0.303158
11/19/2025,Micah Peavy,NO,DEN,17,9,3,1,0,8,3,0,0.548235
11/19/2025,Jordan Hawkins,NO,DEN,18,6,1,1,0,7,0,1,0.444444
11/19/2025,Precious Achiuwa,SAC,OKC,26,15,9,3,1,12,4,2,0.606154
11/19/2025,Drew Eubanks,SAC,OKC,23,6,3,0,0,6,0,1,0.304348
11/19/2025,Russell Westbrook,SAC,OKC,30,7,11,6,1,7,2,2,0.329333
11/19/2025,DeMar DeRozan,SAC,OKC,35,17,3,5,0,12,10,1,0.497143
11/19/2025,Zach LaVine,SAC,OKC,30,8,4,2,0,10,0,5,0.5
11/19/2025,Maxime Raynaud,SAC,OKC,19,7,4,0,1,5,0,0,0.263158
11/19/2025,Dennis Schroder,SAC,OKC,32,21,5,3,2,21,3,4,0.8225
11/19/2025,Malik Monk,SAC,OKC,27,16,3,2,3,9,4,1,0.435556
11/19/2025,Keon Ellis,SAC,OKC,11,2,3,0,0,4,0,1,0.454545
11/19/2025,Nique Clifford,SAC,OKC,8,0,0,0,0,0,0,1,0.125
11/19/2025,Isaiah Hartenstein,OKC,SAC,27,4,12,3,0,2,2,1,0.143704
11/19/2025,Chet Holmgren,OKC,SAC,31,21,7,1,1,15,0,6,0.677419
11/19/2025,Shai Gilgeous-Alexander,OKC,SAC,36,33,8,3,1,24,10,3,0.872222
11/19/2025,Luguentz Dort,OKC,SAC,33,14,4,1,4,10,0,2,0.363636
11/19/2025,Cason Wallace,OKC,SAC,26,12,2,1,2,9,0,0,0.346154
11/19/2025,Jaylin Williams,OKC,SAC,10,2,1,1,0,2,2,0,0.288
11/19/2025,Brooks Barnhizer,OKC,SAC,2,0,1,0,0,0,0,0,0.0
11/19/2025,Branden Carlson,OKC,SAC,5,2,1,0,0,3,0,0,0.6
11/19/2025,Alex Caruso,OKC,SAC,21,2,4,5,0,7,0,0,0.333333
11/19/2025,Isaiah Joe,OKC,SAC,20,7,2,1,1,5,4,0,0.338
11/19/2025,Chris Youngblood,OKC,SAC,2,3,0,0,1,1,0,0,0.5
11/19/2025,Ajay Mitchell,OKC,SAC,29,13,3,6,0,10,5,4,0.558621
11/19/2025,Karl-Anthony Towns,NY,DAL,35,18,14,6,1,16,9,3,0.656
11/19/2025,Mitchell Robinson,NY,DAL,22,3,8,1,0,1,6,1,0.210909
11/19/2025,Mikal Bridges,NY,DAL,35,16,5,6,1,13,2,2,0.453714
11/19/2025,Landry Shamet,NY,DAL,23,9,3,1,2,6,3,1,0.361739
11/19/2025,Jalen Brunson,NY,DAL,35,28,3,5,2,23,6,1,0.761143
11/19/2025,Guerschon Yabusele,NY,DAL,17,4,2,1,0,7,0,0,0.411765
11/19/2025,Mohamed Diawara,NY,DAL,2,0,0,0,0,0,0,0,0.0
11/19/2025,Jordan Clarkson,NY,DAL,20,8,4,0,0,5,5,0,0.36
11/19/2025,Josh Hart,NY,DAL,30,16,10,5,3,10,4,1,0.425333
11/19/2025,Miles McBride,NY,DAL,22,11,0,2,3,12,0,0,0.545455
11/19/2025,P.J. Washington,DAL,NY,33,6,10,4,1,12,4,1,0.447273
11/19/2025,Dereck Lively II,DAL,NY,18,4,10,1,0,3,2,1,0.271111
11/19/2025,Klay Thompson,DAL,NY,27,13,2,2,3,11,0,0,0.407407
11/19/2025,Brandon Williams,DAL,NY,20,9,2,4,1,11,4,3,0.788
11/19/2025,Max Christie,DAL,NY,37,15,7,1,3,10,2,3,0.375135
11/19/2025,Daniel Gafford,DAL,NY,25,7,8,2,0,3,4,1,0.2304
11/19/2025,Naji Marshall,DAL,NY,34,23,5,1,3,11,7,4,0.531765
11/19/2025,Moussa Cisse,DAL,NY,5,0,0,0,0,0,0,1,0.2
11/19/2025,D'Angelo Russell,DAL,NY,25,23,5,7,4,15,2,3,0.7552
11/19/2025,Jaden Hardy,DAL,NY,16,11,1,1,1,9,5,0,0.7
11/19/2025,Isaac Okoro,CHI,POR,26,13,1,0,3,8,1,0,0.324615
11/19/2025,Matas Buzelis,CHI,POR,19,11,5,4,1,6,2,2,0.467368
11/19/2025,Nikola Vucevic,CHI,POR,34,27,8,2,5,19,0,3,0.647059
11/19/2025,Kevin Huerter,CHI,POR,23,2,2,2,0,6,0,0,0.26087
11/19/2025,Josh Giddey,CHI,POR,31,9,5,13,2,9,1,5,0.465806
11/19/2025,Jalen Smith,CHI,POR,12,5,1,0,1,6,0,0,0.5
11/19/2025,Patrick Williams,CHI,POR,13,5,5,1,1,7,1,1,0.649231
11/19/2025,Dalen Terry,CHI,POR,17,6,3,5,0,6,1,1,0.437647
11/19/2025,Julian Phillips,CHI,POR,5,2,2,0,0,1,2,0,0.376
11/19/2025,Jevon Carter,CHI,POR,11,3,1,1,1,4,0,0,0.363636
11/19/2025,Coby White,CHI,POR,27,25,1,7,5,17,3,3,0.78963
11/19/2025,Ayo Dosunmu,CHI,POR,23,14,4,1,2,7,3,1,0.405217
11/19/2025,Jerami Grant,POR,CHI,37,33,9,4,5,18,10,3,0.686486
11/19/2025,Toumani Camara,POR,CHI,37,14,5,2,2,15,0,3,0.486486
11/19/2025,Deni Avdija,POR,CHI,38,32,11,11,3,22,12,3,0.796842
11/19/2025,Donovan Clingan,POR,CHI,34,17,21,4,1,13,3,0,0.421176
11/19/2025,Sidy Cissoko,POR,CHI,22,5,6,0,1,6,1,2,0.383636
11/19/2025,Kris Murray,POR,CHI,35,9,6,2,0,11,2,1,0.368
11/19/2025,Duop Reath,POR,CHI,3,0,0,0,0,0,0,0,0.0
11/19/2025,Yang Hansen,POR,CHI,8,2,2,1,0,4,0,1,0.625
11/19/2025,Caleb Love,POR,CHI,18,5,3,2,0,12,4,0,0.764444
11/19/2025,Javonte Cooke,POR,CHI,9,4,1,1,0,6,0,2,0.888889
11/20/2025,John Collins,LAC,ORL,25,9,4,0,0,8,2,1,0.3952
11/20/2025,Ivica Zubac,LAC,ORL,32,14,19,0,0,16,0,1,0.53125
11/20/2025,James Harden,LAC,ORL,31,31,5,8,5,16,12,5,0.847742
11/20/2025,Kris Dunn,LAC,ORL,25,4,3,3,0,5,0,1,0.24
11/20/2025,Kobe Sanders,LAC,ORL,26,6,2,0,1,8,1,5,0.516923
11/20/2025,Nicolas Batum,LAC,ORL,9,3,2,0,1,1,0,1,0.222222
11/20/2025,Jahmyl Telfort,LAC,ORL,5,0,0,0,0,1,0,0,0.2
11/20/2025,Brook Lopez,LAC,ORL,6,3,0,0,1,4,0,0,0.666667
11/20/2025,Yanic Konan Niederhauser,LAC,ORL,11,6,1,1,0,3,0,1,0.363636
11/20/2025,Chris Paul,LAC,ORL,23,4,2,4,0,6,0,4,0.434783
11/20/2025,Bogdan Bogdanovic,LAC,ORL,21,6,1,3,2,9,0,1,0.47619
11/20/2025,Kobe Brown,LAC,ORL,16,9,3,1,3,8,0,1,0.5625
11/20/2025,Cam Christie,LAC,ORL,12,6,1,0,1,4,4,0,0.48
11/20/2025,Franz Wagner,ORL,LAC,30,20,6,3,0,13,12,1,0.642667
11/20/2025,Tristan da Silva,ORL,LAC,30,17,8,1,3,17,0,0,0.566667
11/20/2025,Wendell Carter Jr.,ORL,LAC,32,7,7,6,1,11,0,0,0.34375
11/20/2025,Desmond Bane,ORL,LAC,31,15,7,5,3,15,2,2,0.576774
11/20/2025,Jalen Suggs,ORL,LAC,26,23,3,7,5,15,2,3,0.726154
11/20/2025,Jonathan Isaac,ORL,LAC,16,9,7,1,1,4,0,0,0.25
11/20/2025,Jamal Cain,ORL,LAC,5,5,0,1,1,2,0,1,0.6
11/20/2025,Goga Bitadze,ORL,LAC,16,10,6,3,0,3,4,1,0.36
11/20/2025,Tyus Jones,ORL,LAC,5,0,1,0,0,1,0,0,0.2
11/20/2025,Anthony Black,ORL,LAC,29,12,4,4,1,9,4,2,0.44
11/20/2025,Jett Howard,ORL,LAC,15,8,1,0,2,3,0,0,0.2
11/20/2025,Jase Richardson,ORL,LAC,5,3,1,1,1,1,0,0,0.2
11/20/2025,Precious Achiuwa,SAC,MEM,24,2,5,2,0,3,0,0,0.125
11/20/2025,Drew Eubanks,SAC,MEM,26,9,5,0,1,6,0,3,0.346154
11/20/2025,Russell Westbrook,SAC,MEM,21,11,7,4,2,10,2,4,0.708571
11/20/2025,DeMar DeRozan,SAC,MEM,15,7,0,2,0,3,3,0,0.288
11/20/2025,Zach LaVine,SAC,MEM,26,26,2,2,4,17,2,3,0.803077
11/20/2025,Keegan Murray,SAC,MEM,33,11,3,1,1,13,0,1,0.424242
11/20/2025,Maxime Raynaud,SAC,MEM,21,12,3,1,0,8,0,0,0.380952
11/20/2025,Dennis Schroder,SAC,MEM,25,3,2,6,0,8,4,3,0.5104
11/20/2025,Malik Monk,SAC,MEM,14,2,2,2,0,4,0,1,0.357143
11/20/2025,Keon Ellis,SAC,MEM,16,5,1,1,1,5,0,0,0.3125
11/20/2025,Nique Clifford,SAC,MEM,19,8,2,3,2,3,4,1,0.303158
11/20/2025,Santi Aldama,MEM,SAC,28,29,5,3,5,18,3,1,0.725714
11/20/2025,Cedric Coward,MEM,SAC,25,19,4,4,4,13,1,1,0.5776
11/20/2025,Jaylen Wells,MEM,SAC,19,13,1,2,2,9,4,0,0.566316
11/20/2025,Zach Edey,MEM,SAC,25,16,4,0,1,7,1,0,0.2976
11/20/2025,Vince Williams Jr.,MEM,SAC,24,4,5,15,0,7,0,3,0.416667
11/20/2025,Olivier-Maxence Prosper,MEM,SAC,18,11,1,1,1,3,6,0,0.313333
11/20/2025,GG Jackson,MEM,SAC,18,6,9,1,0,9,2,1,0.604444
11/20/2025,Jock Landale,MEM,SAC,15,21,6,0,1,9,4,0,0.717333
11/20/2025,Kentavious Caldwell-Pope,MEM,SAC,18,2,3,7,0,6,0,0,0.333333
11/20/2025,John Konchar,MEM,SAC,20,3,7,3,0,3,2,1,0.244
11/20/2025,Cam Spencer,MEM,SAC,24,7,2,6,1,11,3,0,0.513333
11/20/2025,Jahmai Mashack,MEM,SAC,6,6,2,0,2,4,0,0,0.666667
11/20/2025,Paul George,PHI,MIL,25,21,5,3,4,12,4,3,0.6704
11/20/2025,Justin Edwards,PHI,MIL,31,7,4,3,1,10,0,1,0.354839
11/20/2025,Andre Drummond,PHI,MIL,18,3,8,1,0,4,2,1,0.326667
11/20/2025,Tyrese Maxey,PHI,MIL,47,54,5,9,6,30,14,5,0.875745
11/20/2025,VJ Edgecombe,PHI,MIL,38,12,10,3,2,14,0,1,0.394737
11/20/2025,Trendon Watford,PHI,MIL,14,0,6,3,0,4,0,1,0.357143
11/20/2025,Jabari Walker,PHI,MIL,11,2,2,1,0,2,2,0,0.261818
11/20/2025,Dominick Barlow,PHI,MIL,29,2,6,3,0,1,0,0,0.034483
11/20/2025,Quentin Grimes,PHI,MIL,39,14,4,4,3,12,4,1,0.378462
11/20/2025,Jared McCain,PHI,MIL,13,8,2,0,2,8,0,1,0.692308
11/20/2025,Bobby Portis,MIL,PHI,28,19,8,0,1,14,0,0,0.5
11/20/2025,Kyle Kuzma,MIL,PHI,38,17,3,4,0,14,7,3,0.528421
11/20/2025,Myles Turner,MIL,PHI,28,14,10,1,3,13,2,0,0.495714
11/20/2025,AJ Green,MIL,PHI,36,9,6,0,3,5,0,2,0.194444
11/20/2025,Ryan Rollins,MIL,PHI,40,32,6,14,2,26,4,3,0.769
11/20/2025,Jericho Sims,MIL,PHI,16,4,3,0,0,2,0,0,0.125
11/20/2025,Gary Harris,MIL,PHI,20,3,2,2,1,1,0,0,0.05
11/20/2025,Gary Trent Jr.,MIL,PHI,38,11,0,2,3,10,0,2,0.315789
11/20/2025,Cole Anthony,MIL,PHI,21,5,4,7,1,7,0,4,0.52381
11/20/2025,Jalen Johnson,ATL,SA,38,26,12,7,2,15,6,4,0.569474
11/20/2025,Zaccharie Risacher,ATL,SA,21,2,2,1,0,10,0,1,0.52381
11/20/2025,Kristaps Porzingis,ATL,SA,29,16,5,1,2,10,0,1,0.37931
11/20/2025,Nickeil Alexander-Walker,ATL,SA,34,38,4,5,8,17,4,2,0.610588
11/20/2025,Dyson Daniels,ATL,SA,31,8,6,5,0,8,1,5,0.433548
11/20/2025,Onyeka Okongwu,ATL,SA,25,15,7,5,3,11,0,2,0.52
11/20/2025,Mouhamed Gueye,ATL,SA,4,0,0,0,0,1,0,0,0.25
11/20/2025,Luke Kennard,ATL,SA,16,10,3,3,2,7,0,0,0.4375
11/20/2025,Keaton Wallace,ATL,SA,12,6,0,2,2,5,2,1,0.573333
