player,player_norm,status,iael_team_raw,iael_team,roster_team,reason
"Ellis, Keon",ellis keon,AVAILABLE,CLE,CLE,SAC,Fracture
"Saraf, Ben",ben saraf,AVAILABLE,POR,POR,BKN,Injury/Illness - Back; Tightness
