slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6202,1.931,1.1976,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.6202,1.931,1.1976,Ajay Mitchell,OKC,LAL,REB,UNDER,STANDARD,3.5,0.7584
3-leg,True,0.6202,1.931,1.1976,Austin Reaves,LAL,OKC,REB,UNDER,STANDARD,4.0,0.7969
4-leg,True,0.4569,1.897,0.8668,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8861
4-leg,True,0.4569,1.897,0.8668,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4569,1.897,0.8668,Dennis Schröder,CLE,DET,FG3M,UNDER,STANDARD,0.5,0.8627
4-leg,True,0.4569,1.897,0.8668,Isaiah Stewart,DET,CLE,PTS,UNDER,STANDARD,4.5,0.7939
5-leg,True,0.1235,2.145,0.2647,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,7.5,0.9048
5-leg,True,0.1235,2.145,0.2647,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8574
5-leg,True,0.1235,2.145,0.2647,Luguentz Dort,OKC,LAL,RA,UNDER,STANDARD,4.0,0.7823
5-leg,True,0.1235,2.145,0.2647,Cason Wallace,OKC,LAL,PRA,UNDER,STANDARD,12.0,0.7129
5-leg,True,0.1235,2.145,0.2647,Javonte Green,DET,CLE,PRA,OVER,DEMON,8.5,0.3632
