n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
3,Isaiah Joe OVER PTS 8.5 (DEMON) [id:11963923] | Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156] | Naz Reid OVER RA 9.5 (DEMON) [id:11940208],0.20407269642072245,6.0,0.039844867608554865,0.2390692056513292,0.04878749742842697,6.0,pp_kernel,0.5887616919000995,0.029105376126677244,Isaiah Joe OVER PTS 8.5 (DEMON) [id:11963923] | Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156] | Naz Reid OVER RA 9.5 (DEMON) [id:11940208],0.0,0.05,0.0014552688063338623,0.0,0.0,0.051455268806333866,0.0,2,0.6666666666666666,0.2973322286220931,"['isaiah joe', 'duncan robinson', 'naz reid']",0.04878749742842697,1,Isaiah Joe OVER PTS 8.5 (DEMON) [id:11963923],Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156],Naz Reid OVER RA 9.5 (DEMON) [id:11940208],,,1,Naz Reid
4,Ajay Mitchell OVER RA 7.5 (DEMON) [id:11961512] | Tobias Harris OVER PTS 19.5 (DEMON) [id:11957139] | Naz Reid OVER RA 8.5 (DEMON) [id:11954222] | Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156],0.16880058514546886,10.0,0.002090602993017987,0.02090602993017987,0.0035289500852830474,10.0,pp_kernel,0.6425751922507608,0.04078718688908201,Ajay Mitchell OVER RA 7.5 (DEMON) [id:11961512] | Tobias Harris OVER PTS 19.5 (DEMON) [id:11957139] | Naz Reid OVER RA 8.5 (DEMON) [id:11954222] | Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156],0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,0.453528950085283,"['ajay mitchell', 'tobias harris', 'naz reid', 'duncan robinson']",0.0035289500852830474,1,Ajay Mitchell OVER RA 7.5 (DEMON) [id:11961512],Tobias Harris OVER PTS 19.5 (DEMON) [id:11957139],Naz Reid OVER RA 8.5 (DEMON) [id:11954222],Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156],,1,Naz Reid
5,Tobias Harris OVER PTS 19.5 (DEMON) [id:11957139] | Julian Champagnie OVER PTS 9.5 (DEMON) [id:11940061] | Cason Wallace OVER PR 10.5 (DEMON) [id:11963915] | Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156] | Naz Reid OVER RA 9.5 (DEMON) [id:11940208],0.0724444640936983,20.0,0.003945770991141213,0.07891541982282425,0.0057169852977937185,20.0,pp_kernel,0.5921069079983124,0.037183523239279224,Tobias Harris OVER PTS 19.5 (DEMON) [id:11957139] | Julian Champagnie OVER PTS 9.5 (DEMON) [id:11940061] | Cason Wallace OVER PR 10.5 (DEMON) [id:11963915] | Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156] | Naz Reid OVER RA 9.5 (DEMON) [id:11940208],0.003125,0.05,0.0018591761619639613,0.0,0.0,0.054984176161963966,0.0,3,0.6,0.4007328091358297,"['tobias harris', 'julian champagnie', 'cason wallace', 'duncan robinson', 'naz reid']",0.0057169852977937185,1,Tobias Harris OVER PTS 19.5 (DEMON) [id:11957139],Julian Champagnie OVER PTS 9.5 (DEMON) [id:11940061],Cason Wallace OVER PR 10.5 (DEMON) [id:11963915],Duncan Robinson OVER PA 14.5 (DEMON) [id:11968156],Naz Reid OVER RA 9.5 (DEMON) [id:11940208],1,Naz Reid
