slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6441,1.931,1.2437,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.6441,1.931,1.2437,Ajay Mitchell,OKC,LAL,PR,UNDER,STANDARD,19.5,0.7367
3-leg,True,0.6441,1.931,1.2437,Austin Reaves,LAL,OKC,PRA,UNDER,STANDARD,29.5,0.7944
4-leg,True,0.4101,1.897,0.778,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.4101,1.897,0.778,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4101,1.897,0.778,Dennis Schröder,CLE,DET,PRA,UNDER,STANDARD,9.5,0.8589
4-leg,True,0.4101,1.897,0.778,Isaiah Stewart,DET,CLE,PR,UNDER,STANDARD,8.5,0.7286
5-leg,True,0.1202,2.145,0.2578,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1202,2.145,0.2578,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8581
5-leg,True,0.1202,2.145,0.2578,Luguentz Dort,OKC,LAL,REB,UNDER,STANDARD,3.0,0.7833
5-leg,True,0.1202,2.145,0.2578,Cason Wallace,OKC,LAL,PA,UNDER,STANDARD,9.0,0.633
5-leg,True,0.1202,2.145,0.2578,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
