slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6633,1.931,1.2808,Jose Alvarado,NYK,PHI,RA,OVER,GOBLIN,1.5,0.8598
3-leg,True,0.6633,1.931,1.2808,Naz Reid,MIN,SAS,PTS,UNDER,STANDARD,12.5,0.7782
3-leg,True,0.6633,1.931,1.2808,Andre Drummond,PHI,NYK,REB,UNDER,STANDARD,3.0,0.7997
4-leg,True,0.3675,1.897,0.6972,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.8488
4-leg,True,0.3675,1.897,0.6972,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,3.5,0.7749
4-leg,True,0.3675,1.897,0.6972,Mitchell Robinson,NYK,PHI,PRA,UNDER,STANDARD,13.5,0.7079
4-leg,True,0.3675,1.897,0.6972,Anthony Edwards,MIN,SAS,PTS,UNDER,STANDARD,23.5,0.8041
5-leg,True,0.1667,2.145,0.3575,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,5.5,0.7599
5-leg,True,0.1667,2.145,0.3575,Luke Kornet,SAS,MIN,PA,OVER,GOBLIN,4.5,0.7573
5-leg,True,0.1667,2.145,0.3575,Tyrese Maxey,PHI,NYK,PTS,UNDER,STANDARD,25.5,0.7458
5-leg,True,0.1667,2.145,0.3575,Joel Embiid,PHI,NYK,PR,OVER,STANDARD,36.0,0.6799
5-leg,True,0.1667,2.145,0.3575,Mikal Bridges,NYK,PHI,PA,OVER,DEMON,13.5,0.5649
