game_date,player,team,stat,stat_u,line,direction,tier,z_line,min_cv,is_combo,bp_score_gated,bp_has,is_assists,is_threes,games_norm,thin_flag,line_norm,is_home_feat,min_sensitivity,game_total_norm,is_b2b,l20_edge,l10_has,margin,stat_cat,tier_cat,l40_hr,logit_p_x_demon,player_te,player_stat_te,player_dir_te,player_n_norm,line_dist,tail_risk,line_tightness,margin_x_under,q_blowout,rate_cv,abs_logit_p,q_x_under,rate_mean,rate_std,min_mean,min_std,opp,is_home,spread,minutes_s,is_star,fragility,usage_dep,recent_form_blend,opp_defense_strength,games_used,thin_window_mult,external_prior_score,external_prior_sources,is_questionable,rotowire_game_spread,p_new,p,p_role,p_adj,p_for_cal,p_cal,sb_over_prob
2026-02-26,AJ Green,MIL,AST,AST,2.5,OVER,DEMON,-0.1988403526325403,0.23119156559071996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0625,1.0,0.7,0.0,0.0,-0.2,1.0,-0.08,2,2,0.3,-0.31289705233017384,-0.02837956646924289,-0.1330571876938798,-0.04843379177249768,1.0,-0.14000000000000004,0.3452845365668932,1.0,-0.0,0.120207397331414,0.4714682542491463,0.31289705233017384,0.0,0.0681678321004017,0.0436909113005388,32.528640556131286,7.520347336709779,NYK,1.0,0.0,0.7,False,0.0,0.974556,0.0,0.0,50,1.0,0.0,,0,,0.4224077592240776,0.4224077592240776,0.4224077592240776,0.4212400589601235,0.4212400589601235,0.378530205661957,0.5
2026-02-26,AJ Green,MIL,AST,AST,3.5,OVER,DEMON,-0.9024681417767788,0.23119156559071996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0875,1.0,0.7,0.0,0.0,-0.35,1.0,-0.34285714285714286,2,2,0.175,-1.085721744724928,-0.02837956646924289,-0.1330571876938798,-0.04843379177249768,1.0,-0.38571428571428573,1.3318117839008734,0.7,-0.0,0.120207397331414,0.4714682542491463,1.085721744724928,0.0,0.0681678321004017,0.0436909113005388,32.528640556131286,7.520347336709779,NYK,1.0,0.0,0.7,False,0.0,0.974556,0.0,0.0,50,1.0,0.0,,0,,0.2524247575242476,0.2524247575242476,0.2524247575242476,0.2517269567628907,0.2517269567628907,0.2165701234754211,0.5
2026-02-26,AJ Green,MIL,FG3M,FG3M,3.5,OVER,DEMON,0.4666372505693623,0.23119156559071996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0875,1.0,0.45,0.0,0.0,-0.04999999999999999,1.0,-0.028571428571428574,3,2,0.45,0.48525544475457405,-0.02837956646924289,-0.0012735976592958553,-0.04843379177249768,1.0,-0.11428571428571425,0.22395700438234165,0.7,-0.0,0.120207397331414,0.5761474548223146,0.48525544475457405,0.0,0.1376932110002083,0.0644949011874949,32.528640556131286,7.520347336709779,NYK,1.0,0.0,0.45,False,0.0093917088941957,0.853776,0.0,0.0,50,1.0,0.0,,0,,0.618988101189881,0.618988101189881,0.618988101189881,0.6179276224991784,0.6179276224991784,0.435479988124707,0.5
2026-02-26,AJ Green,MIL,FG3M,FG3M,4.5,OVER,DEMON,-0.0100227451522193,0.23119156559071996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1125,1.0,0.45,0.0,0.0,-0.25,1.0,-0.24444444444444446,3,2,0.275,-0.09165495033701429,-0.02837956646924289,-0.0012735976592958553,-0.04843379177249768,1.0,-0.3111111111111111,0.7838495153381959,0.6,-0.0,0.120207397331414,0.5761474548223146,0.09165495033701429,0.0,0.1376932110002083,0.0644949011874949,32.528640556131286,7.520347336709779,NYK,1.0,0.0,0.45,False,0.0,0.888624,0.0,0.0,50,1.0,0.0,,0,,0.4771022897710229,0.4771022897710229,0.4771022897710229,0.4762848963338712,0.4762848963338712,0.335603471800852,0.5
2026-02-26,AJ Green,MIL,PA,PA,11.5,OVER,STANDARD,0.8911712111935982,0.23119156559071996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2875,1.0,1.0,0.0,0.0,0.09999999999999998,1.0,0.19999999999999998,6,0,0.55,0.0,-0.02837956646924289,0.054817389221243074,-0.04843379177249768,1.0,0.10869565217391304,-0.21998486556185612,0.25,0.0,0.120207397331414,0.44566345705590144,0.6806493565212909,0.0,0.5470777403822941,0.2171784004287752,32.528640556131286,7.520347336709779,NYK,1.0,0.0,1.0,False,0.0083206960912005,0.9603,0.0,0.0,50,1.0,0.0,,0,,0.6638836116388361,0.6638836116388361,0.6638836116388361,0.6612312775290016,0.6612312775290016,0.5207516718586886,0.5
2026-02-26,AJ Green,MIL,PA,PA,11.5,UNDER,STANDARD,0.8911712111935982,0.23119156559071996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2875,1.0,1.0,0.0,0.0,-0.09999999999999998,1.0,-0.19999999999999998,6,0,0.45,-0.0,-0.02837956646924289,0.054817389221243074,0.09597929168382802,1.0,0.10869565217391304,-0.21998486556185612,0.25,-0.19999999999999998,0.120207397331414,0.44566345705590144,0.36310153731765116,0.120207397331414,0.5470777403822941,0.2171784004287752,32.528640556131286,7.520347336709779,NYK,1.0,0.0,1.0,False,0.0,0.9603,0.0,0.0,50,1.0,0.0,,0,,0.4102089791020898,0.4102089791020898,0.4102089791020898,0.4133482863270412,0.4133482863270412,0.5467845335098543,0.5
2026-02-26,AJ Green,MIL,PRA,PRA,12.5,OVER,GOBLIN,1.267561865560654,0.23119156559071996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3125,1.0,1.0,0.0,0.0,0.15000000000000002,1.0,0.32799999999999996,4,1,0.625,0.0,-0.02837956646924289,-0.0037014098061051715,-0.04843379177249768,1.0,0.21599999999999994,-0.4105069427784968,0.1,0.0,0.120207397331414,0.4327127276948776,1.0484437910997433,0.0,0.6706516093949723,0.2259257521265967,32.528640556131286,7.520347336709779,NYK,1.0,0.0,1.0,False,0.0092872891775299,0.97,0.0,0.0,50,1.0,0.0,,0,,0.7404759524047595,0.7404759524047595,0.7404759524047595,0.7375176181551354,0.7375176181551354,0.6575578106155111,0.5
2026-02-26,AJ Green,MIL,PRA,PRA,14.5,OVER,STANDARD,0.9954181277642749,0.23119156559071996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3625,1.0,1.0,0.0,0.0,0.09999999999999998,1.0,0.14482758620689656,4,0,0.575,0.0,-0.02837956646924289,-0.0037014098061051715,-0.04843379177249768,1.0,0.04827586206896547,-0.10642772590553612,0.15,0.0,0.120207397331414,0.4327127276948776,0.7753706750335274,0.0,0.6706516093949723,0.2259257521265967,32.528640556131286,7.520347336709779,NYK,1.0,0.0,1.0,False,0.0052476331573037,0.97,0.0,0.0,50,1.0,0.0,,0,,0.6846815318468153,0.6846815318468153,0.6846815318468153,0.6819461063152102,0.6819461063152102,0.4948443773588737,0.5
2026-02-26,AJ Green,MIL,PRA,PRA,16.5,OVER,DEMON,0.7232743899678955,0.23119156559071996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4125,1.0,1.0,0.0,0.0,0.0,1.0,0.006060606060606061,4,2,0.475,0.5223077258810399,-0.02837956646924289,-0.0037014098061051715,-0.04843379177249768,1.0,-0.07878787878787884,0.19765149096742454,0.2,0.0,0.120207397331414,0.4327127276948776,0.5223077258810399,0.0,0.6706516093949723,0.2259257521265967,32.528640556131286,7.520347336709779,NYK,1.0,0.0,1.0,False,0.0103943640704247,0.97,0.0,0.0,50,1.0,0.0,,0,,0.6276872312768723,0.6276872312768723,0.6276872312768723,0.6251795081991577,0.6251795081991577,0.3453694040566568,0.5
2026-02-26,AJ Green,MIL,PRA,PRA,18.5,OVER,DEMON,0.4511306521715162,0.23119156559071996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4625,1.0,1.0,0.0,0.0,-0.09999999999999998,1.0,-0.1027027027027027,4,2,0.4,0.27570588140506547,-0.02837956646924289,-0.0037014098061051715,-0.04843379177249768,1.0,-0.17837837837837842,0.5017307078403852,0.2,-0.0,0.120207397331414,0.4327127276948776,0.27570588140506547,0.0,0.6706516093949723,0.2259257521265967,32.528640556131286,7.520347336709779,NYK,1.0,0.0,1.0,False,0.0114124865939614,1.0,0.0,0.0,50,1.0,0.0,,0,,0.5684931506849316,0.5684931506849316,0.5684931506849316,0.5662219185768715,0.5662219185768715,0.3140823762762688,0.5
