slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
5-leg,True,0.209,2.145,0.4483,Ajay Mitchell,OKC,LAL,AST,OVER,GOBLIN,3.5,0.7149
5-leg,True,0.209,2.145,0.4483,Alex Caruso,OKC,LAL,PRA,OVER,GOBLIN,7.5,0.7665
5-leg,True,0.209,2.145,0.4483,Tobias Harris,DET,CLE,PR,OVER,STANDARD,24.5,0.7651
5-leg,True,0.209,2.145,0.4483,Dean Wade,CLE,DET,PTS,OVER,STANDARD,3.5,0.7547
5-leg,True,0.209,2.145,0.4483,Ausar Thompson,DET,CLE,REB,OVER,DEMON,7.5,0.5455
4-leg,False,0.3891,1.897,0.7382,Austin Reaves,LAL,OKC,REB,OVER,GOBLIN,2.5,0.7786
4-leg,False,0.3891,1.897,0.7382,Cade Cunningham,DET,CLE,AST,OVER,GOBLIN,6.5,0.6923
4-leg,False,0.3891,1.897,0.7382,Isaiah Joe,OKC,LAL,PTS,OVER,STANDARD,5.5,0.7727
4-leg,False,0.3891,1.897,0.7382,Jaylin Williams,OKC,LAL,RA,OVER,STANDARD,4.5,0.7388
3-leg,False,0.5224,1.931,1.0087,Cason Wallace,OKC,LAL,AST,OVER,GOBLIN,1.5,0.7418
3-leg,False,0.5224,1.931,1.0087,Jared McCain,OKC,LAL,PA,OVER,STANDARD,5.5,0.7378
3-leg,False,0.5224,1.931,1.0087,Donovan Mitchell,CLE,DET,REB,OVER,STANDARD,4.0,0.7328
