n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jaime Jaquez UNDER REB 4.5 (STANDARD) [id:10643945],0.18035717780721952,6.0,1.0,6.0,1.0821430668433172,6.0,atlas,0.568216409767143,0.02684009845187821,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jaime Jaquez UNDER REB 4.5 (STANDARD) [id:10643945],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0821430668433172,"['lamelo ball', 'tristan silva', 'jaime jaquez']",1,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Jaime Jaquez UNDER REB 4.5 (STANDARD) [id:10643945],0,
3,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Jaime Jaquez UNDER AST 4.5 (STANDARD) [id:10643928] | Bam Adebayo UNDER REB 9.5 (STANDARD) [id:10653980],0.18032268938171575,6.0,1.0,6.0,1.0819361362902944,6.0,atlas,0.5662277678541221,0.01592939015281782,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Jaime Jaquez UNDER AST 4.5 (STANDARD) [id:10643928] | Bam Adebayo UNDER REB 9.5 (STANDARD) [id:10653980],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0819361362902944,"[""royce o'neale"", 'jaime jaquez', 'bam adebayo']",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Jaime Jaquez UNDER AST 4.5 (STANDARD) [id:10643928],Bam Adebayo UNDER REB 9.5 (STANDARD) [id:10653980],0,
3,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Miles Bridges UNDER PTS 15.5 (STANDARD) [id:10644026] | Jaime Jaquez UNDER AST 4.5 (STANDARD) [id:10643928],0.1788097160327223,6.0,1.0,6.0,1.0728582961963338,6.0,atlas,0.5645586886796715,0.01452682650510499,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Miles Bridges UNDER PTS 15.5 (STANDARD) [id:10644026] | Jaime Jaquez UNDER AST 4.5 (STANDARD) [id:10643928],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0728582961963338,"['ryan kalkbrenner', 'miles bridges', 'jaime jaquez']",1,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583],Miles Bridges UNDER PTS 15.5 (STANDARD) [id:10644026],Jaime Jaquez UNDER AST 4.5 (STANDARD) [id:10643928],0,
3,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476] | Donte DiVincenzo UNDER REB 4.5 (STANDARD) [id:10652148],0.17857393981578207,6.0,1.0,6.0,1.0714436388946924,6.0,atlas,0.5646511242396487,0.014792023201673103,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476] | Donte DiVincenzo UNDER REB 4.5 (STANDARD) [id:10652148],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0714436388946924,"['jaime jaquez', 'pelle larsson', 'donte divincenzo']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476],Donte DiVincenzo UNDER REB 4.5 (STANDARD) [id:10652148],0,
3,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476],0.17780809261766023,6.0,1.0,6.0,1.0668485557059615,6.0,atlas,0.5647193358409305,0.017463546917716077,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741] | Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0668485557059615,"['kon knueppel', 'tristan silva', 'pelle larsson']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Tristan Silva UNDER PRA 17.5 (STANDARD) [id:10648741],Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476],0,
3,Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jalen Green UNDER PRA 29.5 (STANDARD) [id:10649341],0.17753072021379257,6.0,1.0,6.0,1.0651843212827554,6.0,atlas,0.5649205545408741,0.016695460840211767,Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jalen Green UNDER PRA 29.5 (STANDARD) [id:10649341],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0651843212827554,"['jaden mcdaniels', 'tristan silva', 'jalen green']",1,Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Jalen Green UNDER PRA 29.5 (STANDARD) [id:10649341],0,
3,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334],0.17676177284463754,6.0,1.0,6.0,1.0605706370678252,6.0,atlas,0.5628355549293065,0.013247805699223838,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0605706370678252,"['davion mitchell', 'tristan silva', 'jalen green']",1,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],Jalen Green UNDER PTS 22 (STANDARD) [id:10649334],0,
3,James Harden OVER PTS 14.5 (GOBLIN) [id:10645152] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],0.17660008806161337,6.0,1.0,6.0,1.05960052836968,6.0,atlas,0.5633928428370697,0.03191272727566783,James Harden OVER PTS 14.5 (GOBLIN) [id:10645152] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],0.0,0.0,0.0,0.0,0.0,0,0.0,1.05960052836968,"['james harden', 'tristan silva', 'ayo dosunmu']",1,James Harden OVER PTS 14.5 (GOBLIN) [id:10645152],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],0,
3,Coby White OVER PTS 10.5 (GOBLIN) [id:10653645] | Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476] | Donte DiVincenzo UNDER REB 4.5 (STANDARD) [id:10652148],0.17442657704321507,6.0,1.0,6.0,1.0465594622592904,6.0,atlas,0.5607240496824336,0.014443610387654059,Coby White OVER PTS 10.5 (GOBLIN) [id:10653645] | Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476] | Donte DiVincenzo UNDER REB 4.5 (STANDARD) [id:10652148],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0465594622592904,"['coby white', 'pelle larsson', 'donte divincenzo']",1,Coby White OVER PTS 10.5 (GOBLIN) [id:10653645],Pelle Larsson UNDER AST 3.5 (STANDARD) [id:10650476],Donte DiVincenzo UNDER REB 4.5 (STANDARD) [id:10652148],0,
3,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155] | Miles Bridges UNDER REB 5.5 (STANDARD) [id:10644035] | Bam Adebayo UNDER REB 9.5 (STANDARD) [id:10653980],0.17283583958576937,6.0,1.0,6.0,1.037015037514616,6.0,atlas,0.5589402237499767,0.016384488078726233,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155] | Miles Bridges UNDER REB 5.5 (STANDARD) [id:10644035] | Bam Adebayo UNDER REB 9.5 (STANDARD) [id:10653980],0.0,0.0,0.0,0.0,0.0,0,0.0,1.037015037514616,"['collin gillespie', 'miles bridges', 'bam adebayo']",1,Collin Gillespie OVER REB 2.5 (GOBLIN) [id:10649155],Miles Bridges UNDER REB 5.5 (STANDARD) [id:10644035],Bam Adebayo UNDER REB 9.5 (STANDARD) [id:10653980],0,
