team,out_player,beneficiary_player,stat,games,weight,team_u,stat_u,out_canon,ben_canon
MEM,Ty Jerome,Javon Small,REB,15,0.0019773754362520696,MEM,REB,ty jerome,javon small
MEM,Ty Jerome,Jock Landale,AST,15,0.006046111886132027,MEM,AST,ty jerome,jock landale
MEM,Ty Jerome,Jock Landale,PTS,15,0.005219503490184526,MEM,PTS,ty jerome,jock landale
MEM,Ty Jerome,Jock Landale,REB,15,0.002425515416443769,MEM,REB,ty jerome,jock landale
MEM,Ty Jerome,John Konchar,AST,15,0.003406957027441429,MEM,AST,ty jerome,john konchar
MEM,Ty Jerome,John Konchar,PTS,15,0.0024399740067890642,MEM,PTS,ty jerome,john konchar
MEM,Ty Jerome,John Konchar,REB,15,0.0011985011206991436,MEM,REB,ty jerome,john konchar
MEM,Ty Jerome,Kyle Anderson,AST,4,0.005328926394162229,MEM,AST,ty jerome,kyle anderson
MEM,Ty Jerome,Kyle Anderson,PTS,4,0.004709230622229045,MEM,PTS,ty jerome,kyle anderson
MEM,Ty Jerome,Kyle Anderson,REB,4,0.002053448814783566,MEM,REB,ty jerome,kyle anderson
MEM,Ty Jerome,Olivier-Maxence Prosper,AST,15,0.004923367029277276,MEM,AST,ty jerome,olivier maxence prosper
MEM,Ty Jerome,Olivier-Maxence Prosper,PTS,15,0.00449228228529965,MEM,PTS,ty jerome,olivier maxence prosper
MEM,Ty Jerome,Olivier-Maxence Prosper,REB,15,0.0018797148261879015,MEM,REB,ty jerome,olivier maxence prosper
MEM,Ty Jerome,Rayan Rupert,AST,12,0.007974331631010774,MEM,AST,ty jerome,rayan rupert
MEM,Ty Jerome,Rayan Rupert,PTS,12,0.0068477569552362,MEM,PTS,ty jerome,rayan rupert
MEM,Ty Jerome,Rayan Rupert,REB,12,0.0031733627275483097,MEM,REB,ty jerome,rayan rupert
MEM,Ty Jerome,Scotty Pippen Jr.,AST,10,0.006869022900181135,MEM,AST,ty jerome,scotty pippen
MEM,Ty Jerome,Scotty Pippen Jr.,PTS,10,0.00463283738306821,MEM,PTS,ty jerome,scotty pippen
MEM,Ty Jerome,Scotty Pippen Jr.,REB,10,0.0017381843526658464,MEM,REB,ty jerome,scotty pippen
MEM,Ty Jerome,Taj Gibson,AST,7,0.001663738714436914,MEM,AST,ty jerome,taj gibson
MEM,Ty Jerome,Taj Gibson,PTS,7,0.0014442407313436086,MEM,PTS,ty jerome,taj gibson
MEM,Ty Jerome,Taj Gibson,REB,7,0.0006654660462416518,MEM,REB,ty jerome,taj gibson
MEM,Ty Jerome,Tyler Burton,AST,11,0.006837951240152686,MEM,AST,ty jerome,tyler burton
MEM,Ty Jerome,Tyler Burton,PTS,11,0.006087391539920347,MEM,PTS,ty jerome,tyler burton
MEM,Ty Jerome,Tyler Burton,REB,11,0.00263679070864489,MEM,REB,ty jerome,tyler burton
MEM,Ty Jerome,Vince Williams Jr.,AST,15,0.007596140397215553,MEM,AST,ty jerome,vince williams
MEM,Ty Jerome,Vince Williams Jr.,PTS,15,0.0048250346807092274,MEM,PTS,ty jerome,vince williams
MEM,Ty Jerome,Vince Williams Jr.,REB,15,0.0020559419777399827,MEM,REB,ty jerome,vince williams
MEM,Ty Jerome,Walter Clayton Jr.,AST,15,0.009321269226868803,MEM,AST,ty jerome,walter clayton
MEM,Ty Jerome,Walter Clayton Jr.,PTS,15,0.00555868147510611,MEM,PTS,ty jerome,walter clayton
MEM,Ty Jerome,Walter Clayton Jr.,REB,15,0.0021969337724976096,MEM,REB,ty jerome,walter clayton
MEM,Zach Edey,Cam Spencer,AST,11,0.002643614151716277,MEM,AST,zach edey,cam spencer
MEM,Zach Edey,Cam Spencer,PTS,11,0.006279385578137028,MEM,PTS,zach edey,cam spencer
MEM,Zach Edey,Cam Spencer,REB,11,0.010040162816337494,MEM,REB,zach edey,cam spencer
MEM,Zach Edey,Cedric Coward,AST,11,0.0021968147797084892,MEM,AST,zach edey,cedric coward
MEM,Zach Edey,Cedric Coward,PTS,11,0.006725010321408589,MEM,PTS,zach edey,cedric coward
MEM,Zach Edey,Cedric Coward,REB,11,0.012271767754177904,MEM,REB,zach edey,cedric coward
MEM,Zach Edey,Christian Koloko,AST,11,0.0011103587089374692,MEM,AST,zach edey,christian koloko
MEM,Zach Edey,Christian Koloko,PTS,11,0.0031651294263110113,MEM,PTS,zach edey,christian koloko
MEM,Zach Edey,Christian Koloko,REB,11,0.006773319708480679,MEM,REB,zach edey,christian koloko
MEM,Zach Edey,DeJon Jarreau,AST,10,0.001868894131257194,MEM,AST,zach edey,dejon jarreau
MEM,Zach Edey,DeJon Jarreau,PTS,10,0.004709723799664567,MEM,PTS,zach edey,dejon jarreau
MEM,Zach Edey,DeJon Jarreau,REB,10,0.009568141818695128,MEM,REB,zach edey,dejon jarreau
MEM,Zach Edey,GG Jackson,AST,11,0.0017003312272231,MEM,AST,zach edey,gg jackson
MEM,Zach Edey,GG Jackson,PTS,11,0.005837578569704792,MEM,PTS,zach edey,gg jackson
MEM,Zach Edey,GG Jackson,REB,11,0.010227708978132917,MEM,REB,zach edey,gg jackson
MEM,Zach Edey,Jahmai Mashack,AST,11,0.0014438562922218631,MEM,AST,zach edey,jahmai mashack
MEM,Zach Edey,Jahmai Mashack,PTS,11,0.004252099789840611,MEM,PTS,zach edey,jahmai mashack
MEM,Zach Edey,Jahmai Mashack,REB,11,0.007596760341940618,MEM,REB,zach edey,jahmai mashack
MEM,Zach Edey,Jaren Jackson Jr.,AST,11,0.002736166813471264,MEM,AST,zach edey,jaren jackson
MEM,Zach Edey,Jaren Jackson Jr.,PTS,11,0.009742457505538146,MEM,PTS,zach edey,jaren jackson
MEM,Zach Edey,Jaren Jackson Jr.,REB,11,0.015614362282213797,MEM,REB,zach edey,jaren jackson
MEM,Zach Edey,Javon Small,AST,11,0.001977618792397876,MEM,AST,zach edey,javon small
MEM,Zach Edey,Javon Small,PTS,11,0.005149806567360711,MEM,PTS,zach edey,javon small
MEM,Zach Edey,Javon Small,REB,11,0.009027604763180054,MEM,REB,zach edey,javon small
MEM,Zach Edey,Jock Landale,AST,11,0.0017300003824919858,MEM,AST,zach edey,jock landale
MEM,Zach Edey,Jock Landale,PTS,11,0.005659400290687645,MEM,PTS,zach edey,jock landale
MEM,Zach Edey,Jock Landale,REB,11,0.011073564546830504,MEM,REB,zach edey,jock landale
MEM,Zach Edey,John Konchar,AST,11,0.0009748474840709762,MEM,AST,zach edey,john konchar
MEM,Zach Edey,John Konchar,PTS,11,0.00264561363533146,MEM,PTS,zach edey,john konchar
MEM,Zach Edey,John Konchar,REB,11,0.005471694564188454,MEM,REB,zach edey,john konchar
MEM,Zach Edey,Kyle Anderson,AST,4,0.0015247889674880192,MEM,AST,zach edey,kyle anderson
MEM,Zach Edey,Kyle Anderson,PTS,4,0.005106121914177703,MEM,PTS,zach edey,kyle anderson
MEM,Zach Edey,Kyle Anderson,REB,4,0.00937491381830002,MEM,REB,zach edey,kyle anderson
MEM,Zach Edey,Olivier-Maxence Prosper,AST,11,0.0014087444963323534,MEM,AST,zach edey,olivier maxence prosper
MEM,Zach Edey,Olivier-Maxence Prosper,PTS,11,0.004870889294180162,MEM,PTS,zach edey,olivier maxence prosper
MEM,Zach Edey,Olivier-Maxence Prosper,REB,11,0.008581740324678976,MEM,REB,zach edey,olivier maxence prosper
MEM,Zach Edey,Rayan Rupert,AST,11,0.0022817303138914042,MEM,AST,zach edey,rayan rupert
MEM,Zach Edey,Rayan Rupert,PTS,11,0.007424882036366261,MEM,PTS,zach edey,rayan rupert
MEM,Zach Edey,Rayan Rupert,REB,11,0.01448782256990737,MEM,REB,zach edey,rayan rupert
MEM,Zach Edey,Scotty Pippen Jr.,AST,10,0.0019654635025720527,MEM,AST,zach edey,scotty pippen
MEM,Zach Edey,Scotty Pippen Jr.,PTS,10,0.00502329029605034,MEM,PTS,zach edey,scotty pippen
MEM,Zach Edey,Scotty Pippen Jr.,REB,10,0.007935590305072907,MEM,REB,zach edey,scotty pippen
MEM,Zach Edey,Taj Gibson,AST,7,0.00047605281982036646,MEM,AST,zach edey,taj gibson
MEM,Zach Edey,Taj Gibson,PTS,7,0.0015659605229040655,MEM,PTS,zach edey,taj gibson
MEM,Zach Edey,Taj Gibson,REB,7,0.003038150640817361,MEM,REB,zach edey,taj gibson
MEM,Zach Edey,Tyler Burton,AST,11,0.0019565728328745278,MEM,AST,zach edey,tyler burton
MEM,Zach Edey,Tyler Burton,PTS,11,0.00660043345412856,MEM,PTS,zach edey,tyler burton
MEM,Zach Edey,Tyler Burton,REB,11,0.012038130910531384,MEM,REB,zach edey,tyler burton
MEM,Zach Edey,Vince Williams Jr.,AST,11,0.002173516805533818,MEM,AST,zach edey,vince williams
MEM,Zach Edey,Vince Williams Jr.,PTS,11,0.005231685873174574,MEM,PTS,zach edey,vince williams
MEM,Zach Edey,Vince Williams Jr.,REB,11,0.009386296224174036,MEM,REB,zach edey,vince williams
MEM,Zach Edey,Walter Clayton Jr.,AST,11,0.0026671354469608097,MEM,AST,zach edey,walter clayton
MEM,Zach Edey,Walter Clayton Jr.,PTS,11,0.006027164004241978,MEM,PTS,zach edey,walter clayton
MEM,Zach Edey,Walter Clayton Jr.,REB,11,0.010029986933883552,MEM,REB,zach edey,walter clayton
MIA,Norman Powell,Andrew Wiggins,AST,47,0.015283431990924785,MIA,AST,norman powell,andrew wiggins
MIA,Norman Powell,Andrew Wiggins,PTS,47,0.03166360636452909,MIA,PTS,norman powell,andrew wiggins
MIA,Norman Powell,Andrew Wiggins,REB,47,0.012267845028610141,MIA,REB,norman powell,andrew wiggins
MIA,Norman Powell,Bam Adebayo,AST,47,0.017277537450739653,MIA,AST,norman powell,bam adebayo
MIA,Norman Powell,Bam Adebayo,PTS,47,0.037440310363975694,MIA,PTS,norman powell,bam adebayo
MIA,Norman Powell,Bam Adebayo,REB,47,0.016349565081066088,MIA,REB,norman powell,bam adebayo
MIA,Norman Powell,Davion Mitchell,AST,47,0.01750548457422321,MIA,AST,norman powell,davion mitchell
MIA,Norman Powell,Davion Mitchell,PTS,47,0.025664153372409383,MIA,PTS,norman powell,davion mitchell
MIA,Norman Powell,Davion Mitchell,REB,47,0.009889169630974066,MIA,REB,norman powell,davion mitchell
MIA,Norman Powell,Dru Smith,AST,47,0.00693720497261429,MIA,AST,norman powell,dru smith
MIA,Norman Powell,Dru Smith,PTS,47,0.011750055313234262,MIA,PTS,norman powell,dru smith
MIA,Norman Powell,Dru Smith,REB,47,0.0048783921618919595,MIA,REB,norman powell,dru smith
MIA,Norman Powell,Jahmir Young,AST,8,0.0013115418727471142,MIA,AST,norman powell,jahmir young
MIA,Norman Powell,Jahmir Young,PTS,8,0.0026485303498958723,MIA,PTS,norman powell,jahmir young
MIA,Norman Powell,Jahmir Young,REB,8,0.0009334349561722414,MIA,REB,norman powell,jahmir young
MIA,Norman Powell,Jaime Jaquez Jr.,AST,47,0.01580222322322785,MIA,AST,norman powell,jaime jaquez
MIA,Norman Powell,Jaime Jaquez Jr.,PTS,47,0.028186811979238637,MIA,PTS,norman powell,jaime jaquez
MIA,Norman Powell,Jaime Jaquez Jr.,REB,47,0.010684991851527251,MIA,REB,norman powell,jaime jaquez
MIA,Norman Powell,Kasparas Jakucionis,AST,47,0.0074231074012067345,MIA,AST,norman powell,kasparas jakucionis
MIA,Norman Powell,Kasparas Jakucionis,PTS,47,0.012922463415186667,MIA,PTS,norman powell,kasparas jakucionis
MIA,Norman Powell,Kasparas Jakucionis,REB,47,0.005271195131701471,MIA,REB,norman powell,kasparas jakucionis
MIA,Norman Powell,Kel'el Ware,AST,47,0.008228652398494195,MIA,AST,norman powell,kel el ware
MIA,Norman Powell,Kel'el Ware,PTS,47,0.019535234311014466,MIA,PTS,norman powell,kel el ware
MIA,Norman Powell,Kel'el Ware,REB,47,0.009920413095300621,MIA,REB,norman powell,kel el ware
MIA,Norman Powell,Keshad Johnson,AST,24,0.0019161142402061805,MIA,AST,norman powell,keshad johnson
MIA,Norman Powell,Keshad Johnson,PTS,24,0.004653404551162715,MIA,PTS,norman powell,keshad johnson
MIA,Norman Powell,Keshad Johnson,REB,24,0.001954880056808876,MIA,REB,norman powell,keshad johnson
MIA,Norman Powell,Myron Gardner,AST,39,0.0031345097296636214,MIA,AST,norman powell,myron gardner
MIA,Norman Powell,Myron Gardner,PTS,39,0.006122610109716819,MIA,PTS,norman powell,myron gardner
MIA,Norman Powell,Myron Gardner,REB,39,0.002840117680734683,MIA,REB,norman powell,myron gardner
MIA,Norman Powell,Nikola Jovic,AST,34,0.006285238327938685,MIA,AST,norman powell,nikola jovic
MIA,Norman Powell,Nikola Jovic,PTS,34,0.011659994974002077,MIA,PTS,norman powell,nikola jovic
MIA,Norman Powell,Nikola Jovic,REB,34,0.004865799351038768,MIA,REB,norman powell,nikola jovic
MIA,Norman Powell,Pelle Larsson,AST,47,0.014040019025392566,MIA,AST,norman powell,pelle larsson
MIA,Norman Powell,Pelle Larsson,PTS,47,0.025842679989446986,MIA,PTS,norman powell,pelle larsson
MIA,Norman Powell,Pelle Larsson,REB,47,0.009969082620952998,MIA,REB,norman powell,pelle larsson
MIA,Norman Powell,Simone Fontecchio,AST,47,0.006053367711637469,MIA,AST,norman powell,simone fontecchio
MIA,Norman Powell,Simone Fontecchio,PTS,47,0.012313308936982422,MIA,PTS,norman powell,simone fontecchio
MIA,Norman Powell,Simone Fontecchio,REB,47,0.004962419200541329,MIA,REB,norman powell,simone fontecchio
MIA,Norman Powell,Trevor Keels,AST,3,0.00024061883050386848,MIA,AST,norman powell,trevor keels
MIA,Norman Powell,Trevor Keels,PTS,3,0.00046834171945105043,MIA,PTS,norman powell,trevor keels
MIA,Norman Powell,Trevor Keels,REB,3,0.0003230109506482121,MIA,REB,norman powell,trevor keels
MIA,Norman Powell,Tyler Herro,AST,29,0.01735044538299346,MIA,AST,norman powell,tyler herro
MIA,Norman Powell,Tyler Herro,PTS,29,0.036635217485501415,MIA,PTS,norman powell,tyler herro
MIA,Norman Powell,Tyler Herro,REB,29,0.012772898792045989,MIA,REB,norman powell,tyler herro
MIA,Norman Powell,Vladislav Goldin,AST,5,0.0006677422919073413,MIA,AST,norman powell,vladisla v goldin
MIA,Norman Powell,Vladislav Goldin,PTS,5,0.0011314344020488386,MIA,PTS,norman powell,vladisla v goldin
MIA,Norman Powell,Vladislav Goldin,REB,5,0.0005671545274913273,MIA,REB,norman powell,vladisla v goldin
UTA,Blake Hinson,Ace Bailey,AST,11,0.0034371775972530856,UTA,AST,blake hinson,ace bailey
UTA,Blake Hinson,Ace Bailey,PTS,11,0.012260384082734017,UTA,PTS,blake hinson,ace bailey
UTA,Blake Hinson,Ace Bailey,REB,11,0.005630867735682946,UTA,REB,blake hinson,ace bailey
UTA,Blake Hinson,Andersson Garcia,AST,5,0.004682999675692873,UTA,AST,blake hinson,andersson garcia
UTA,Blake Hinson,Andersson Garcia,PTS,5,0.013028869511009884,UTA,PTS,blake hinson,andersson garcia
UTA,Blake Hinson,Andersson Garcia,REB,5,0.00844522202117942,UTA,REB,blake hinson,andersson garcia
UTA,Blake Hinson,Bez Mbeng,AST,10,0.004242347501080668,UTA,AST,blake hinson,bez mbeng
UTA,Blake Hinson,Bez Mbeng,PTS,10,0.011225136792562831,UTA,PTS,blake hinson,bez mbeng
UTA,Blake Hinson,Bez Mbeng,REB,10,0.0060535674397561206,UTA,REB,blake hinson,bez mbeng
UTA,Blake Hinson,Brice Sensabaugh,AST,11,0.0027699622950965136,UTA,AST,blake hinson,brice sensabaugh
UTA,Blake Hinson,Brice Sensabaugh,PTS,11,0.010194197012859828,UTA,PTS,blake hinson,brice sensabaugh
UTA,Blake Hinson,Brice Sensabaugh,REB,11,0.004326398155485734,UTA,REB,blake hinson,brice sensabaugh
UTA,Blake Hinson,Cody Williams,AST,11,0.0027306178728426266,UTA,AST,blake hinson,cody williams
UTA,Blake Hinson,Cody Williams,PTS,11,0.00879120688351003,UTA,PTS,blake hinson,cody williams
UTA,Blake Hinson,Cody Williams,REB,11,0.004219103033534458,UTA,REB,blake hinson,cody williams
UTA,Blake Hinson,Elijah Harkless,AST,11,0.0029611246780819633,UTA,AST,blake hinson,elijah harkless
UTA,Blake Hinson,Elijah Harkless,PTS,11,0.008011734082311364,UTA,PTS,blake hinson,elijah harkless
UTA,Blake Hinson,Elijah Harkless,REB,11,0.003739367033520773,UTA,REB,blake hinson,elijah harkless
UTA,Blake Hinson,Jaren Jackson Jr.,AST,3,0.0028702165529061645,UTA,AST,blake hinson,jaren jackson
UTA,Blake Hinson,Jaren Jackson Jr.,PTS,3,0.011281672985975702,UTA,PTS,blake hinson,jaren jackson
UTA,Blake Hinson,Jaren Jackson Jr.,REB,3,0.004249557976722035,UTA,REB,blake hinson,jaren jackson
UTA,Blake Hinson,John Konchar,AST,11,0.0028912791005008503,UTA,AST,blake hinson,john konchar
UTA,Blake Hinson,John Konchar,PTS,11,0.008216694333452373,UTA,PTS,blake hinson,john konchar
UTA,Blake Hinson,John Konchar,REB,11,0.004778884969186903,UTA,REB,blake hinson,john konchar
UTA,Blake Hinson,Kennedy Chandler,AST,6,0.0054709311562939,UTA,AST,blake hinson,kennedy chandler
UTA,Blake Hinson,Kennedy Chandler,PTS,6,0.014159706226142477,UTA,PTS,blake hinson,kennedy chandler
UTA,Blake Hinson,Kennedy Chandler,REB,6,0.0063419066838977375,UTA,REB,blake hinson,kennedy chandler
UTA,Blake Hinson,Kevin Love,AST,11,0.0017182077181758086,UTA,AST,blake hinson,kevin love
UTA,Blake Hinson,Kevin Love,PTS,11,0.0053360069770623,UTA,PTS,blake hinson,kevin love
UTA,Blake Hinson,Kevin Love,REB,11,0.003357099781217404,UTA,REB,blake hinson,kevin love
UTA,Blake Hinson,Kyle Anderson,AST,11,0.002477357924819506,UTA,AST,blake hinson,kyle anderson
UTA,Blake Hinson,Kyle Anderson,PTS,11,0.00694203054928105,UTA,PTS,blake hinson,kyle anderson
UTA,Blake Hinson,Kyle Anderson,REB,11,0.0036604452783319083,UTA,REB,blake hinson,kyle anderson
UTA,Blake Hinson,Kyle Filipowski,AST,11,0.0028049558475740995,UTA,AST,blake hinson,kyle filipowski
UTA,Blake Hinson,Kyle Filipowski,PTS,11,0.009012018776518065,UTA,PTS,blake hinson,kyle filipowski
UTA,Blake Hinson,Kyle Filipowski,REB,11,0.005227969305014421,UTA,REB,blake hinson,kyle filipowski
UTA,Blake Hinson,Oscar Tshiebwe,AST,11,0.0012990901874577827,UTA,AST,blake hinson,oscar tshiebwe
UTA,Blake Hinson,Oscar Tshiebwe,PTS,11,0.004273873696360318,UTA,PTS,blake hinson,oscar tshiebwe
UTA,Blake Hinson,Oscar Tshiebwe,REB,11,0.0027689951192027312,UTA,REB,blake hinson,oscar tshiebwe
UTA,Blake Hinson,Svi Mykhailiuk,AST,11,0.0024131350216603695,UTA,AST,blake hinson,svi mykhailiuk
UTA,Blake Hinson,Svi Mykhailiuk,PTS,11,0.007776772457433329,UTA,PTS,blake hinson,svi mykhailiuk
UTA,Blake Hinson,Svi Mykhailiuk,REB,11,0.0035573231102366976,UTA,REB,blake hinson,svi mykhailiuk
UTA,Blake Hinson,Taylor Hendricks,AST,11,0.0012256079028677058,UTA,AST,blake hinson,taylor hendricks
UTA,Blake Hinson,Taylor Hendricks,PTS,11,0.004117427681273301,UTA,PTS,blake hinson,taylor hendricks
UTA,Blake Hinson,Taylor Hendricks,REB,11,0.0021780062916882063,UTA,REB,blake hinson,taylor hendricks
UTA,Blake Hinson,Vince Williams Jr.,AST,6,0.0015319653821723631,UTA,AST,blake hinson,vince williams
UTA,Blake Hinson,Vince Williams Jr.,PTS,6,0.003839046800363516,UTA,PTS,blake hinson,vince williams
UTA,Blake Hinson,Vince Williams Jr.,REB,6,0.0021179110617234845,UTA,REB,blake hinson,vince williams
UTA,Blake Hinson,Walter Clayton Jr.,AST,11,0.002207190390188549,UTA,AST,blake hinson,walter clayton
UTA,Blake Hinson,Walter Clayton Jr.,PTS,11,0.005924446750638725,UTA,PTS,blake hinson,walter clayton
UTA,Blake Hinson,Walter Clayton Jr.,REB,11,0.002689739405019092,UTA,REB,blake hinson,walter clayton
UTA,Isaiah Collier,Ace Bailey,AST,57,0.01466340673714004,UTA,AST,isaiah collier,ace bailey
UTA,Isaiah Collier,Ace Bailey,PTS,57,0.007044382788102485,UTA,PTS,isaiah collier,ace bailey
UTA,Isaiah Collier,Ace Bailey,REB,57,0.003776682740042848,UTA,REB,isaiah collier,ace bailey
UTA,Isaiah Collier,Andersson Garcia,AST,5,0.0199782312818104,UTA,AST,isaiah collier,andersson garcia
UTA,Isaiah Collier,Andersson Garcia,PTS,5,0.007485927317810799,UTA,PTS,isaiah collier,andersson garcia
UTA,Isaiah Collier,Andersson Garcia,REB,5,0.00566430002272992,UTA,REB,isaiah collier,andersson garcia
UTA,Isaiah Collier,Bez Mbeng,AST,10,0.01809835691305277,UTA,AST,isaiah collier,bez mbeng
UTA,Isaiah Collier,Bez Mbeng,PTS,10,0.006449566333487354,UTA,PTS,isaiah collier,bez mbeng
UTA,Isaiah Collier,Bez Mbeng,REB,10,0.004060191916875032,UTA,REB,isaiah collier,bez mbeng
UTA,Isaiah Collier,Brice Sensabaugh,AST,57,0.011816987231617697,UTA,AST,isaiah collier,brice sensabaugh
UTA,Isaiah Collier,Brice Sensabaugh,PTS,57,0.005857224821940635,UTA,PTS,isaiah collier,brice sensabaugh
UTA,Isaiah Collier,Brice Sensabaugh,REB,57,0.0029017611507428593,UTA,REB,isaiah collier,brice sensabaugh
UTA,Isaiah Collier,Cody Williams,AST,56,0.011649139266238314,UTA,AST,isaiah collier,cody williams
UTA,Isaiah Collier,Cody Williams,PTS,56,0.005051116346677804,UTA,PTS,isaiah collier,cody williams
UTA,Isaiah Collier,Cody Williams,REB,56,0.0028297971739304952,UTA,REB,isaiah collier,cody williams
UTA,Isaiah Collier,Elijah Harkless,AST,21,0.012632508599148065,UTA,AST,isaiah collier,elijah harkless
UTA,Isaiah Collier,Elijah Harkless,PTS,21,0.004603258861340895,UTA,PTS,isaiah collier,elijah harkless
UTA,Isaiah Collier,Elijah Harkless,REB,21,0.002508033148192971,UTA,REB,isaiah collier,elijah harkless
UTA,Isaiah Collier,Jaren Jackson Jr.,AST,3,0.012244683769779663,UTA,AST,isaiah collier,jaren jackson
UTA,Isaiah Collier,Jaren Jackson Jr.,PTS,3,0.0064820500293565,UTA,PTS,isaiah collier,jaren jackson
UTA,Isaiah Collier,Jaren Jackson Jr.,REB,3,0.0028502236274869567,UTA,REB,isaiah collier,jaren jackson
UTA,Isaiah Collier,John Konchar,AST,20,0.012334539092515407,UTA,AST,isaiah collier,john konchar
UTA,Isaiah Collier,John Konchar,PTS,20,0.004721021767921953,UTA,PTS,isaiah collier,john konchar
UTA,Isaiah Collier,John Konchar,REB,20,0.0032052488580766427,UTA,REB,isaiah collier,john konchar
UTA,Isaiah Collier,Kennedy Chandler,AST,6,0.023339640302479953,UTA,AST,isaiah collier,kennedy chandler
UTA,Isaiah Collier,Kennedy Chandler,PTS,6,0.008135666073014462,UTA,PTS,isaiah collier,kennedy chandler
UTA,Isaiah Collier,Kennedy Chandler,REB,6,0.004253584107518375,UTA,REB,isaiah collier,kennedy chandler
UTA,Isaiah Collier,Kevin Love,AST,32,0.007330077634231139,UTA,AST,isaiah collier,kevin love
UTA,Isaiah Collier,Kevin Love,PTS,32,0.0030658807630136063,UTA,PTS,isaiah collier,kevin love
UTA,Isaiah Collier,Kevin Love,REB,32,0.0022516424457957257,UTA,REB,isaiah collier,kevin love
UTA,Isaiah Collier,Kyle Anderson,AST,17,0.01056870233127812,UTA,AST,isaiah collier,kyle anderson
UTA,Isaiah Collier,Kyle Anderson,PTS,17,0.003988645069015819,UTA,PTS,isaiah collier,kyle anderson
UTA,Isaiah Collier,Kyle Anderson,REB,17,0.0024550994895408875,UTA,REB,isaiah collier,kyle anderson
UTA,Isaiah Collier,Kyle Filipowski,AST,57,0.011966273871204308,UTA,AST,isaiah collier,kyle filipowski
UTA,Isaiah Collier,Kyle Filipowski,PTS,57,0.005177987045672028,UTA,PTS,isaiah collier,kyle filipowski
UTA,Isaiah Collier,Kyle Filipowski,REB,57,0.0035064544873965233,UTA,REB,isaiah collier,kyle filipowski
UTA,Isaiah Collier,Oscar Tshiebwe,AST,21,0.005542072606939068,UTA,AST,isaiah collier,oscar tshiebwe
UTA,Isaiah Collier,Oscar Tshiebwe,PTS,21,0.002455616569758463,UTA,PTS,isaiah collier,oscar tshiebwe
UTA,Isaiah Collier,Oscar Tshiebwe,REB,21,0.0018571944085430518,UTA,REB,isaiah collier,oscar tshiebwe
UTA,Isaiah Collier,Svi Mykhailiuk,AST,39,0.010294719819692167,UTA,AST,isaiah collier,svi mykhailiuk
UTA,Isaiah Collier,Svi Mykhailiuk,PTS,39,0.004468258227185695,UTA,PTS,isaiah collier,svi mykhailiuk
UTA,Isaiah Collier,Svi Mykhailiuk,REB,39,0.002385934357159432,UTA,REB,isaiah collier,svi mykhailiuk
UTA,Isaiah Collier,Taylor Hendricks,AST,24,0.005228588477466186,UTA,AST,isaiah collier,taylor hendricks
UTA,Isaiah Collier,Taylor Hendricks,PTS,24,0.002365728226252307,UTA,PTS,isaiah collier,taylor hendricks
UTA,Isaiah Collier,Taylor Hendricks,REB,24,0.0014608119308854484,UTA,REB,isaiah collier,taylor hendricks
UTA,Isaiah Collier,Vince Williams Jr.,AST,6,0.006535545769867734,UTA,AST,isaiah collier,vince williams
UTA,Isaiah Collier,Vince Williams Jr.,PTS,6,0.002205780424227136,UTA,PTS,isaiah collier,vince williams
UTA,Isaiah Collier,Vince Williams Jr.,REB,6,0.001420505422471405,UTA,REB,isaiah collier,vince williams
UTA,Isaiah Collier,Walter Clayton Jr.,AST,35,0.009416135629275265,UTA,AST,isaiah collier,walter clayton
UTA,Isaiah Collier,Walter Clayton Jr.,PTS,35,0.0034039774315065825,UTA,PTS,isaiah collier,walter clayton
UTA,Isaiah Collier,Walter Clayton Jr.,REB,35,0.0018040367600494994,UTA,REB,isaiah collier,walter clayton
UTA,Jusuf Nurkic,Ace Bailey,AST,31,0.007985123567227161,UTA,AST,jusuf nurkic,ace bailey
UTA,Jusuf Nurkic,Ace Bailey,PTS,31,0.005785352519503187,UTA,PTS,jusuf nurkic,ace bailey
UTA,Jusuf Nurkic,Ace Bailey,REB,31,0.011827032181777965,UTA,REB,jusuf nurkic,ace bailey
UTA,Jusuf Nurkic,Andersson Garcia,AST,5,0.010879371233414595,UTA,AST,jusuf nurkic,andersson garcia
UTA,Jusuf Nurkic,Andersson Garcia,PTS,5,0.006147980564324263,UTA,PTS,jusuf nurkic,andersson garcia
UTA,Jusuf Nurkic,Andersson Garcia,REB,5,0.017738280726040646,UTA,REB,jusuf nurkic,andersson garcia
UTA,Jusuf Nurkic,Bez Mbeng,AST,10,0.009855664437682581,UTA,AST,jusuf nurkic,bez mbeng
UTA,Jusuf Nurkic,Bez Mbeng,PTS,10,0.005296846574005505,UTA,PTS,jusuf nurkic,bez mbeng
UTA,Jusuf Nurkic,Bez Mbeng,REB,10,0.012714867456547584,UTA,REB,jusuf nurkic,bez mbeng
UTA,Jusuf Nurkic,Brice Sensabaugh,AST,31,0.006435073712973809,UTA,AST,jusuf nurkic,brice sensabaugh
UTA,Jusuf Nurkic,Brice Sensabaugh,PTS,31,0.004810373229311493,UTA,PTS,jusuf nurkic,brice sensabaugh
UTA,Jusuf Nurkic,Brice Sensabaugh,REB,31,0.009087134100461797,UTA,REB,jusuf nurkic,brice sensabaugh
UTA,Jusuf Nurkic,Cody Williams,AST,31,0.006343670209811933,UTA,AST,jusuf nurkic,cody williams
