team,out_player,beneficiary_player,stat,games,weight,team_u,stat_u,out_canon,ben_canon
MEM,Jaylen Wells,Christian Koloko,AST,11,0.002389136690290928,MEM,AST,jaylen wells,christian koloko
MEM,Jaylen Wells,Christian Koloko,PTS,11,0.004733468201075637,MEM,PTS,jaylen wells,christian koloko
MEM,Jaylen Wells,Christian Koloko,REB,11,0.0034760018247478154,MEM,REB,jaylen wells,christian koloko
MEM,Jaylen Wells,DeJon Jarreau,AST,10,0.004021262231129494,MEM,AST,jaylen wells,dejon jarreau
MEM,Jaylen Wells,DeJon Jarreau,PTS,10,0.007043417452772048,MEM,PTS,jaylen wells,dejon jarreau
MEM,Jaylen Wells,DeJon Jarreau,REB,10,0.004910277360684402,MEM,REB,jaylen wells,dejon jarreau
MEM,Jaylen Wells,GG Jackson,AST,47,0.0036585687921459643,MEM,AST,jaylen wells,gg jackson
MEM,Jaylen Wells,GG Jackson,PTS,47,0.00873013037042962,MEM,PTS,jaylen wells,gg jackson
MEM,Jaylen Wells,GG Jackson,REB,47,0.0052487608146514295,MEM,REB,jaylen wells,gg jackson
MEM,Jaylen Wells,Jahmai Mashack,AST,25,0.0031067167893478816,MEM,AST,jaylen wells,jahmai mashack
MEM,Jaylen Wells,Jahmai Mashack,PTS,25,0.006359038267344838,MEM,PTS,jaylen wells,jahmai mashack
MEM,Jaylen Wells,Jahmai Mashack,REB,25,0.003898583552418881,MEM,REB,jaylen wells,jahmai mashack
MEM,Jaylen Wells,Jaren Jackson Jr.,AST,34,0.005887355565550621,MEM,AST,jaylen wells,jaren jackson
MEM,Jaylen Wells,Jaren Jackson Jr.,PTS,34,0.01456989796987344,MEM,PTS,jaylen wells,jaren jackson
MEM,Jaylen Wells,Jaren Jackson Jr.,REB,34,0.008013138921715414,MEM,REB,jaylen wells,jaren jackson
MEM,Jaylen Wells,Javon Small,AST,30,0.004255202916225053,MEM,AST,jaylen wells,javon small
MEM,Jaylen Wells,Javon Small,PTS,30,0.0077015636155844,MEM,PTS,jaylen wells,javon small
MEM,Jaylen Wells,Javon Small,REB,30,0.004632878998849851,MEM,REB,jaylen wells,javon small
MEM,Jaylen Wells,Jock Landale,AST,34,0.003722407321850175,MEM,AST,jaylen wells,jock landale
MEM,Jaylen Wells,Jock Landale,PTS,34,0.008463663789050974,MEM,PTS,jaylen wells,jock landale
MEM,Jaylen Wells,Jock Landale,REB,34,0.005682845669170341,MEM,REB,jaylen wells,jock landale
MEM,Jaylen Wells,John Konchar,AST,21,0.002097559890227269,MEM,AST,jaylen wells,john konchar
MEM,Jaylen Wells,John Konchar,PTS,21,0.003956529521691369,MEM,PTS,jaylen wells,john konchar
MEM,Jaylen Wells,John Konchar,REB,21,0.0028080204549872124,MEM,REB,jaylen wells,john konchar
MEM,Jaylen Wells,Kyle Anderson,AST,4,0.003280858012688945,MEM,AST,jaylen wells,kyle anderson
MEM,Jaylen Wells,Kyle Anderson,PTS,4,0.007636232980129853,MEM,PTS,jaylen wells,kyle anderson
MEM,Jaylen Wells,Kyle Anderson,REB,4,0.0048111146294279985,MEM,REB,jaylen wells,kyle anderson
MEM,Jaylen Wells,Olivier-Maxence Prosper,AST,42,0.0030311674383621022,MEM,AST,jaylen wells,olivier maxence prosper
MEM,Jaylen Wells,Olivier-Maxence Prosper,PTS,42,0.0072844413227783145,MEM,PTS,jaylen wells,olivier maxence prosper
MEM,Jaylen Wells,Olivier-Maxence Prosper,REB,42,0.004404065703667665,MEM,REB,jaylen wells,olivier maxence prosper
MEM,Jaylen Wells,Rayan Rupert,AST,12,0.004909553612168758,MEM,AST,jaylen wells,rayan rupert
MEM,Jaylen Wells,Rayan Rupert,PTS,12,0.011103951302503221,MEM,PTS,jaylen wells,rayan rupert
MEM,Jaylen Wells,Rayan Rupert,REB,12,0.0074350096934840786,MEM,REB,jaylen wells,rayan rupert
MEM,Jaylen Wells,Scotty Pippen Jr.,AST,10,0.004229048621518089,MEM,AST,jaylen wells,scotty pippen
MEM,Jaylen Wells,Scotty Pippen Jr.,PTS,10,0.007512357846560201,MEM,PTS,jaylen wells,scotty pippen
MEM,Jaylen Wells,Scotty Pippen Jr.,REB,10,0.004072467795421971,MEM,REB,jaylen wells,scotty pippen
MEM,Jaylen Wells,Taj Gibson,AST,7,0.001024313358552083,MEM,AST,jaylen wells,taj gibson
MEM,Jaylen Wells,Taj Gibson,PTS,7,0.002341902444079648,MEM,PTS,jaylen wells,taj gibson
MEM,Jaylen Wells,Taj Gibson,REB,7,0.001559149372222493,MEM,REB,jaylen wells,taj gibson
MEM,Jaylen Wells,Tyler Burton,AST,11,0.004209918744835318,MEM,AST,jaylen wells,tyler burton
MEM,Jaylen Wells,Tyler Burton,PTS,11,0.009870983982113907,MEM,PTS,jaylen wells,tyler burton
MEM,Jaylen Wells,Tyler Burton,REB,11,0.00617785174958858,MEM,REB,jaylen wells,tyler burton
MEM,Jaylen Wells,Vince Williams Jr.,AST,28,0.0046767127643227374,MEM,AST,jaylen wells,vince williams
MEM,Jaylen Wells,Vince Williams Jr.,PTS,28,0.007824014560930983,MEM,PTS,jaylen wells,vince williams
MEM,Jaylen Wells,Vince Williams Jr.,REB,28,0.00481695596946375,MEM,REB,jaylen wells,vince williams
MEM,Jaylen Wells,Walter Clayton Jr.,AST,20,0.00573882215091305,MEM,AST,jaylen wells,walter clayton
MEM,Jaylen Wells,Walter Clayton Jr.,PTS,20,0.009013656414675714,MEM,PTS,jaylen wells,walter clayton
MEM,Jaylen Wells,Walter Clayton Jr.,REB,20,0.005147291783779738,MEM,REB,jaylen wells,walter clayton
MEM,Kentavious Caldwell-Pope,Cam Spencer,AST,40,0.007949288254058197,MEM,AST,kentavious caldwell pope,cam spencer
MEM,Kentavious Caldwell-Pope,Cam Spencer,PTS,40,0.005307166179896198,MEM,PTS,kentavious caldwell pope,cam spencer
MEM,Kentavious Caldwell-Pope,Cam Spencer,REB,40,0.0035404128357248528,MEM,REB,kentavious caldwell pope,cam spencer
MEM,Kentavious Caldwell-Pope,Cedric Coward,AST,40,0.006605772598599839,MEM,AST,kentavious caldwell pope,cedric coward
MEM,Kentavious Caldwell-Pope,Cedric Coward,PTS,40,0.005683796112393098,MEM,PTS,kentavious caldwell pope,cedric coward
MEM,Kentavious Caldwell-Pope,Cedric Coward,REB,40,0.004327332620864278,MEM,REB,kentavious caldwell pope,cedric coward
MEM,Kentavious Caldwell-Pope,Christian Koloko,AST,11,0.00333882364679335,MEM,AST,kentavious caldwell pope,christian koloko
MEM,Kentavious Caldwell-Pope,Christian Koloko,PTS,11,0.0026750814450377572,MEM,PTS,kentavious caldwell pope,christian koloko
MEM,Kentavious Caldwell-Pope,Christian Koloko,REB,11,0.0023884421473078063,MEM,REB,kentavious caldwell pope,christian koloko
MEM,Kentavious Caldwell-Pope,DeJon Jarreau,AST,10,0.005619722589257631,MEM,AST,kentavious caldwell pope,dejon jarreau
MEM,Kentavious Caldwell-Pope,DeJon Jarreau,PTS,10,0.003980530667404505,MEM,PTS,kentavious caldwell pope,dejon jarreau
MEM,Kentavious Caldwell-Pope,DeJon Jarreau,REB,10,0.00337396641156275,MEM,REB,kentavious caldwell pope,dejon jarreau
MEM,Kentavious Caldwell-Pope,GG Jackson,AST,40,0.0051128577306933645,MEM,AST,kentavious caldwell pope,gg jackson
MEM,Kentavious Caldwell-Pope,GG Jackson,PTS,40,0.004933762893218537,MEM,PTS,kentavious caldwell pope,gg jackson
MEM,Kentavious Caldwell-Pope,GG Jackson,REB,40,0.0036065463089222185,MEM,REB,kentavious caldwell pope,gg jackson
MEM,Kentavious Caldwell-Pope,Jahmai Mashack,AST,25,0.00434164337365792,MEM,AST,kentavious caldwell pope,jahmai mashack
MEM,Kentavious Caldwell-Pope,Jahmai Mashack,PTS,25,0.0035937592806461957,MEM,PTS,kentavious caldwell pope,jahmai mashack
MEM,Kentavious Caldwell-Pope,Jahmai Mashack,REB,25,0.002678807935342152,MEM,REB,kentavious caldwell pope,jahmai mashack
MEM,Kentavious Caldwell-Pope,Jaren Jackson Jr.,AST,34,0.00822759202486117,MEM,AST,kentavious caldwell pope,jaren jackson
MEM,Kentavious Caldwell-Pope,Jaren Jackson Jr.,PTS,34,0.008234060536509966,MEM,PTS,kentavious caldwell pope,jaren jackson
MEM,Kentavious Caldwell-Pope,Jaren Jackson Jr.,REB,34,0.0055060151570105265,MEM,REB,kentavious caldwell pope,jaren jackson
MEM,Kentavious Caldwell-Pope,Javon Small,AST,30,0.005946655198228186,MEM,AST,kentavious caldwell pope,javon small
MEM,Kentavious Caldwell-Pope,Javon Small,PTS,30,0.004352476672632139,MEM,PTS,kentavious caldwell pope,javon small
MEM,Kentavious Caldwell-Pope,Javon Small,REB,30,0.003183359509609283,MEM,REB,kentavious caldwell pope,javon small
MEM,Kentavious Caldwell-Pope,Jock Landale,AST,34,0.005202072212819535,MEM,AST,kentavious caldwell pope,jock landale
MEM,Kentavious Caldwell-Pope,Jock Landale,PTS,34,0.004783171450055006,MEM,PTS,kentavious caldwell pope,jock landale
MEM,Kentavious Caldwell-Pope,Jock Landale,REB,34,0.0039048161644382367,MEM,REB,kentavious caldwell pope,jock landale
MEM,Kentavious Caldwell-Pope,John Konchar,AST,21,0.0029313444435878047,MEM,AST,kentavious caldwell pope,john konchar
MEM,Kentavious Caldwell-Pope,John Konchar,PTS,21,0.0022360008054592125,MEM,PTS,kentavious caldwell pope,john konchar
MEM,Kentavious Caldwell-Pope,John Konchar,REB,21,0.0019294565260133255,MEM,REB,kentavious caldwell pope,john konchar
MEM,Kentavious Caldwell-Pope,Kyle Anderson,AST,4,0.004585006106621459,MEM,AST,kentavious caldwell pope,kyle anderson
MEM,Kentavious Caldwell-Pope,Kyle Anderson,PTS,4,0.004315555589977085,MEM,PTS,kentavious caldwell pope,kyle anderson
MEM,Kentavious Caldwell-Pope,Kyle Anderson,REB,4,0.0033058293797900086,MEM,REB,kentavious caldwell pope,kyle anderson
MEM,Kentavious Caldwell-Pope,Olivier-Maxence Prosper,AST,40,0.0042360629936837235,MEM,AST,kentavious caldwell pope,olivier maxence prosper
MEM,Kentavious Caldwell-Pope,Olivier-Maxence Prosper,PTS,40,0.004116743367073311,MEM,PTS,kentavious caldwell pope,olivier maxence prosper
MEM,Kentavious Caldwell-Pope,Olivier-Maxence Prosper,REB,40,0.0030261365432153672,MEM,REB,kentavious caldwell pope,olivier maxence prosper
MEM,Kentavious Caldwell-Pope,Rayan Rupert,AST,12,0.006861111698683371,MEM,AST,kentavious caldwell pope,rayan rupert
MEM,Kentavious Caldwell-Pope,Rayan Rupert,PTS,12,0.006275308681524309,MEM,PTS,kentavious caldwell pope,rayan rupert
MEM,Kentavious Caldwell-Pope,Rayan Rupert,REB,12,0.0051087690435397915,MEM,REB,kentavious caldwell pope,rayan rupert
MEM,Kentavious Caldwell-Pope,Scotty Pippen Jr.,AST,10,0.005910104515302554,MEM,AST,kentavious caldwell pope,scotty pippen
MEM,Kentavious Caldwell-Pope,Scotty Pippen Jr.,PTS,10,0.004245548555549677,MEM,PTS,kentavious caldwell pope,scotty pippen
MEM,Kentavious Caldwell-Pope,Scotty Pippen Jr.,REB,10,0.0027982878653538177,MEM,REB,kentavious caldwell pope,scotty pippen
MEM,Kentavious Caldwell-Pope,Taj Gibson,AST,7,0.0014314801146197928,MEM,AST,kentavious caldwell pope,taj gibson
MEM,Kentavious Caldwell-Pope,Taj Gibson,PTS,7,0.0013235073117893613,MEM,PTS,kentavious caldwell pope,taj gibson
MEM,Kentavious Caldwell-Pope,Taj Gibson,REB,7,0.0010713279976010603,MEM,REB,kentavious caldwell pope,taj gibson
MEM,Kentavious Caldwell-Pope,Tyler Burton,AST,11,0.005883370471625507,MEM,AST,kentavious caldwell pope,tyler burton
MEM,Kentavious Caldwell-Pope,Tyler Burton,PTS,11,0.005578507126934406,MEM,PTS,kentavious caldwell pope,tyler burton
MEM,Kentavious Caldwell-Pope,Tyler Burton,REB,11,0.004244946419039105,MEM,REB,kentavious caldwell pope,tyler burton
MEM,Kentavious Caldwell-Pope,Vince Williams Jr.,AST,28,0.006535716114627007,MEM,AST,kentavious caldwell pope,vince williams
MEM,Kentavious Caldwell-Pope,Vince Williams Jr.,PTS,28,0.004421678838551314,MEM,PTS,kentavious caldwell pope,vince williams
MEM,Kentavious Caldwell-Pope,Vince Williams Jr.,REB,28,0.003309843101140445,MEM,REB,kentavious caldwell pope,vince williams
MEM,Kentavious Caldwell-Pope,Walter Clayton Jr.,AST,20,0.008020016259461788,MEM,AST,kentavious caldwell pope,walter clayton
MEM,Kentavious Caldwell-Pope,Walter Clayton Jr.,PTS,20,0.00509399535447714,MEM,PTS,kentavious caldwell pope,walter clayton
MEM,Kentavious Caldwell-Pope,Walter Clayton Jr.,REB,20,0.0035368245647462047,MEM,REB,kentavious caldwell pope,walter clayton
MEM,Santi Aldama,Cam Spencer,AST,32,0.006892162786090723,MEM,AST,santi aldama,cam spencer
MEM,Santi Aldama,Cam Spencer,PTS,32,0.006707512024031801,MEM,PTS,santi aldama,cam spencer
MEM,Santi Aldama,Cam Spencer,REB,32,0.006642243913150884,MEM,REB,santi aldama,cam spencer
MEM,Santi Aldama,Cedric Coward,AST,32,0.0057273127634043285,MEM,AST,santi aldama,cedric coward
MEM,Santi Aldama,Cedric Coward,PTS,32,0.007183519315908735,MEM,PTS,santi aldama,cedric coward
MEM,Santi Aldama,Cedric Coward,REB,32,0.00811860087927577,MEM,REB,santi aldama,cedric coward
MEM,Santi Aldama,Christian Koloko,AST,11,0.0028948146490978123,MEM,AST,santi aldama,christian koloko
MEM,Santi Aldama,Christian Koloko,PTS,11,0.003380926910829476,MEM,PTS,santi aldama,christian koloko
MEM,Santi Aldama,Christian Koloko,REB,11,0.004481007173735498,MEM,REB,santi aldama,christian koloko
MEM,Santi Aldama,DeJon Jarreau,AST,10,0.004872391295920326,MEM,AST,santi aldama,dejon jarreau
MEM,Santi Aldama,DeJon Jarreau,PTS,10,0.005030831221148093,MEM,PTS,santi aldama,dejon jarreau
MEM,Santi Aldama,DeJon Jarreau,REB,10,0.006329970232352836,MEM,REB,santi aldama,dejon jarreau
MEM,Santi Aldama,GG Jackson,AST,32,0.004432931182747256,MEM,AST,santi aldama,gg jackson
MEM,Santi Aldama,GG Jackson,PTS,32,0.006235582758901385,MEM,PTS,santi aldama,gg jackson
MEM,Santi Aldama,GG Jackson,REB,32,0.006766318330509275,MEM,REB,santi aldama,gg jackson
MEM,Santi Aldama,Jahmai Mashack,AST,25,0.0037642757356454296,MEM,AST,santi aldama,jahmai mashack
MEM,Santi Aldama,Jahmai Mashack,PTS,25,0.004542006556667065,MEM,PTS,santi aldama,jahmai mashack
MEM,Santi Aldama,Jahmai Mashack,REB,25,0.005025768611920579,MEM,REB,santi aldama,jahmai mashack
MEM,Santi Aldama,Jaren Jackson Jr.,AST,32,0.007133456702106128,MEM,AST,santi aldama,jaren jackson
MEM,Santi Aldama,Jaren Jackson Jr.,PTS,32,0.010406695057799486,MEM,PTS,santi aldama,jaren jackson
MEM,Santi Aldama,Jaren Jackson Jr.,REB,32,0.010329952285036833,MEM,REB,santi aldama,jaren jackson
MEM,Santi Aldama,Javon Small,AST,30,0.0051558472090904245,MEM,AST,santi aldama,javon small
MEM,Santi Aldama,Javon Small,PTS,30,0.005500918687375456,MEM,PTS,santi aldama,javon small
MEM,Santi Aldama,Javon Small,REB,30,0.005972368564680156,MEM,REB,santi aldama,javon small
MEM,Santi Aldama,Jock Landale,AST,32,0.004510281596273453,MEM,AST,santi aldama,jock landale
MEM,Santi Aldama,Jock Landale,PTS,32,0.006045256343353675,MEM,PTS,santi aldama,jock landale
MEM,Santi Aldama,Jock Landale,REB,32,0.0073259087580115085,MEM,REB,santi aldama,jock landale
MEM,Santi Aldama,John Konchar,AST,21,0.0025415235228129613,MEM,AST,santi aldama,john konchar
MEM,Santi Aldama,John Konchar,PTS,21,0.002825990703885553,MEM,PTS,santi aldama,john konchar
MEM,Santi Aldama,John Konchar,REB,21,0.0036198944756614436,MEM,REB,santi aldama,john konchar
MEM,Santi Aldama,Kyle Anderson,AST,4,0.003975275201012202,MEM,AST,santi aldama,kyle anderson
MEM,Santi Aldama,Kyle Anderson,PTS,4,0.005454255628889148,MEM,PTS,santi aldama,kyle anderson
MEM,Santi Aldama,Kyle Anderson,REB,4,0.006202136896085992,MEM,REB,santi aldama,kyle anderson
MEM,Santi Aldama,Olivier-Maxence Prosper,AST,32,0.003672735821310585,MEM,AST,santi aldama,olivier maxence prosper
MEM,Santi Aldama,Olivier-Maxence Prosper,PTS,32,0.005202984926135755,MEM,PTS,santi aldama,olivier maxence prosper
MEM,Santi Aldama,Olivier-Maxence Prosper,REB,32,0.005677399209411817,MEM,REB,santi aldama,olivier maxence prosper
MEM,Santi Aldama,Rayan Rupert,AST,12,0.005948695934725508,MEM,AST,santi aldama,rayan rupert
MEM,Santi Aldama,Rayan Rupert,PTS,12,0.00793110805447941,MEM,PTS,santi aldama,rayan rupert
MEM,Santi Aldama,Rayan Rupert,REB,12,0.009584670392315524,MEM,REB,santi aldama,rayan rupert
MEM,Santi Aldama,Scotty Pippen Jr.,AST,10,0.00512415716985482,MEM,AST,santi aldama,scotty pippen
MEM,Santi Aldama,Scotty Pippen Jr.,PTS,10,0.005365776578248635,MEM,PTS,santi aldama,scotty pippen
MEM,Santi Aldama,Scotty Pippen Jr.,REB,10,0.0052499274529053475,MEM,REB,santi aldama,scotty pippen
MEM,Santi Aldama,Taj Gibson,AST,7,0.0012411166458801796,MEM,AST,santi aldama,taj gibson
MEM,Santi Aldama,Taj Gibson,PTS,7,0.0016727271969265486,MEM,PTS,santi aldama,taj gibson
MEM,Santi Aldama,Taj Gibson,REB,7,0.00200994126991319,MEM,REB,santi aldama,taj gibson
MEM,Santi Aldama,Tyler Burton,AST,11,0.005100978317225013,MEM,AST,santi aldama,tyler burton
MEM,Santi Aldama,Tyler Burton,PTS,11,0.007050448838741936,MEM,PTS,santi aldama,tyler burton
MEM,Santi Aldama,Tyler Burton,REB,11,0.007964034371641686,MEM,REB,santi aldama,tyler burton
MEM,Santi Aldama,Vince Williams Jr.,AST,28,0.005666572647266834,MEM,AST,santi aldama,vince williams
MEM,Santi Aldama,Vince Williams Jr.,PTS,28,0.005588380497361776,MEM,PTS,santi aldama,vince williams
MEM,Santi Aldama,Vince Williams Jr.,REB,28,0.006209667124182559,MEM,REB,santi aldama,vince williams
MEM,Santi Aldama,Walter Clayton Jr.,AST,20,0.006953485122279525,MEM,AST,santi aldama,walter clayton
MEM,Santi Aldama,Walter Clayton Jr.,PTS,20,0.006438094066085158,MEM,PTS,santi aldama,walter clayton
MEM,Santi Aldama,Walter Clayton Jr.,REB,20,0.00663551188155667,MEM,REB,santi aldama,walter clayton
MEM,Taylor Hendricks,Cam Spencer,AST,23,0.00449972475054165,MEM,AST,taylor hendricks,cam spencer
MEM,Taylor Hendricks,Cam Spencer,PTS,23,0.006766327656912495,MEM,PTS,taylor hendricks,cam spencer
MEM,Taylor Hendricks,Cam Spencer,REB,23,0.008293417536403183,MEM,REB,taylor hendricks,cam spencer
MEM,Taylor Hendricks,Cedric Coward,AST,23,0.0037392226207415514,MEM,AST,taylor hendricks,cedric coward
MEM,Taylor Hendricks,Cedric Coward,PTS,23,0.007246508876473384,MEM,PTS,taylor hendricks,cedric coward
MEM,Taylor Hendricks,Cedric Coward,REB,23,0.010136777237273143,MEM,REB,taylor hendricks,cedric coward
MEM,Taylor Hendricks,Christian Koloko,AST,11,0.0018899537821514979,MEM,AST,taylor hendricks,christian koloko
MEM,Taylor Hendricks,Christian Koloko,PTS,11,0.0034105729785922105,MEM,PTS,taylor hendricks,christian koloko
MEM,Taylor Hendricks,Christian Koloko,REB,11,0.005594926046276051,MEM,REB,taylor hendricks,christian koloko
MEM,Taylor Hendricks,DeJon Jarreau,AST,10,0.0031810652750139203,MEM,AST,taylor hendricks,dejon jarreau
MEM,Taylor Hendricks,DeJon Jarreau,PTS,10,0.0050749446750081315,MEM,PTS,taylor hendricks,dejon jarreau
MEM,Taylor Hendricks,DeJon Jarreau,REB,10,0.007903516765767499,MEM,REB,taylor hendricks,dejon jarreau
MEM,Taylor Hendricks,GG Jackson,AST,23,0.0028941525003894656,MEM,AST,taylor hendricks,gg jackson
MEM,Taylor Hendricks,GG Jackson,PTS,23,0.006290260222770363,MEM,PTS,taylor hendricks,gg jackson
MEM,Taylor Hendricks,GG Jackson,REB,23,0.008448335206123469,MEM,REB,taylor hendricks,gg jackson
MEM,Taylor Hendricks,Jahmai Mashack,AST,23,0.0024576036900536657,MEM,AST,taylor hendricks,jahmai mashack
MEM,Taylor Hendricks,Jahmai Mashack,PTS,23,0.0045818336921565755,MEM,PTS,taylor hendricks,jahmai mashack
MEM,Taylor Hendricks,Jahmai Mashack,REB,23,0.0062751079431882335,MEM,REB,taylor hendricks,jahmai mashack
MEM,Taylor Hendricks,Jaren Jackson Jr.,AST,23,0.0046572596550045605,MEM,AST,taylor hendricks,jaren jackson
MEM,Taylor Hendricks,Jaren Jackson Jr.,PTS,23,0.010497947425865009,MEM,PTS,taylor hendricks,jaren jackson
MEM,Taylor Hendricks,Jaren Jackson Jr.,REB,23,0.01289784123424233,MEM,REB,taylor hendricks,jaren jackson
MEM,Taylor Hendricks,Javon Small,AST,23,0.003366126717664832,MEM,AST,taylor hendricks,javon small
MEM,Taylor Hendricks,Javon Small,PTS,23,0.0055491541602100975,MEM,PTS,taylor hendricks,javon small
MEM,Taylor Hendricks,Javon Small,REB,23,0.007457020072706922,MEM,REB,taylor hendricks,javon small
MEM,Taylor Hendricks,Jock Landale,AST,23,0.0029446526961931525,MEM,AST,taylor hendricks,jock landale
MEM,Taylor Hendricks,Jock Landale,PTS,23,0.006098264906959149,MEM,PTS,taylor hendricks,jock landale
MEM,Taylor Hendricks,Jock Landale,REB,23,0.009147032382157895,MEM,REB,taylor hendricks,jock landale
MEM,Taylor Hendricks,John Konchar,AST,21,0.0016592986344961165,MEM,AST,taylor hendricks,john konchar
MEM,Taylor Hendricks,John Konchar,PTS,21,0.0028507707461975875,MEM,PTS,taylor hendricks,john konchar
MEM,Taylor Hendricks,John Konchar,REB,21,0.004519752167628305,MEM,REB,taylor hendricks,john konchar
MEM,Taylor Hendricks,Kyle Anderson,AST,4,0.002595360087592333,MEM,AST,taylor hendricks,kyle anderson
MEM,Taylor Hendricks,Kyle Anderson,PTS,4,0.00550208193103469,MEM,PTS,taylor hendricks,kyle anderson
MEM,Taylor Hendricks,Kyle Anderson,REB,4,0.007743905759819143,MEM,REB,taylor hendricks,kyle anderson
MEM,Taylor Hendricks,Olivier-Maxence Prosper,AST,23,0.0023978395157329083,MEM,AST,taylor hendricks,olivier maxence prosper
MEM,Taylor Hendricks,Olivier-Maxence Prosper,PTS,23,0.0052486079306421915,MEM,PTS,taylor hendricks,olivier maxence prosper
MEM,Taylor Hendricks,Olivier-Maxence Prosper,REB,23,0.007088725253114317,MEM,REB,taylor hendricks,olivier maxence prosper
MEM,Taylor Hendricks,Rayan Rupert,AST,12,0.0038837582862887585,MEM,AST,taylor hendricks,rayan rupert
MEM,Taylor Hendricks,Rayan Rupert,PTS,12,0.008000652937589284,MEM,PTS,taylor hendricks,rayan rupert
MEM,Taylor Hendricks,Rayan Rupert,REB,12,0.011967292160845444,MEM,REB,taylor hendricks,rayan rupert
MEM,Taylor Hendricks,Scotty Pippen Jr.,AST,10,0.003345437065037668,MEM,AST,taylor hendricks,scotty pippen
MEM,Taylor Hendricks,Scotty Pippen Jr.,PTS,10,0.0054128270411051135,MEM,PTS,taylor hendricks,scotty pippen
MEM,Taylor Hendricks,Scotty Pippen Jr.,REB,10,0.006554989695058593,MEM,REB,taylor hendricks,scotty pippen
MEM,Taylor Hendricks,Taj Gibson,AST,7,0.000810294745365982,MEM,AST,taylor hendricks,taj gibson
MEM,Taylor Hendricks,Taj Gibson,PTS,7,0.0016873947082737511,MEM,PTS,taylor hendricks,taj gibson
MEM,Taylor Hendricks,Taj Gibson,REB,7,0.002509585976214342,MEM,REB,taylor hendricks,taj gibson
MEM,Taylor Hendricks,Tyler Burton,AST,11,0.00333030415827029,MEM,AST,taylor hendricks,tyler burton
MEM,Taylor Hendricks,Tyler Burton,PTS,11,0.007112271554684576,MEM,PTS,taylor hendricks,tyler burton
MEM,Taylor Hendricks,Tyler Burton,REB,11,0.009943787548590509,MEM,REB,taylor hendricks,tyler burton
MEM,Taylor Hendricks,Vince Williams Jr.,AST,23,0.0036995668824171112,MEM,AST,taylor hendricks,vince williams
MEM,Taylor Hendricks,Vince Williams Jr.,PTS,23,0.005637382889687402,MEM,PTS,taylor hendricks,vince williams
MEM,Taylor Hendricks,Vince Williams Jr.,REB,23,0.0077533079026139195,MEM,REB,taylor hendricks,vince williams
MEM,Taylor Hendricks,Walter Clayton Jr.,AST,20,0.004539760606117588,MEM,AST,taylor hendricks,walter clayton
MEM,Taylor Hendricks,Walter Clayton Jr.,PTS,20,0.006494547274918116,MEM,PTS,taylor hendricks,walter clayton
MEM,Taylor Hendricks,Walter Clayton Jr.,REB,20,0.008285012011160645,MEM,REB,taylor hendricks,walter clayton
MEM,Ty Jerome,Cam Spencer,AST,15,0.009239065555589647,MEM,AST,ty jerome,cam spencer
MEM,Ty Jerome,Cam Spencer,PTS,15,0.0057912982397147665,MEM,PTS,ty jerome,cam spencer
MEM,Ty Jerome,Cam Spencer,REB,15,0.0021991626627220337,MEM,REB,ty jerome,cam spencer
MEM,Ty Jerome,Cedric Coward,AST,15,0.0076775635922655865,MEM,AST,ty jerome,cedric coward
MEM,Ty Jerome,Cedric Coward,PTS,15,0.006202285231860516,MEM,PTS,ty jerome,cedric coward
MEM,Ty Jerome,Cedric Coward,REB,15,0.0026879657177142227,MEM,REB,ty jerome,cedric coward
MEM,Ty Jerome,Christian Koloko,AST,11,0.003880550002137438,MEM,AST,ty jerome,christian koloko
MEM,Ty Jerome,Christian Koloko,PTS,11,0.0029191086049700082,MEM,PTS,ty jerome,christian koloko
MEM,Ty Jerome,Christian Koloko,REB,11,0.0014836046066236711,MEM,REB,ty jerome,christian koloko
MEM,Ty Jerome,DeJon Jarreau,AST,10,0.006531526313676324,MEM,AST,ty jerome,dejon jarreau
MEM,Ty Jerome,DeJon Jarreau,PTS,10,0.004343643945914887,MEM,PTS,ty jerome,dejon jarreau
MEM,Ty Jerome,DeJon Jarreau,REB,10,0.0020957728100847073,MEM,REB,ty jerome,dejon jarreau
MEM,Ty Jerome,GG Jackson,AST,15,0.005942422294997767,MEM,AST,ty jerome,gg jackson
MEM,Ty Jerome,GG Jackson,PTS,15,0.005383832235535047,MEM,PTS,ty jerome,gg jackson
MEM,Ty Jerome,GG Jackson,REB,15,0.002240242127677142,MEM,REB,ty jerome,gg jackson
MEM,Ty Jerome,Jahmai Mashack,AST,15,0.00504607789606056,MEM,AST,ty jerome,jahmai mashack
MEM,Ty Jerome,Jahmai Mashack,PTS,15,0.003921590372429602,MEM,PTS,ty jerome,jahmai mashack
MEM,Ty Jerome,Jahmai Mashack,REB,15,0.0016639682052225493,MEM,REB,ty jerome,jahmai mashack
MEM,Ty Jerome,Jaren Jackson Jr.,AST,15,0.009562524298138551,MEM,AST,ty jerome,jaren jackson
MEM,Ty Jerome,Jaren Jackson Jr.,PTS,15,0.008985190716550668,MEM,PTS,ty jerome,jaren jackson
MEM,Ty Jerome,Jaren Jackson Jr.,REB,15,0.0034201161038328637,MEM,REB,ty jerome,jaren jackson
MEM,Ty Jerome,Javon Small,AST,15,0.0069115039556994174,MEM,AST,ty jerome,javon small
MEM,Ty Jerome,Javon Small,PTS,15,0.004749519732036562,MEM,PTS,ty jerome,javon small
