slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6182,1.931,1.1936,Noah Clowney,BKN,OKC,PTS,OVER,GOBLIN,5.5,0.8311
3-leg,True,0.6182,1.931,1.1936,Ajay Mitchell,OKC,BKN,PR,UNDER,STANDARD,18.5,0.7181
3-leg,True,0.6182,1.931,1.1936,Isaiah Collier,UTA,MIN,PRA,UNDER,STANDARD,28.5,0.8362
4-leg,True,0.3975,1.897,0.7542,Neemias Queta,BOS,GSW,PTS,OVER,GOBLIN,5.5,0.8287
4-leg,True,0.3975,1.897,0.7542,Reed Sheppard,HOU,LAL,REB,OVER,GOBLIN,1.5,0.7772
4-leg,True,0.3975,1.897,0.7542,Austin Reaves,LAL,HOU,PRA,UNDER,STANDARD,29.0,0.8213
4-leg,True,0.3975,1.897,0.7542,Scoot Henderson,POR,IND,PR,UNDER,STANDARD,16.5,0.828
5-leg,True,0.2057,2.145,0.4412,Jerami Grant,POR,IND,PTS,OVER,GOBLIN,14.5,0.7743
5-leg,True,0.2057,2.145,0.4412,P.J. Washington,DAL,ATL,FG3M,OVER,GOBLIN,0.5,0.8845
5-leg,True,0.2057,2.145,0.4412,Tari Eason,HOU,LAL,PA,UNDER,STANDARD,11.5,0.7924
5-leg,True,0.2057,2.145,0.4412,Luguentz Dort,OKC,BKN,FG3M,UNDER,STANDARD,1.5,0.7622
5-leg,True,0.2057,2.145,0.4412,Jaylen Brown,BOS,GSW,PRA,OVER,DEMON,37.5,0.604
