n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Oso Ighodaro OVER PRA 12.5 (GOBLIN) [id:10650241] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.048621414109245184,20.0,1.0,20.0,0.9724282821849037,20.0,atlas,0.5463800419631558,0.058042825842162346,Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Oso Ighodaro OVER PRA 12.5 (GOBLIN) [id:10650241] | Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145] | Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9724282821849037,"['norman powell', 'naz reid', 'oso ighodaro', 'collin gillespie', ""kel'el ware""]",1,Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Oso Ighodaro OVER PRA 12.5 (GOBLIN) [id:10650241],Collin Gillespie OVER PR 15.5 (STANDARD) [id:10649145],Kel'el Ware UNDER PTS 12 (STANDARD) [id:10650500],0,
5,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],0.04831133299355034,20.0,1.0,20.0,0.9662266598710068,20.0,atlas,0.5455570647005991,0.0569896513610883,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873] | Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207] | Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9662266598710068,"['lamelo ball', 'grayson allen', 'davion mitchell', ""de'aaron fox"", 'grant williams']",1,LaMelo Ball OVER PA 19.5 (GOBLIN) [id:10646873],Grayson Allen OVER PR 14.5 (GOBLIN) [id:10652207],Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],De'Aaron Fox UNDER PTS 18.5 (STANDARD) [id:10649862],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],0,
5,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Jaime Jaquez OVER PR 17.5 (GOBLIN) [id:10654221] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],0.048192097689539644,20.0,1.0,20.0,0.9638419537907928,20.0,atlas,0.5453037370703226,0.06789063493194528,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Jaime Jaquez OVER PR 17.5 (GOBLIN) [id:10654221] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Norman Powell OVER PTS 21 (STANDARD) [id:10644079] | Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9638419537907928,"['davion mitchell', 'jaime jaquez', 'brandon miller', 'norman powell', 'bam adebayo']",1,Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257],Jaime Jaquez OVER PR 17.5 (GOBLIN) [id:10654221],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Norman Powell OVER PTS 21 (STANDARD) [id:10644079],Bam Adebayo OVER PRA 33.5 (STANDARD) [id:10643800],0,
5,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0.048019541850687644,20.0,1.0,20.0,0.9603908370137528,20.0,atlas,0.5449089074807569,0.044434656793735684,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223] | Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9603908370137528,"['norman powell', 'grant williams', 'kon knueppel', 'jett howard', 'bam adebayo']",1,Norman Powell OVER PA 21.5 (GOBLIN) [id:10654223],Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Bam Adebayo OVER REB 9.5 (STANDARD) [id:10653980],0,
5,Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581] | Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.04732391589423182,20.0,1.0,20.0,0.9464783178846364,20.0,atlas,0.5433553252908515,0.05713265108468191,Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125] | Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581] | Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939] | Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9464783178846364,"['ayo dosunmu', 'rudy gobert', 'ryan kalkbrenner', 'jaime jaquez', ""royce o'neale""]",1,Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198],Rudy Gobert OVER REB 9.5 (GOBLIN) [id:10652125],Ryan Kalkbrenner OVER PRA 9.5 (GOBLIN) [id:10644581],Jaime Jaquez OVER PR 18.5 (STANDARD) [id:10643939],Royce O'Neale UNDER AST 2.5 (STANDARD) [id:10649496],0,
5,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],0.047286448657296934,20.0,1.0,20.0,0.9457289731459386,20.0,atlas,0.5438015971750537,0.061886645692341466,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457] | Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590] | Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505] | Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9457289731459386,"['brandon miller', 'davion mitchell', 'ayo dosunmu', ""kel'el ware"", 'wendell carter']",1,Brandon Miller OVER PTS 17.5 (GOBLIN) [id:10644457],Davion Mitchell OVER RA 6.5 (GOBLIN) [id:10645590],Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Kel'el Ware UNDER REB 10.5 (STANDARD) [id:10650505],Wendell Carter OVER PTS 11 (STANDARD) [id:10648309],0,
5,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Collin Gillespie OVER PR 13.5 (GOBLIN) [id:10652983] | Jaime Jaquez OVER PRA 21.5 (GOBLIN) [id:10645606] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.04702563171035169,20.0,1.0,20.0,0.9405126342070338,20.0,atlas,0.5427427922636915,0.05060654079868164,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534] | Collin Gillespie OVER PR 13.5 (GOBLIN) [id:10652983] | Jaime Jaquez OVER PRA 21.5 (GOBLIN) [id:10645606] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9405126342070338,"['miles bridges', 'collin gillespie', 'jaime jaquez', 'quentin grimes', 'ryan kalkbrenner']",1,Miles Bridges OVER PTS 11.5 (GOBLIN) [id:10644534],Collin Gillespie OVER PR 13.5 (GOBLIN) [id:10652983],Jaime Jaquez OVER PRA 21.5 (GOBLIN) [id:10645606],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],0,
5,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866] | James Harden OVER PTS 19.5 (STANDARD) [id:10645153] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],0.045309070067426176,20.0,1.0,20.0,0.9061814013485235,20.0,atlas,0.5386455961292702,0.06593165298711438,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866] | James Harden OVER PTS 19.5 (STANDARD) [id:10645153] | Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9061814013485235,"['kon knueppel', 'collin gillespie', 'jaden mcdaniels', 'james harden', 'ayo dosunmu']",1,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613],Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478],Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:10654866],James Harden OVER PTS 19.5 (STANDARD) [id:10645153],Ayo Dosunmu OVER PTS 15.5 (STANDARD) [id:10649095],0,
5,Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Devin Booker OVER PTS 23.5 (GOBLIN) [id:10652321] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Naz Reid OVER PRA 24.5 (STANDARD) [id:10649430] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0.04457718921835146,20.0,1.0,20.0,0.8915437843670292,20.0,atlas,0.536974928179894,0.04654050390843524,Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284] | Devin Booker OVER PTS 23.5 (GOBLIN) [id:10652321] | Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555] | Naz Reid OVER PRA 24.5 (STANDARD) [id:10649430] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8915437843670292,"['jaden mcdaniels', 'devin booker', 'norman powell', 'naz reid', 'quentin grimes']",1,Jaden McDaniels OVER AST 1.5 (GOBLIN) [id:10649284],Devin Booker OVER PTS 23.5 (GOBLIN) [id:10652321],Norman Powell OVER PTS 17.5 (GOBLIN) [id:10644555],Naz Reid OVER PRA 24.5 (STANDARD) [id:10649430],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],0,
5,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jalen Green OVER PTS 17.5 (GOBLIN) [id:10652175] | Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Chet Holmgren OVER PTS 16.5 (STANDARD) [id:10644984] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],0.04415843126045511,20.0,1.0,20.0,0.8831686252091021,20.0,atlas,0.5360291169623371,0.06699986520054595,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Jalen Green OVER PTS 17.5 (GOBLIN) [id:10652175] | Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479] | Chet Holmgren OVER PTS 16.5 (STANDARD) [id:10644984] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8831686252091021,"['naz reid', 'jalen green', 'davion mitchell', 'chet holmgren', 'jordan goodwin']",1,Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Jalen Green OVER PTS 17.5 (GOBLIN) [id:10652175],Davion Mitchell OVER PTS 5.5 (GOBLIN) [id:10644479],Chet Holmgren OVER PTS 16.5 (STANDARD) [id:10644984],Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],0,
5,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572] | Jalen Green OVER PR 26.5 (STANDARD) [id:10649340] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.04368915066324206,20.0,1.0,20.0,0.8737830132648412,20.0,atlas,0.5347668221913413,0.0814151694475273,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572] | Jalen Green OVER PR 26.5 (STANDARD) [id:10649340] | Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8737830132648412,"['grant williams', 'ryan kalkbrenner', 'brandon miller', 'jalen green', 'devin booker']",1,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493],Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578],Brandon Miller OVER PRA 26.5 (GOBLIN) [id:10645572],Jalen Green OVER PR 26.5 (STANDARD) [id:10649340],Devin Booker OVER PRA 36 (STANDARD) [id:10649193],0,
5,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Brandon Miller OVER PRA 27.5 (GOBLIN) [id:10645677] | Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Naz Reid OVER PTS 15.5 (STANDARD) [id:10649422] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],0.04258403940122093,20.0,1.0,20.0,0.8516807880244186,20.0,atlas,0.5320501194680805,0.058092170382502376,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247] | Brandon Miller OVER PRA 27.5 (GOBLIN) [id:10645677] | Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804] | Naz Reid OVER PTS 15.5 (STANDARD) [id:10649422] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8516807880244186,"['donte divincenzo', 'brandon miller', 'kon knueppel', 'naz reid', 'shai gilgeous-alexander']",1,Donte DiVincenzo OVER RA 7.5 (GOBLIN) [id:10649247],Brandon Miller OVER PRA 27.5 (GOBLIN) [id:10645677],Kon Knueppel OVER PRA 26.5 (GOBLIN) [id:10653804],Naz Reid OVER PTS 15.5 (STANDARD) [id:10649422],Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],0,
5,Dennis Schröder OVER AST 2.5 (GOBLIN) [id:10645054] | Brandon Miller OVER RA 7.5 (GOBLIN) [id:10645574] | Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019],0.03957648468589386,20.0,1.0,20.0,0.7915296937178772,20.0,atlas,0.5245912916052891,0.044163071973797874,Dennis Schröder OVER AST 2.5 (GOBLIN) [id:10645054] | Brandon Miller OVER RA 7.5 (GOBLIN) [id:10645574] | Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7915296937178772,"['dennis schröder', 'brandon miller', 'grayson allen', 'jett howard', 'shai gilgeous-alexander']",1,Dennis Schröder OVER AST 2.5 (GOBLIN) [id:10645054],Brandon Miller OVER RA 7.5 (GOBLIN) [id:10645574],Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019],0,
5,Grayson Allen OVER PR 15.5 (GOBLIN) [id:10652989] | Pelle Larsson OVER PA 11.5 (GOBLIN) [id:10650529] | Ajay Mitchell OVER PTS 11.5 (GOBLIN) [id:10647312] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Cason Wallace OVER AST 2.5 (STANDARD) [id:10644966],0.036575665365986845,20.0,1.0,20.0,0.7315133073197368,20.0,atlas,0.5164116048010149,0.09045341776901428,Grayson Allen OVER PR 15.5 (GOBLIN) [id:10652989] | Pelle Larsson OVER PA 11.5 (GOBLIN) [id:10650529] | Ajay Mitchell OVER PTS 11.5 (GOBLIN) [id:10647312] | Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084] | Cason Wallace OVER AST 2.5 (STANDARD) [id:10644966],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7315133073197368,"['grayson allen', 'pelle larsson', 'ajay mitchell', 'donovan mitchell', 'cason wallace']",1,Grayson Allen OVER PR 15.5 (GOBLIN) [id:10652989],Pelle Larsson OVER PA 11.5 (GOBLIN) [id:10650529],Ajay Mitchell OVER PTS 11.5 (GOBLIN) [id:10647312],Donovan Mitchell OVER PTS 25.5 (STANDARD) [id:10645084],Cason Wallace OVER AST 2.5 (STANDARD) [id:10644966],0,
