game_date,player,team,opp,minutes,pts,reb,ast,fg3m,fga,fta,tov,usg_proxy
3/17/2026,Luguentz Dort,OKC,ORL,19,5,2,0,1,5,2,1,0.362105
3/17/2026,Ajay Mitchell,OKC,ORL,28,16,2,3,1,12,5,2,0.578571
3/17/2026,Jaylin Williams,OKC,ORL,21,8,6,2,2,7,2,0,0.375238
3/17/2026,Alex Caruso,OKC,ORL,24,2,8,1,0,3,0,1,0.166667
3/17/2026,Isaiah Joe,OKC,ORL,22,5,4,0,1,5,0,0,0.227273
3/17/2026,Aaron Wiggins,OKC,ORL,6,2,3,1,0,3,0,0,0.5
3/17/2026,Cason Wallace,OKC,ORL,23,9,2,1,1,6,2,2,0.386087
3/17/2026,Jared McCain,OKC,ORL,12,6,2,0,0,6,0,0,0.5
3/17/2026,Paolo Banchero,ORL,OKC,36,32,10,5,3,21,6,4,0.767778
3/17/2026,Tristan da Silva,ORL,OKC,32,13,4,1,1,12,4,2,0.4925
3/17/2026,Wendell Carter Jr.,ORL,OKC,29,11,5,3,0,9,6,1,0.435862
3/17/2026,Desmond Bane,ORL,OKC,36,16,3,1,4,11,0,0,0.305556
3/17/2026,Jalen Suggs,ORL,OKC,33,14,7,6,4,12,0,2,0.424242
3/17/2026,Moritz Wagner,ORL,OKC,13,5,1,0,1,6,2,1,0.606154
3/17/2026,Jamal Cain,ORL,OKC,10,3,2,1,1,4,0,0,0.4
3/17/2026,Noah Penda,ORL,OKC,7,0,2,1,0,0,0,2,0.285714
3/17/2026,Goga Bitadze,ORL,OKC,6,0,1,1,0,0,0,0,0
3/17/2026,Jevon Carter,ORL,OKC,19,11,4,1,2,11,2,0,0.625263
3/17/2026,Jett Howard,ORL,OKC,20,3,2,1,1,7,0,0,0.35
3/17/2026,Tobias Harris,DET,WSH,27,12,5,6,0,11,4,0,0.472593
3/17/2026,Duncan Robinson,DET,WSH,26,8,3,3,1,9,1,0,0.363077
3/17/2026,Jalen Duren,DET,WSH,31,36,12,2,0,17,11,1,0.736774
3/17/2026,Cade Cunningham,DET,WSH,5,6,2,0,0,3,2,1,0.976
3/17/2026,Ausar Thompson,DET,WSH,27,6,7,2,0,7,0,1,0.296296
3/17/2026,Paul Reed,DET,WSH,13,10,4,1,0,5,4,0,0.52
3/17/2026,Ronald Holland II,DET,WSH,15,11,5,0,1,5,2,1,0.458667
3/17/2026,Javonte Green,DET,WSH,5,3,2,0,1,5,0,0,1
3/17/2026,Caris LeVert,DET,WSH,21,10,3,3,3,5,2,2,0.375238
3/17/2026,Kevin Huerter,DET,WSH,22,4,4,3,0,7,0,1,0.363636
3/17/2026,Marcus Sasser,DET,WSH,25,9,1,4,3,7,0,4,0.44
3/17/2026,Daniss Jenkins,DET,WSH,21,15,2,7,2,9,6,1,0.601905
3/17/2026,Anthony Gill,WSH,DET,16,2,1,1,0,2,0,2,0.25
3/17/2026,Justin Champagnie,WSH,DET,29,18,9,2,2,11,4,1,0.474483
3/17/2026,Bub Carrington,WSH,DET,37,30,4,2,6,16,0,0,0.432432
3/17/2026,Will Riley,WSH,DET,37,21,3,1,1,13,9,0,0.458378
3/17/2026,Tre Johnson,WSH,DET,24,11,4,1,1,12,4,2,0.656667
3/17/2026,Tristan Vukcevic,WSH,DET,19,9,4,1,0,8,2,1,0.52
3/17/2026,Sharife Cooper,WSH,DET,27,7,6,6,1,8,0,2,0.37037
3/17/2026,Jamir Watkins,WSH,DET,18,3,2,4,1,2,0,3,0.277778
3/17/2026,Jaden Hardy,WSH,DET,32,16,2,2,4,15,0,2,0.53125
3/17/2026,Jarace Walker,IND,NY,32,16,5,5,2,14,3,5,0.635
3/17/2026,Ivica Zubac,IND,NY,26,11,7,1,0,10,1,0,0.401538
3/17/2026,T.J. McConnell,IND,NY,20,10,3,10,0,10,0,2,0.6
3/17/2026,Aaron Nesmith,IND,NY,24,14,1,0,4,8,0,0,0.333333
3/17/2026,Kobe Brown,IND,NY,31,13,5,0,3,8,0,2,0.322581
3/17/2026,Obi Toppin,IND,NY,18,15,3,3,3,8,0,1,0.5
3/17/2026,Jalen Slawson,IND,NY,22,8,1,3,2,7,2,0,0.358182
3/17/2026,Jay Huff,IND,NY,22,6,1,2,0,8,0,2,0.454545
3/17/2026,Ben Sheppard,IND,NY,17,7,5,1,1,3,0,0,0.176471
3/17/2026,Quenton Jackson,IND,NY,18,7,4,5,1,6,1,4,0.58
3/17/2026,Kam Jones,IND,NY,10,3,1,1,1,3,0,1,0.4
3/17/2026,OG Anunoby,NY,IND,29,26,8,4,4,13,2,1,0.513103
3/17/2026,Karl-Anthony Towns,NY,IND,32,22,11,2,2,21,3,1,0.72875
3/17/2026,Josh Hart,NY,IND,26,33,7,5,5,13,5,2,0.661538
3/17/2026,Mikal Bridges,NY,IND,33,10,4,5,2,12,0,0,0.363636
3/17/2026,Jose Alvarado,NY,IND,27,16,2,10,4,10,2,1,0.44
3/17/2026,Jeremy Sochan,NY,IND,5,2,1,0,0,1,0,0,0.2
3/17/2026,Pacome Dadiet,NY,IND,4,2,2,1,0,4,0,1,1.25
3/17/2026,Mohamed Diawara,NY,IND,6,0,1,1,0,2,0,0,0.333333
3/17/2026,Mitchell Robinson,NY,IND,19,8,8,3,0,5,1,1,0.338947
3/17/2026,Jordan Clarkson,NY,IND,20,10,2,1,0,9,0,1,0.5
3/17/2026,Landry Shamet,NY,IND,16,2,1,1,0,5,0,1,0.375
3/17/2026,Kevin McCullar Jr.,NY,IND,3,2,2,0,0,2,0,0,0.666667
3/17/2026,Tyler Kolek,NY,IND,21,3,0,5,1,3,0,0,0.142857
3/17/2026,Dean Wade,CLE,MIL,25,9,2,2,1,8,0,0,0.32
3/17/2026,Evan Mobley,CLE,MIL,33,27,15,2,0,21,5,0,0.70303
3/17/2026,James Harden,CLE,MIL,34,27,5,6,2,10,13,2,0.521176
3/17/2026,Donovan Mitchell,CLE,MIL,34,19,8,3,1,14,13,0,0.58
3/17/2026,Sam Merrill,CLE,MIL,28,17,6,2,3,12,2,0,0.46
3/17/2026,Thomas Bryant,CLE,MIL,10,5,0,0,1,4,0,1,0.5
3/17/2026,Dennis Schroder,CLE,MIL,16,3,1,5,0,2,1,1,0.215
3/17/2026,Max Strus,CLE,MIL,23,6,6,4,2,6,0,1,0.304348
3/17/2026,Jaylon Tyson,CLE,MIL,13,2,0,2,0,5,0,1,0.461538
3/17/2026,Keon Ellis,CLE,MIL,24,8,3,1,2,4,0,0,0.166667
3/17/2026,Taurean Prince,MIL,CLE,23,8,2,1,2,7,0,1,0.347826
3/17/2026,Kyle Kuzma,MIL,CLE,17,3,0,2,1,6,0,0,0.352941
3/17/2026,Jericho Sims,MIL,CLE,16,4,6,0,0,3,1,1,0.2775
3/17/2026,Kevin Porter Jr.,MIL,CLE,33,25,3,10,1,15,8,1,0.591515
3/17/2026,Ryan Rollins,MIL,CLE,34,19,3,4,3,13,4,1,0.463529
3/17/2026,Bobby Portis,MIL,CLE,33,19,9,4,3,19,0,1,0.606061
3/17/2026,Pete Nance,MIL,CLE,30,13,7,1,3,6,2,0,0.229333
3/17/2026,Ousmane Dieng,MIL,CLE,30,19,5,1,5,12,2,2,0.496
3/17/2026,AJ Green,MIL,CLE,26,6,4,1,2,7,0,1,0.307692
3/17/2026,Royce O'Neale,PHX,MIN,29,9,2,2,3,6,0,3,0.310345
3/17/2026,Oso Ighodaro,PHX,MIN,34,16,10,4,0,12,2,4,0.496471
3/17/2026,Devin Booker,PHX,MIN,35,34,6,3,1,27,14,2,1.004571
3/17/2026,Collin Gillespie,PHX,MIN,37,12,4,7,3,13,1,0,0.363243
3/17/2026,Jalen Green,PHX,MIN,27,9,1,5,2,17,2,1,0.699259
3/17/2026,Isaiah Livers,PHX,MIN,1,0,0,0,0,0,0,0,0
3/17/2026,Haywood Highsmith,PHX,MIN,9,3,2,1,1,2,0,0,0.222222
3/17/2026,Ryan Dunn,PHX,MIN,17,7,4,1,1,3,0,0,0.176471
3/17/2026,Rasheer Fleming,PHX,MIN,15,9,1,0,2,7,2,1,0.592
3/17/2026,Khaman Maluach,PHX,MIN,12,2,2,0,0,3,0,0,0.25
3/17/2026,Jordan Goodwin,PHX,MIN,24,3,8,2,0,6,2,0,0.286667
3/17/2026,Jamaree Bouyea,PHX,MIN,1,0,0,0,0,1,0,0,1
3/17/2026,Julius Randle,MIN,PHX,33,32,7,2,2,17,13,6,0.870303
3/17/2026,Jaden McDaniels,MIN,PHX,37,16,7,4,1,12,4,0,0.371892
3/17/2026,Rudy Gobert,MIN,PHX,37,9,19,1,0,7,3,2,0.278919
3/17/2026,Donte DiVincenzo,MIN,PHX,28,0,1,3,0,8,0,1,0.321429
3/17/2026,Ayo Dosunmu,MIN,PHX,34,19,5,2,1,17,0,2,0.558824
3/17/2026,Kyle Anderson,MIN,PHX,25,7,5,6,0,4,2,1,0.2352
3/17/2026,Naz Reid,MIN,PHX,18,11,3,5,1,5,4,1,0.431111
3/17/2026,Bones Hyland,MIN,PHX,29,22,2,5,4,14,3,3,0.631724
3/17/2026,Justin Edwards,PHI,DEN,25,11,5,3,2,12,1,1,0.5376
3/17/2026,Dominick Barlow,PHI,DEN,27,8,9,4,0,7,0,4,0.407407
3/17/2026,Adem Bona,PHI,DEN,15,6,3,1,0,3,2,1,0.325333
3/17/2026,Quentin Grimes,PHI,DEN,26,12,2,1,1,12,2,2,0.572308
3/17/2026,VJ Edgecombe,PHI,DEN,23,9,3,4,0,12,3,0,0.57913
3/17/2026,Trendon Watford,PHI,DEN,22,12,3,6,0,7,6,2,0.529091
3/17/2026,MarJon Beauchamp,PHI,DEN,20,16,2,1,4,11,0,0,0.55
3/17/2026,Dalen Terry,PHI,DEN,18,8,0,3,0,7,0,0,0.388889
3/17/2026,Andre Drummond,PHI,DEN,28,9,10,3,1,10,0,0,0.357143
3/17/2026,Cameron Payne,PHI,DEN,18,5,2,2,1,11,1,2,0.746667
3/17/2026,Kyle Lowry,PHI,DEN,18,0,3,2,0,2,0,1,0.166667
3/17/2026,Aaron Gordon,DEN,PHI,19,12,5,2,2,8,2,2,0.572632
3/17/2026,Cameron Johnson,DEN,PHI,23,18,2,1,3,8,4,0,0.424348
3/17/2026,Nikola Jokic,DEN,PHI,25,8,7,14,0,7,0,5,0.48
3/17/2026,Jamal Murray,DEN,PHI,26,12,6,4,1,7,7,2,0.464615
3/17/2026,Christian Braun,DEN,PHI,27,22,5,3,2,9,6,0,0.431111
3/17/2026,Zeke Nnaji,DEN,PHI,9,2,2,0,0,3,0,0,0.333333
3/17/2026,Spencer Jones,DEN,PHI,24,7,5,0,1,4,0,1,0.208333
3/17/2026,Jonas Valanciunas,DEN,PHI,19,8,9,1,0,10,6,1,0.717895
3/17/2026,Tim Hardaway Jr.,DEN,PHI,19,9,4,4,2,11,2,0,0.625263
3/17/2026,Tyus Jones,DEN,PHI,10,5,1,2,1,4,0,0,0.4
3/17/2026,Bruce Brown,DEN,PHI,19,12,3,2,2,7,2,1,0.467368
3/17/2026,Jalen Pickett,DEN,PHI,7,4,1,1,1,1,2,1,0.411429
3/17/2026,Julian Strawther,DEN,PHI,13,5,3,1,1,7,0,0,0.538462
3/17/2026,Harrison Barnes,SA,SAC,22,16,4,3,4,7,0,1,0.363636
3/17/2026,Julian Champagnie,SA,SAC,24,17,1,1,5,8,0,2,0.416667
3/17/2026,Victor Wembanyama,SA,SAC,22,18,8,3,2,14,2,0,0.676364
3/17/2026,De'Aaron Fox,SA,SAC,22,15,5,6,3,10,2,0,0.494545
3/17/2026,Stephon Castle,SA,SAC,22,3,1,12,1,7,0,0,0.318182
3/17/2026,Kelly Olynyk,SA,SAC,14,4,6,3,0,4,2,0,0.348571
3/17/2026,Lindy Waters III,SA,SAC,23,11,4,2,3,8,0,1,0.391304
3/17/2026,Keldon Johnson,SA,SAC,20,18,1,1,2,12,1,0,0.622
3/17/2026,Carter Bryant,SA,SAC,20,7,3,2,1,8,2,0,0.444
3/17/2026,Bismack Biyombo,SA,SAC,9,1,3,0,0,2,2,0,0.32
3/17/2026,Luke Kornet,SA,SAC,19,4,10,2,0,2,2,1,0.204211
3/17/2026,Jordan McLaughlin,SA,SAC,5,3,0,1,1,2,0,0,0.4
3/17/2026,Dylan Harper,SA,SAC,20,15,4,5,3,9,0,1,0.5
3/17/2026,Precious Achiuwa,SAC,SA,30,10,7,2,1,12,1,0,0.414667
3/17/2026,Maxime Raynaud,SAC,SA,42,32,9,3,2,25,4,2,0.684762
3/17/2026,Russell Westbrook,SAC,SA,25,5,1,10,0,6,2,0,0.2752
3/17/2026,DeMar DeRozan,SAC,SA,17,2,1,1,0,4,0,0,0.235294
3/17/2026,Nique Clifford,SAC,SA,37,15,8,7,3,13,0,1,0.378378
3/17/2026,Doug McDermott,SAC,SA,25,12,3,2,4,8,0,0,0.32
3/17/2026,Dylan Cardwell,SAC,SA,18,7,8,2,0,6,2,0,0.382222
3/17/2026,Daeqwon Plowden,SAC,SA,28,14,1,1,3,11,4,2,0.527143
3/17/2026,Killian Hayes,SAC,SA,19,7,3,4,1,8,0,3,0.578947
3/16/2026,Paolo Banchero,ORL,ATL,33,18,10,3,1,13,16,2,0.667879
3/16/2026,Tristan da Silva,ORL,ATL,28,7,2,1,1,8,2,0,0.317143
3/16/2026,Wendell Carter Jr.,ORL,ATL,28,17,3,1,2,10,3,2,0.475714
3/16/2026,Desmond Bane,ORL,ATL,31,18,2,4,3,16,1,1,0.562581
3/16/2026,Jalen Suggs,ORL,ATL,28,8,6,5,0,11,0,3,0.5
3/16/2026,Moritz Wagner,ORL,ATL,14,7,6,1,1,9,0,0,0.642857
3/16/2026,Jamal Cain,ORL,ATL,14,2,3,1,0,1,0,0,0.071429
3/16/2026,Noah Penda,ORL,ATL,14,2,1,1,0,2,0,0,0.142857
3/16/2026,Goga Bitadze,ORL,ATL,5,4,3,1,0,3,0,0,0.6
3/16/2026,Jevon Carter,ORL,ATL,19,13,3,2,3,8,0,3,0.578947
3/16/2026,Jett Howard,ORL,ATL,19,10,1,0,2,10,0,0,0.526316
3/16/2026,Jase Richardson,ORL,ATL,5,6,0,0,1,4,1,0,0.888
3/16/2026,Onyeka Okongwu,ATL,ORL,37,15,7,4,2,12,4,1,0.398919
3/16/2026,Jalen Johnson,ATL,ORL,37,24,15,13,2,19,2,4,0.645405
3/16/2026,CJ McCollum,ATL,ORL,32,9,2,3,1,14,2,1,0.49625
3/16/2026,Nickeil Alexander-Walker,ATL,ORL,37,41,7,5,9,21,9,3,0.755676
3/16/2026,Dyson Daniels,ATL,ORL,36,15,12,3,0,9,5,2,0.366667
3/16/2026,Corey Kispert,ATL,ORL,4,3,0,0,1,3,0,0,0.75
3/16/2026,Jonathan Kuminga,ATL,ORL,19,7,8,1,0,7,5,2,0.589474
3/16/2026,Mouhamed Gueye,ATL,ORL,8,0,0,1,0,1,0,0,0.125
3/16/2026,Zaccharie Risacher,ATL,ORL,10,2,2,0,0,2,0,0,0.2
3/16/2026,Jock Landale,ATL,ORL,11,8,1,2,1,4,2,0,0.443636
3/16/2026,Gabe Vincent,ATL,ORL,10,0,0,1,0,1,0,0,0.1
3/16/2026,Draymond Green,GS,WSH,29,5,8,7,1,8,0,3,0.37931
3/16/2026,Gui Santos,GS,WSH,28,18,4,5,4,10,0,1,0.392857
3/16/2026,De'Anthony Melton,GS,WSH,30,27,5,4,0,17,3,3,0.710667
3/16/2026,Brandin Podziemski,GS,WSH,28,10,4,3,1,11,4,1,0.491429
3/16/2026,Will Richard,GS,WSH,32,0,3,2,0,6,0,0,0.1875
3/16/2026,Malevy Leons,GS,WSH,16,8,2,0,0,5,0,1,0.375
3/16/2026,Omer Yurtseven,GS,WSH,2,2,0,1,0,0,2,0,0.44
3/16/2026,Kristaps Porzingis,GS,WSH,26,30,5,4,1,13,14,3,0.852308
3/16/2026,Gary Payton II,GS,WSH,24,15,6,2,0,10,3,2,0.555
3/16/2026,Nate Williams,GS,WSH,3,0,1,0,0,2,0,0,0.666667
3/16/2026,Pat Spencer,GS,WSH,22,10,3,4,2,9,2,1,0.494545
3/16/2026,Julian Reese,WSH,GS,24,12,6,1,0,7,2,3,0.453333
3/16/2026,Trae Young,WSH,GS,21,21,2,5,3,10,5,3,0.72381
3/16/2026,Bilal Coulibaly,WSH,GS,33,21,8,4,2,10,6,2,0.443636
3/16/2026,Will Riley,WSH,GS,39,21,4,5,4,13,6,3,0.477949
3/16/2026,Tre Johnson,WSH,GS,23,13,1,2,2,12,2,2,0.646957
3/16/2026,Anthony Gill,WSH,GS,32,4,8,2,0,4,2,1,0.18375
3/16/2026,Tristan Vukcevic,WSH,GS,15,11,2,1,2,9,4,2,0.850667
3/16/2026,Sharife Cooper,WSH,GS,13,4,2,1,0,3,2,1,0.375385
3/16/2026,Jamir Watkins,WSH,GS,16,6,3,2,0,4,0,2,0.375
3/16/2026,Bub Carrington,WSH,GS,12,4,0,1,0,6,0,0,0.5
3/16/2026,Jaden Hardy,WSH,GS,12,0,0,0,0,0,0,2,0.166667
3/16/2026,Jerami Grant,POR,BKN,32,12,4,5,2,13,0,2,0.46875
3/16/2026,Toumani Camara,POR,BKN,32,18,5,2,2,9,3,1,0.35375
3/16/2026,Deni Avdija,POR,BKN,34,18,6,5,1,13,12,4,0.655294
3/16/2026,Donovan Clingan,POR,BKN,24,14,11,2,0,7,8,2,0.521667
3/16/2026,Jrue Holiday,POR,BKN,27,11,9,5,1,11,0,2,0.481481
3/16/2026,Kris Murray,POR,BKN,25,14,3,1,2,7,1,2,0.3776
3/16/2026,Matisse Thybulle,POR,BKN,15,5,1,2,1,6,0,1,0.466667
3/16/2026,Scoot Henderson,POR,BKN,20,16,1,4,2,10,5,2,0.71
3/16/2026,Blake Wesley,POR,BKN,8,4,0,1,0,2,0,1,0.375
3/16/2026,Jayson Kent,POR,BKN,3,2,1,0,0,1,0,0,0.333333
3/16/2026,Sidy Cissoko,POR,BKN,21,0,3,3,0,1,0,1,0.095238
3/16/2026,Ziaire Williams,BKN,POR,20,7,1,0,1,8,0,1,0.45
3/16/2026,Danny Wolf,BKN,POR,24,8,5,4,2,9,0,4,0.541667
3/16/2026,Nic Claxton,BKN,POR,20,12,11,1,0,11,4,0,0.638
3/16/2026,Drake Powell,BKN,POR,18,2,1,0,0,6,0,2,0.444444
3/16/2026,Nolan Traore,BKN,POR,16,4,1,1,0,8,4,0,0.61
3/16/2026,E.J. Liddell,BKN,POR,26,4,6,2,0,7,0,1,0.307692
3/16/2026,Chaney Johnson,BKN,POR,25,17,9,1,2,8,6,0,0.4256
3/16/2026,Ochai Agbaji,BKN,POR,25,8,4,1,1,6,2,1,0.3152
3/16/2026,Malachi Smith,BKN,POR,18,3,4,4,0,6,1,1,0.413333
3/16/2026,Tyson Etienne,BKN,POR,23,15,2,1,3,7,6,2,0.506087
3/16/2026,Ben Saraf,BKN,POR,24,15,0,4,0,10,6,4,0.693333
3/16/2026,Royce O'Neale,PHX,BOS,19,6,2,3,2,5,0,0,0.263158
3/16/2026,Oso Ighodaro,PHX,BOS,33,4,4,8,0,4,0,0,0.121212
3/16/2026,Devin Booker,PHX,BOS,37,40,3,6,2,24,9,7,0.944865
3/16/2026,Collin Gillespie,PHX,BOS,23,3,3,1,1,8,0,0,0.347826
3/16/2026,Jalen Green,PHX,BOS,33,21,7,1,1,20,4,1,0.689697
3/16/2026,Haywood Highsmith,PHX,BOS,19,16,4,1,4,8,4,0,0.513684
3/16/2026,Rasheer Fleming,PHX,BOS,15,1,3,0,0,1,2,0,0.125333
3/16/2026,Khaman Maluach,PHX,BOS,12,2,3,0,0,1,2,0,0.156667
3/16/2026,Grayson Allen,PHX,BOS,22,13,1,2,2,7,6,0,0.438182
3/16/2026,Amir Coffey,PHX,BOS,4,0,0,0,0,0,0,0,0
3/16/2026,Jordan Goodwin,PHX,BOS,24,6,5,4,1,5,2,1,0.286667
3/16/2026,Jayson Tatum,BOS,PHX,32,21,7,4,2,18,3,2,0.66625
3/16/2026,Sam Hauser,BOS,PHX,23,2,4,2,0,3,0,0,0.130435
3/16/2026,Neemias Queta,BOS,PHX,33,5,3,6,0,4,1,1,0.164848
3/16/2026,Derrick White,BOS,PHX,29,21,4,5,5,16,0,4,0.689655
3/16/2026,Jaylen Brown,BOS,PHX,40,41,7,6,2,20,21,4,0.831
3/16/2026,Luka Garza,BOS,PHX,11,3,3,0,1,2,0,0,0.181818
3/16/2026,Payton Pritchard,BOS,PHX,37,19,4,6,5,13,2,2,0.429189
3/16/2026,Baylor Scheierman,BOS,PHX,26,8,5,2,2,3,0,0,0.115385
3/16/2026,Hugo Gonzalez,BOS,PHX,8,0,1,0,0,1,0,0,0.125
3/16/2026,Olivier-Maxence Prosper,MEM,CHI,24,13,3,0,1,11,1,0,0.476667
3/16/2026,Cedric Coward,MEM,CHI,24,17,0,5,2,13,2,2,0.661667
3/16/2026,Jaylen Wells,MEM,CHI,23,16,3,1,2,9,4,2,0.554783
3/16/2026,Walter Clayton Jr.,MEM,CHI,26,12,2,7,2,11,0,3,0.538462
3/16/2026,Rayan Rupert,MEM,CHI,27,3,4,1,1,6,0,2,0.296296
3/16/2026,Taj Gibson,MEM,CHI,8,2,2,0,0,2,0,0,0.25
3/16/2026,Tyler Burton,MEM,CHI,21,8,8,1,1,6,4,2,0.464762
3/16/2026,Taylor Hendricks,MEM,CHI,21,16,3,0,2,11,2,1,0.613333
3/16/2026,DeJon Jarreau,MEM,CHI,23,5,5,6,0,4,2,2,0.29913
3/16/2026,Cam Spencer,MEM,CHI,16,12,1,7,2,7,4,1,0.61
3/16/2026,Jahmai Mashack,MEM,CHI,26,3,6,2,1,6,0,2,0.307692
3/16/2026,Jalen Smith,CHI,MEM,27,13,5,0,0,10,3,1,0.456296
3/16/2026,Matas Buzelis,CHI,MEM,32,29,7,1,5,22,0,1,0.71875
3/16/2026,Leonard Miller,CHI,MEM,28,10,7,2,2,5,3,0,0.225714
3/16/2026,Tre Jones,CHI,MEM,28,17,5,5,1,12,2,3,0.567143
3/16/2026,Josh Giddey,CHI,MEM,34,16,15,13,2,12,2,2,0.437647
3/16/2026,Guerschon Yabusele,CHI,MEM,18,13,0,0,2,4,6,1,0.424444
3/16/2026,Patrick Williams,CHI,MEM,20,9,0,2,3,7,0,1,0.4
3/16/2026,Nick Richards,CHI,MEM,13,5,6,1,0,4,2,0,0.375385
3/16/2026,Lachlan Olbrich,CHI,MEM,2,0,0,0,0,0,0,1,0.5
3/16/2026,Rob Dillingham,CHI,MEM,27,15,1,4,3,15,0,3,0.666667
3/16/2026,Yuki Kawamura,CHI,MEM,12,5,1,2,0,2,3,3,0.526667
3/16/2026,P.J. Washington,DAL,NO,31,18,7,2,4,13,0,0,0.419355
3/16/2026,Naji Marshall,DAL,NO,33,32,8,7,2,24,8,0,0.833939
3/16/2026,Cooper Flagg,DAL,NO,30,21,7,8,0,21,2,4,0.862667
3/16/2026,Max Christie,DAL,NO,32,12,4,0,4,7,0,0,0.21875
3/16/2026,Ryan Nembhard,DAL,NO,25,2,4,5,0,8,0,3,0.44
3/16/2026,Khris Middleton,DAL,NO,18,6,4,1,2,9,0,2,0.611111
3/16/2026,Dwight Powell,DAL,NO,13,1,3,1,0,0,2,0,0.067692
3/16/2026,Marvin Bagley III,DAL,NO,19,9,9,1,1,7,0,0,0.368421
3/16/2026,Tyler Smith,DAL,NO,5,3,1,0,0,3,2,1,0.976
3/16/2026,Brandon Williams,DAL,NO,5,0,0,1,0,2,0,0,0.4
3/16/2026,John Poulakidas,DAL,NO,18,3,2,0,1,5,0,0,0.277778
3/16/2026,AJ Johnson,DAL,NO,12,4,2,1,0,5,0,1,0.5
3/16/2026,Herbert Jones,NO,DAL,29,10,3,4,1,9,1,1,0.36
3/16/2026,Zion Williamson,NO,DAL,29,27,4,1,0,13,9,1,0.61931
3/16/2026,Trey Murphy III,NO,DAL,33,17,7,7,2,15,2,2,0.541818
3/16/2026,Yves Missi,NO,DAL,28,4,10,5,0,4,4,2,0.277143
3/16/2026,Saddiq Bey,NO,DAL,35,23,6,3,1,18,6,1,0.618286
3/16/2026,Karlo Matkovic,NO,DAL,20,13,10,1,2,7,1,0,0.372
3/16/2026,Derik Queen,NO,DAL,21,9,6,2,1,4,4,2,0.369524
3/16/2026,Jordan Poole,NO,DAL,18,4,1,2,0,9,1,1,0.58
3/16/2026,Micah Peavy,NO,DAL,2,0,2,1,0,1,2,1,1.44
3/16/2026,Jordan Hawkins,NO,DAL,2,5,2,0,1,1,2,0,0.94
3/16/2026,Jeremiah Fears,NO,DAL,25,17,6,5,3,14,2,3,0.7152
3/16/2026,LeBron James,LAL,HOU,33,18,5,5,1,13,4,1,0.477576
3/16/2026,Deandre Ayton,LAL,HOU,27,7,11,0,0,6,2,1,0.291852
3/16/2026,Marcus Smart,LAL,HOU,36,11,0,1,3,9,0,0,0.25
3/16/2026,Luka Doncic,LAL,HOU,40,36,6,4,4,27,5,4,0.83
3/16/2026,Austin Reaves,LAL,HOU,40,15,3,5,0,18,5,1,0.53
3/16/2026,Rui Hachimura,LAL,HOU,23,6,3,0,0,6,0,1,0.304348
