n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Mike Conley OVER PTS 1.5 (GOBLIN) [id:11882722] | Rudy Gobert OVER REB 7.5 (GOBLIN) [id:11896022] | Paul George OVER PTS 15.5 (STANDARD) [id:11878969] | Jose Alvarado UNDER FG3M 0.5 (STANDARD) [id:11893277] | Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0.1775830843293772,20.0,0.27301664963218003,5.4603329926436,0.9696627742991091,20.0,pp_kernel,0.7187669664394132,0.03411385629518272,Mike Conley OVER PTS 1.5 (GOBLIN) [id:11882722] | Rudy Gobert OVER REB 7.5 (GOBLIN) [id:11896022] | Paul George OVER PTS 15.5 (STANDARD) [id:11878969] | Jose Alvarado UNDER FG3M 0.5 (STANDARD) [id:11893277] | Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0.0125,0.00625,0.002729108503614618,0.0,0.0,0.02147910850361462,0.0,2,0.4,1.2481836657954946,"['mike conley', 'rudy gobert', 'paul george', 'jose alvarado', 'karl-anthony towns']",0.9696627742991091,1,Mike Conley OVER PTS 1.5 (GOBLIN) [id:11882722],Rudy Gobert OVER REB 7.5 (GOBLIN) [id:11896022],Paul George OVER PTS 15.5 (STANDARD) [id:11878969],Jose Alvarado UNDER FG3M 0.5 (STANDARD) [id:11893277],Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],2,Mike Conley | Rudy Gobert
5,Devin Vassell OVER PR 13.5 (GOBLIN) [id:11907925] | Ayo Dosunmu OVER PR 11.5 (GOBLIN) [id:11909814] | Paul George UNDER REB 5 (STANDARD) [id:11878971] | Rudy Gobert OVER PTS 7.5 (STANDARD) [id:11881566] | Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0.15355940006882943,20.0,0.30477983282677656,6.095596656535531,0.9360361656391587,20.0,pp_kernel,0.7001399239908604,0.07202529363831602,Devin Vassell OVER PR 13.5 (GOBLIN) [id:11907925] | Ayo Dosunmu OVER PR 11.5 (GOBLIN) [id:11909814] | Paul George UNDER REB 5 (STANDARD) [id:11878971] | Rudy Gobert OVER PTS 7.5 (STANDARD) [id:11881566] | Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0.0125,0.028125,0.005762023491065281,0.0,0.0,0.046387023491065285,0.0,2,0.4,1.1896491421480935,"['devin vassell', 'ayo dosunmu', 'paul george', 'rudy gobert', 'dylan harper']",0.9360361656391587,1,Devin Vassell OVER PR 13.5 (GOBLIN) [id:11907925],Ayo Dosunmu OVER PR 11.5 (GOBLIN) [id:11909814],Paul George UNDER REB 5 (STANDARD) [id:11878971],Rudy Gobert OVER PTS 7.5 (STANDARD) [id:11881566],Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],2,Ayo Dosunmu | Rudy Gobert
5,OG Anunoby OVER PA 14.5 (GOBLIN) [id:11879173] | Mike Conley OVER REB 1.5 (GOBLIN) [id:11883401] | Paul George OVER PA 19.5 (STANDARD) [id:11879196] | Devin Vassell OVER PR 17.5 (STANDARD) [id:11881384] | Jaden McDaniels OVER PRA 24.5 (DEMON) [id:11881437],0.12604329129181177,20.0,0.3555618905900159,7.1112378118003186,0.8963238189580937,20.0,pp_kernel,0.6753095220455287,0.050258388683087206,OG Anunoby OVER PA 14.5 (GOBLIN) [id:11879173] | Mike Conley OVER REB 1.5 (GOBLIN) [id:11883401] | Paul George OVER PA 19.5 (STANDARD) [id:11879196] | Devin Vassell OVER PR 17.5 (STANDARD) [id:11881384] | Jaden McDaniels OVER PRA 24.5 (DEMON) [id:11881437],0.00625,0.028125,0.004020671094646977,0.0,0.0,0.03839567109464698,0.0,2,0.4,1.1579281478634467,"['og anunoby', 'mike conley', 'paul george', 'devin vassell', 'jaden mcdaniels']",0.8963238189580937,1,OG Anunoby OVER PA 14.5 (GOBLIN) [id:11879173],Mike Conley OVER REB 1.5 (GOBLIN) [id:11883401],Paul George OVER PA 19.5 (STANDARD) [id:11879196],Devin Vassell OVER PR 17.5 (STANDARD) [id:11881384],Jaden McDaniels OVER PRA 24.5 (DEMON) [id:11881437],2,Mike Conley | Jaden McDaniels
5,Ayo Dosunmu OVER REB 1.5 (GOBLIN) [id:11909119] | VJ Edgecombe OVER PA 12.5 (GOBLIN) [id:11889502] | Paul George UNDER PRA 24.5 (STANDARD) [id:11879204] | Rudy Gobert OVER PA 9.5 (STANDARD) [id:11881569] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.13692549833275486,20.0,0.32910472359538706,6.582094471907741,0.9012565656392384,20.0,pp_kernel,0.6831480890057542,0.05166391787393508,Ayo Dosunmu OVER REB 1.5 (GOBLIN) [id:11909119] | VJ Edgecombe OVER PA 12.5 (GOBLIN) [id:11889502] | Paul George UNDER PRA 24.5 (STANDARD) [id:11879204] | Rudy Gobert OVER PA 9.5 (STANDARD) [id:11881569] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.0125,0.028125,0.004133113429914807,0.0,0.0,0.04475811342991481,0.0,2,0.4,1.1564984522093236,"['ayo dosunmu', 'vj edgecombe', 'paul george', 'rudy gobert', 'stephon castle']",0.9012565656392384,1,Ayo Dosunmu OVER REB 1.5 (GOBLIN) [id:11909119],VJ Edgecombe OVER PA 12.5 (GOBLIN) [id:11889502],Paul George UNDER PRA 24.5 (STANDARD) [id:11879204],Rudy Gobert OVER PA 9.5 (STANDARD) [id:11881569],Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],2,Ayo Dosunmu | Rudy Gobert
5,Karl-Anthony Towns OVER REB 9.5 (GOBLIN) [id:11878920] | Joel Embiid OVER PTS 23.5 (GOBLIN) [id:11880930] | Miles McBride UNDER FG3M 1.5 (STANDARD) [id:11879469] | Keldon Johnson UNDER RA 4.5 (STANDARD) [id:11909820] | Stephon Castle OVER RA 13.5 (DEMON) [id:11883449],0.22936030960565157,20.0,0.20344512671199758,4.068902534239951,0.9332447450084955,20.0,pp_kernel,0.7550471933787289,0.03798224250573508,Karl-Anthony Towns OVER REB 9.5 (GOBLIN) [id:11878920] | Joel Embiid OVER PTS 23.5 (GOBLIN) [id:11880930] | Miles McBride UNDER FG3M 1.5 (STANDARD) [id:11879469] | Keldon Johnson UNDER RA 4.5 (STANDARD) [id:11909820] | Stephon Castle OVER RA 13.5 (DEMON) [id:11883449],0.0125,0.0125,0.0030385794004588063,0.0,0.0,0.028038579400458806,0.0,0,0.0,0.9052061656080367,"['karl-anthony towns', 'joel embiid', 'miles mcbride', 'keldon johnson', 'stephon castle']",0.9332447450084955,1,Karl-Anthony Towns OVER REB 9.5 (GOBLIN) [id:11878920],Joel Embiid OVER PTS 23.5 (GOBLIN) [id:11880930],Miles McBride UNDER FG3M 1.5 (STANDARD) [id:11879469],Keldon Johnson UNDER RA 4.5 (STANDARD) [id:11909820],Stephon Castle OVER RA 13.5 (DEMON) [id:11883449],0,
5,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882] | VJ Edgecombe OVER REB 3.5 (GOBLIN) [id:11878996] | Mikal Bridges UNDER PR 14.5 (STANDARD) [id:11879154] | Dylan Harper OVER PTS 10.5 (STANDARD) [id:11881753] | OG Anunoby OVER PRA 29.5 (DEMON) [id:11879179],0.19058871746388073,20.0,0.24045792682794057,4.809158536558812,0.9165713575632175,20.0,pp_kernel,0.7273025877775583,0.04798781640548094,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882] | VJ Edgecombe OVER REB 3.5 (GOBLIN) [id:11878996] | Mikal Bridges UNDER PR 14.5 (STANDARD) [id:11879154] | Dylan Harper OVER PTS 10.5 (STANDARD) [id:11881753] | OG Anunoby OVER PRA 29.5 (DEMON) [id:11879179],0.0125,0.0125,0.0038390253124384755,0.0,0.0,0.028839025312438475,0.0,0,0.0,0.8877323322507791,"['joel embiid', 'vj edgecombe', 'mikal bridges', 'dylan harper', 'og anunoby']",0.9165713575632175,1,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882],VJ Edgecombe OVER REB 3.5 (GOBLIN) [id:11878996],Mikal Bridges UNDER PR 14.5 (STANDARD) [id:11879154],Dylan Harper OVER PTS 10.5 (STANDARD) [id:11881753],OG Anunoby OVER PRA 29.5 (DEMON) [id:11879179],0,
5,Karl-Anthony Towns OVER AST 3.5 (GOBLIN) [id:11878912] | Paul George OVER PTS 13.5 (GOBLIN) [id:11880977] | Keldon Johnson UNDER RA 4.5 (STANDARD) [id:11909820] | Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.1976604832342959,20.0,0.23787384702339995,4.757476940467999,0.9403651910289242,20.0,pp_kernel,0.7326341887971787,0.02845706408656141,Karl-Anthony Towns OVER AST 3.5 (GOBLIN) [id:11878912] | Paul George OVER PTS 13.5 (GOBLIN) [id:11880977] | Keldon Johnson UNDER RA 4.5 (STANDARD) [id:11909820] | Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.0125,0.05,0.0022765651269249128,0.0,0.0,0.06477656512692491,0.0,0,0.0,0.8755886259019994,"['karl-anthony towns', 'paul george', 'keldon johnson', 'jose alvarado', 'stephon castle']",0.9403651910289242,1,Karl-Anthony Towns OVER AST 3.5 (GOBLIN) [id:11878912],Paul George OVER PTS 13.5 (GOBLIN) [id:11880977],Keldon Johnson UNDER RA 4.5 (STANDARD) [id:11909820],Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560],Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0,
5,Joel Embiid OVER PR 30.5 (GOBLIN) [id:11889471] | VJ Edgecombe OVER RA 5.5 (GOBLIN) [id:11919492] | Dylan Harper UNDER REB 3 (STANDARD) [id:11881415] | Jalen Brunson OVER AST 6 (STANDARD) [id:11884393] | Stephon Castle OVER RA 13.5 (DEMON) [id:11883449],0.17662855751406153,20.0,0.2593102737029862,5.186205474059724,0.9160319918546987,20.0,pp_kernel,0.7166789106102713,0.04874996488978143,Joel Embiid OVER PR 30.5 (GOBLIN) [id:11889471] | VJ Edgecombe OVER RA 5.5 (GOBLIN) [id:11919492] | Dylan Harper UNDER REB 3 (STANDARD) [id:11881415] | Jalen Brunson OVER AST 6 (STANDARD) [id:11884393] | Stephon Castle OVER RA 13.5 (DEMON) [id:11883449],0.0125,0.028125,0.0038999971911825144,0.0,0.0,0.04452499719118252,0.0,0,0.0,0.8715069946635162,"['joel embiid', 'vj edgecombe', 'dylan harper', 'jalen brunson', 'stephon castle']",0.9160319918546987,1,Joel Embiid OVER PR 30.5 (GOBLIN) [id:11889471],VJ Edgecombe OVER RA 5.5 (GOBLIN) [id:11919492],Dylan Harper UNDER REB 3 (STANDARD) [id:11881415],Jalen Brunson OVER AST 6 (STANDARD) [id:11884393],Stephon Castle OVER RA 13.5 (DEMON) [id:11883449],0,
5,Dylan Harper OVER RA 4.5 (GOBLIN) [id:11881417] | Devin Vassell OVER REB 2.5 (GOBLIN) [id:11881854] | Quentin Grimes UNDER PTS 6 (STANDARD) [id:11880010] | OG Anunoby OVER PR 23 (STANDARD) [id:11879178] | VJ Edgecombe OVER PR 24.5 (DEMON) [id:11879241],0.18526154368405237,20.0,0.24281300576889672,4.856260115377935,0.8996782455062104,20.0,pp_kernel,0.7232930481685791,0.03859468074385166,Dylan Harper OVER RA 4.5 (GOBLIN) [id:11881417] | Devin Vassell OVER REB 2.5 (GOBLIN) [id:11881854] | Quentin Grimes UNDER PTS 6 (STANDARD) [id:11880010] | OG Anunoby OVER PR 23 (STANDARD) [id:11879178] | VJ Edgecombe OVER PR 24.5 (DEMON) [id:11879241],0.0125,0.028125,0.003087574459508133,0.0,0.0,0.04371257445950814,0.0,0,0.0,0.8559656710467023,"['dylan harper', 'devin vassell', 'quentin grimes', 'og anunoby', 'vj edgecombe']",0.8996782455062104,1,Dylan Harper OVER RA 4.5 (GOBLIN) [id:11881417],Devin Vassell OVER REB 2.5 (GOBLIN) [id:11881854],Quentin Grimes UNDER PTS 6 (STANDARD) [id:11880010],OG Anunoby OVER PR 23 (STANDARD) [id:11879178],VJ Edgecombe OVER PR 24.5 (DEMON) [id:11879241],0,
5,Joel Embiid OVER PR 29.5 (GOBLIN) [id:11879067] | Mikal Bridges OVER PA 9.5 (GOBLIN) [id:11879150] | Kelly Oubre OVER PRA 18.5 (STANDARD) [id:11879139] | Devin Vassell UNDER PRA 19.5 (STANDARD) [id:11881387] | Stephon Castle OVER AST 7.5 (DEMON) [id:11881595],0.15213332252852166,20.0,0.2921785730491954,5.843571460983909,0.8890019417923295,20.0,pp_kernel,0.6964027905617602,0.05412536651444131,Joel Embiid OVER PR 29.5 (GOBLIN) [id:11879067] | Mikal Bridges OVER PA 9.5 (GOBLIN) [id:11879150] | Kelly Oubre OVER PRA 18.5 (STANDARD) [id:11879139] | Devin Vassell UNDER PRA 19.5 (STANDARD) [id:11881387] | Stephon Castle OVER AST 7.5 (DEMON) [id:11881595],0.0125,0.05,0.004330029321155305,0.0,0.0,0.06683002932115531,0.0,0,0.0,0.8221719124711742,"['joel embiid', 'mikal bridges', 'kelly oubre', 'devin vassell', 'stephon castle']",0.8890019417923295,1,Joel Embiid OVER PR 29.5 (GOBLIN) [id:11879067],Mikal Bridges OVER PA 9.5 (GOBLIN) [id:11879150],Kelly Oubre OVER PRA 18.5 (STANDARD) [id:11879139],Devin Vassell UNDER PRA 19.5 (STANDARD) [id:11881387],Stephon Castle OVER AST 7.5 (DEMON) [id:11881595],0,
