n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Mike Conley OVER PTS 2.5 (GOBLIN) [id:11882721] | Rudy Gobert UNDER PR 18.5 (STANDARD) [id:11881573] | Jordan Clarkson OVER PTS 7.5 (DEMON) [id:11890181],0.31608720074449054,6.0,0.37981993189348295,2.2789195913608977,0.7203373143550444,6.0,pp_kernel,0.6963707581727802,0.017281063439391783,Mike Conley OVER PTS 2.5 (GOBLIN) [id:11882721] | Rudy Gobert UNDER PR 18.5 (STANDARD) [id:11881573] | Jordan Clarkson OVER PTS 7.5 (DEMON) [id:11890181],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,1.0153373143550444,"['mike conley', 'rudy gobert', 'jordan clarkson']",0.7203373143550444,1,Mike Conley OVER PTS 2.5 (GOBLIN) [id:11882721],Rudy Gobert UNDER PR 18.5 (STANDARD) [id:11881573],Jordan Clarkson OVER PTS 7.5 (DEMON) [id:11890181],2,Mike Conley | Rudy Gobert
3,Ayo Dosunmu OVER PR 11.5 (GOBLIN) [id:11909814] | Jalen Brunson OVER AST 6 (STANDARD) [id:11884393] | Jaden McDaniels OVER PTS 18.5 (DEMON) [id:11896004],0.323446354796413,6.0,0.36253908129180884,2.175234487750853,0.703571665890456,6.0,pp_kernel,0.7002763053262058,0.048455192141105975,Ayo Dosunmu OVER PR 11.5 (GOBLIN) [id:11909814] | Jalen Brunson OVER AST 6 (STANDARD) [id:11884393] | Jaden McDaniels OVER PTS 18.5 (DEMON) [id:11896004],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,0.998571665890456,"['ayo dosunmu', 'jalen brunson', 'jaden mcdaniels']",0.703571665890456,1,Ayo Dosunmu OVER PR 11.5 (GOBLIN) [id:11909814],Jalen Brunson OVER AST 6 (STANDARD) [id:11884393],Jaden McDaniels OVER PTS 18.5 (DEMON) [id:11896004],2,Ayo Dosunmu | Jaden McDaniels
3,VJ Edgecombe OVER PR 14.5 (GOBLIN) [id:11879242] | Naz Reid UNDER PTS 12.5 (STANDARD) [id:11881537] | Jaden McDaniels OVER PRA 24.5 (DEMON) [id:11881437],0.34893360825840347,6.0,0.3312165320876281,1.9872991925257684,0.693435477937028,6.0,pp_kernel,0.7190859899321258,0.08063620181710911,VJ Edgecombe OVER PR 14.5 (GOBLIN) [id:11879242] | Naz Reid UNDER PTS 12.5 (STANDARD) [id:11881537] | Jaden McDaniels OVER PRA 24.5 (DEMON) [id:11881437],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,0.9884354779370279,"['vj edgecombe', 'naz reid', 'jaden mcdaniels']",0.693435477937028,1,VJ Edgecombe OVER PR 14.5 (GOBLIN) [id:11879242],Naz Reid UNDER PTS 12.5 (STANDARD) [id:11881537],Jaden McDaniels OVER PRA 24.5 (DEMON) [id:11881437],2,Naz Reid | Jaden McDaniels
3,Ayo Dosunmu OVER PA 13.5 (GOBLIN) [id:11909861] | Joel Embiid OVER PRA 40.5 (STANDARD) [id:11879072] | Jaden McDaniels OVER PTS 18.5 (DEMON) [id:11896004],0.3074332156937295,6.0,0.3649899575336438,2.1899397452018627,0.6732602180429152,6.0,pp_kernel,0.6860334490906276,0.058004870384107225,Ayo Dosunmu OVER PA 13.5 (GOBLIN) [id:11909861] | Joel Embiid OVER PRA 40.5 (STANDARD) [id:11879072] | Jaden McDaniels OVER PTS 18.5 (DEMON) [id:11896004],0.005,0.0,0.0,0.0,0.0,0.005,0.0,2,0.6666666666666666,0.9682602180429152,"['ayo dosunmu', 'joel embiid', 'jaden mcdaniels']",0.6732602180429152,1,Ayo Dosunmu OVER PA 13.5 (GOBLIN) [id:11909861],Joel Embiid OVER PRA 40.5 (STANDARD) [id:11879072],Jaden McDaniels OVER PTS 18.5 (DEMON) [id:11896004],2,Ayo Dosunmu | Jaden McDaniels
3,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882] | Luke Kornet UNDER REB 3.5 (STANDARD) [id:11883501] | Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0.3400796886497218,6.0,0.35589106630565215,2.1353463978339127,0.7261879381346621,6.0,pp_kernel,0.7137656627399985,0.02813469027406369,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882] | Luke Kornet UNDER REB 3.5 (STANDARD) [id:11883501] | Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7261879381346621,"['joel embiid', 'luke kornet', 'karl-anthony towns']",0.7261879381346621,1,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882],Luke Kornet UNDER REB 3.5 (STANDARD) [id:11883501],Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0,
3,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882] | Mikal Bridges UNDER PR 14.5 (STANDARD) [id:11879154] | Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0.33285702772984327,6.0,0.3641901328326769,2.1851407969960617,0.7273394708593299,6.0,pp_kernel,0.7085297429804154,0.05832626561694625,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882] | Mikal Bridges UNDER PR 14.5 (STANDARD) [id:11879154] | Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0.005,0.0,0.0,0.0,0.0,0.005,0.0,0,0.0,0.7223394708593299,"['joel embiid', 'mikal bridges', 'karl-anthony towns']",0.7273394708593299,1,Joel Embiid OVER FG3M 0.5 (GOBLIN) [id:11878882],Mikal Bridges UNDER PR 14.5 (STANDARD) [id:11879154],Karl-Anthony Towns OVER REB 14.5 (DEMON) [id:11879117],0,
3,Karl-Anthony Towns OVER PRA 29.5 (GOBLIN) [id:11879116] | Victor Wembanyama OVER PTS 26.5 (STANDARD) [id:11881762] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.3090292489668374,6.0,0.38859713396453643,2.3315828037872186,0.7205272827583572,6.0,pp_kernel,0.6908606226315892,0.04574352775394549,Karl-Anthony Towns OVER PRA 29.5 (GOBLIN) [id:11879116] | Victor Wembanyama OVER PTS 26.5 (STANDARD) [id:11881762] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.005,0.0,0.0,0.0,0.0,0.005,0.0,0,0.0,0.7155272827583572,"['karl-anthony towns', 'victor wembanyama', 'stephon castle']",0.7205272827583572,1,Karl-Anthony Towns OVER PRA 29.5 (GOBLIN) [id:11879116],Victor Wembanyama OVER PTS 26.5 (STANDARD) [id:11881762],Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0,
3,Joel Embiid OVER RA 12.5 (GOBLIN) [id:11880934] | Mikal Bridges OVER PA 14.5 (STANDARD) [id:11879151] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.30050273218506535,6.0,0.3945604854454228,2.367362912672537,0.7113990233316917,6.0,pp_kernel,0.6837711767455814,0.04810506385113372,Joel Embiid OVER RA 12.5 (GOBLIN) [id:11880934] | Mikal Bridges OVER PA 14.5 (STANDARD) [id:11879151] | Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7113990233316917,"['joel embiid', 'mikal bridges', 'stephon castle']",0.7113990233316917,1,Joel Embiid OVER RA 12.5 (GOBLIN) [id:11880934],Mikal Bridges OVER PA 14.5 (STANDARD) [id:11879151],Stephon Castle OVER RA 14.5 (DEMON) [id:11881620],0,
3,Josh Hart OVER REB 6.5 (GOBLIN) [id:11879097] | Paul George OVER PTS 15.5 (STANDARD) [id:11878969] | Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0.29159122339674454,6.0,0.40418532306861554,2.4251119384116935,0.7071413569955163,6.0,pp_kernel,0.6764659733146271,0.048782227222807555,Josh Hart OVER REB 6.5 (GOBLIN) [id:11879097] | Paul George OVER PTS 15.5 (STANDARD) [id:11878969] | Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7071413569955163,"['josh hart', 'paul george', 'dylan harper']",0.7071413569955163,1,Josh Hart OVER REB 6.5 (GOBLIN) [id:11879097],Paul George OVER PTS 15.5 (STANDARD) [id:11878969],Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0,
3,Karl-Anthony Towns OVER AST 2.5 (GOBLIN) [id:11916595] | Victor Wembanyama OVER PTS 26.5 (STANDARD) [id:11881762] | Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0.2984588342666481,6.0,0.39437304162623893,2.3662382497574335,0.7062247096197573,6.0,pp_kernel,0.6812403358069342,0.02465428263519855,Karl-Anthony Towns OVER AST 2.5 (GOBLIN) [id:11916595] | Victor Wembanyama OVER PTS 26.5 (STANDARD) [id:11881762] | Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0.005,0.0,0.0,0.0,0.0,0.005,0.0,0,0.0,0.7012247096197572,"['karl-anthony towns', 'victor wembanyama', 'dylan harper']",0.7062247096197573,1,Karl-Anthony Towns OVER AST 2.5 (GOBLIN) [id:11916595],Victor Wembanyama OVER PTS 26.5 (STANDARD) [id:11881762],Dylan Harper OVER PRA 24.5 (DEMON) [id:11881411],0,
