n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11886555] | Harrison Barnes OVER PTS 0.5 (GOBLIN) [id:11905239] | Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.24299396965608408,20.0,1.0,20.0,4.859879393121681,20.0,atlas,0.7595378671240577,0.015500314182878222,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11886555] | Harrison Barnes OVER PTS 0.5 (GOBLIN) [id:11905239] | Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3929939696560841,"['luke kornet', 'harrison barnes', 'jose alvarado', 'ayo dosunmu', 'paul george']",1,Luke Kornet OVER PTS 0.5 (GOBLIN) [id:11886555],Harrison Barnes OVER PTS 0.5 (GOBLIN) [id:11905239],Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],1,Ayo Dosunmu
5,Karl-Anthony Towns OVER AST 2.5 (GOBLIN) [id:11916595] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.23920361578051777,20.0,1.0,20.0,4.784072315610356,20.0,atlas,0.7539370687586813,0.021847311587633735,Karl-Anthony Towns OVER AST 2.5 (GOBLIN) [id:11916595] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5392036157805178,"['karl-anthony towns', 'julius randle', 'ayo dosunmu', 'luke kornet', 'jose alvarado']",1,Karl-Anthony Towns OVER AST 2.5 (GOBLIN) [id:11916595],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Ayo Dosunmu OVER PRA 18.5 (STANDARD) [id:11909115],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],2,Julius Randle | Ayo Dosunmu
5,Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | Luke Kornet OVER PR 3.5 (GOBLIN) [id:11909131] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Stephon Castle OVER FG3M 1.5 (DEMON) [id:11881592],0.23743570027273003,20.0,1.0,20.0,4.748714005454601,20.0,atlas,0.7553081799573272,0.014799364164977786,Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | Luke Kornet OVER PR 3.5 (GOBLIN) [id:11909131] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Stephon Castle OVER FG3M 1.5 (DEMON) [id:11881592],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.38743570027273,"['jordan clarkson', 'luke kornet', 'ayo dosunmu', 'jose alvarado', 'stephon castle']",1,Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183],Luke Kornet OVER PR 3.5 (GOBLIN) [id:11909131],Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Stephon Castle OVER FG3M 1.5 (DEMON) [id:11881592],1,Ayo Dosunmu
5,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.23369722849399824,20.0,1.0,20.0,4.673944569879965,20.0,atlas,0.7527971736048146,0.02572347238678757,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.5336972284939983,"['mitchell robinson', 'julius randle', 'ayo dosunmu', 'luke kornet', 'paul george']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Ayo Dosunmu OVER PA 15.5 (STANDARD) [id:11908812],Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],2,Julius Randle | Ayo Dosunmu
5,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Victor Wembanyama UNDER REB 12.5 (STANDARD) [id:11881660] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.22560826838895415,20.0,1.0,20.0,4.512165367779083,20.0,atlas,0.7516834641616972,0.04374164418773307,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Victor Wembanyama UNDER REB 12.5 (STANDARD) [id:11881660] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3756082683889541,"['mitchell robinson', 'stephon castle', 'victor wembanyama', 'ayo dosunmu', 'jose alvarado']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Victor Wembanyama UNDER REB 12.5 (STANDARD) [id:11881660],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],1,Ayo Dosunmu
5,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429] | Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560] | Stephon Castle OVER FG3M 1.5 (DEMON) [id:11881592],0.21376585378216797,20.0,1.0,20.0,4.275317075643359,20.0,atlas,0.7405377356807472,0.021290829810755266,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429] | Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560] | Stephon Castle OVER FG3M 1.5 (DEMON) [id:11881592],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,0.513765853782168,"['jaden mcdaniels', 'julius randle', 'luke kornet', 'jose alvarado', 'stephon castle']",1,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429],Jose Alvarado OVER PRA 6 (STANDARD) [id:11917560],Stephon Castle OVER FG3M 1.5 (DEMON) [id:11881592],2,Jaden McDaniels | Julius Randle
5,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Andre Drummond OVER REB 3 (STANDARD) [id:11917375] | Victor Wembanyama UNDER PRA 42.5 (STANDARD) [id:11881653] | Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0.168729973189928,20.0,1.0,20.0,3.37459946379856,20.0,atlas,0.711837469038797,0.05343729963615923,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Andre Drummond OVER REB 3 (STANDARD) [id:11917375] | Victor Wembanyama UNDER PRA 42.5 (STANDARD) [id:11881653] | Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.318729973189928,"['stephon castle', 'julius randle', 'andre drummond', 'victor wembanyama', 'quentin grimes']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Andre Drummond OVER REB 3 (STANDARD) [id:11917375],Victor Wembanyama UNDER PRA 42.5 (STANDARD) [id:11881653],Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],1,Julius Randle
5,Julian Champagnie OVER PTS 5.5 (GOBLIN) [id:11881453] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jaden McDaniels OVER PTS 14.5 (STANDARD) [id:11881429] | Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.16719702961405367,20.0,1.0,20.0,3.3439405922810734,20.0,atlas,0.7083120039031285,0.03334787685047378,Julian Champagnie OVER PTS 5.5 (GOBLIN) [id:11881453] | Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jaden McDaniels OVER PTS 14.5 (STANDARD) [id:11881429] | Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.31719702961405366,"['julian champagnie', 'stephon castle', 'jaden mcdaniels', 'quentin grimes', 'paul george']",1,Julian Champagnie OVER PTS 5.5 (GOBLIN) [id:11881453],Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Jaden McDaniels OVER PTS 14.5 (STANDARD) [id:11881429],Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],1,Jaden McDaniels
5,OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | Julian Champagnie OVER PTS 8.5 (STANDARD) [id:11881458] | Jaden McDaniels OVER PR 19.5 (STANDARD) [id:11881797] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.16347404294778883,20.0,1.0,20.0,3.2694808589557764,20.0,atlas,0.7032939048587543,0.03439302583797525,OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301] | Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | Julian Champagnie OVER PTS 8.5 (STANDARD) [id:11881458] | Jaden McDaniels OVER PR 19.5 (STANDARD) [id:11881797] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.3134740429477888,"['og anunoby', 'jordan clarkson', 'julian champagnie', 'jaden mcdaniels', 'paul george']",1,OG Anunoby OVER REB 3.5 (GOBLIN) [id:11881301],Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183],Julian Champagnie OVER PTS 8.5 (STANDARD) [id:11881458],Jaden McDaniels OVER PR 19.5 (STANDARD) [id:11881797],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],1,Jaden McDaniels
5,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11881519] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Victor Wembanyama UNDER PR 39 (STANDARD) [id:11881648] | Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.16051161472639955,20.0,1.0,20.0,3.210232294527991,20.0,atlas,0.7026023067895473,0.05768855540981288,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11881519] | Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Victor Wembanyama UNDER PR 39 (STANDARD) [id:11881648] | Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,0.31051161472639954,"['keldon johnson', 'jaden mcdaniels', 'victor wembanyama', 'quentin grimes', 'paul george']",1,Keldon Johnson OVER PRA 9.5 (GOBLIN) [id:11881519],Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646],Victor Wembanyama UNDER PR 39 (STANDARD) [id:11881648],Quentin Grimes OVER RA 4.5 (STANDARD) [id:11890152],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],1,Jaden McDaniels
