projection_id,source_projection_id,player,team,stat,stat_raw,stat_is_canonical,line,direction,tier,more_allowed,less_allowed,main_line,alt_line,is_main,odds_type,start_time,updated_at
9916510|LaMelo Ball|PTS|STANDARD|20|OVER,9916510,LaMelo Ball,CHA,PTS,POINTS,1,20.0,OVER,STANDARD,1,0,20.0,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-16T01:37:14.506000+00:00
9916510|LaMelo Ball|PTS|STANDARD|20|UNDER,9916510,LaMelo Ball,CHA,PTS,POINTS,1,20.0,UNDER,STANDARD,0,1,20.0,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-16T01:37:14.506000+00:00
9916573|Desmond Bane|PTS|STANDARD|19|OVER,9916573,Desmond Bane,ORL,PTS,POINTS,1,19.0,OVER,STANDARD,1,0,19.0,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-16T01:37:03.617000+00:00
9916573|Desmond Bane|PTS|STANDARD|19|UNDER,9916573,Desmond Bane,ORL,PTS,POINTS,1,19.0,UNDER,STANDARD,0,1,19.0,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-16T01:37:03.617000+00:00
9916575|Desmond Bane|REB|STANDARD|4|OVER,9916575,Desmond Bane,ORL,REB,REBOUNDS,1,4.0,OVER,STANDARD,1,0,4.0,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-15T23:53:45.576000+00:00
9916575|Desmond Bane|REB|STANDARD|4|UNDER,9916575,Desmond Bane,ORL,REB,REBOUNDS,1,4.0,UNDER,STANDARD,0,1,4.0,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-15T23:53:45.576000+00:00
9916574|Paolo Banchero|REB|STANDARD|8|OVER,9916574,Paolo Banchero,ORL,REB,REBOUNDS,1,8.0,OVER,STANDARD,1,0,8.0,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-15T23:53:45.559000+00:00
9916574|Paolo Banchero|REB|STANDARD|8|UNDER,9916574,Paolo Banchero,ORL,REB,REBOUNDS,1,8.0,UNDER,STANDARD,0,1,8.0,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-15T23:53:45.559000+00:00
9916572|Paolo Banchero|PTS|STANDARD|21.5|OVER,9916572,Paolo Banchero,ORL,PTS,POINTS,1,21.5,OVER,STANDARD,1,0,21.5,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-15T23:53:06.924000+00:00
9916572|Paolo Banchero|PTS|STANDARD|21.5|UNDER,9916572,Paolo Banchero,ORL,PTS,POINTS,1,21.5,UNDER,STANDARD,0,1,21.5,0,0,standard,2026-02-19T22:10:00.000-05:00,2026-02-15T23:53:06.924000+00:00
9916556|Joel Embiid|PTS|STANDARD|28.5|OVER,9916556,Joel Embiid,PHI,PTS,POINTS,1,28.5,OVER,STANDARD,1,0,28.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:51:54.492000+00:00
9916556|Joel Embiid|PTS|STANDARD|28.5|UNDER,9916556,Joel Embiid,PHI,PTS,POINTS,1,28.5,UNDER,STANDARD,0,1,28.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:51:54.492000+00:00
9916557|Joel Embiid|REB|STANDARD|8.5|OVER,9916557,Joel Embiid,PHI,REB,REBOUNDS,1,8.5,OVER,STANDARD,1,0,8.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:51:54.492000+00:00
9916557|Joel Embiid|REB|STANDARD|8.5|UNDER,9916557,Joel Embiid,PHI,REB,REBOUNDS,1,8.5,UNDER,STANDARD,0,1,8.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:51:54.492000+00:00
9916525|Aaron Nesmith|REB|STANDARD|4.5|OVER,9916525,Aaron Nesmith,IND,REB,REBOUNDS,1,4.5,OVER,STANDARD,1,0,4.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:44:48.402000+00:00
9916525|Aaron Nesmith|REB|STANDARD|4.5|UNDER,9916525,Aaron Nesmith,IND,REB,REBOUNDS,1,4.5,UNDER,STANDARD,0,1,4.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:44:48.402000+00:00
9916522|Aaron Nesmith|PTS|STANDARD|13.5|OVER,9916522,Aaron Nesmith,IND,PTS,POINTS,1,13.5,OVER,STANDARD,1,0,13.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:44:27.859000+00:00
9916522|Aaron Nesmith|PTS|STANDARD|13.5|UNDER,9916522,Aaron Nesmith,IND,PTS,POINTS,1,13.5,UNDER,STANDARD,0,1,13.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:44:27.859000+00:00
9916520|Andrew Nembhard|PTS|STANDARD|16.5|OVER,9916520,Andrew Nembhard,IND,PTS,POINTS,1,16.5,OVER,STANDARD,1,0,16.5,0,0,standard,2026-02-19T19:10:00.000-05:00,2026-02-15T23:44:27.848000+00:00
