n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Donte DiVincenzo OVER AST 2.5 (GOBLIN) [id:10660807] | Naz Reid OVER REB 3.5 (GOBLIN) [id:10664234] | Coby White OVER REB 2.5 (STANDARD) [id:10643860] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jordan Goodwin OVER PA 9.5 (DEMON) [id:10665111],0.14334878161309722,20.0,1.0,20.0,2.866975632261944,20.0,atlas,0.687776591467351,0.04415250998202299,Donte DiVincenzo OVER AST 2.5 (GOBLIN) [id:10660807] | Naz Reid OVER REB 3.5 (GOBLIN) [id:10664234] | Coby White OVER REB 2.5 (STANDARD) [id:10643860] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jordan Goodwin OVER PA 9.5 (DEMON) [id:10665111],0.0,0.0,0.0,0.0,0.0,0,0.0,2.866975632261944,"['donte divincenzo', 'naz reid', 'coby white', 'tristan silva', 'jordan goodwin']",1,Donte DiVincenzo OVER AST 2.5 (GOBLIN) [id:10660807],Naz Reid OVER REB 3.5 (GOBLIN) [id:10664234],Coby White OVER REB 2.5 (STANDARD) [id:10643860],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Jordan Goodwin OVER PA 9.5 (DEMON) [id:10665111],0,
5,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Jordan Goodwin OVER PRA 9.5 (GOBLIN) [id:10661651] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Collin Gillespie OVER FG3M 2.5 (STANDARD) [id:10649124] | Moritz Wagner OVER FG3M 0.5 (DEMON) [id:10665743],0.134676160881916,20.0,1.0,20.0,2.69352321763832,20.0,atlas,0.6825657939111409,0.05205714083625588,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Jordan Goodwin OVER PRA 9.5 (GOBLIN) [id:10661651] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Collin Gillespie OVER FG3M 2.5 (STANDARD) [id:10649124] | Moritz Wagner OVER FG3M 0.5 (DEMON) [id:10665743],0.0,0.0,0.0,0.0,0.0,0,0.0,2.69352321763832,"[""royce o'neale"", 'jordan goodwin', 'tristan silva', 'collin gillespie', 'moritz wagner']",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Jordan Goodwin OVER PRA 9.5 (GOBLIN) [id:10661651],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Collin Gillespie OVER FG3M 2.5 (STANDARD) [id:10649124],Moritz Wagner OVER FG3M 0.5 (DEMON) [id:10665743],0,
5,Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Kel'el Ware UNDER PRA 26.5 (STANDARD) [id:10660871] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jordan Goodwin OVER PRA 14.5 (DEMON) [id:10661387],0.13023643712491972,20.0,1.0,20.0,2.6047287424983945,20.0,atlas,0.6731245917701252,0.04218086790081234,Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475] | Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Kel'el Ware UNDER PRA 26.5 (STANDARD) [id:10660871] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jordan Goodwin OVER PRA 14.5 (DEMON) [id:10661387],0.0,0.0,0.0,0.0,0.0,0,0.0,2.6047287424983945,"['collin gillespie', 'coby white', ""kel'el ware"", 'tristan silva', 'jordan goodwin']",1,Collin Gillespie OVER PA 11.5 (GOBLIN) [id:10652475],Coby White OVER PTS 9.5 (GOBLIN) [id:10643853],Kel'el Ware UNDER PRA 26.5 (STANDARD) [id:10660871],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Jordan Goodwin OVER PRA 14.5 (DEMON) [id:10661387],0,
5,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Cameron Payne UNDER PTS 10 (STANDARD) [id:10647560] | Tristan Silva UNDER REB 5 (STANDARD) [id:10647825] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.12947663558592062,20.0,1.0,20.0,2.5895327117184124,20.0,atlas,0.6728714821456407,0.02909165877222491,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Cameron Payne UNDER PTS 10 (STANDARD) [id:10647560] | Tristan Silva UNDER REB 5 (STANDARD) [id:10647825] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.0,0.0,0.0,0.0,0.0,0,0.0,2.5895327117184124,"['kon knueppel', ""royce o'neale"", 'cameron payne', 'tristan silva', 'jordan goodwin']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Cameron Payne UNDER PTS 10 (STANDARD) [id:10647560],Tristan Silva UNDER REB 5 (STANDARD) [id:10647825],Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0,
5,Coby White OVER AST 1.5 (GOBLIN) [id:10661295] | Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Jalen Green UNDER PR 27.5 (STANDARD) [id:10649340] | Ryan Kalkbrenner OVER AST 0.5 (STANDARD) [id:10644123] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.11651961986337704,20.0,1.0,20.0,2.330392397267541,20.0,atlas,0.6596999795816892,0.04269876251904004,Coby White OVER AST 1.5 (GOBLIN) [id:10661295] | Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150] | Jalen Green UNDER PR 27.5 (STANDARD) [id:10649340] | Ryan Kalkbrenner OVER AST 0.5 (STANDARD) [id:10644123] | Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0.0,0.0,0.0,0.0,0.0,0,0.0,2.330392397267541,"['coby white', 'jordan goodwin', 'jalen green', 'ryan kalkbrenner', 'davion mitchell']",1,Coby White OVER AST 1.5 (GOBLIN) [id:10661295],Jordan Goodwin OVER PTS 4.5 (GOBLIN) [id:10652150],Jalen Green UNDER PR 27.5 (STANDARD) [id:10649340],Ryan Kalkbrenner OVER AST 0.5 (STANDARD) [id:10644123],Davion Mitchell OVER AST 5.5 (DEMON) [id:10643872],0,
5,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Tristan Silva UNDER REB 5 (STANDARD) [id:10647825] | Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334] | Bruce Brown OVER REB 3.5 (DEMON) [id:10644817],0.1139369277715577,20.0,1.0,20.0,2.278738555431154,20.0,atlas,0.6672056501968163,0.05666751339872254,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Tristan Silva UNDER REB 5 (STANDARD) [id:10647825] | Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334] | Bruce Brown OVER REB 3.5 (DEMON) [id:10644817],0.0,0.0,0.0,0.0,0.0,0,0.0,2.278738555431154,"['coby white', 'davion mitchell', 'tristan silva', 'jalen green', 'bruce brown']",1,Coby White OVER PR 11.5 (GOBLIN) [id:10653363],Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Tristan Silva UNDER REB 5 (STANDARD) [id:10647825],Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334],Bruce Brown OVER REB 3.5 (DEMON) [id:10644817],0,
5,Andrew Nembhard OVER AST 3.5 (GOBLIN) [id:10665090] | Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.10616838252050444,20.0,1.0,20.0,2.123367650410089,20.0,atlas,0.6429825848946114,0.055942767158965644,Andrew Nembhard OVER AST 3.5 (GOBLIN) [id:10665090] | Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.0,0.0,0.0,0.0,0.0,0,0.0,2.123367650410089,"['andrew nembhard', 'collin gillespie', 'quentin grimes', 'jalen green', 'grant williams']",1,Andrew Nembhard OVER AST 3.5 (GOBLIN) [id:10665090],Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334],Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0,
5,Naz Reid OVER REB 3.5 (GOBLIN) [id:10664234] | Brandon Miller OVER FG3M 1.5 (GOBLIN) [id:10661646] | Jalen Green UNDER PA 25.5 (STANDARD) [id:10649339] | Donte DiVincenzo UNDER PTS 14.5 (STANDARD) [id:10649226] | Davion Mitchell OVER REB 2.5 (DEMON) [id:10643886],0.10109041938161227,20.0,1.0,20.0,2.0218083876322455,20.0,atlas,0.644334720689878,0.03026547962054845,Naz Reid OVER REB 3.5 (GOBLIN) [id:10664234] | Brandon Miller OVER FG3M 1.5 (GOBLIN) [id:10661646] | Jalen Green UNDER PA 25.5 (STANDARD) [id:10649339] | Donte DiVincenzo UNDER PTS 14.5 (STANDARD) [id:10649226] | Davion Mitchell OVER REB 2.5 (DEMON) [id:10643886],0.0,0.0,0.0,0.0,0.0,0,0.0,2.0218083876322455,"['naz reid', 'brandon miller', 'jalen green', 'donte divincenzo', 'davion mitchell']",1,Naz Reid OVER REB 3.5 (GOBLIN) [id:10664234],Brandon Miller OVER FG3M 1.5 (GOBLIN) [id:10661646],Jalen Green UNDER PA 25.5 (STANDARD) [id:10649339],Donte DiVincenzo UNDER PTS 14.5 (STANDARD) [id:10649226],Davion Mitchell OVER REB 2.5 (DEMON) [id:10643886],0,
5,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Coby White OVER AST 1.5 (GOBLIN) [id:10661295] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Julius Randle UNDER PA 28.5 (STANDARD) [id:10660129] | Moritz Wagner OVER FG3M 0.5 (DEMON) [id:10665743],0.10061012716118461,20.0,1.0,20.0,2.012202543223692,20.0,atlas,0.6420010595949768,0.04061165250715491,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Coby White OVER AST 1.5 (GOBLIN) [id:10661295] | Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625] | Julius Randle UNDER PA 28.5 (STANDARD) [id:10660129] | Moritz Wagner OVER FG3M 0.5 (DEMON) [id:10665743],0.0,0.0,0.0,0.0,0.0,0,0.0,2.012202543223692,"['jaime jaquez', 'coby white', 'quentin grimes', 'julius randle', 'moritz wagner']",1,Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Coby White OVER AST 1.5 (GOBLIN) [id:10661295],Quentin Grimes UNDER PTS 20.5 (STANDARD) [id:10644625],Julius Randle UNDER PA 28.5 (STANDARD) [id:10660129],Moritz Wagner OVER FG3M 0.5 (DEMON) [id:10665743],0,
5,Jaden McDaniels OVER FG3M 0.5 (GOBLIN) [id:10654802] | Jaime Jaquez OVER AST 2.5 (GOBLIN) [id:10665618] | Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334] | Julius Randle UNDER PR 30.5 (STANDARD) [id:10649385] | Ryan Kalkbrenner OVER PR 11.5 (DEMON) [id:10650593],0.09256328059799623,20.0,1.0,20.0,1.8512656119599247,20.0,atlas,0.6285518388529268,0.041006211588917874,Jaden McDaniels OVER FG3M 0.5 (GOBLIN) [id:10654802] | Jaime Jaquez OVER AST 2.5 (GOBLIN) [id:10665618] | Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334] | Julius Randle UNDER PR 30.5 (STANDARD) [id:10649385] | Ryan Kalkbrenner OVER PR 11.5 (DEMON) [id:10650593],0.0,0.0,0.0,0.0,0.0,0,0.0,1.8512656119599247,"['jaden mcdaniels', 'jaime jaquez', 'jalen green', 'julius randle', 'ryan kalkbrenner']",1,Jaden McDaniels OVER FG3M 0.5 (GOBLIN) [id:10654802],Jaime Jaquez OVER AST 2.5 (GOBLIN) [id:10665618],Jalen Green UNDER PTS 22.5 (STANDARD) [id:10649334],Julius Randle UNDER PR 30.5 (STANDARD) [id:10649385],Ryan Kalkbrenner OVER PR 11.5 (DEMON) [id:10650593],0,
