n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117] | Naz Reid UNDER PTS 15.5 (STANDARD) [id:10649422],0.2828804326170216,10.0,1.0,10.0,2.828804326170216,10.0,atlas,0.7338266173382662,0.03231010338408291,Coby White OVER PR 11.5 (GOBLIN) [id:10653363] | Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117] | Naz Reid UNDER PTS 15.5 (STANDARD) [id:10649422],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8828804326170216,"['coby white', 'kon knueppel', 'ayo dosunmu', 'naz reid']",1,Coby White OVER PR 11.5 (GOBLIN) [id:10653363],Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117],Naz Reid UNDER PTS 15.5 (STANDARD) [id:10649422],0,
4,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Jaden McDaniels OVER FG3M 0.5 (GOBLIN) [id:10654802] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Julius Randle UNDER PR 29.5 (STANDARD) [id:10649385],0.2500722514969963,10.0,1.0,10.0,2.5007225149699632,10.0,atlas,0.7145035496450356,0.05277967309888856,Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Jaden McDaniels OVER FG3M 0.5 (GOBLIN) [id:10654802] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912] | Julius Randle UNDER PR 29.5 (STANDARD) [id:10649385],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8500722514969963,"['coby white', 'jaden mcdaniels', 'grant williams', 'julius randle']",1,Coby White OVER PA 11.5 (GOBLIN) [id:10653362],Jaden McDaniels OVER FG3M 0.5 (GOBLIN) [id:10654802],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],Julius Randle UNDER PR 29.5 (STANDARD) [id:10649385],0,
4,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Kon Knueppel OVER PA 22.5 (STANDARD) [id:10643968] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.23972562852636708,10.0,1.0,10.0,2.397256285263671,10.0,atlas,0.7144035596440357,0.05792925890873464,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Coby White OVER PA 11.5 (GOBLIN) [id:10653362] | Kon Knueppel OVER PA 22.5 (STANDARD) [id:10643968] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0.0,0.0,0.0,0.0,0.0,4,1.0,0.839725628526367,"['grant williams', 'coby white', 'kon knueppel', 'moussa diabaté']",1,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493],Coby White OVER PA 11.5 (GOBLIN) [id:10653362],Kon Knueppel OVER PA 22.5 (STANDARD) [id:10643968],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],0,
4,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Julius Randle OVER RA 10.5 (GOBLIN) [id:10649399] | Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0.2388954012240638,10.0,1.0,10.0,2.388954012240638,10.0,atlas,0.7023547645235477,0.037955970161515605,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493] | Julius Randle OVER RA 10.5 (GOBLIN) [id:10649399] | Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8388954012240638,"['grant williams', 'julius randle', 'ayo dosunmu', 'moussa diabaté']",1,Grant Williams OVER PA 4.5 (GOBLIN) [id:10644493],Julius Randle OVER RA 10.5 (GOBLIN) [id:10649399],Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0,
4,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Kon Knueppel OVER REB 3.5 (GOBLIN) [id:10653204] | LaMelo Ball UNDER PR 25.5 (STANDARD) [id:10644002] | Coby White OVER PA 16.5 (STANDARD) [id:10643854],0.23634203249376473,10.0,1.0,10.0,2.363420324937647,10.0,atlas,0.6994300569943006,0.0467180409522682,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Kon Knueppel OVER REB 3.5 (GOBLIN) [id:10653204] | LaMelo Ball UNDER PR 25.5 (STANDARD) [id:10644002] | Coby White OVER PA 16.5 (STANDARD) [id:10643854],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8363420324937647,"['brandon miller', 'kon knueppel', 'lamelo ball', 'coby white']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Kon Knueppel OVER REB 3.5 (GOBLIN) [id:10653204],LaMelo Ball UNDER PR 25.5 (STANDARD) [id:10644002],Coby White OVER PA 16.5 (STANDARD) [id:10643854],0,
4,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Naz Reid UNDER PTS 15.5 (STANDARD) [id:10649422] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0.2352685404904503,10.0,1.0,10.0,2.352685404904503,10.0,atlas,0.6986051394860514,0.02613684113335868,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917] | Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Naz Reid UNDER PTS 15.5 (STANDARD) [id:10649422] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8352685404904503,"['grant williams', 'brandon miller', 'naz reid', 'moussa diabaté']",1,Grant Williams OVER REB 2.5 (GOBLIN) [id:10643917],Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Naz Reid UNDER PTS 15.5 (STANDARD) [id:10649422],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],0,
4,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Grant Williams OVER PR 7.5 (GOBLIN) [id:10650592] | Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],0.23292690335266836,10.0,1.0,10.0,2.3292690335266837,10.0,atlas,0.6965803419658034,0.0430595590845488,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514] | Grant Williams OVER PR 7.5 (GOBLIN) [id:10650592] | Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117] | Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8329269033526683,"['kon knueppel', 'grant williams', 'ayo dosunmu', 'moussa diabaté']",1,Kon Knueppel OVER PR 19.5 (GOBLIN) [id:10644514],Grant Williams OVER PR 7.5 (GOBLIN) [id:10650592],Ayo Dosunmu UNDER RA 8 (STANDARD) [id:10649117],Moussa Diabaté UNDER PTS 8.5 (STANDARD) [id:10644053],0,
4,Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Naz Reid UNDER PRA 24.5 (STANDARD) [id:10649430] | Coby White OVER PR 15.5 (STANDARD) [id:10643855],0.23094106656517666,10.0,1.0,10.0,2.3094106656517663,10.0,atlas,0.6961803819618039,0.06255788078614821,Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461] | Naz Reid UNDER PRA 24.5 (STANDARD) [id:10649430] | Coby White OVER PR 15.5 (STANDARD) [id:10643855],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8309410665651766,"['ryan kalkbrenner', 'brandon miller', 'naz reid', 'coby white']",1,Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267],Brandon Miller OVER PR 19.5 (GOBLIN) [id:10644461],Naz Reid UNDER PRA 24.5 (STANDARD) [id:10649430],Coby White OVER PR 15.5 (STANDARD) [id:10643855],0,
4,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Donte DiVincenzo UNDER PR 17.5 (STANDARD) [id:10649233] | Jaden McDaniels UNDER PA 18.5 (STANDARD) [id:10649300],0.23008797410840992,10.0,1.0,10.0,2.300879741084099,10.0,atlas,0.7019548045195481,0.02385331531828997,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Donte DiVincenzo UNDER PR 17.5 (STANDARD) [id:10649233] | Jaden McDaniels UNDER PA 18.5 (STANDARD) [id:10649300],0.0,0.0,0.0,0.0,0.0,4,1.0,0.83008797410841,"['kon knueppel', 'ryan kalkbrenner', 'donte divincenzo', 'jaden mcdaniels']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497],Donte DiVincenzo UNDER PR 17.5 (STANDARD) [id:10649233],Jaden McDaniels UNDER PA 18.5 (STANDARD) [id:10649300],0,
4,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Ayo Dosunmu UNDER PR 19.5 (STANDARD) [id:10649102] | Rudy Gobert UNDER PA 14.5 (STANDARD) [id:10649550],0.2140358440804872,10.0,1.0,10.0,2.140358440804872,10.0,atlas,0.6842565743425657,0.039792078226308245,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578] | Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445] | Ayo Dosunmu UNDER PR 19.5 (STANDARD) [id:10649102] | Rudy Gobert UNDER PA 14.5 (STANDARD) [id:10649550],0.0,0.0,0.0,0.0,0.0,4,1.0,0.8140358440804871,"['ryan kalkbrenner', 'naz reid', 'ayo dosunmu', 'rudy gobert']",1,Ryan Kalkbrenner OVER PA 4.5 (GOBLIN) [id:10644578],Naz Reid OVER RA 7.5 (GOBLIN) [id:10649445],Ayo Dosunmu UNDER PR 19.5 (STANDARD) [id:10649102],Rudy Gobert UNDER PA 14.5 (STANDARD) [id:10649550],0,
