projection_id,player,stat,line,direction,tier,more_allowed,less_allowed,main_line,start_time,updated_at,alt_line,is_main,odds_type,team,game_date,opp,home,minutes_s,p,p_close,fragility,fragility_abs,is_star,q_blowout,min_mean,min_std,rate_mean,rate_std,games_used,data_health_flag,p_adj,rpd_active,rpd_last10_hitrate,rpd_delta_p,telemetry_k_shrink,telemetry_under_penalty,telemetry_mult,external_prior_score,external_prior_n,external_prior_sources,external_prior_epsilon
9869938,Cason Wallace,PRA,20.5,OVER,STANDARD,1,0,20.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:54:12.074000+00:00,0,0,standard,OKC,2026-02-12,,0,1.0,0.16746650669866026,0.16146770645870825,0.0,0.0,False,0.0,25.75,6.007287241342801,0.5243929422820912,0.2358350740061234,20,OK,0.24206959450732746,1,0.4,-0.03593851454533534,0.7,0.9,1.0,0.0,0,rotowire,0.03
9869938,Cason Wallace,PRA,20.5,UNDER,STANDARD,0,1,20.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:54:12.074000+00:00,0,0,standard,OKC,2026-02-12,,0,1.0,0.8325334933013397,0.8385322935412918,0.0071539286991773214,0.005998800239952029,False,0.0,25.75,6.007287241342801,0.5243929422820912,0.2358350740061234,20,OK,0.7091365017847666,1,0.6,0.04948628714988934,0.7,0.9,1.0,-0.9722307326772597,1,rotowire,0.03
9877566,Isaiah Hartenstein,PR,18.5,OVER,GOBLIN,1,0,18.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:54:00.195000+00:00,0,0,goblin,OKC,2026-02-12,,0,1.0,0.5639872025594881,0.555988802239552,0.0,0.0,False,0.0,24.35,3.785168424258028,0.8148674676188701,0.2842936673711013,20,OK,0.5447910417916416,1,0.5,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871329,Kyle Kuzma,PTS,10.5,OVER,GOBLIN,1,0,10.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:54:00.121000+00:00,0,0,goblin,MIL,2026-02-12,,0,0.6,0.5573885222955409,0.5499900019996001,0.0,0.0,False,0.0,26.85,5.588157120196245,0.43374782895410835,0.22609013944339626,20,OK,0.5880854601832847,1,0.6,0.0684478493948657,0.7,0.9,1.0,0.9709877174761942,1,rotowire,0.03
9878170,Kyle Kuzma,PR,16.5,OVER,GOBLIN,1,0,16.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:53:55.122000+00:00,0,0,goblin,MIL,2026-02-12,,0,1.0,0.4928014397120576,0.4864027194561088,0.0,0.0,False,0.0,26.85,5.588157120196245,0.6188471077690976,0.25543889187660185,20,OK,0.5443898031317079,1,0.6,0.07061256476181088,0.7,0.9,1.0,0.9867336769379648,1,rotowire,0.03
9873666,Cason Wallace,PR,17.5,OVER,DEMON,1,0,17.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:53:55.073000+00:00,0,0,demon,OKC,2026-02-12,,0,1.0,0.1814637072585483,0.17906418716256747,0.0,0.0,False,0.0,25.75,6.007287241342801,0.4422633309803922,0.22961976975989576,20,OK,0.20181393136096576,1,0.2,-0.10018525702396958,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871818,Brice Sensabaugh,PR,19.5,OVER,GOBLIN,1,0,19.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:53:42.873000+00:00,0,0,goblin,UTA,2026-02-12,BKN,1,1.0,0.48500299940012,0.4772045590881824,0.0,0.0,False,0.0,26.7,4.148493702538308,0.7215471242048086,0.31133439647504846,20,OK,0.48950209958008395,1,0.5,-5.551115123125783e-17,0.7,0.9,1.0,0.4464988254214821,1,rotowire,0.03
9868960,Naji Marshall,PTS,18.5,OVER,STANDARD,1,0,18.5,2026-02-12T22:10:00.000-05:00,2026-02-12T18:53:41.820000+00:00,0,0,standard,DAL,2026-02-12,,0,0.6,0.4248150369926015,0.4200159968006399,0.0,0.0,False,0.0,31.25,4.88748401531913,0.553527108663974,0.20112515085843466,20,OK,0.44737052589482107,1,0.5,0.0,0.7,0.9,1.0,0.0,0,rotowire,0.03
9868960,Naji Marshall,PTS,18.5,UNDER,STANDARD,0,1,18.5,2026-02-12T22:10:00.000-05:00,2026-02-12T18:53:41.820000+00:00,0,0,standard,DAL,2026-02-12,,0,0.6,0.5751849630073985,0.5799840031993602,0.008274435442165209,0.0047990401919616454,False,0.0,31.25,4.88748401531913,0.553527108663974,0.20112515085843466,20,OK,0.5123665266946611,1,0.5,0.0,0.7,0.9,1.0,-0.6570433866968798,1,rotowire,0.03
9871535,Chet Holmgren,PR,26.5,OVER,GOBLIN,1,0,26.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:53:00.142000+00:00,0,0,goblin,OKC,2026-02-12,,0,1.0,0.4896020795840832,0.4856028794241152,0.0,0.0,False,0.0,30.3,3.5930488446443363,0.871349763343298,0.1751542327497381,20,OK,0.4435482415112188,1,0.4,-0.0702474488537706,0.7,0.9,1.0,0.045648668695458056,1,rotowire,0.03
9871320,AJ Green,PTS,8.5,OVER,GOBLIN,1,0,8.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:52:07.221000+00:00,0,0,goblin,MIL,2026-02-12,,0,0.6,0.6555688862227554,0.6451709658068386,0.0,0.0,False,0.0,32.2,5.853204250664759,0.33325296568099777,0.15560954256631968,20,OK,0.6515882081122533,1,0.6,0.06098569679474919,0.7,0.9,1.0,0.7461271504301006,1,rotowire,0.03
9871258,Myles Turner,PRA,21.5,OVER,DEMON,1,0,21.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:51:37.780000+00:00,0,0,demon,MIL,2026-02-12,,0,1.0,0.4158168366326735,0.41681663667266544,0.0023986567522186323,0.0009998000399919493,False,0.0,27.85,4.174625731727337,0.7294497592097825,0.19647901805948684,20,OK,0.47814646386704235,1,0.6,0.06959649949983682,0.7,0.9,1.0,0.9806522647478852,1,rotowire,0.03
9871256,Myles Turner,PRA,17.5,OVER,GOBLIN,1,0,17.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:51:37.704000+00:00,0,0,goblin,MIL,2026-02-12,,0,1.0,0.670365926814637,0.6587682463507298,0.0,0.0,False,0.0,27.85,4.174625731727337,0.7294497592097825,0.19647901805948684,20,OK,0.740056028083633,1,0.8,0.17257125616198166,0.7,0.9,1.0,0.998643441254733,1,rotowire,0.03
9871553,Luguentz Dort,PR,13.5,OVER,GOBLIN,1,0,13.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:50:05.055000+00:00,0,0,goblin,OKC,2026-02-12,,0,1.0,0.4976004799040192,0.48940211957608476,0.0,0.0,False,0.0,28.0,5.347896782848375,0.4866920097508635,0.17822975209834196,20,OK,0.49832033593281344,1,0.5,0.0,0.7,0.9,1.0,0.32563558685021804,1,rotowire,0.03
9871478,Aaron Wiggins,PR,20.5,OVER,GOBLIN,1,0,20.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:50:05.024000+00:00,0,0,goblin,OKC,2026-02-12,,0,1.0,0.13647270545890822,0.126874625074985,0.0,0.0,False,0.0,24.75,6.378675411086537,0.5575124659526922,0.17359021036811198,20,OK,0.18955182111466212,1,0.2,-0.07997010386653375,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871211,Chet Holmgren,RA,13.5,OVER,DEMON,1,0,13.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:49:37.232000+00:00,0,0,demon,OKC,2026-02-12,,0,1.0,0.3010397920415917,0.29324135172965404,0.0,0.0,False,0.0,30.3,3.5930488446443363,0.38009083550497624,0.11229524103898561,20,OK,0.27839224695660425,1,0.3,-0.10558070470763628,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871209,Chet Holmgren,PRA,32.5,OVER,DEMON,1,0,32.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:49:37.013000+00:00,0,0,demon,OKC,2026-02-12,,0,1.0,0.2606478704259148,0.2528494301139772,0.0,0.0,False,0.0,30.3,3.5930488446443363,0.924700075577926,0.19438506788934828,20,OK,0.25899362795354613,1,0.3,-0.09451677281809806,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871205,Chet Holmgren,PTS,16.5,OVER,GOBLIN,1,0,16.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:49:36.959000+00:00,0,0,goblin,OKC,2026-02-12,,0,0.6,0.500999800039992,0.4934013197360528,0.0,0.0,False,0.0,30.3,3.5930488446443363,0.5446092400729496,0.14292891309376682,20,OK,0.4513474409658383,1,0.4,-0.07050345580308015,0.7,0.9,1.0,0.3617360702584951,1,rotowire,0.03
9871206,Chet Holmgren,PTS,22.5,OVER,DEMON,1,0,22.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:49:36.877000+00:00,0,0,demon,OKC,2026-02-12,,0,0.6,0.11607678464307139,0.10867826434713057,0.0,0.0,False,0.0,30.3,3.5930488446443363,0.5446092400729496,0.14292891309376682,20,OK,0.18318153352899214,1,0.2,-0.06867459388736838,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871081,Myles Turner,PA,14.5,OVER,STANDARD,1,0,14.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:49:33.459000+00:00,0,0,standard,MIL,2026-02-12,,0,1.0,0.4984003199360128,0.489002199560088,0.0,0.0,False,0.0,27.85,4.174625731727337,0.5207135219536105,0.18560974208489253,20,OK,0.5998268994135643,1,0.7,0.14420953636907902,0.7,0.9,1.0,0.9504896136449972,1,rotowire,0.03
9871081,Myles Turner,PA,14.5,UNDER,STANDARD,0,1,14.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:49:33.459000+00:00,0,0,standard,MIL,2026-02-12,,0,1.0,0.5015996800639873,0.510997800439912,0.018391704167481874,0.009398120375924801,False,0.0,27.85,4.174625731727337,0.5207135219536105,0.18560974208489253,20,OK,0.36882422554870997,1,0.3,-0.1388336755594315,0.7,0.9,1.0,0.0,0,rotowire,0.03
9869875,Chet Holmgren,PR,28.5,OVER,STANDARD,1,0,28.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:48:26.840000+00:00,0,0,standard,OKC,2026-02-12,,0,1.0,0.3644271145770846,0.36522695460907817,0.0021899808376675866,0.0007998400319935706,False,0.0,30.3,3.5930488446443363,0.871349763343298,0.1751542327497381,20,OK,0.36107054839137687,1,0.4,-0.06289775973226053,0.7,0.9,1.0,0.0,0,rotowire,0.03
9869875,Chet Holmgren,PR,28.5,UNDER,STANDARD,0,1,28.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:48:26.840000+00:00,0,0,standard,OKC,2026-02-12,,0,1.0,0.6355728854229155,0.6347730453909218,0.0,0.0,False,0.0,30.3,3.5930488446443363,0.871349763343298,0.1751542327497381,20,OK,0.5977646340325221,1,0.6,0.06764816602297907,0.7,0.9,1.0,-0.5518143401004745,1,rotowire,0.03
9871673,Kyle Filipowski,PTS,12.5,OVER,GOBLIN,1,0,12.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:47:10.019000+00:00,0,0,goblin,UTA,2026-02-12,BKN,1,0.6,0.3260347930413917,0.33863227354529096,0.037201062887511155,0.01259748050389925,False,0.0,21.75,7.936466468145632,0.4870801067525023,0.16189544287015822,20,OK,0.33688590091109405,1,0.4,-0.0590549345969717,0.7,0.9,1.0,0.09034218377067942,1,rotowire,0.03
9871882,Kyle Filipowski,PR,23.5,OVER,GOBLIN,1,0,23.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:47:09.981000+00:00,0,0,goblin,UTA,2026-02-12,BKN,1,1.0,0.29404119176164767,0.3068386322735453,0.04170739654610625,0.012797440511897629,False,0.0,21.75,7.936466468145632,0.8724424237379476,0.3021650922679967,20,OK,0.31711001844970776,1,0.4,-0.05531259397635094,0.7,0.9,1.0,0.0,0,rotowire,0.03
9871883,Kyle Filipowski,PRA,26.5,OVER,GOBLIN,1,0,26.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:47:09.974000+00:00,0,0,goblin,UTA,2026-02-12,BKN,1,1.0,0.2664467106578684,0.27164567086582686,0.019138755980861427,0.0051989602079584585,False,0.0,21.75,7.936466468145632,0.9517694290034143,0.3078793002508389,20,OK,0.30032216932748296,1,0.4,-0.0517007544757499,0.7,0.9,1.0,0.0,0,rotowire,0.03
9880162,Vince Williams,PR,15.5,OVER,DEMON,1,0,15.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:47:09.943000+00:00,0,0,demon,UTA,2026-02-12,BKN,1,1.0,0.14747050589882024,0.14287142571485703,0.0,0.0,False,0.0,20.0,4.024922359499621,0.49931970255568653,0.22965635512178204,20,OK,0.24910017996400724,0,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9881154,Cam Thomas,FG3M,4.5,OVER,DEMON,1,0,4.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:46:51.696000+00:00,0,0,demon,MIL,2026-02-12,,0,0.6,0.009298140371925615,0.008898220355928814,0.0,0.0,False,0.0,22.3,6.2136945531623935,0.05685167587942187,0.046482149048691954,20,OK,0.17100000000000004,1,0.0,0.020701859628074384,0.7,0.9,1.0,0.0,0,rotowire,0.03
9874612,Jusuf Nurkić,REB,9.0,OVER,STANDARD,1,0,9.0,2026-02-12T21:10:00.000-05:00,2026-02-12T18:45:58.278000+00:00,0,0,standard,UTA,2026-02-12,BKN,1,0.6,0.7119576084783044,0.7025594881023796,0.0,0.0,False,0.0,28.45,4.974685919734029,0.4004398946287336,0.12740432347885317,20,OK,0.7569505913437993,1,0.8,0.15511466486998027,0.7,0.9,1.0,0.0,0,,0.03
9874612,Jusuf Nurkić,REB,9.0,UNDER,STANDARD,0,1,9.0,2026-02-12T21:10:00.000-05:00,2026-02-12T18:45:58.278000+00:00,0,0,standard,UTA,2026-02-12,BKN,1,0.6,0.28804239152169564,0.2974405118976205,0.03159663865546232,0.009398120375924857,False,0.0,28.45,4.974685919734029,0.4004398946287336,0.12740432347885317,20,OK,0.19894079692900768,1,0.1,-0.18932272818522938,0.7,0.9,1.0,0.0,0,,0.03
9881473,Cody Williams,PR,13.5,OVER,DEMON,1,0,13.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:45:50.689000+00:00,0,0,demon,UTA,2026-02-12,BKN,1,1.0,0.3286342731453709,0.33523295340931814,0.01968386519534748,0.006598680263947221,False,0.0,25.1,7.334166619323561,0.4534403521567776,0.1774305455680176,20,OK,0.25407638421936807,1,0.2,-0.16680835333474456,0.7,0.9,1.0,0.0,0,rotowire,0.03
9872212,Vince Williams,AST,6.5,OVER,DEMON,1,0,6.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:45:21.056000+00:00,0,0,demon,UTA,2026-02-12,BKN,1,0.6,0.09468106378724254,0.08968206358728255,0.0,0.0,False,0.0,20.0,4.024922359499621,0.16703849764948162,0.10590175129404311,20,OK,0.21362567486502704,0,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9870123,Deni Avdija,PA,29.5,OVER,STANDARD,1,0,29.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:43:08.790000+00:00,0,0,standard,POR,2026-02-12,,0,1.0,0.6427714457108579,0.6331733653269346,0.0,0.0,True,0.0,34.75,5.778191758673296,0.9579040439109742,0.23854086948752898,20,OK,0.5999400119976006,1,0.5,1.1102230246251565e-16,0.7,0.9,1.0,0.0,0,,0.03
9870123,Deni Avdija,PA,29.5,UNDER,STANDARD,0,1,29.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:43:08.790000+00:00,0,0,standard,POR,2026-02-12,,0,1.0,0.3572285542891422,0.36682663467306537,0.026165167620604973,0.00959808038392318,True,0.0,34.75,5.778191758673296,0.9579040439109742,0.23854086948752898,20,OK,0.3750539892021596,1,0.5,0.0,0.7,0.9,1.0,0.0,0,,0.03
9869579,Daniel Gafford,PA,14.5,OVER,DEMON,1,0,14.5,2026-02-12T22:10:00.000-05:00,2026-02-12T18:42:19.929000+00:00,0,0,demon,DAL,2026-02-12,,0,1.0,0.11327734453109378,0.10707858428314337,0.0,0.0,False,0.0,20.6,5.462600113499065,0.40313294308591463,0.19785265950480282,20,OK,0.1809342592925295,1,0.2,-0.06455445176052227,0.7,0.9,1.0,0.0,0,,0.03
9872398,Vince Williams,PRA,18.5,OVER,GOBLIN,1,0,18.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:41:09.988000+00:00,0,0,goblin,UTA,2026-02-12,BKN,1,1.0,0.21605678864227154,0.21065786842631473,0.0,0.0,False,0.0,20.0,4.024922359499621,0.6663582002051681,0.2871685925235072,20,OK,0.3012397520495901,0,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9873334,Vince Williams,PR,13.5,OVER,GOBLIN,1,0,13.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:41:05.233000+00:00,0,0,goblin,UTA,2026-02-12,BKN,1,1.0,0.2470505898820236,0.23785242951409719,0.0,0.0,False,0.0,20.0,4.024922359499621,0.49931970255568653,0.22965635512178204,20,OK,0.32293541291741656,0,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9872422,Kyle Kuzma,PRA,18.5,OVER,GOBLIN,1,0,18.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:37:55.285000+00:00,0,0,goblin,MIL,2026-02-12,,0,1.0,0.5341931613677264,0.5251949610077984,0.0,0.0,False,0.0,26.85,5.588157120196245,0.7291817885945331,0.2819020753903183,20,OK,0.6223782777588283,1,0.7,0.1406329497163139,0.7,0.9,1.0,0.9964865739774948,1,rotowire,0.03
9871328,Jericho Sims,PTS,3.5,OVER,GOBLIN,1,0,3.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:37:55.126000+00:00,0,0,goblin,MIL,2026-02-12,,0,0.6,0.46340731853629274,0.46120775844831036,0.0,0.0,False,0.0,17.25,10.56349847351719,0.22657081233956294,0.23283927764267964,20,OK,0.42581180096156845,1,0.4,-0.0693904600197664,0.7,0.9,1.0,0.0,0,,0.03
9874151,Bobby Portis,PR,15.5,OVER,GOBLIN,1,0,15.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:37:55.098000+00:00,0,0,goblin,MIL,2026-02-12,,0,1.0,0.7977404519096181,0.7989402119576084,0.0015016894005756248,0.0011997600479903836,False,0.0,26.4,6.887670143089025,0.8534208331610825,0.2177197631339877,20,OK,0.8138468960367637,1,0.9,0.1506122567143302,0.7,0.9,1.0,0.9999660717937287,1,rotowire,0.03
9874959,Jericho Sims,PR,12.5,OVER,GOBLIN,1,0,12.5,2026-02-12T19:40:00.000-05:00,2026-02-12T18:37:55.087000+00:00,0,0,goblin,MIL,2026-02-12,,0,1.0,0.21845630873825234,0.21565686862627476,0.0,0.0,False,0.0,17.25,10.56349847351719,0.4322283001794638,0.2767923130658948,20,OK,0.2436580657662678,1,0.3,-0.08465907192929834,0.7,0.9,1.0,0.0,0,,0.03
9874613,Deni Avdija,AST,5.5,OVER,STANDARD,1,0,5.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:37:08.453000+00:00,0,0,standard,POR,2026-02-12,,0,0.6,0.736752649470106,0.730753849230154,0.0,0.0,True,0.0,34.75,5.778191758673296,0.21116571454741423,0.07450464973705641,20,OK,0.6657268546290742,1,0.5,0.0,0.7,0.9,1.0,0.0,0,,0.03
9874613,Deni Avdija,AST,5.5,UNDER,STANDARD,0,1,5.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:37:08.453000+00:00,0,0,standard,POR,2026-02-12,,0,0.6,0.263247350529894,0.26924615076984604,0.02227998514667664,0.005998800239952029,True,0.0,34.75,5.778191758673296,0.21116571454741423,0.07450464973705641,20,OK,0.3158458308338332,1,0.5,0.0,0.7,0.9,1.0,0.0,0,,0.03
9878241,Vít Krejčí,RA,5.5,OVER,DEMON,1,0,5.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:35:58.218000+00:00,0,0,demon,POR,2026-02-12,,0,1.0,0.15086982603479304,0.1414717056588682,0.0,0.0,False,0.0,19.7,7.294518489934753,0.16116131878619058,0.0865128418654439,20,OK,0.17457159157541036,1,0.1,-0.10973275931424367,0.7,0.9,1.0,0.0,0,,0.03
9880721,Luke Kennard,REB,3.5,OVER,DEMON,1,0,3.5,2026-02-12T22:10:00.000-05:00,2026-02-12T18:35:19.119000+00:00,0,0,demon,LAL,2026-02-12,,0,0.6,0.3884223155368926,0.3762247550489902,0.0,0.0,False,0.0,22.6,4.509988913511873,0.12038987049909208,0.11690127907576263,20,OK,0.37644371322533965,1,0.4,-0.06493129664355024,0.7,0.9,1.0,0.0,0,,0.03
9870563,Jrue Holiday,PRA,22.5,OVER,GOBLIN,1,0,22.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:35:08.678000+00:00,0,0,goblin,POR,2026-02-12,,0,1.0,0.5767846430713858,0.5691861627674465,0.0,0.0,False,0.0,26.95,6.312487623750244,0.9084351503007355,0.225030927276113,20,OK,0.6009035631147731,1,0.6,0.06736330423543302,0.7,0.9,1.0,0.0,0,rotowire,0.03
9870783,Vince Williams,PRA,19.5,OVER,STANDARD,1,0,19.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:35:08.520000+00:00,0,0,standard,UTA,2026-02-12,BKN,1,1.0,0.1760647870425915,0.17026594681063786,0.0,0.0,False,0.0,20.0,4.024922359499621,0.6663582002051681,0.2871685925235072,20,OK,0.27324535092981406,0,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9870783,Vince Williams,PRA,19.5,UNDER,STANDARD,0,1,19.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:35:08.520000+00:00,0,0,standard,UTA,2026-02-12,BKN,1,1.0,0.8239352129574086,0.8297340531893621,0.006988793830581913,0.005798840231953539,False,0.0,20.0,4.024922359499621,0.6663582002051681,0.2871685925235072,20,OK,0.6690791841631674,0,,0.0,0.7,0.9,1.0,0.0,0,,0.03
9880727,Luke Kennard,RA,8.5,OVER,DEMON,1,0,8.5,2026-02-12T22:10:00.000-05:00,2026-02-12T18:34:51.391000+00:00,0,0,demon,LAL,2026-02-12,,0,1.0,0.14727054589082184,0.13907218556288742,0.0,0.0,False,0.0,22.6,4.509988913511873,0.2102948704196951,0.14391249023186228,20,OK,0.17391218924896162,1,0.1,-0.10721945369952948,0.7,0.9,1.0,0.0,0,,0.03
9870444,Lauri Markkanen,AST,1.5,OVER,DEMON,1,0,1.5,2026-02-12T21:10:00.000-05:00,2026-02-12T18:33:48.574000+00:00,0,0,demon,UTA,2026-02-12,BKN,1,0.6,0.7001599680063987,0.6879624075184964,0.0,0.0,True,0.0,33.95,5.852136362047623,0.06366079654563202,0.03562152025863275,20,OK,0.661984110996413,1,0.6,0.05925230356587585,0.7,0.9,1.0,0.0,0,,0.03
