n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.25510650791616674,10.0,1.0,10.0,2.5510650791616674,10.0,atlas,0.7181824208066288,0.08503105444808255,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.40510650791616676,"['jakob poeltl', 'anthony black', 'donovan mitchell', 'jaylon tyson']",1,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179],Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858],Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207],Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0,
4,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.25510650791616674,10.0,1.0,10.0,2.5510650791616674,10.0,atlas,0.7181824208066289,0.08503105444808255,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.40510650791616676,"['jakob poeltl', 'donovan mitchell', 'anthony black', 'jaylon tyson']",1,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179],Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207],Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858],Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0,
4,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.2528948944925725,10.0,1.0,10.0,2.528948944925725,10.0,atlas,0.7162453403199991,0.08623877095603744,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.40289489449257254,"['rui hachimura', 'anthony black', 'donovan mitchell', 'jaylon tyson']",1,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858],Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207],Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0,
4,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.2528948944925725,10.0,1.0,10.0,2.528948944925725,10.0,atlas,0.7162453403199991,0.08623877095603742,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.40289489449257254,"['rui hachimura', 'donovan mitchell', 'anthony black', 'jaylon tyson']",1,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207],Anthony Black UNDER PA 16.5 (STANDARD) [id:11788858],Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0,
4,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Anthony Black UNDER PTS 13.5 (STANDARD) [id:11785021] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.2515571999799418,10.0,1.0,10.0,2.515571999799418,10.0,atlas,0.7158826507836311,0.08116672735575965,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179] | Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207] | Anthony Black UNDER PTS 13.5 (STANDARD) [id:11785021] | Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.40155719997994177,"['jakob poeltl', 'donovan mitchell', 'anthony black', 'jaylon tyson']",1,Jakob Poeltl OVER AST 0.5 (GOBLIN) [id:11785179],Donovan Mitchell OVER REB 4 (STANDARD) [id:11800207],Anthony Black UNDER PTS 13.5 (STANDARD) [id:11785021],Jaylon Tyson OVER PTS 6.5 (DEMON) [id:11808942],0,
4,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Cade Cunningham UNDER REB 6 (STANDARD) [id:11812269] | Austin Reaves UNDER PTS 23.5 (STANDARD) [id:11785273] | Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0.18727379325091337,10.0,1.0,10.0,1.8727379325091338,10.0,atlas,0.6689445177312443,0.0984076677662211,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396] | Cade Cunningham UNDER REB 6 (STANDARD) [id:11812269] | Austin Reaves UNDER PTS 23.5 (STANDARD) [id:11785273] | Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.18727379325091337,"['rui hachimura', 'cade cunningham', 'austin reaves', 'sandro mamukelashvili']",1,Rui Hachimura OVER FG3M 0.5 (GOBLIN) [id:11785396],Cade Cunningham UNDER REB 6 (STANDARD) [id:11812269],Austin Reaves UNDER PTS 23.5 (STANDARD) [id:11785273],Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0,
4,Jakob Poeltl OVER PRA 9.5 (GOBLIN) [id:11784704] | Marcus Smart OVER AST 3 (STANDARD) [id:11784808] | Ausar Thompson UNDER PRA 19.5 (STANDARD) [id:11784131] | Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0.17140630002582277,10.0,1.0,10.0,1.7140630002582278,10.0,atlas,0.6512932353094324,0.021869387359320706,Jakob Poeltl OVER PRA 9.5 (GOBLIN) [id:11784704] | Marcus Smart OVER AST 3 (STANDARD) [id:11784808] | Ausar Thompson UNDER PRA 19.5 (STANDARD) [id:11784131] | Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.17140630002582277,"['jakob poeltl', 'marcus smart', 'ausar thompson', 'sandro mamukelashvili']",1,Jakob Poeltl OVER PRA 9.5 (GOBLIN) [id:11784704],Marcus Smart OVER AST 3 (STANDARD) [id:11784808],Ausar Thompson UNDER PRA 19.5 (STANDARD) [id:11784131],Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0,
4,Ausar Thompson OVER REB 4.5 (GOBLIN) [id:11813350] | Alperen Sengun UNDER AST 6 (STANDARD) [id:11800355] | Marcus Smart OVER AST 3 (STANDARD) [id:11784808] | Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0.17053720219670765,10.0,1.0,10.0,1.7053720219670765,10.0,atlas,0.6497140293666372,0.026400961892705046,Ausar Thompson OVER REB 4.5 (GOBLIN) [id:11813350] | Alperen Sengun UNDER AST 6 (STANDARD) [id:11800355] | Marcus Smart OVER AST 3 (STANDARD) [id:11784808] | Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.17053720219670765,"['ausar thompson', 'alperen sengun', 'marcus smart', 'sandro mamukelashvili']",1,Ausar Thompson OVER REB 4.5 (GOBLIN) [id:11813350],Alperen Sengun UNDER AST 6 (STANDARD) [id:11800355],Marcus Smart OVER AST 3 (STANDARD) [id:11784808],Sandro Mamukelashvili OVER PR 10.5 (DEMON) [id:11808626],0,
4,Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | LeBron James UNDER PA 30.5 (STANDARD) [id:11784529] | James Harden UNDER PRA 32.5 (STANDARD) [id:11784723] | Sandro Mamukelashvili OVER REB 4.5 (DEMON) [id:11790881],0.16520779719158082,10.0,1.0,10.0,1.6520779719158083,10.0,atlas,0.64745615778832,0.07493040909153359,Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069] | LeBron James UNDER PA 30.5 (STANDARD) [id:11784529] | James Harden UNDER PRA 32.5 (STANDARD) [id:11784723] | Sandro Mamukelashvili OVER REB 4.5 (DEMON) [id:11790881],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.3152077971915808,"['desmond bane', 'lebron james', 'james harden', 'sandro mamukelashvili']",1,Desmond Bane OVER REB 2.5 (GOBLIN) [id:11785069],LeBron James UNDER PA 30.5 (STANDARD) [id:11784529],James Harden UNDER PRA 32.5 (STANDARD) [id:11784723],Sandro Mamukelashvili OVER REB 4.5 (DEMON) [id:11790881],0,
4,Jabari Smith OVER REB 4.5 (GOBLIN) [id:11785289] | Jamal Cain UNDER PR 11.5 (STANDARD) [id:11798074] | Cade Cunningham UNDER REB 6 (STANDARD) [id:11812269] | Jakob Poeltl OVER AST 1.5 (DEMON) [id:11784697],0.16392702997935144,10.0,1.0,10.0,1.6392702997935142,10.0,atlas,0.6428084343376979,0.08590460804894298,Jabari Smith OVER REB 4.5 (GOBLIN) [id:11785289] | Jamal Cain UNDER PR 11.5 (STANDARD) [id:11798074] | Cade Cunningham UNDER REB 6 (STANDARD) [id:11812269] | Jakob Poeltl OVER AST 1.5 (DEMON) [id:11784697],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.3139270299793514,"['jabari smith', 'jamal cain', 'cade cunningham', 'jakob poeltl']",1,Jabari Smith OVER REB 4.5 (GOBLIN) [id:11785289],Jamal Cain UNDER PR 11.5 (STANDARD) [id:11798074],Cade Cunningham UNDER REB 6 (STANDARD) [id:11812269],Jakob Poeltl OVER AST 1.5 (DEMON) [id:11784697],0,
