n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Marcus Smart OVER PTS 5.5 (GOBLIN) [id:11907731] | James Harden OVER RA 8.5 (GOBLIN) [id:11950091] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11903399] | Naz Reid OVER PRA 19.5 (STANDARD) [id:11940200] | Isaiah Joe OVER PRA 8.5 (STANDARD) [id:11917448],0.3978778657704595,20.0,0.2930353732356807,5.860707464713614,2.3318457779652535,20.0,pp_kernel,0.835710820928127,0.019475608904784156,Marcus Smart OVER PTS 5.5 (GOBLIN) [id:11907731] | James Harden OVER RA 8.5 (GOBLIN) [id:11950091] | Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11903399] | Naz Reid OVER PRA 19.5 (STANDARD) [id:11940200] | Isaiah Joe OVER PRA 8.5 (STANDARD) [id:11917448],0.00125,0.0,0.0,0.0,0.0,0.00125,0.0,5,1.0,3.0805957779652533,"['marcus smart', 'james harden', 'donovan mitchell', 'naz reid', 'isaiah joe']",2.3318457779652535,1,Marcus Smart OVER PTS 5.5 (GOBLIN) [id:11907731],James Harden OVER RA 8.5 (GOBLIN) [id:11950091],Donovan Mitchell OVER REB 2.5 (GOBLIN) [id:11903399],Naz Reid OVER PRA 19.5 (STANDARD) [id:11940200],Isaiah Joe OVER PRA 8.5 (STANDARD) [id:11917448],3,Marcus Smart | James Harden | Donovan Mitchell
