slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
5-leg,False,0.0836,2.145,0.1792,Ayo Dosunmu,MIN,SAS,FG3M,OVER,GOBLIN,0.5,0.7468
5-leg,False,0.0836,2.145,0.1792,De'Aaron Fox,SAS,MIN,AST,OVER,GOBLIN,3.5,0.7168
5-leg,False,0.0836,2.145,0.1792,Terrence Shannon,MIN,SAS,PTS,OVER,STANDARD,8.0,0.6816
5-leg,False,0.0836,2.145,0.1792,Luke Kornet,SAS,MIN,PTS,OVER,STANDARD,2.5,0.659
5-leg,False,0.0836,2.145,0.1792,Devin Vassell,SAS,MIN,REB,OVER,DEMON,4.5,0.5454
4-leg,False,0.2097,1.897,0.3979,Dylan Harper,SAS,MIN,REB,OVER,GOBLIN,2.5,0.735
4-leg,False,0.2097,1.897,0.3979,Jaden McDaniels,MIN,SAS,PTS,OVER,GOBLIN,11.5,0.7281
4-leg,False,0.2097,1.897,0.3979,Naz Reid,MIN,SAS,REB,OVER,STANDARD,6.5,0.7317
4-leg,False,0.2097,1.897,0.3979,Julian Champagnie,SAS,MIN,PR,OVER,STANDARD,13.5,0.6687
3-leg,False,0.2613,1.931,0.5045,Julius Randle,MIN,SAS,REB,OVER,GOBLIN,4.5,0.7636
3-leg,False,0.2613,1.931,0.5045,Anthony Edwards,MIN,SAS,PTS,UNDER,STANDARD,26.5,0.5645
3-leg,False,0.2613,1.931,0.5045,Keldon Johnson,SAS,MIN,RA,OVER,STANDARD,4.5,0.598
