n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_ev,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Ayo Dosunmu OVER PRA 13.5 (GOBLIN) [id:11909638] | VJ Edgecombe OVER REB 5 (STANDARD) [id:11887215] | Terrence Shannon OVER PRA 17.5 (DEMON) [id:11924401],0.6754870184438748,6.0,0.029077458087229915,0.17446474852337948,0.11784867280361802,6.0,pp_kernel,0.75,0.04320176160378395,Ayo Dosunmu OVER PRA 13.5 (GOBLIN) [id:11909638] | VJ Edgecombe OVER REB 5 (STANDARD) [id:11887215] | Terrence Shannon OVER PRA 17.5 (DEMON) [id:11924401],0.03,0.025,0.004320176160378396,0.0,0.0,0.05932017616037839,0.0,3,1.0,0.5085284966432396,"['ayo dosunmu', 'vj edgecombe', 'terrence shannon']",0.11784867280361802,1,Ayo Dosunmu OVER PRA 13.5 (GOBLIN) [id:11909638],VJ Edgecombe OVER REB 5 (STANDARD) [id:11887215],Terrence Shannon OVER PRA 17.5 (DEMON) [id:11924401],2,Ayo Dosunmu | Terrence Shannon
