slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
5-leg,True,0.1528,2.145,0.3277,Anthony Black,ORL,DET,REB,OVER,GOBLIN,1.5,0.8011
5-leg,True,0.1528,2.145,0.3277,Ausar Thompson,DET,ORL,REB,OVER,GOBLIN,5.5,0.742
5-leg,True,0.1528,2.145,0.3277,Donovan Mitchell,CLE,TOR,REB,OVER,STANDARD,4.0,0.7603
5-leg,True,0.1528,2.145,0.3277,Desmond Bane,ORL,DET,PA,UNDER,STANDARD,22.5,0.6429
5-leg,True,0.1528,2.145,0.3277,Sandro Mamukelashvili,TOR,CLE,REB,OVER,DEMON,3.5,0.6701
4-leg,True,0.2738,1.897,0.5195,Daniss Jenkins,DET,ORL,PA,OVER,GOBLIN,4.5,0.7919
4-leg,True,0.2738,1.897,0.5195,Dean Wade,CLE,TOR,REB,OVER,GOBLIN,2.5,0.8595
4-leg,True,0.2738,1.897,0.5195,Cade Cunningham,DET,ORL,PA,UNDER,STANDARD,38.5,0.6264
4-leg,True,0.2738,1.897,0.5195,Goga Bitadze,ORL,DET,PR,OVER,STANDARD,7.5,0.6579
3-leg,False,0.3451,1.931,0.6663,Dennis Schröder,CLE,TOR,PTS,OVER,GOBLIN,3.5,0.7416
3-leg,False,0.3451,1.931,0.6663,Jamal Cain,ORL,DET,PTS,OVER,STANDARD,5.5,0.584
3-leg,False,0.3451,1.931,0.6663,Jaylon Tyson,CLE,TOR,PA,OVER,STANDARD,7.5,0.5859
