slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.5838,1.931,1.1274,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.897
3-leg,True,0.5838,1.931,1.1274,Austin Reaves,LAL,OKC,FTA,UNDER,STANDARD,5.5,0.7228
3-leg,True,0.5838,1.931,1.1274,Ajay Mitchell,OKC,LAL,REB,UNDER,STANDARD,3.5,0.7747
4-leg,True,0.4205,1.897,0.7979,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,6.5,0.8766
4-leg,True,0.4205,1.897,0.7979,Jaylin Williams,OKC,LAL,PTS,OVER,GOBLIN,0.5,0.8453
4-leg,True,0.4205,1.897,0.7979,Luguentz Dort,OKC,LAL,PTS,UNDER,STANDARD,6.5,0.7723
4-leg,True,0.4205,1.897,0.7979,Isaiah Stewart,DET,CLE,PR,UNDER,STANDARD,6.5,0.6992
5-leg,True,0.2621,2.145,0.562,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.818
5-leg,True,0.2621,2.145,0.562,Isaiah Joe,OKC,LAL,PR,OVER,GOBLIN,4.5,0.8935
5-leg,True,0.2621,2.145,0.562,Shai Gilgeous-Alexander,OKC,LAL,PR,UNDER,STANDARD,33.5,0.8009
5-leg,True,0.2621,2.145,0.562,Jaylon Tyson,CLE,DET,RA,UNDER,STANDARD,4.5,0.7651
5-leg,True,0.2621,2.145,0.562,Dean Wade,CLE,DET,PTS,OVER,DEMON,5.5,0.6288
