slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.3129,1.931,0.6041,Quentin Grimes,PHI,BOS,PTS,OVER,GOBLIN,3.5,0.8333
3-leg,True,0.3129,1.931,0.6041,Tyrese Maxey,PHI,BOS,RA,UNDER,STANDARD,10.0,0.7402
3-leg,True,0.3129,1.931,0.6041,Andre Drummond,PHI,BOS,REB,UNDER,STANDARD,3.5,0.7465
4-leg,True,0.2499,1.897,0.4742,Quentin Grimes,PHI,BOS,PTS,OVER,GOBLIN,3.5,0.8333
4-leg,True,0.2499,1.897,0.4742,VJ Edgecombe,PHI,BOS,PA,OVER,GOBLIN,11.5,0.8249
4-leg,True,0.2499,1.897,0.4742,Tyrese Maxey,PHI,BOS,RA,UNDER,STANDARD,10.0,0.7402
4-leg,True,0.2499,1.897,0.4742,Andre Drummond,PHI,BOS,REB,UNDER,STANDARD,3.5,0.7465
5-leg,True,0.1051,2.145,0.2254,Quentin Grimes,PHI,BOS,PTS,OVER,GOBLIN,3.5,0.8333
5-leg,True,0.1051,2.145,0.2254,VJ Edgecombe,PHI,BOS,PA,OVER,GOBLIN,11.5,0.8249
5-leg,True,0.1051,2.145,0.2254,Tyrese Maxey,PHI,BOS,RA,UNDER,STANDARD,10.0,0.7402
5-leg,True,0.1051,2.145,0.2254,Andre Drummond,PHI,BOS,REB,UNDER,STANDARD,3.5,0.7465
5-leg,True,0.1051,2.145,0.2254,Neemias Queta,BOS,PHI,PTS,OVER,DEMON,9.5,0.4672
