slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.632,1.931,1.2203,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.632,1.931,1.2203,Ajay Mitchell,OKC,LAL,RA,UNDER,STANDARD,7.5,0.6765
3-leg,True,0.632,1.931,1.2203,Austin Reaves,LAL,OKC,PTS,UNDER,STANDARD,20.5,0.7945
4-leg,True,0.4227,1.897,0.8021,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.4227,1.897,0.8021,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4227,1.897,0.8021,Dennis Schröder,CLE,DET,PRA,UNDER,STANDARD,9.5,0.8589
4-leg,True,0.4227,1.897,0.8021,Isaiah Stewart,DET,CLE,PA,UNDER,STANDARD,5.5,0.7107
5-leg,True,0.1292,2.145,0.277,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1292,2.145,0.277,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8574
5-leg,True,0.1292,2.145,0.277,Luguentz Dort,OKC,LAL,RA,UNDER,STANDARD,4.0,0.7823
5-leg,True,0.1292,2.145,0.277,Cason Wallace,OKC,LAL,PR,UNDER,STANDARD,10.0,0.7037
5-leg,True,0.1292,2.145,0.277,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
