slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.4903,1.931,0.9468,Neemias Queta,BOS,PHI,PRA,OVER,GOBLIN,10.5,0.8594
3-leg,True,0.4903,1.931,0.9468,Andre Drummond,PHI,BOS,PRA,UNDER,STANDARD,5.5,0.6681
3-leg,True,0.4903,1.931,0.9468,Derrick White,BOS,PHI,REB,UNDER,STANDARD,3.5,0.7571
4-leg,True,0.3742,1.897,0.71,VJ Edgecombe,PHI,BOS,PA,OVER,GOBLIN,10.5,0.8585
4-leg,True,0.3742,1.897,0.71,Quentin Grimes,PHI,BOS,PTS,OVER,GOBLIN,3.5,0.7746
4-leg,True,0.3742,1.897,0.71,Tyrese Maxey,PHI,BOS,PTS,UNDER,STANDARD,24.5,0.7859
4-leg,True,0.3742,1.897,0.71,Joel Embiid,PHI,BOS,REB,OVER,STANDARD,8.0,0.7903
5-leg,True,0.1362,2.145,0.2921,Payton Pritchard,BOS,PHI,AST,OVER,GOBLIN,2.5,0.7486
5-leg,True,0.1362,2.145,0.2921,Sam Hauser,BOS,PHI,REB,OVER,GOBLIN,1.5,0.7693
5-leg,True,0.1362,2.145,0.2921,Nikola Vučević,BOS,PHI,PRA,UNDER,STANDARD,12.5,0.8165
5-leg,True,0.1362,2.145,0.2921,Paul George,PHI,BOS,PA,UNDER,STANDARD,19.5,0.7492
5-leg,True,0.1362,2.145,0.2921,Jordan Walsh,BOS,PHI,REB,OVER,DEMON,2.5,0.5328
