n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],0.852377501878384,6.0,1.0,6.0,5.114265011270304,6.0,atlas,0.9485551444855513,0.08086890548129555,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],0.0,0.0,0.0,0.0,0.0,3,1.0,5.5642650112703045,"['coby white', 'lamelo ball', 'miles bridges']",1,Coby White OVER PR 14.5 (GOBLIN) [id:10644474],LaMelo Ball OVER PRA 32.5 (STANDARD) [id:10644003],Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],0,
3,Grant Williams OVER RA 3.5 (GOBLIN) [id:10645599] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0.851486822932539,6.0,1.0,6.0,5.108920937595234,6.0,atlas,0.9479218744792187,0.0697849131112767,Grant Williams OVER RA 3.5 (GOBLIN) [id:10645599] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0.0,0.0,0.0,0.0,0.0,3,1.0,5.558920937595234,"['grant williams', 'ryan kalkbrenner', 'kon knueppel']",1,Grant Williams OVER RA 3.5 (GOBLIN) [id:10645599],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0,
3,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.8413886644625349,6.0,1.0,6.0,5.048331986775209,6.0,atlas,0.9443888944438888,0.08172168105564413,Coby White OVER PR 14.5 (GOBLIN) [id:10644474] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.0,0.0,0.0,0.0,0.0,3,1.0,5.498331986775209,"['coby white', 'miles bridges', 'lamelo ball']",1,Coby White OVER PR 14.5 (GOBLIN) [id:10644474],Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0,
3,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],0.8411111106045193,6.0,1.0,6.0,5.046666663627116,6.0,atlas,0.9443222344432224,0.05934291816316397,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583] | Coby White OVER PTS 13.5 (STANDARD) [id:10643852] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],0.0,0.0,0.0,0.0,0.0,3,1.0,5.496666663627116,"['ryan kalkbrenner', 'coby white', 'miles bridges']",1,Ryan Kalkbrenner OVER REB 2.5 (GOBLIN) [id:10644583],Coby White OVER PTS 13.5 (STANDARD) [id:10643852],Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],0,
3,Coby White OVER RA 4.5 (GOBLIN) [id:10645584] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],0.8385343497413336,6.0,1.0,6.0,5.031206098448001,6.0,atlas,0.94328900443289,0.070906385384808,Coby White OVER RA 4.5 (GOBLIN) [id:10645584] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],0.0,0.0,0.0,0.0,0.0,3,1.0,5.481206098448001,"['coby white', 'ryan kalkbrenner', 'miles bridges']",1,Coby White OVER RA 4.5 (GOBLIN) [id:10645584],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],Miles Bridges OVER PRA 24.5 (STANDARD) [id:10644030],0,
3,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],0.8382581835162364,6.0,1.0,6.0,5.029549101097418,6.0,atlas,0.9429890344298903,0.06946288010991734,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364] | Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],0.0,0.0,0.0,0.0,0.0,3,1.0,5.479549101097418,"['brandon miller', 'ryan kalkbrenner', 'grant williams']",1,Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Ryan Kalkbrenner OVER PTS 5.5 (STANDARD) [id:10650364],Grant Williams OVER PRA 10.5 (STANDARD) [id:10643912],0,
3,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.8293300130655276,6.0,1.0,6.0,4.975980078393166,6.0,atlas,0.9399517140570818,0.06987747561915812,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585] | Coby White OVER PR 15.5 (STANDARD) [id:10643855] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,5.275980078393165,"['tyler herro', 'coby white', 'lamelo ball']",1,Tyler Herro OVER PTS 17.5 (GOBLIN) [id:10644585],Coby White OVER PR 15.5 (STANDARD) [id:10643855],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0,
3,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.8035214917389051,6.0,1.0,6.0,4.8211289504334305,6.0,atlas,0.9299236742992366,0.060406825288095635,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0.0,0.0,0.0,0.0,0.0,3,1.0,5.271128950433431,"['miles bridges', 'kon knueppel', 'ryan kalkbrenner']",1,Miles Bridges OVER PTS 14.5 (GOBLIN) [id:10644027],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],0,
3,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.7968921959795183,6.0,1.0,6.0,4.7813531758771095,6.0,atlas,0.9276572342765723,0.07191930081559297,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0.0,0.0,0.0,0.0,0.0,3,1.0,5.23135317587711,"['kon knueppel', 'brandon miller', 'lamelo ball']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],0,
3,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828] | Kon Knueppel OVER PR 24.5 (STANDARD) [id:10643969],0.7873239019722789,6.0,1.0,6.0,4.723943411833673,6.0,atlas,0.9241242542412426,0.08256451490139267,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526] | Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828] | Kon Knueppel OVER PR 24.5 (STANDARD) [id:10643969],0.0,0.0,0.0,0.0,0.0,3,1.0,5.173943411833673,"['lamelo ball', 'brandon miller', 'kon knueppel']",1,LaMelo Ball OVER PR 19.5 (GOBLIN) [id:10644526],Brandon Miller OVER PR 26.5 (STANDARD) [id:10643828],Kon Knueppel OVER PR 24.5 (STANDARD) [id:10643969],0,
