slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7239,1.931,1.3979,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.7239,1.931,1.3979,Ajay Mitchell,OKC,LAL,PA,UNDER,STANDARD,19.5,0.7996
3-leg,True,0.7239,1.931,1.3979,Austin Reaves,LAL,OKC,REB,UNDER,STANDARD,4.0,0.7969
4-leg,True,0.4119,1.897,0.7815,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.4119,1.897,0.7815,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4119,1.897,0.7815,Dennis Schröder,CLE,DET,PRA,UNDER,STANDARD,9.5,0.8589
4-leg,True,0.4119,1.897,0.7815,Isaiah Stewart,DET,CLE,PRA,UNDER,STANDARD,8.5,0.7489
5-leg,True,0.1201,2.145,0.2576,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1201,2.145,0.2576,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8574
5-leg,True,0.1201,2.145,0.2576,Luguentz Dort,OKC,LAL,REB,UNDER,STANDARD,3.0,0.7833
5-leg,True,0.1201,2.145,0.2576,Cason Wallace,OKC,LAL,RA,UNDER,STANDARD,5.0,0.6847
5-leg,True,0.1201,2.145,0.2576,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
