slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.8076,1.931,1.5594,Derik Queen,NOP,CLE,PTS,OVER,GOBLIN,4.5,0.7993
3-leg,True,0.8076,1.931,1.5594,Austin Reaves,LAL,ORL,PR,UNDER,STANDARD,24.5,0.8597
3-leg,True,0.8076,1.931,1.5594,Tari Eason,HOU,MIA,PTS,UNDER,STANDARD,10.5,0.8681
4-leg,True,0.4881,1.897,0.926,P.J. Washington,DAL,LAC,PR,OVER,GOBLIN,14.5,0.8548
4-leg,True,0.4881,1.897,0.926,Bam Adebayo,MIA,HOU,REB,OVER,GOBLIN,6.5,0.8529
4-leg,True,0.4881,1.897,0.926,Max Christie,DAL,LAC,PA,UNDER,STANDARD,14.0,0.7883
4-leg,True,0.4881,1.897,0.926,Norman Powell,MIA,HOU,PTS,UNDER,STANDARD,20.5,0.8447
5-leg,True,0.2212,2.145,0.4744,Jeremiah Fears,NOP,CLE,RA,OVER,GOBLIN,3.5,0.8458
5-leg,True,0.2212,2.145,0.4744,Jay Huff,IND,SAS,AST,OVER,GOBLIN,0.5,0.8071
5-leg,True,0.2212,2.145,0.4744,Khris Middleton,DAL,LAC,PTS,UNDER,STANDARD,8.5,0.7835
5-leg,True,0.2212,2.145,0.4744,Adem Bona,PHI,UTA,PRA,UNDER,STANDARD,13.5,0.7687
5-leg,True,0.2212,2.145,0.4744,Coby White,CHA,MEM,PR,OVER,DEMON,19.5,0.6133
