n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,q_leg_count,q_players
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.4427277757576141,6.0,1.0,6.0,2.6563666545456845,6.0,atlas,0.65,0.0318580943524523,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0125,0.0125,0.0,0.0,0.0,0.025,0.0,2,0.6666666666666666,0.717727775757614,"['julius randle', 'luke kornet', 'ayo dosunmu']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],2,Julius Randle | Ayo Dosunmu
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.4382034351105753,6.0,1.0,6.0,2.629220610663452,6.0,atlas,0.65,0.026059224444257418,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0125,0.0125,0.0,0.0,0.0,0.025,0.0,2,0.6666666666666666,0.7132034351105753,"['naz reid', 'luke kornet', 'ayo dosunmu']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],2,Naz Reid | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.43522871490439713,6.0,1.0,6.0,2.6113722894263827,6.0,atlas,0.65,0.028482916234532005,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,2,0.6666666666666666,0.722728714904397,"['julius randle', 'ayo dosunmu', 'jose alvarado']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],2,Julius Randle | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.43229265916839094,6.0,1.0,6.0,2.5937559550103457,6.0,atlas,0.65,0.029037148354691702,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,2,0.6666666666666666,0.719792659168391,"['julius randle', 'ayo dosunmu', 'jose alvarado']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Ayo Dosunmu OVER PTS 11.5 (STANDARD) [id:11908809],Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],2,Julius Randle | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.431286076918223,6.0,1.0,6.0,2.587716461509338,6.0,atlas,0.65,0.030416281882701596,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,2,0.6666666666666666,0.718786076918223,"['julius randle', 'jose alvarado', 'ayo dosunmu']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],2,Julius Randle | Ayo Dosunmu
3,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.39355360316513527,6.0,1.0,6.0,2.3613216189908117,6.0,atlas,0.65,0.017774290374455343,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,0.5435536031651352,"['julius randle', 'luke kornet', 'jose alvarado']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],1,Julius Randle
3,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.3895317851065289,6.0,1.0,6.0,2.3371907106391734,6.0,atlas,0.65,0.011975420466260454,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],0.0,0.0125,0.0,0.0,0.0,0.0125,0.0,1,0.3333333333333333,0.5270317851065289,"['naz reid', 'luke kornet', 'jose alvarado']",1,Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jose Alvarado OVER PRA 6.5 (DEMON) [id:11893244],1,Naz Reid
3,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jordan Clarkson OVER PTS 5.5 (DEMON) [id:11890179],0.3425077185538307,6.0,1.0,6.0,2.055046311322984,6.0,atlas,0.6247921705460443,0.0014418124697507097,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jordan Clarkson OVER PTS 5.5 (DEMON) [id:11890179],0.0125,0.0125,0.0,0.0,0.0,0.025,0.0,0,0.0,0.3175077185538307,"['mitchell robinson', 'luke kornet', 'jordan clarkson']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jordan Clarkson OVER PTS 5.5 (DEMON) [id:11890179],0,
3,Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | OG Anunoby OVER REB 5.5 (STANDARD) [id:11879998] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.31922935967697863,6.0,1.0,6.0,1.9153761580618718,6.0,atlas,0.6324879332365066,0.028810152020957564,Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | OG Anunoby OVER REB 5.5 (STANDARD) [id:11879998] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,0,0.0,0.3067293596769786,"['jordan clarkson', 'og anunoby', 'paul george']",1,Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183],OG Anunoby OVER REB 5.5 (STANDARD) [id:11879998],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0,
3,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jaden McDaniels OVER PTS 14.5 (STANDARD) [id:11881429] | Andre Drummond OVER AST 0.5 (DEMON) [id:11893364],0.30874082731758373,6.0,1.0,6.0,1.8524449639055023,6.0,atlas,0.6086416684578352,0.024597324806024213,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jaden McDaniels OVER PTS 14.5 (STANDARD) [id:11881429] | Andre Drummond OVER AST 0.5 (DEMON) [id:11893364],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,0.4587408273175837,"['stephon castle', 'jaden mcdaniels', 'andre drummond']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Jaden McDaniels OVER PTS 14.5 (STANDARD) [id:11881429],Andre Drummond OVER AST 0.5 (DEMON) [id:11893364],1,Jaden McDaniels
