n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.32524262690349726,10.0,1.0,10.0,3.252426269034973,10.0,atlas,0.7590838992138143,0.014474434392748656,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.4752426269034973,"['stephon castle', 'luke kornet', 'jose alvarado', 'ayo dosunmu']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],1,Ayo Dosunmu
4,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.32524262690349726,10.0,1.0,10.0,3.252426269034973,10.0,atlas,0.7590838992138143,0.014474434392748656,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.4752426269034973,"['stephon castle', 'jose alvarado', 'luke kornet', 'ayo dosunmu']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],1,Ayo Dosunmu
4,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.31513735586997366,10.0,1.0,10.0,3.1513735586997367,10.0,atlas,0.7521450572835202,0.017463330170120854,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6151373558699736,"['jaden mcdaniels', 'luke kornet', 'jose alvarado', 'ayo dosunmu']",1,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],2,Jaden McDaniels | Ayo Dosunmu
4,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.31513735586997366,10.0,1.0,10.0,3.1513735586997367,10.0,atlas,0.7521450572835202,0.017463330170120854,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6151373558699736,"['jaden mcdaniels', 'jose alvarado', 'luke kornet', 'ayo dosunmu']",1,Jaden McDaniels OVER REB 2.5 (GOBLIN) [id:11882646],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],2,Jaden McDaniels | Ayo Dosunmu
4,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.31510224161171396,10.0,1.0,10.0,3.1510224161171396,10.0,atlas,0.7535470965545145,0.013550910838320461,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277] | Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429] | Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.465102241611714,"['stephon castle', 'jose alvarado', 'luke kornet', 'ayo dosunmu']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Jose Alvarado OVER FG3M 0.5 (STANDARD) [id:11893277],Luke Kornet OVER RA 4.5 (STANDARD) [id:11894429],Ayo Dosunmu OVER PR 15.5 (DEMON) [id:11910745],1,Ayo Dosunmu
4,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Josh Hart UNDER PR 20.5 (STANDARD) [id:11879092] | Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273] | Julian Champagnie OVER PTS 9.5 (DEMON) [id:11881456],0.18094079062031662,10.0,1.0,10.0,1.8094079062031663,10.0,atlas,0.6599269720161415,0.057525928959195886,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Josh Hart UNDER PR 20.5 (STANDARD) [id:11879092] | Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273] | Julian Champagnie OVER PTS 9.5 (DEMON) [id:11881456],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.18094079062031662,"['mitchell robinson', 'josh hart', 'andre drummond', 'julian champagnie']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Josh Hart UNDER PR 20.5 (STANDARD) [id:11879092],Andre Drummond OVER PRA 5.5 (STANDARD) [id:11893273],Julian Champagnie OVER PTS 9.5 (DEMON) [id:11881456],0,
4,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Joel Embiid UNDER PRA 40.5 (STANDARD) [id:11879072] | Julius Randle OVER PRA 29 (STANDARD) [id:11881498] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.18051952228505605,10.0,1.0,10.0,1.8051952228505606,10.0,atlas,0.6638247589594999,0.07427976311923293,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590] | Joel Embiid UNDER PRA 40.5 (STANDARD) [id:11879072] | Julius Randle OVER PRA 29 (STANDARD) [id:11881498] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.33051952228505604,"['stephon castle', 'joel embiid', 'julius randle', 'paul george']",1,Stephon Castle OVER FG3M 0.5 (GOBLIN) [id:11881590],Joel Embiid UNDER PRA 40.5 (STANDARD) [id:11879072],Julius Randle OVER PRA 29 (STANDARD) [id:11881498],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],1,Julius Randle
4,Andre Drummond OVER RA 2.5 (GOBLIN) [id:11893375] | Mitchell Robinson OVER PTS 4.5 (STANDARD) [id:11878948] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638] | Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0.17210584811399676,10.0,1.0,10.0,1.7210584811399676,10.0,atlas,0.6472437792680111,0.07779508895317695,Andre Drummond OVER RA 2.5 (GOBLIN) [id:11893375] | Mitchell Robinson OVER PTS 4.5 (STANDARD) [id:11878948] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638] | Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.17210584811399676,"['andre drummond', 'mitchell robinson', 'josh hart', 'quentin grimes']",1,Andre Drummond OVER RA 2.5 (GOBLIN) [id:11893375],Mitchell Robinson OVER PTS 4.5 (STANDARD) [id:11878948],Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0,
4,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Stephon Castle UNDER PTS 17.5 (STANDARD) [id:11881602] | Josh Hart UNDER RA 14.5 (STANDARD) [id:11879102] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.16928174643520666,10.0,1.0,10.0,1.6928174643520666,10.0,atlas,0.6510365932710993,0.10781202508513393,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Stephon Castle UNDER PTS 17.5 (STANDARD) [id:11881602] | Josh Hart UNDER RA 14.5 (STANDARD) [id:11879102] | Paul George OVER FG3M 2.5 (DEMON) [id:11879188],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.3192817464352067,"['julius randle', 'stephon castle', 'josh hart', 'paul george']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Stephon Castle UNDER PTS 17.5 (STANDARD) [id:11881602],Josh Hart UNDER RA 14.5 (STANDARD) [id:11879102],Paul George OVER FG3M 2.5 (DEMON) [id:11879188],1,Julius Randle
4,Naz Reid OVER REB 4.5 (GOBLIN) [id:11881549] | Julian Champagnie OVER PA 10 (STANDARD) [id:11881460] | Jaden McDaniels UNDER AST 2.5 (STANDARD) [id:11881795] | Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0.1673065108238529,10.0,1.0,10.0,1.673065108238529,10.0,atlas,0.6475149935264154,0.05101774808128646,Naz Reid OVER REB 4.5 (GOBLIN) [id:11881549] | Julian Champagnie OVER PA 10 (STANDARD) [id:11881460] | Jaden McDaniels UNDER AST 2.5 (STANDARD) [id:11881795] | Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.4673065108238529,"['naz reid', 'julian champagnie', 'jaden mcdaniels', 'quentin grimes']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:11881549],Julian Champagnie OVER PA 10 (STANDARD) [id:11881460],Jaden McDaniels UNDER AST 2.5 (STANDARD) [id:11881795],Quentin Grimes OVER REB 2.5 (DEMON) [id:11882613],2,Naz Reid | Jaden McDaniels
