source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
oddsapi,NBA,James Harden,AST,2026-05-12 02:25:59,11.5,0.2,0.4933,0.5067,,,,n_books=2
oddsapi,NBA,Tobias Harris,AST,2026-05-12 02:25:59,5.5,0.1,0.2217,0.7783,,,,n_books=1
oddsapi,NBA,James Harden,PTS,2026-05-12 02:25:59,26.5,0.2,0.5102,0.4898,,,,n_books=2
oddsapi,NBA,Caris LeVert,PTS,2026-05-12 02:25:59,24.5,0.2,0.5102,0.4898,,,,n_books=2
oddsapi,NBA,Cade Cunningham,PTS,2026-05-12 02:25:59,18.5,0.1,0.5203,0.4797,,,,n_books=1
oddsapi,NBA,Tobias Harris,PTS,2026-05-12 02:25:59,16.5,0.2,0.4708,0.5292,,,,n_books=2
oddsapi,NBA,Jarrett Allen,PTS,2026-05-12 02:25:59,11.5,0.1,0.377,0.623,,,,n_books=1
oddsapi,NBA,Jalen Duren,PTS,2026-05-12 02:25:59,8.5,0.1,0.4797,0.5203,,,,n_books=1
oddsapi,NBA,Max Strus,PTS,2026-05-12 02:25:59,5.5,0.2,0.4504,0.5496,,,,n_books=2
oddsapi,NBA,James Harden,PA,2026-05-12 02:25:59,38.5,0.1,0.5306,0.4694,,,,n_books=1
oddsapi,NBA,Tobias Harris,PA,2026-05-12 02:25:59,21.5,0.2,0.4635,0.5365,,,,n_books=2
oddsapi,NBA,Jarrett Allen,PA,2026-05-12 02:25:59,11.5,0.1,0.4412,0.5588,,,,n_books=1
oddsapi,NBA,James Harden,PR,2026-05-12 02:25:59,27.5,0.1,0.4797,0.5203,,,,n_books=1
oddsapi,NBA,Tobias Harris,PR,2026-05-12 02:25:59,24.5,0.2,0.5588,0.4412,,,,n_books=2
oddsapi,NBA,Jarrett Allen,PR,2026-05-12 02:25:59,16.5,0.1,0.5203,0.4797,,,,n_books=1
oddsapi,NBA,James Harden,PRA,2026-05-12 02:25:59,39.5,0.1,0.4899,0.5101,,,,n_books=1
oddsapi,NBA,Tobias Harris,PRA,2026-05-12 02:25:59,30.5,0.2,0.4538,0.5462,,,,n_books=2
oddsapi,NBA,Jarrett Allen,PRA,2026-05-12 02:25:59,16.5,0.1,0.5588,0.4412,,,,n_books=1
oddsapi,NBA,Jarrett Allen,REB,2026-05-12 02:25:59,5.5,0.1,0.4694,0.5306,,,,n_books=1
oddsapi,NBA,Evan Mobley,REB,2026-05-12 02:25:59,4.5,0.2,0.5791,0.4209,,,,n_books=2
oddsapi,NBA,Donovan Mitchell,REB,2026-05-12 02:25:59,4.5,0.3,0.5687,0.4313,,,,n_books=3
oddsapi,NBA,Max Strus,REB,2026-05-12 02:25:59,3.5,0.1,0.4285,0.5715,,,,n_books=1
