source,league,player,stat,asof_ts,projection,confidence,over_prob,under_prob,over_rating,under_rating,opp_rank,notes
oddsapi,NBA,Daniss Jenkins,AST,2026-05-07 22:30:42,3.5,0.7,0.42,0.58,,,,n_books=7
oddsapi,NBA,Ausar Thompson,AST,2026-05-07 22:30:42,3.5,0.7,0.4227,0.5773,,,,n_books=7
oddsapi,NBA,Jalen Duren,AST,2026-05-07 22:30:42,2.5,0.6,0.4059,0.5941,,,,n_books=6
oddsapi,NBA,Cade Cunningham,AST,2026-05-07 22:30:42,9.5,0.8,0.4781,0.5219,,,,n_books=8
oddsapi,NBA,Evan Mobley,AST,2026-05-07 22:30:42,3.5,0.6,0.4057,0.5943,,,,n_books=6
oddsapi,NBA,James Harden,AST,2026-05-07 22:30:42,6.5,0.7,0.5126,0.4874,,,,n_books=7
oddsapi,NBA,Tobias Harris,AST,2026-05-07 22:30:42,1.5,0.5,0.5978,0.4022,,,,n_books=5
oddsapi,NBA,Donovan Mitchell,AST,2026-05-07 22:30:42,3.5,0.7,0.5663,0.4337,,,,n_books=7
oddsapi,NBA,Dennis Schroder,AST,2026-05-07 22:30:42,1.5,0.4,0.5957,0.4043,,,,n_books=4
oddsapi,NBA,Ausar Thompson,BLK,2026-05-07 22:30:42,1.5,0.4,0.3974,0.6026,,,,n_books=4
oddsapi,NBA,Jarrett Allen,BLK,2026-05-07 22:30:42,1.5,0.4,0.3529,0.6471,,,,n_books=4
oddsapi,NBA,Evan Mobley,BLK,2026-05-07 22:30:42,1.5,0.4,0.5268,0.4732,,,,n_books=4
oddsapi,NBA,Ron Holland,PTS,2026-05-07 22:30:42,3.5,0.6,0.4969,0.5031,,,,n_books=6
oddsapi,NBA,Duncan Robinson,PTS,2026-05-07 22:30:42,11.5,0.7,0.4977,0.5023,,,,n_books=7
oddsapi,NBA,Dennis Schroder,PTS,2026-05-07 22:30:42,5.5,0.7,0.5261,0.4739,,,,n_books=7
oddsapi,NBA,Cade Cunningham,PTS,2026-05-07 22:30:42,27.5,0.7,0.4922,0.5078,,,,n_books=7
oddsapi,NBA,Isaiah Stewart II,PTS,2026-05-07 22:30:42,3.5,0.6,0.5349,0.4651,,,,n_books=6
oddsapi,NBA,Daniss Jenkins,PTS,2026-05-07 22:30:42,9.5,0.7,0.491,0.509,,,,n_books=7
oddsapi,NBA,Jarrett Allen,PTS,2026-05-07 22:30:42,10.5,0.7,0.5112,0.4888,,,,n_books=7
oddsapi,NBA,Max Strus,PTS,2026-05-07 22:30:42,9.5,0.5,0.523,0.477,,,,n_books=5
oddsapi,NBA,Caris LeVert,PTS,2026-05-07 22:30:42,2.5,0.5,0.4996,0.5004,,,,n_books=5
oddsapi,NBA,Tobias Harris,PTS,2026-05-07 22:30:42,17.5,0.5,0.5136,0.4864,,,,n_books=5
oddsapi,NBA,Ausar Thompson,PTS,2026-05-07 22:30:42,9.5,0.7,0.5253,0.4747,,,,n_books=7
oddsapi,NBA,Dean Wade,PTS,2026-05-07 22:30:42,4.5,0.6,0.5424,0.4576,,,,n_books=6
oddsapi,NBA,James Harden,PTS,2026-05-07 22:30:42,19.5,0.5,0.5184,0.4816,,,,n_books=5
oddsapi,NBA,Jalen Duren,PTS,2026-05-07 22:30:42,15.5,0.7,0.4923,0.5077,,,,n_books=7
oddsapi,NBA,Donovan Mitchell,PTS,2026-05-07 22:30:42,25.5,0.7,0.4862,0.5138,,,,n_books=7
oddsapi,NBA,Jaylon Tyson,PTS,2026-05-07 22:30:42,6.5,0.6,0.5227,0.4773,,,,n_books=6
oddsapi,NBA,Evan Mobley,PTS,2026-05-07 22:30:42,15.5,0.6,0.4884,0.5116,,,,n_books=6
oddsapi,NBA,Donovan Mitchell,PA,2026-05-07 22:30:42,29.5,0.3,0.4888,0.5112,,,,n_books=3
oddsapi,NBA,Cade Cunningham,PA,2026-05-07 22:30:42,37.5,0.3,0.4905,0.5095,,,,n_books=3
oddsapi,NBA,Jalen Duren,PA,2026-05-07 22:30:42,17.5,0.4,0.4965,0.5035,,,,n_books=4
oddsapi,NBA,Evan Mobley,PA,2026-05-07 22:30:42,18.5,0.4,0.4998,0.5002,,,,n_books=4
oddsapi,NBA,Dennis Schroder,PA,2026-05-07 22:30:42,8.5,0.3,0.4683,0.5317,,,,n_books=3
oddsapi,NBA,Ausar Thompson,PA,2026-05-07 22:30:42,13.5,0.4,0.4741,0.5259,,,,n_books=4
oddsapi,NBA,James Harden,PA,2026-05-07 22:30:42,26.5,0.4,0.5119,0.4881,,,,n_books=4
oddsapi,NBA,Max Strus,PR,2026-05-07 22:30:42,14.5,0.3,0.4761,0.5239,,,,n_books=3
oddsapi,NBA,Isaiah Stewart II,PR,2026-05-07 22:30:42,6.5,0.3,0.5187,0.4813,,,,n_books=3
oddsapi,NBA,Tobias Harris,PR,2026-05-07 22:30:42,24.5,0.3,0.5146,0.4854,,,,n_books=3
oddsapi,NBA,Ron Holland,PR,2026-05-07 22:30:42,5.5,0.1,0.4854,0.5146,,,,n_books=1
oddsapi,NBA,Evan Mobley,PR,2026-05-07 22:30:42,23.5,0.3,0.5198,0.4802,,,,n_books=3
oddsapi,NBA,Donovan Mitchell,PR,2026-05-07 22:30:42,29.5,0.4,0.4896,0.5104,,,,n_books=4
oddsapi,NBA,Dean Wade,PR,2026-05-07 22:30:42,8.5,0.4,0.5179,0.4821,,,,n_books=4
oddsapi,NBA,Cade Cunningham,PR,2026-05-07 22:30:42,32.5,0.3,0.5116,0.4884,,,,n_books=3
oddsapi,NBA,Jarrett Allen,PR,2026-05-07 22:30:42,17.5,0.3,0.5184,0.4816,,,,n_books=3
oddsapi,NBA,James Harden,PR,2026-05-07 22:30:42,25.5,0.3,0.4765,0.5235,,,,n_books=3
oddsapi,NBA,Jalen Duren,PR,2026-05-07 22:30:42,26.5,0.3,0.508,0.492,,,,n_books=3
oddsapi,NBA,Jaylon Tyson,PR,2026-05-07 22:30:42,9.5,0.1,0.5104,0.4896,,,,n_books=1
oddsapi,NBA,Ausar Thompson,PR,2026-05-07 22:30:42,16.5,0.3,0.5198,0.4802,,,,n_books=3
oddsapi,NBA,James Harden,PRA,2026-05-07 22:30:42,31.5,0.6,0.5114,0.4886,,,,n_books=6
oddsapi,NBA,Ausar Thompson,PRA,2026-05-07 22:30:42,20.5,0.6,0.4872,0.5128,,,,n_books=6
oddsapi,NBA,Cade Cunningham,PRA,2026-05-07 22:30:42,42.5,0.4,0.4947,0.5053,,,,n_books=4
oddsapi,NBA,Jarrett Allen,PRA,2026-05-07 22:30:42,19.5,0.4,0.4845,0.5155,,,,n_books=4
oddsapi,NBA,Jalen Duren,PRA,2026-05-07 22:30:42,29.5,0.5,0.4947,0.5053,,,,n_books=5
oddsapi,NBA,Donovan Mitchell,PRA,2026-05-07 22:30:42,33.5,0.5,0.4933,0.5067,,,,n_books=5
oddsapi,NBA,Evan Mobley,PRA,2026-05-07 22:30:42,27.5,0.5,0.4909,0.5091,,,,n_books=5
oddsapi,NBA,Isaiah Stewart II,REB,2026-05-07 22:30:42,2.5,0.6,0.5233,0.4767,,,,n_books=6
oddsapi,NBA,Duncan Robinson,REB,2026-05-07 22:30:42,2.5,0.5,0.4184,0.5816,,,,n_books=5
oddsapi,NBA,Cade Cunningham,REB,2026-05-07 22:30:42,5.5,0.7,0.4589,0.5411,,,,n_books=7
oddsapi,NBA,Evan Mobley,REB,2026-05-07 22:30:42,8.5,0.8,0.4843,0.5157,,,,n_books=8
oddsapi,NBA,Jarrett Allen,REB,2026-05-07 22:30:42,7.5,0.6,0.4422,0.5578,,,,n_books=6
oddsapi,NBA,Dean Wade,REB,2026-05-07 22:30:42,3.5,0.7,0.5348,0.4652,,,,n_books=7
oddsapi,NBA,Ausar Thompson,REB,2026-05-07 22:30:42,6.5,0.6,0.5595,0.4405,,,,n_books=6
oddsapi,NBA,Tobias Harris,REB,2026-05-07 22:30:42,6.5,0.7,0.471,0.529,,,,n_books=7
oddsapi,NBA,James Harden,REB,2026-05-07 22:30:42,4.5,0.7,0.5474,0.4526,,,,n_books=7
oddsapi,NBA,Jaylon Tyson,REB,2026-05-07 22:30:42,3.5,0.5,0.4127,0.5873,,,,n_books=5
oddsapi,NBA,Donovan Mitchell,REB,2026-05-07 22:30:42,3.5,0.7,0.5671,0.4329,,,,n_books=7
oddsapi,NBA,Jalen Duren,REB,2026-05-07 22:30:42,11.5,0.7,0.51,0.49,,,,n_books=7
oddsapi,NBA,Cade Cunningham,RA,2026-05-07 22:30:42,14.5,0.4,0.5164,0.4836,,,,n_books=4
oddsapi,NBA,Ausar Thompson,RA,2026-05-07 22:30:42,10.5,0.4,0.4755,0.5245,,,,n_books=4
oddsapi,NBA,Donovan Mitchell,RA,2026-05-07 22:30:42,7.5,0.3,0.5357,0.4643,,,,n_books=3
oddsapi,NBA,Jalen Duren,RA,2026-05-07 22:30:42,13.5,0.4,0.5219,0.4781,,,,n_books=4
oddsapi,NBA,James Harden,RA,2026-05-07 22:30:42,11.5,0.4,0.5088,0.4912,,,,n_books=4
oddsapi,NBA,Evan Mobley,RA,2026-05-07 22:30:42,11.5,0.4,0.5082,0.4918,,,,n_books=4
oddsapi,NBA,Donovan Mitchell,STL,2026-05-07 22:30:42,1.5,0.3,0.4019,0.5981,,,,n_books=3
oddsapi,NBA,Tobias Harris,STL,2026-05-07 22:30:42,1.5,0.3,0.3688,0.6312,,,,n_books=3
oddsapi,NBA,Cade Cunningham,STL,2026-05-07 22:30:42,1.5,0.3,0.4021,0.5979,,,,n_books=3
oddsapi,NBA,Dean Wade,STL,2026-05-07 22:30:42,0.5,0.3,0.5789,0.4211,,,,n_books=3
oddsapi,NBA,James Harden,STL,2026-05-07 22:30:42,1.5,0.3,0.386,0.614,,,,n_books=3
oddsapi,NBA,Daniss Jenkins,FG3M,2026-05-07 22:30:42,1.5,0.7,0.3697,0.6303,,,,n_books=7
oddsapi,NBA,Dean Wade,FG3M,2026-05-07 22:30:42,0.5,0.4,0.6521,0.3479,,,,n_books=4
oddsapi,NBA,Max Strus,FG3M,2026-05-07 22:30:42,2.5,0.7,0.404,0.596,,,,n_books=7
oddsapi,NBA,Duncan Robinson,FG3M,2026-05-07 22:30:42,2.5,0.7,0.5455,0.4545,,,,n_books=7
oddsapi,NBA,Tobias Harris,FG3M,2026-05-07 22:30:42,1.5,0.7,0.4472,0.5528,,,,n_books=7
oddsapi,NBA,Cade Cunningham,FG3M,2026-05-07 22:30:42,2.5,0.7,0.3951,0.6049,,,,n_books=7
oddsapi,NBA,James Harden,FG3M,2026-05-07 22:30:42,2.5,0.8,0.4565,0.5435,,,,n_books=8
oddsapi,NBA,Donovan Mitchell,FG3M,2026-05-07 22:30:42,2.5,0.7,0.5056,0.4944,,,,n_books=7
oddsapi,NBA,Evan Mobley,FG3M,2026-05-07 22:30:42,0.5,0.5,0.649,0.351,,,,n_books=5
oddsapi,NBA,Duncan Robinson,AST,2026-05-07 22:30:42,1.5,0.4,0.6068,0.3932,,,,n_books=4
oddsapi,NBA,Max Strus,AST,2026-05-07 22:30:42,1.5,0.3,0.5785,0.4215,,,,n_books=3
oddsapi,NBA,Jaylon Tyson,AST,2026-05-07 22:30:42,1.5,0.3,0.3966,0.6034,,,,n_books=3
oddsapi,NBA,Jarrett Allen,AST,2026-05-07 22:30:42,1.5,0.4,0.3729,0.6271,,,,n_books=4
oddsapi,NBA,Dean Wade,AST,2026-05-07 22:30:42,0.5,0.1,0.5851,0.4149,,,,n_books=1
oddsapi,NBA,Jalen Duren,BLK,2026-05-07 22:30:42,0.5,0.3,0.6433,0.3567,,,,n_books=3
oddsapi,NBA,Isaiah Stewart II,BLK,2026-05-07 22:30:42,0.5,0.2,0.576,0.424,,,,n_books=2
oddsapi,NBA,Cade Cunningham,BLK,2026-05-07 22:30:42,0.5,0.3,0.5559,0.4441,,,,n_books=3
oddsapi,NBA,Tobias Harris,BLK,2026-05-07 22:30:42,0.5,0.3,0.4738,0.5262,,,,n_books=3
oddsapi,NBA,James Harden,BLK,2026-05-07 22:30:42,0.5,0.3,0.4619,0.5381,,,,n_books=3
oddsapi,NBA,Donovan Mitchell,BLK,2026-05-07 22:30:42,0.5,0.3,0.329,0.671,,,,n_books=3
oddsapi,NBA,Dean Wade,BLK,2026-05-07 22:30:42,0.5,0.3,0.3035,0.6965,,,,n_books=3
oddsapi,NBA,Duncan Robinson,BLK,2026-05-07 22:30:42,0.5,0.3,0.2551,0.7449,,,,n_books=3
oddsapi,NBA,Tobias Harris,PA,2026-05-07 22:30:42,20.5,0.3,0.4919,0.5081,,,,n_books=3
oddsapi,NBA,Duncan Robinson,PA,2026-05-07 22:30:42,13.5,0.3,0.5156,0.4844,,,,n_books=3
oddsapi,NBA,Daniss Jenkins,PA,2026-05-07 22:30:42,12.5,0.2,0.5207,0.4793,,,,n_books=2
oddsapi,NBA,Jarrett Allen,PA,2026-05-07 22:30:42,12.5,0.2,0.4797,0.5203,,,,n_books=2
oddsapi,NBA,Max Strus,PA,2026-05-07 22:30:42,11.5,0.2,0.5213,0.4787,,,,n_books=2
oddsapi,NBA,Jaylon Tyson,PA,2026-05-07 22:30:42,8.5,0.2,0.4878,0.5122,,,,n_books=2
oddsapi,NBA,Duncan Robinson,PR,2026-05-07 22:30:42,13.5,0.2,0.5213,0.4787,,,,n_books=2
oddsapi,NBA,Daniss Jenkins,PR,2026-05-07 22:30:42,12.5,0.1,0.4698,0.5302,,,,n_books=1
oddsapi,NBA,Dennis Schroder,PR,2026-05-07 22:30:42,7.5,0.1,0.4899,0.5101,,,,n_books=1
oddsapi,NBA,Tobias Harris,PRA,2026-05-07 22:30:42,26.5,0.6,0.4989,0.5011,,,,n_books=6
oddsapi,NBA,Duncan Robinson,PRA,2026-05-07 22:30:42,16.5,0.4,0.4835,0.5165,,,,n_books=4
oddsapi,NBA,Max Strus,PRA,2026-05-07 22:30:42,16.5,0.3,0.4882,0.5118,,,,n_books=3
oddsapi,NBA,Daniss Jenkins,PRA,2026-05-07 22:30:42,15.5,0.4,0.4957,0.5043,,,,n_books=4
oddsapi,NBA,Jaylon Tyson,PRA,2026-05-07 22:30:42,11.5,0.3,0.5064,0.4936,,,,n_books=3
oddsapi,NBA,Dean Wade,PRA,2026-05-07 22:30:42,9.5,0.4,0.5013,0.4987,,,,n_books=4
oddsapi,NBA,Dennis Schroder,PRA,2026-05-07 22:30:42,9.5,0.4,0.5012,0.4988,,,,n_books=4
oddsapi,NBA,Isaiah Stewart II,PRA,2026-05-07 22:30:42,7.5,0.4,0.4816,0.5184,,,,n_books=4
oddsapi,NBA,Max Strus,REB,2026-05-07 22:30:42,4.5,0.5,0.4209,0.5791,,,,n_books=5
oddsapi,NBA,Daniss Jenkins,REB,2026-05-07 22:30:42,2.5,0.3,0.4333,0.5667,,,,n_books=3
oddsapi,NBA,Dennis Schroder,REB,2026-05-07 22:30:42,1.5,0.3,0.4208,0.5792,,,,n_books=3
oddsapi,NBA,Tobias Harris,RA,2026-05-07 22:30:42,8.5,0.3,0.4837,0.5163,,,,n_books=3
oddsapi,NBA,Jarrett Allen,RA,2026-05-07 22:30:42,8.5,0.3,0.4756,0.5244,,,,n_books=3
oddsapi,NBA,Max Strus,RA,2026-05-07 22:30:42,6.5,0.2,0.436,0.564,,,,n_books=2
oddsapi,NBA,Dean Wade,RA,2026-05-07 22:30:42,4.5,0.3,0.4977,0.5023,,,,n_books=3
oddsapi,NBA,Jaylon Tyson,RA,2026-05-07 22:30:42,4.5,0.1,0.4888,0.5112,,,,n_books=1
oddsapi,NBA,Duncan Robinson,RA,2026-05-07 22:30:42,4.5,0.3,0.4521,0.5479,,,,n_books=3
oddsapi,NBA,Ausar Thompson,STL,2026-05-07 22:30:42,2.5,0.2,0.3898,0.6102,,,,n_books=2
oddsapi,NBA,Jarrett Allen,STL,2026-05-07 22:30:42,0.5,0.2,0.6086,0.3914,,,,n_books=2
oddsapi,NBA,Daniss Jenkins,STL,2026-05-07 22:30:42,0.5,0.2,0.5944,0.4056,,,,n_books=2
oddsapi,NBA,Jalen Duren,STL,2026-05-07 22:30:42,0.5,0.2,0.5768,0.4232,,,,n_books=2
oddsapi,NBA,Evan Mobley,STL,2026-05-07 22:30:42,0.5,0.2,0.5743,0.4257,,,,n_books=2
oddsapi,NBA,Duncan Robinson,STL,2026-05-07 22:30:42,0.5,0.2,0.5732,0.4268,,,,n_books=2
oddsapi,NBA,Dennis Schroder,FG3M,2026-05-07 22:30:42,0.5,0.3,0.4307,0.5693,,,,n_books=3
oddsapi,NBA,Isaiah Stewart II,FG3M,2026-05-07 22:30:42,0.5,0.1,0.2726,0.7274,,,,n_books=1
oddsapi,NBA,Ron Holland,REB,2026-05-07 22:30:42,1.5,0.1,0.4694,0.5306,,,,n_books=1
oddsapi,NBA,Jaylon Tyson,FG3M,2026-05-07 22:30:42,0.5,0.1,0.6344,0.3656,,,,n_books=1
oddsapi,NBA,Caris LeVert,FG3M,2026-05-07 22:30:42,0.5,0.1,0.3381,0.6619,,,,n_books=1
oddsapi,NBA,Dean Wade,PA,2026-05-07 22:30:42,5.5,0.1,0.5347,0.4653,,,,n_books=1
oddsapi,NBA,Caris LeVert,PRA,2026-05-07 22:30:42,4.5,0.1,0.5,0.5,,,,n_books=1
oddsapi,NBA,Ron Holland,PRA,2026-05-07 22:30:42,5.5,0.1,0.5,0.5,,,,n_books=1
oddsapi,NBA,LeBron James,AST,2026-05-07 22:30:42,7.5,0.7,0.4913,0.5087,,,,n_books=7
oddsapi,NBA,Shai Gilgeous-Alexander,AST,2026-05-07 22:30:42,6.5,0.5,0.5604,0.4396,,,,n_books=5
oddsapi,NBA,Austin Reaves,AST,2026-05-07 22:30:42,5.5,0.6,0.4199,0.5801,,,,n_books=6
oddsapi,NBA,Marcus Smart,AST,2026-05-07 22:30:42,3.5,0.8,0.566,0.434,,,,n_books=8
oddsapi,NBA,Ajay Mitchell,AST,2026-05-07 22:30:42,3.5,0.7,0.5346,0.4654,,,,n_books=7
oddsapi,NBA,Isaiah Hartenstein,AST,2026-05-07 22:30:42,3.5,0.5,0.4,0.6,,,,n_books=5
oddsapi,NBA,Luke Kennard,AST,2026-05-07 22:30:42,1.5,0.6,0.6064,0.3936,,,,n_books=6
oddsapi,NBA,Alex Caruso,AST,2026-05-07 22:30:42,1.5,0.4,0.5505,0.4495,,,,n_books=4
oddsapi,NBA,Cason Wallace,AST,2026-05-07 22:30:42,1.5,0.4,0.5501,0.4499,,,,n_books=4
oddsapi,NBA,Chet Holmgren,AST,2026-05-07 22:30:42,1.5,0.5,0.488,0.512,,,,n_books=5
oddsapi,NBA,Jaylin Williams,AST,2026-05-07 22:30:42,1.5,0.2,0.4447,0.5553,,,,n_books=2
oddsapi,NBA,Luguentz Dort,AST,2026-05-07 22:30:42,1.5,0.4,0.3542,0.6458,,,,n_books=4
oddsapi,NBA,Rui Hachimura,AST,2026-05-07 22:30:42,0.5,0.3,0.6119,0.3881,,,,n_books=3
oddsapi,NBA,Deandre Ayton,AST,2026-05-07 22:30:42,0.5,0.4,0.5573,0.4427,,,,n_books=4
oddsapi,NBA,Chet Holmgren,BLK,2026-05-07 22:30:42,1.5,0.4,0.5642,0.4358,,,,n_books=4
oddsapi,NBA,Deandre Ayton,BLK,2026-05-07 22:30:42,1.5,0.3,0.3401,0.6599,,,,n_books=3
oddsapi,NBA,Isaiah Hartenstein,BLK,2026-05-07 22:30:42,0.5,0.3,0.5777,0.4223,,,,n_books=3
oddsapi,NBA,Shai Gilgeous-Alexander,BLK,2026-05-07 22:30:42,0.5,0.3,0.5035,0.4965,,,,n_books=3
oddsapi,NBA,Austin Reaves,BLK,2026-05-07 22:30:42,0.5,0.3,0.4932,0.5068,,,,n_books=3
oddsapi,NBA,Marcus Smart,BLK,2026-05-07 22:30:42,0.5,0.3,0.4863,0.5137,,,,n_books=3
oddsapi,NBA,LeBron James,BLK,2026-05-07 22:30:42,0.5,0.3,0.394,0.606,,,,n_books=3
oddsapi,NBA,Rui Hachimura,BLK,2026-05-07 22:30:42,0.5,0.3,0.3675,0.6325,,,,n_books=3
oddsapi,NBA,Chet Holmgren,BS,2026-05-07 22:30:42,2.5,0.1,0.5511,0.4489,,,,n_books=1
oddsapi,NBA,Marcus Smart,BS,2026-05-07 22:30:42,2.5,0.1,0.3983,0.6017,,,,n_books=1
oddsapi,NBA,Shai Gilgeous-Alexander,BS,2026-05-07 22:30:42,1.5,0.1,0.5899,0.4101,,,,n_books=1
oddsapi,NBA,Isaiah Hartenstein,BS,2026-05-07 22:30:42,1.5,0.1,0.5862,0.4138,,,,n_books=1
oddsapi,NBA,Deandre Ayton,BS,2026-05-07 22:30:42,1.5,0.1,0.5485,0.4515,,,,n_books=1
oddsapi,NBA,Austin Reaves,BS,2026-05-07 22:30:42,1.5,0.1,0.507,0.493,,,,n_books=1
oddsapi,NBA,LeBron James,BS,2026-05-07 22:30:42,1.5,0.1,0.4808,0.5192,,,,n_books=1
oddsapi,NBA,Rui Hachimura,BS,2026-05-07 22:30:42,1.5,0.1,0.3645,0.6355,,,,n_books=1
oddsapi,NBA,Shai Gilgeous-Alexander,PTS,2026-05-07 22:30:42,29.5,0.6,0.4846,0.5154,,,,n_books=6
oddsapi,NBA,LeBron James,PTS,2026-05-07 22:30:42,20.5,0.6,0.5046,0.4954,,,,n_books=6
oddsapi,NBA,Austin Reaves,PTS,2026-05-07 22:30:42,18.5,0.7,0.5073,0.4927,,,,n_books=7
oddsapi,NBA,Chet Holmgren,PTS,2026-05-07 22:30:42,16.5,0.7,0.4982,0.5018,,,,n_books=7
oddsapi,NBA,Ajay Mitchell,PTS,2026-05-07 22:30:42,15.5,0.5,0.5216,0.4784,,,,n_books=5
oddsapi,NBA,Rui Hachimura,PTS,2026-05-07 22:30:42,12.5,0.6,0.5148,0.4852,,,,n_books=6
oddsapi,NBA,Marcus Smart,PTS,2026-05-07 22:30:42,10.5,0.6,0.5189,0.4811,,,,n_books=6
oddsapi,NBA,Deandre Ayton,PTS,2026-05-07 22:30:42,9.5,0.6,0.5208,0.4792,,,,n_books=6
oddsapi,NBA,Luke Kennard,PTS,2026-05-07 22:30:42,8.5,0.5,0.5191,0.4809,,,,n_books=5
oddsapi,NBA,Isaiah Hartenstein,PTS,2026-05-07 22:30:42,7.5,0.7,0.5285,0.4715,,,,n_books=7
oddsapi,NBA,Alex Caruso,PTS,2026-05-07 22:30:42,6.5,0.7,0.501,0.499,,,,n_books=7
oddsapi,NBA,Cason Wallace,PTS,2026-05-07 22:30:42,6.5,0.7,0.5095,0.4905,,,,n_books=7
oddsapi,NBA,Luguentz Dort,PTS,2026-05-07 22:30:42,6.5,0.5,0.5156,0.4844,,,,n_books=5
oddsapi,NBA,Isaiah Joe,PTS,2026-05-07 22:30:42,6.5,0.6,0.4553,0.5447,,,,n_books=6
oddsapi,NBA,Jared McCain,PTS,2026-05-07 22:30:42,4.5,0.4,0.5131,0.4869,,,,n_books=4
oddsapi,NBA,Jaylin Williams,PTS,2026-05-07 22:30:42,4.5,0.5,0.474,0.526,,,,n_books=5
oddsapi,NBA,Jaxson Hayes,PTS,2026-05-07 22:30:42,4.5,0.6,0.4818,0.5182,,,,n_books=6
oddsapi,NBA,Jake LaRavia,PTS,2026-05-07 22:30:42,3.5,0.5,0.535,0.465,,,,n_books=5
oddsapi,NBA,Shai Gilgeous-Alexander,PA,2026-05-07 22:30:42,36.5,0.3,0.4858,0.5142,,,,n_books=3
oddsapi,NBA,LeBron James,PA,2026-05-07 22:30:42,28.5,0.4,0.4944,0.5056,,,,n_books=4
oddsapi,NBA,Austin Reaves,PA,2026-05-07 22:30:42,23.5,0.3,0.5108,0.4892,,,,n_books=3
oddsapi,NBA,Ajay Mitchell,PA,2026-05-07 22:30:42,19.5,0.4,0.5163,0.4837,,,,n_books=4
oddsapi,NBA,Chet Holmgren,PA,2026-05-07 22:30:42,17.5,0.2,0.5183,0.4817,,,,n_books=2
oddsapi,NBA,Marcus Smart,PA,2026-05-07 22:30:42,14.5,0.3,0.5145,0.4855,,,,n_books=3
oddsapi,NBA,Rui Hachimura,PA,2026-05-07 22:30:42,13.5,0.2,0.5183,0.4817,,,,n_books=2
oddsapi,NBA,Isaiah Hartenstein,PA,2026-05-07 22:30:42,10.5,0.4,0.5316,0.4684,,,,n_books=4
oddsapi,NBA,Luke Kennard,PA,2026-05-07 22:30:42,10.5,0.2,0.5207,0.4793,,,,n_books=2
oddsapi,NBA,Deandre Ayton,PA,2026-05-07 22:30:42,10.5,0.2,0.469,0.531,,,,n_books=2
oddsapi,NBA,Alex Caruso,PA,2026-05-07 22:30:42,8.5,0.2,0.5111,0.4889,,,,n_books=2
oddsapi,NBA,Cason Wallace,PA,2026-05-07 22:30:42,8.5,0.2,0.503,0.497,,,,n_books=2
oddsapi,NBA,Luguentz Dort,PA,2026-05-07 22:30:42,8.5,0.3,0.4973,0.5027,,,,n_books=3
oddsapi,NBA,Shai Gilgeous-Alexander,PR,2026-05-07 22:30:42,33.5,0.3,0.4802,0.5198,,,,n_books=3
oddsapi,NBA,LeBron James,PR,2026-05-07 22:30:42,27.5,0.4,0.4939,0.5061,,,,n_books=4
oddsapi,NBA,Chet Holmgren,PR,2026-05-07 22:30:42,25.5,0.3,0.4865,0.5135,,,,n_books=3
oddsapi,NBA,Austin Reaves,PR,2026-05-07 22:30:42,23.5,0.3,0.4936,0.5064,,,,n_books=3
oddsapi,NBA,Ajay Mitchell,PR,2026-05-07 22:30:42,19.5,0.4,0.5023,0.4977,,,,n_books=4
oddsapi,NBA,Deandre Ayton,PR,2026-05-07 22:30:42,18.5,0.3,0.5076,0.4924,,,,n_books=3
